time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.243,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.403,,0.263,,,,,
0.245,,0.0392,0.0464,0.013,-0.32,-0.39,0.54,0.0,0.0,0.0,0.0,0.682,0.403,,0.263,,,,,
0.247,,0.0404,0.0472,0.012,-0.32,-0.42,0.49,0.0,0.0,0.0,0.0,0.682,0.4,,0.265,,,,,
0.25,,0.0401,0.0465,0.011,-0.33,-0.4,0.5,0.0,0.0,0.0,0.0,0.682,0.4,,0.265,,,,,
0.319,,0.0404,0.0481,0.014,-0.33,-0.46,0.48,0.0,0.0,0.0,0.0,0.682,0.402,,0.265,,,,,
0.338,,0.0404,0.0481,0.011,-0.33,-0.46,0.48,0.0,0.0003,0.0003,0.0029,0.68,0.402,,0.265,,,,,
0.386,,0.0406,0.0466,0.013,-0.33,-0.4,0.47,0.0,0.0017,-0.0076,-0.0015,0.68,0.403,,,,,,,
0.438,,0.0401,0.0474,0.011,-0.33,-0.44,0.5,0.0,-0.0007,-0.0028,0.0005,0.683,0.403,,,,,,,
0.489,,0.0399,0.0464,0.013,-0.33,-0.4,0.51,0.0,-0.0022,-0.0071,-0.0035,0.683,0.402,,,,,,,
0.545,,0.0405,0.0465,0.012,-0.34,-0.4,0.48,0.0,0.0016,-0.0074,-0.0015,0.681,0.402,,,,,,,
0.59,,0.0403,0.0473,0.013,-0.34,-0.44,0.5,0.0,0.0004,-0.0024,-0.0022,0.681,0.403,,0.26,,,,,
0.643,,0.0403,0.0465,0.013,-0.34,-0.41,0.5,0.0,-0.0002,-0.0071,-0.0002,0.681,0.403,,0.26,,,,,
0.688,,0.0399,0.0465,0.011,-0.34,-0.41,0.52,0.0,-0.0026,-0.0071,0.0006,0.681,0.399,,,,,,,
0.742,,0.0405,0.0465,0.011,-0.34,-0.41,0.48,0.0,0.0011,-0.0067,-0.0041,0.683,0.399,,,,,,,
0.79,,0.0405,0.0464,0.012,-0.34,-0.41,0.48,0.0,0.0008,-0.0063,-0.0065,0.683,0.4,2.391,,,,,,
0.849,,0.0401,0.0464,0.012,-0.34,-0.42,0.5,0.0,-0.0013,-0.0058,-0.0045,0.683,0.4,2.391,,,,,,
0.887,,0.0401,0.0472,0.012,-0.34,-0.45,0.5,0.0,-0.0008,-0.0015,-0.0033,0.683,0.404,,0.259,,,,,
0.973,,0.0398,0.0463,0.013,-0.34,-0.42,0.51,0.0,-0.0018,-0.0064,-0.0024,0.682,0.404,,0.259,,,,,
1.007,,0.04,0.0464,0.014,-0.34,-0.43,0.5,0.0,-0.0005,-0.0058,-0.0005,0.682,0.405,,0.255,,,,,
1.04,,0.0402,0.0464,0.011,-0.34,-0.43,0.48,0.0,0.0009,-0.006,0.0035,0.68,0.405,,0.255,,,,,
1.102,,0.04,0.0473,0.012,-0.34,-0.46,0.5,0.0,-0.0004,-0.0015,-0.0015,0.68,0.402,2.336,0.26,,,,,
1.136,,0.0407,0.047,0.012,-0.34,-0.44,0.47,0.0,0.003,-0.0028,-0.0028,0.681,0.402,2.336,0.26,,,,,
