time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.25,,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704,0.418,,1.194,,,,,
0.254,,0.0033,0.0025,0.016,0.06,-0.8,0.03,0.0,0.0125,0.0107,-0.005,0.705,0.419,,1.194,,,,,
0.257,,0.0035,0.0034,0.017,0.06,-0.82,0.02,0.0,0.0129,0.0134,-0.0048,0.705,0.419,,1.183,,,,,
0.26,,0.0023,0.0029,0.017,0.06,-0.8,0.05,0.0,0.0081,0.0107,-0.0021,0.709,0.418,,1.183,,,,,
0.281,,0.0021,0.002,0.02,0.06,-0.79,0.06,0.0,0.0075,0.0073,-0.0001,0.709,0.418,,1.17,,,,,
0.334,,0.0021,0.0021,0.017,0.06,-0.79,0.06,0.0,0.0074,0.0079,0.0077,0.704,0.42,,1.17,,,,,
0.382,,0.0021,0.0021,0.015,0.06,-0.79,0.06,0.0,0.0075,0.0084,0.0042,0.704,0.42,,1.179,,,,,
0.433,,0.0025,0.0025,0.017,0.06,-0.8,0.05,0.0,0.0093,0.0097,-0.0036,0.702,0.417,,1.179,,,,,
0.483,,0.003,0.003,0.016,0.06,-0.82,0.04,0.0,0.0109,0.0109,-0.0027,0.702,0.417,1.08,,,,,,
0.534,,0.0039,0.0032,0.017,0.06,-0.82,0.02,0.0,0.0146,0.012,-0.0048,0.708,0.419,1.08,,,,,,
0.583,,0.0032,0.0033,0.018,0.06,-0.81,0.04,0.0,0.0109,0.0117,-0.0029,0.708,0.419,,1.187,,,,,
0.638,,0.0038,0.0039,0.018,0.07,-0.82,0.03,0.0,0.0125,0.0141,0.001,0.703,0.42,,1.187,,,,,
0.691,,0.0044,0.0047,0.018,0.07,-0.84,0.02,0.0,0.0141,0.0161,0.0026,0.703,0.42,,1.165,,,,,
