time_s,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m
0.231,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.053,1.487,,0.166,
0.242,-0.0025,0.0105,0.005,0.07,-1.3,-0.17,0.0,0.001,-0.0055,0.0058,,1.48,,0.171,
0.254,-0.0025,0.0104,0.007,0.07,-1.3,-0.17,0.0,0.0009,-0.005,-0.0019,,1.48,,0.171,
0.3,-0.0013,0.0095,0.007,0.08,-1.26,-0.23,0.0,0.0007,-0.003,-0.0019,,1.48,,0.167,
0.321,-0.0025,0.01,0.007,0.08,-1.28,-0.18,0.0,0.0011,-0.0039,-0.0019,,1.48,,0.167,
0.333,-0.0013,0.0095,0.006,0.08,-1.26,-0.24,0.0,0.0002,-0.0069,-0.0015,2.03,1.485,,0.168,
0.365,-0.0025,0.0099,0.007,0.08,-1.28,-0.19,0.0,0.0006,0.0017,-0.004,2.03,1.485,,0.168,
0.418,-0.0022,0.0097,0.006,0.08,-1.27,-0.2,0.0,0.002,-0.0064,-0.0029,2.025,1.478,,0.166,
0.481,-0.0024,0.0111,0.006,0.08,-1.33,-0.19,0.0,0.0007,-0.0073,-0.0042,2.025,1.478,,0.166,
0.515,-0.0015,0.011,0.007,0.08,-1.33,-0.23,0.0,0.0023,-0.0013,-0.0041,1.991,1.486,,0.169,
0.564,-0.0024,0.011,0.005,0.08,-1.32,-0.19,0.0,0.0028,0.0033,-0.0017,1.991,1.486,,0.169,
0.614,-0.0013,0.0095,0.006,0.08,-1.26,-0.24,0.0,-0.0011,-0.004,-0.0044,2.023,1.478,,0.164,
0.666,-0.0024,0.0103,0.007,0.08,-1.29,-0.18,0.0,0.0017,-0.008,-0.0036,2.023,1.478,,0.164,
