time_s,x_m,y_m,z_down_m
0.238,0.0655,0.0536,0.01
0.241,0.0635,0.0458,0.012
0.329,0.0626,0.0415,0.01
0.429,0.0602,0.0352,0.01
0.534,0.0606,0.0369,0.009
0.628,0.0584,0.0432,0.007
0.729,0.0603,0.0498,0.01
0.875,0.061,0.0523,0.008
0.938,0.061,0.0498,0.008
1.028,0.059,0.0432,0.01
1.167,0.0597,0.0485,0.009
1.238,0.0583,0.0478,0.009
1.329,0.0593,0.0488,0.01
1.462,0.0586,0.0485,0.008
1.535,0.0587,0.0511,0.009
1.629,0.0591,0.0522,0.01
1.749,0.0587,0.0505,0.011
1.828,0.0587,0.0507,0.009
1.928,0.059,0.0517,0.011
2.037,0.0597,0.0514,0.01
2.128,0.0578,0.0446,0.01
2.228,0.0575,0.0452,0.009
2.329,0.0576,0.0448,0.007
2.428,0.0574,0.0398,0.007
2.529,0.0572,0.04,0.007
2.65,0.0581,0.0547,0.01
2.728,0.0001,0.0001,0.01
2.828,-0.0006,0.0033,0.011
2.934,-0.0009,0.0072,0.009
3.027,0.0004,0.0065,0.01
3.128,0.0007,-0.0003,0.009
3.237,-0.0004,0.0057,0.009
3.327,-0.0008,0.0046,0.009
3.428,-0.0003,0.0056,0.01
3.535,-0.0003,0.0046,0.009
3.627,-0.0003,0.0048,0.01
3.762,-0.0003,0.0061,0.009
3.83,0.0004,0.0069,0.009
3.928,-0.0011,0.0061,0.008
4.059,0.0006,0.0066,0.009
4.134,-0.0001,0.0048,0.009
4.228,0.0001,0.0068,0.01
4.357,0.0012,0.0106,0.009
4.437,0.002,0.0103,0.011
4.527,0.0011,0.0106,0.009
4.648,0.0015,0.0242,0.011
4.734,0.0017,0.0249,0.01
4.827,0.0009,0.0265,0.01
4.95,0.0017,0.0256,0.009
5.027,0.0017,0.0257,0.009
