time_s,state,x_m,y_m,z_down_m,edge_event,edge_x_m,edge_y_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,local_x_min_m,local_x_max_m,local_y_min_m,local_y_max_m
0.728,,2.638,9.8084,0.015,,,,-0.31,-1.31,0.2,0.0,0.0006,0.002,-0.0031,0.658,0.407,,0.246,,,,,,,
0.778,,2.638,9.8084,0.016,,,,-0.31,-1.31,0.2,0.0,0.0005,0.0023,-0.0031,0.664,0.419,,0.246,,,,,,,
0.829,,2.6382,9.8076,0.016,,,,-0.31,-1.27,0.19,0.0,0.002,-0.0029,-0.0009,0.664,0.419,,0.245,,,,,,,
0.879,,2.6379,9.8074,0.014,,,,-0.31,-1.26,0.2,0.0,0.0003,-0.0034,0.0004,0.666,0.406,,0.245,,,,,,,
0.936,,2.6375,9.8072,0.016,,,,-0.32,-1.25,0.21,0.0,-0.0019,-0.0039,-0.0032,0.666,0.406,1.145,0.252,,,,,,,
0.983,,2.6369,9.8074,0.013,,,,-0.32,-1.26,0.23,0.0,-0.0052,-0.0025,-0.0005,0.658,0.414,1.145,0.252,,,,,,,
1.028,,2.6379,9.8074,0.015,,,,-0.33,-1.26,0.19,0.0,0.0006,-0.0032,-0.005,0.658,0.414,,0.247,,,,,,,
1.081,,2.6388,9.8064,0.015,,,,-0.33,-1.23,0.15,0.0,0.0064,-0.0069,-0.0035,0.66,0.408,,0.247,,,,,,,
1.128,,2.6377,9.8082,0.012,,,,-0.33,-1.3,0.2,0.0,-0.0005,0.0024,-0.002,0.66,0.408,,,,,,,,,
1.203,,2.6381,9.8083,0.017,,,,-0.34,-1.31,0.19,0.0,0.0016,0.0033,-0.0077,0.658,0.41,,,,,,,,,
1.266,,2.6381,9.8078,0.014,,,,-0.34,-1.27,0.19,0.0,0.0016,-0.0007,0.0009,0.658,0.41,,0.249,,,,,,,
1.295,,2.6379,9.8084,0.015,,,,-0.34,-1.29,0.2,0.0,0.0002,0.0023,-0.0015,0.66,0.403,,0.249,,,,,,,
1.328,,2.6369,9.8068,0.014,,,,-0.35,-1.22,0.24,0.0,-0.0048,-0.0067,0.0002,0.66,0.403,,,,,,,,,
1.378,,2.6369,9.8078,0.013,,,,-0.35,-1.26,0.24,0.0,-0.0049,-0.0013,-0.0019,0.658,0.412,,,,,,,,,
1.428,,2.6387,9.8066,0.016,,,,-0.35,-1.21,0.16,0.0,0.0051,-0.0079,-0.0042,0.658,0.412,,,,,,,,,
1.483,,2.6379,9.8074,0.014,,,,-0.35,-1.25,0.2,0.0,0.0001,-0.003,0.0003,0.659,0.406,,,,,,,,,
1.538,,2.6379,9.8076,0.016,,,,-0.35,-1.26,0.2,0.0,-0.0002,-0.002,-0.0011,0.659,0.406,,,,,,,,,
1.578,,2.6377,9.8074,0.017,,,,-0.36,-1.26,0.2,0.0,-0.001,-0.0029,0.0025,0.66,0.413,,,,,,,,,
1.628,,2.6377,9.8076,0.013,,,,-0.36,-1.26,0.21,0.0,-0.0008,-0.0024,0.0061,0.66,0.413,,0.245,,,,,,,
1.68,,2.6377,9.8073,0.017,,,,-0.36,-1.25,0.22,0.0,-0.001,-0.0039,-0.0013,0.66,0.406,,0.245,,,,,,,
1.752,,2.6387,9.8071,0.014,,,,-0.37,-1.26,0.17,0.0,0.0041,-0.004,0.0039,0.66,0.406,,0.249,,,,,,,
1.795,,2.6379,9.8065,0.016,,,,-0.37,-1.23,0.21,0.0,-0.0005,-0.0071,-0.0006,0.659,0.413,,0.249,,,,,,,
1.836,,2.6374,9.8072,0.013,,,,-0.38,-1.27,0.23,0.0,-0.0026,-0.0031,0.0009,0.659,0.413,,0.252,,,,,,,
1.878,,2.6368,9.8084,0.014,,,,-0.38,-1.32,0.26,0.0,-0.0067,0.0029,-0.0054,0.658,0.406,,0.252,,,,,,,
1.928,,2.6374,9.8081,0.015,,,,-0.38,-1.3,0.23,0.0,-0.003,0.0017,-0.0057,0.658,0.406,,0.249,,,,,,,
1.978,,2.6381,9.8077,0.016,,,,-0.39,-1.28,0.21,0.0,-0.0003,-0.0002,-0.0031,0.658,0.413,,0.249,,,,,,,
2.03,,2.6376,9.8065,0.015,,,,-0.39,-1.23,0.23,0.0,-0.0025,-0.0074,0.0006,0.658,0.413,,0.246,,,,,,,
2.097,,2.6374,9.8084,0.015,,,,-0.39,-1.31,0.24,0.0,-0.0035,0.0031,-0.0,0.659,0.407,,0.246,,,,,,,
2.129,,2.638,9.8064,0.012,,,,-0.4,-1.23,0.21,0.0,0.0006,-0.0075,-0.0003,0.659,0.407,,0.246,,,,,,,
2.181,,2.6376,9.8069,0.015,,,,-0.4,-1.26,0.23,0.0,-0.0016,-0.0046,-0.0069,0.657,0.415,,0.246,,,,,,,
2.228,,2.638,9.8079,0.014,,,,-0.4,-1.3,0.2,0.0,0.0007,0.0011,-0.0034,0.657,0.415,,,,,,,,,
2.298,,2.6368,9.8065,0.018,,,,-0.4,-1.23,0.26,0.0,-0.006,-0.0067,-0.0031,0.658,0.406,,,,,,,,,
2.344,,2.638,9.8083,0.015,,,,-0.41,-1.31,0.2,0.0,0.0009,0.0034,0.0054,0.658,0.406,,0.248,,,,,,,
2.384,,2.6368,9.8083,0.015,,,,-0.41,-1.31,0.25,0.0,-0.0053,0.0026,0.0033,0.662,0.413,,0.248,,,,,,,
2.428,,2.6374,9.8075,0.015,,,,-0.42,-1.27,0.23,0.0,-0.0017,-0.0017,0.0015,0.662,0.413,,,,,,,,,
2.479,,0.0,0.0,0.015,,,,0.0,0.0,0.0,0.0,-0.0,0.0057,0.0,0.659,0.407,,,,,,,,,
2.528,,-0.0,-0.0002,0.015,,,,-0.0,-0.03,0.02,0.0,-0.0,-0.009,-0.0004,0.659,0.407,,0.25,,,,,,,
2.578,,0.0002,-0.0005,0.014,,,,-0.01,-0.21,0.01,0.0,0.0032,-0.0147,-0.0007,0.656,0.416,,0.25,,,,,,,
2.639,,-0.0005,-0.001,0.018,,,,-0.02,-0.35,0.28,0.0,-0.0058,-0.019,-0.0023,0.656,0.416,1.146,0.25,,,,,,,
2.696,,-0.0001,-0.001,0.014,,,,-0.02,-0.66,0.18,0.0,-0.0012,-0.0148,0.0045,0.66,0.408,1.146,0.25,,,,,,,
2.727,,-0.0008,-0.0001,0.018,,,,-0.02,-1.03,0.35,0.0,-0.0076,-0.0043,-0.0008,0.66,0.408,,0.249,,,,,,,
2.779,,-0.0002,0.0,0.016,,,,-0.03,-1.12,0.21,0.0,-0.0017,-0.003,0.0058,0.66,0.414,,0.249,,,,,,,
2.847,,-0.0,-0.0001,0.017,,,,-0.03,-1.16,0.2,0.0,-0.0007,-0.0029,0.004,0.66,0.414,,0.248,,,,,,,
2.892,,0.0011,-0.0012,0.016,,,,-0.04,-1.07,0.08,0.0,0.0071,-0.01,0.0042,0.66,0.408,,0.248,,,,,,,
2.931,,0.0002,-0.0004,0.013,,,,-0.04,-1.17,0.18,0.0,0.0013,-0.0048,0.0011,0.66,0.408,1.143,0.252,,,,,,,
2.978,,-0.001,0.0003,0.016,,,,-0.05,-1.27,0.31,0.0,-0.0073,0.0001,-0.0074,0.657,0.411,1.143,0.252,,,,,,,
3.027,,-0.0003,-0.0006,0.015,,,,-0.05,-1.2,0.23,0.0,-0.0017,-0.0049,-0.0041,0.657,0.411,,0.252,,,,,,,
3.078,,-0.0008,-0.0008,0.015,,,,-0.05,-1.2,0.28,0.0,-0.0046,-0.0059,-0.0045,0.658,0.407,,0.252,,,,,,,
3.128,,-0.0008,0.0002,0.014,,,,-0.06,-1.27,0.27,0.0,-0.0045,-0.0001,-0.0047,0.658,0.407,,0.25,,,,,,,
3.181,,-0.0003,-0.0008,0.016,,,,-0.06,-1.22,0.23,0.0,-0.0011,-0.0053,-0.0057,0.66,0.41,,0.25,,,,,,,
3.228,,-0.0003,-0.001,0.019,,,,-0.06,-1.21,0.22,0.0,-0.0016,-0.0061,-0.0019,0.66,0.41,,0.246,,,,,,,
3.277,,0.0001,-0.0007,0.017,,,,-0.07,-1.24,0.21,0.0,0.0008,-0.0041,0.007,0.654,0.409,,0.246,,,,,,,
3.328,,-0.0001,-0.0006,0.015,,,,-0.08,-1.25,0.22,0.0,-0.0008,-0.0038,0.0066,0.654,0.409,,0.247,,,,,,,
3.39,,-0.001,-0.0006,0.016,,,,-0.08,-1.25,0.27,0.0,-0.0064,-0.0035,0.0015,0.657,0.412,,0.247,,,,,,,
3.438,,-0.001,-0.0008,0.015,,,,-0.08,-1.25,0.26,0.0,-0.0061,-0.0041,0.0002,0.657,0.412,,0.252,,,,,,,
3.478,,-0.0007,-0.0001,0.015,,,,-0.09,-1.29,0.25,0.0,-0.0046,-0.0005,-0.0034,0.659,0.406,,0.252,,,,,,,
3.529,,-0.0001,-0.0004,0.017,,,,-0.09,-1.28,0.21,0.0,-0.0009,-0.002,-0.005,0.659,0.406,,0.255,,,,,,,
3.577,,0.0002,-0.0006,0.017,,,,-0.09,-1.27,0.2,0.0,0.0011,-0.0035,-0.0009,0.661,0.415,,0.255,,,,,,,
3.628,,-0.0011,-0.0001,0.015,,,,-0.1,-1.3,0.26,0.0,-0.0054,-0.0005,0.0011,0.661,0.415,,0.246,,,,,,,
3.707,,-0.0011,-0.0016,0.016,,,,-0.1,-1.23,0.25,0.0,-0.0056,-0.0088,-0.0019,0.658,0.408,,0.246,,,,,,,
3.742,,-0.001,0.0001,0.016,,,,-0.1,-1.31,0.25,0.0,-0.0053,0.0004,-0.0018,0.658,0.408,,0.255,,,,,,,
3.778,,0.0004,-0.0003,0.017,,,,-0.1,-1.29,0.19,0.0,0.0016,-0.0019,-0.0014,0.663,0.416,,0.255,,,,,,,
3.827,,-0.001,0.0006,0.013,,,,-0.11,-1.33,0.25,0.0,-0.0053,0.003,0.0007,0.663,0.416,,,,,,,,,
3.878,,-0.0001,0.0006,0.014,,,,-0.11,-1.32,0.21,0.0,0.0003,0.003,-0.0067,0.658,0.407,,,,,,,,,
3.938,,-0.0001,0.0006,0.015,,,,-0.11,-1.32,0.21,0.0,-0.0004,0.0029,-0.0082,0.658,0.407,,0.257,,,,,,,
3.982,,-0.0005,0.0006,0.017,,,,-0.12,-1.32,0.23,0.0,-0.0028,0.0028,-0.0064,0.659,0.412,,0.257,,,,,,,
4.029,,0.0006,0.0006,0.014,,,,-0.12,-1.31,0.18,0.0,0.003,0.0028,-0.0001,0.659,0.412,,0.247,,,,,,,
4.078,,0.0001,-0.0003,0.015,,,,-0.13,-1.28,0.2,0.0,0.0003,-0.0021,-0.0029,0.66,0.408,,0.247,,,,,,,
4.128,,-0.0003,-0.0005,0.016,,,,-0.13,-1.26,0.21,0.0,-0.0018,-0.0035,-0.0023,0.66,0.408,,,,,,,,,
4.178,,-0.001,-0.0005,0.017,,,,-0.13,-1.25,0.24,0.0,-0.0055,-0.0037,0.0005,0.658,0.415,,,,,,,,,
4.257,,0.001,0.0006,0.014,,,,-0.13,-1.29,0.15,0.0,0.0055,0.0017,0.0045,0.658,0.415,,0.247,,,,,,,
4.301,,-0.001,-0.0003,0.016,,,,-0.14,-1.26,0.24,0.0,-0.005,-0.0035,-0.0005,0.658,0.409,,0.247,,,,,,,
4.327,,-0.0001,0.0001,0.014,,,,-0.14,-1.28,0.21,0.0,-0.0006,-0.001,0.0012,0.658,0.409,1.142,0.252,,,,,,,
4.378,,0.0001,-0.0005,0.017,,,,-0.15,-1.26,0.2,0.0,0.0008,-0.0036,-0.0032,0.659,0.412,1.142,0.252,,,,,,,
4.428,,-0.0001,0.0006,0.014,,,,-0.15,-1.3,0.21,0.0,-0.0005,0.0022,0.0009,0.659,0.412,,0.248,,,,,,,
4.482,,-0.0001,0.0001,0.018,,,,-0.15,-1.29,0.2,0.0,-0.0002,-0.0003,-0.0025,0.661,0.408,,0.248,,,,,,,
4.528,,0.001,0.0006,0.014,,,,-0.16,-1.3,0.16,0.0,0.0056,0.0011,0.0037,0.661,0.408,,0.252,,,,,,,
4.577,,-0.0001,-0.0001,0.017,,,,-0.16,-1.27,0.2,0.0,0.0002,-0.0025,-0.0023,0.662,0.416,,0.252,,,,,,,
4.627,,0.0009,-0.0011,0.015,,,,-0.17,-1.23,0.16,0.0,0.0048,-0.0075,0.0016,0.662,0.416,,0.252,,,,,,,
4.678,,-0.0001,0.0001,0.015,,,,-0.18,-1.29,0.22,0.0,-0.0013,-0.0003,-0.0016,0.658,0.408,,0.252,,,,,,,
4.748,,-0.0005,0.0005,0.015,,,,-0.18,-1.3,0.23,0.0,-0.0033,0.0016,-0.0027,0.658,0.408,,0.252,,,,,,,
4.799,,-0.0003,0.0005,0.014,,,,-0.18,-1.29,0.22,0.0,-0.0017,0.0012,-0.0036,0.654,0.413,,0.252,,,,,,,
4.837,,0.0003,-0.0003,0.015,,,,-0.18,-1.26,0.2,0.0,0.0011,-0.0026,-0.0057,0.654,0.413,,0.254,,,,,,,
4.878,,-0.0001,-0.0005,0.016,,,,-0.19,-1.24,0.21,0.0,-0.0012,-0.0043,-0.0042,0.658,0.406,,0.254,,,,,,,
4.928,,-0.0003,0.0005,0.016,,,,-0.19,-1.29,0.21,0.0,-0.0014,0.0015,-0.0006,0.658,0.406,,0.254,,,,,,,
4.978,,-0.0001,-0.0003,0.015,,,,-0.2,-1.26,0.21,0.0,-0.0006,-0.0032,0.001,0.656,0.413,,0.254,,,,,,,
5.027,,0.0009,-0.0013,0.015,,,,-0.2,-1.21,0.17,0.0,0.0052,-0.0095,-0.0004,0.656,0.413,,0.25,,,,,,,
5.081,,0.0001,-0.0001,0.014,,,,-0.21,-1.27,0.2,0.0,0.0004,-0.0023,-0.0012,0.658,0.408,,0.25,,,,,,,
5.128,,-0.001,0.0005,0.014,,,,-0.21,-1.3,0.25,0.0,-0.0054,0.0011,-0.004,0.658,0.408,,0.244,,,,,,,
5.178,,0.0009,-0.0014,0.016,,,,-0.21,-1.22,0.17,0.0,0.0043,-0.0093,-0.0054,0.658,0.416,,0.244,,,,,,,
5.228,,-0.0001,-0.0004,0.016,,,,-0.22,-1.27,0.22,0.0,-0.0015,-0.003,-0.0015,0.658,0.416,,0.256,,,,,,,
5.296,,0.0005,-0.0014,0.014,,,,-0.22,-1.23,0.18,0.0,0.0022,-0.0085,0.0015,0.66,0.403,,0.256,,,,,,,
5.345,,-0.001,0.0005,0.016,,,,-0.22,-1.31,0.25,0.0,-0.0055,0.0016,-0.002,0.66,0.403,,0.252,,,,,,,
5.379,,0.0003,-0.0004,0.016,,,,-0.23,-1.28,0.2,0.0,0.0011,-0.0028,0.0001,0.656,0.413,,0.252,,,,,,,
5.427,,0.0,-0.0002,0.017,,,,-0.23,-1.29,0.21,0.0,0.0001,-0.001,0.0014,0.656,0.413,,0.248,,,,,,,
5.477,,-0.0002,0.0005,0.016,,,,-0.24,-1.32,0.21,0.0,-0.0013,0.0027,0.0038,0.658,0.406,,0.248,,,,,,,
5.528,,0.0008,-0.0014,0.016,,,,-0.24,-1.23,0.17,0.0,0.0039,-0.0073,0.0026,0.658,0.406,1.137,0.247,,,,,,,
5.616,,0.0,-0.0002,0.014,,,,-0.24,-1.28,0.2,0.0,-0.0006,-0.0007,0.0018,0.656,0.414,1.137,0.247,,,,,,,
5.628,,0.0,-0.0006,0.016,,,,-0.24,-1.27,0.2,0.0,-0.0005,-0.0033,-0.0032,0.656,0.414,,,,,,,,,
5.677,,-0.001,-0.0004,0.018,,,,-0.25,-1.28,0.24,0.0,-0.0059,-0.0015,-0.0017,0.657,0.408,,,,,,,,,
5.727,,-0.0002,-0.0008,0.016,,,,-0.25,-1.27,0.21,0.0,-0.0015,-0.0039,0.0032,0.657,0.408,,0.247,,,,,,,
5.777,,0.0,-0.0008,0.014,,,,-0.25,-1.27,0.2,0.0,0.0002,-0.004,0.0008,0.659,0.415,,0.247,,,,,,,
5.841,,-0.0005,-0.0006,0.015,,,,-0.25,-1.27,0.22,0.0,-0.0018,-0.0031,-0.0052,0.659,0.415,,0.25,,,,,,,
5.888,,-0.0005,0.0003,0.015,,,,-0.26,-1.3,0.23,0.0,-0.0014,0.0022,-0.006,0.661,0.408,,0.25,,,,,,,
5.926,,-0.0003,-0.0004,0.015,,,,-0.26,-1.27,0.23,0.0,0.0004,-0.001,-0.0062,0.661,0.408,,0.257,,,,,,,
5.977,,-0.0011,-0.0004,0.014,,,,-0.26,-1.27,0.28,0.0,-0.0035,-0.0004,-0.006,0.656,0.414,,0.257,,,,,,,
6.027,,-0.0003,-0.0004,0.016,,,,-0.26,-1.27,0.24,0.0,0.002,-0.0002,-0.0076,0.656,0.414,,0.252,,,,,,,
6.077,,-0.0003,0.0003,0.013,,,,-0.26,-1.29,0.25,0.0,0.0021,0.0036,-0.0034,0.656,0.408,,0.252,,,,,,,
6.127,,0.0008,-0.0004,0.015,,,,-0.27,-1.26,0.2,-0.0,0.0088,-0.0004,-0.0078,0.656,0.408,,0.254,,,,,,,
6.181,,-0.0001,-0.0006,0.016,,,,-0.25,-1.15,0.28,-0.0,0.0014,0.0068,-0.0052,0.657,0.416,,0.254,,,,,,,
6.228,,-0.0006,-0.0008,0.017,,,,-0.23,-1.08,0.35,-0.0,-0.0035,0.0129,-0.0013,0.657,0.416,,0.246,,,,,,,
6.277,,-0.0007,0.0002,0.016,,,,-0.25,-1.01,0.32,-0.0,-0.0049,0.0225,0.0021,0.655,0.408,,0.246,,,,,,,
6.326,,0.0017,0.0011,0.014,,,,-0.33,-0.93,0.28,-0.0,0.0048,0.0294,0.0051,0.655,0.408,,0.249,,,,,,,
6.398,,-0.0009,0.0205,0.004,,,,-0.27,-0.76,0.7,-0.0,-0.0137,0.124,0.0133,0.669,0.413,,0.249,,,,,,,
6.445,,-0.0028,0.0296,0.0,,,,-0.24,0.31,0.75,-0.0,-0.0253,0.1403,0.0085,0.669,0.413,,0.191,,,,,,,
6.485,,-0.0071,0.0372,0.0,,,,-0.27,1.41,0.5,-0.0,-0.0449,0.1383,0.0418,0.675,0.408,,0.191,,,,,,,
6.526,,-0.0057,0.0354,0.0,,,,-0.42,2.37,0.19,-0.0,-0.0294,0.0803,0.0785,0.675,0.408,,0.203,,,,,,,
6.576,,-0.0072,0.0205,0.012,entry,-0.0057,0.0354,-0.48,2.99,-0.29,-0.0,-0.0338,-0.0349,0.091,0.675,0.417,,0.203,,,,,,,
6.627,,-0.0055,0.0183,0.024,,,,-0.71,1.92,-0.37,-0.0,-0.0122,-0.0559,0.1397,0.675,0.417,,1.367,,,,,,,
6.68,,-0.0052,0.0085,0.045,,,,-0.83,1.03,-0.57,-0.0,-0.0049,-0.1034,0.1714,0.676,0.429,,1.367,,,,,,,
6.729,,-0.0053,0.0019,0.059,,,,-0.89,0.07,-0.38,-0.0,-0.0009,-0.114,0.2042,0.676,0.429,,1.39,,,,,,,
6.778,,-0.0045,-0.0062,0.075,,,,-0.95,-0.72,-0.34,-0.0,0.0061,-0.1224,0.2115,0.673,,,1.39,,,,,,,
6.827,,-0.0025,-0.013,0.084,,,,-1.05,-1.12,-0.52,-0.0,0.0179,-0.1184,0.2105,0.673,,,1.393,,,,,,,
6.877,,-0.0005,-0.018,0.091,,,,-1.19,-1.71,-0.36,-0.0,0.0267,-0.1035,0.1884,0.669,,,1.393,,,,,,,
6.951,,0.0012,-0.0211,0.103,,,,-1.34,-1.83,-0.22,-0.0,0.0309,-0.0807,0.1639,0.669,,,1.392,,,,,,,
7.001,,0.0046,-0.0243,0.111,,,,-1.51,-1.96,0.31,-0.0,0.04,-0.0625,0.1556,0.666,,,1.392,,,,,,,
7.043,,0.0092,-0.0255,0.113,,,,-1.73,-1.81,0.28,-0.0,0.0503,-0.0392,0.1353,0.666,,,1.381,,,,,,,
7.076,,0.012,-0.0255,0.118,,,,-1.86,-1.63,0.53,-0.0,0.0494,-0.0169,0.1072,0.66,,,1.381,,,,,,,
7.126,,0.0149,-0.0245,0.122,,,,-1.9,-1.27,0.66,-0.0,0.0471,0.0026,0.1004,0.66,,,1.386,,,,,,,
7.177,,0.0179,-0.0225,0.127,,,,-1.84,-0.85,0.63,-0.0,0.0453,0.0195,0.0872,0.657,,,1.386,,,,,,,
7.238,,0.0196,-0.02,0.124,,,,-1.78,-0.42,0.71,-0.0,0.0382,0.031,0.0794,0.657,,,1.394,,,,,,,
7.289,,0.0232,-0.0178,0.13,,,,-1.75,0.05,0.67,-0.0,0.0395,0.0363,0.0615,0.648,,,1.394,,,,,,,
7.331,,0.0253,-0.0154,0.13,,,,-1.74,0.3,0.7,-0.0,0.0344,0.0373,0.0703,0.648,,,1.392,,,,,,,
7.376,,0.0292,-0.0133,0.138,,,,-1.83,0.42,0.61,-0.0,0.0378,0.0361,0.0623,0.646,,,1.392,,,,,,,
7.426,,0.0321,-0.0113,0.138,,,,-1.84,0.63,0.53,-0.0,0.0377,0.0329,0.0736,0.646,,,1.4,,,,,,,
7.477,,0.0356,-0.0097,0.143,,,,-1.84,0.85,0.47,-0.0,0.0404,0.0275,0.0678,0.639,,,1.4,,,,,,,
7.568,,0.0382,-0.0085,0.143,,,,-1.79,0.88,0.47,-0.0,0.039,0.02,0.0728,0.639,,,1.399,,,,,,,
7.582,,0.041,-0.0084,0.15,,,,-1.78,0.84,0.48,-0.0,0.0385,0.0102,0.0674,0.63,,,1.399,,,,,,,
7.639,,0.0453,-0.0085,0.151,,,,-1.78,0.57,0.65,-0.0,0.0432,0.0023,0.0772,0.63,,,1.401,,,,,,,
7.677,,0.0487,-0.0093,0.157,,,,-1.79,0.45,0.7,-0.0,0.0425,-0.0051,0.0727,0.631,,,1.401,,,,,,,
7.727,,0.0507,-0.0104,0.161,,,,-1.77,0.35,0.71,-0.0,0.0363,-0.0112,0.0793,0.631,,,1.399,,,,,,,
7.793,,0.0536,-0.0109,0.168,,,,-1.81,0.19,0.74,-0.0,0.0346,-0.0127,0.0796,0.624,,,1.399,,,,,,,
7.836,,0.0571,-0.0127,0.165,,,,-1.87,0.12,0.74,-0.0,0.0349,-0.0179,0.0838,0.624,,,1.398,,,,,,,
7.878,,0.0585,-0.0132,0.175,,,,-1.94,0.07,0.85,-0.0,0.0277,-0.0169,0.0677,0.62,,,1.398,,,,,,,
7.926,,0.0626,-0.015,0.177,,,,-1.97,0.06,0.83,-0.0,0.0295,-0.0204,0.0861,0.62,,,1.4,,,,,,,
7.977,,0.0647,-0.0166,0.18,,,,-2.05,0.08,0.94,-0.0,0.0247,-0.0225,0.0777,0.62,,,1.4,,,,,,,
8.026,,0.0659,-0.0177,0.19,,,,-2.14,0.13,0.9,-0.0,0.0171,-0.023,0.0716,0.62,,,1.4,,,,,,,
8.077,,0.0684,-0.0183,0.194,,,,-2.24,-0.04,0.9,-0.0,0.015,-0.0216,0.0877,0.612,,,1.4,,,,,,,
8.139,ROTATION_SCAN,0.0659,-0.0193,0.197,,,,-2.37,-0.09,0.85,-0.0,-0.0016,-0.0205,0.0802,0.612,,,1.402,,,,,,,
8.211,ROTATION_SCAN,0.0664,-0.019,0.201,,,,-2.46,-0.19,0.69,15.0,-0.0061,-0.0155,0.0724,0.616,,,1.402,,,,,,,
8.23,ROTATION_SCAN,0.0674,-0.0189,0.205,,,,-2.48,-0.23,0.43,15.0,-0.0071,-0.0112,0.0687,0.616,,,1.393,,,,,,,
8.276,ROTATION_SCAN,0.0658,-0.0223,0.199,,,,-2.37,-0.26,0.33,15.0,-0.0136,-0.0171,0.0628,0.615,,,1.393,,,,,,,
8.332,ROTATION_SCAN,0.065,-0.022,0.209,,,,-2.06,-0.14,0.11,15.0,-0.0162,-0.0119,0.0425,0.615,,,1.399,,,,,,,
8.396,ROTATION_SCAN,0.064,-0.0217,0.213,,,,-1.5,-0.2,0.04,15.0,-0.0168,-0.008,0.0631,0.614,,,1.399,,,,,,,
8.431,ROTATION_SCAN,0.0632,-0.0214,0.215,,,,-0.92,-0.17,-0.15,15.0,-0.0164,-0.0048,0.0558,0.614,,,1.399,,,,,,,
8.499,ROTATION_SCAN,0.0627,-0.0201,0.217,,,,-0.16,-0.17,-0.14,15.0,-0.014,0.0006,0.0481,0.617,,,1.399,,,,,,,
8.529,ROTATION_SCAN,0.0614,-0.0199,0.218,,,,0.66,-0.18,-0.23,15.0,-0.0141,0.0025,0.0443,0.617,,,1.402,,,,,,,
8.576,ROTATION_SCAN,0.0625,-0.0192,0.221,,,,1.48,-0.18,-0.24,15.0,-0.0081,0.0053,0.0357,0.622,,,1.402,,,,,,,
8.626,ROTATION_SCAN,0.0628,-0.0209,0.219,,,,2.39,-0.08,-0.28,15.0,-0.0044,0.0016,0.0352,0.622,,,1.395,,,,,,,
8.713,ROTATION_SCAN,0.0717,-0.0018,0.226,,,,3.26,-0.22,-0.4,15.0,0.0199,0.0476,0.0233,0.63,,,1.395,,,,,,,
8.726,ROTATION_SCAN,0.0718,-0.0022,0.229,,,,4.21,0.33,-0.09,15.0,0.02,0.041,0.0383,0.63,,,1.399,,,,,,,
8.778,ROTATION_SCAN,0.0759,-0.0002,0.229,,,,5.09,0.73,0.1,15.0,0.0282,0.0372,0.0353,0.641,,,1.399,,,,,,,
8.826,ROTATION_SCAN,0.0771,0.0012,0.231,,,,5.98,0.98,0.35,15.0,0.0267,0.0292,0.0259,0.641,,1.093,1.398,,,,,,,
8.877,ROTATION_SCAN,0.0816,0.0011,0.23,,,,6.84,1.08,0.63,15.0,0.0314,0.0172,0.0258,0.666,,1.093,1.398,,,,,,,
