time_s,x_m,y_m,z_down_m
0.269,0.0,0.0,0.01
0.272,-0.2587,0.0533,0.01
0.275,-0.2576,0.0532,0.011
0.277,-0.2581,0.0531,0.011
0.283,-0.2568,0.0539,0.012
0.343,-0.2579,0.0531,0.011
0.38,-0.2584,0.0537,0.013
0.43,-0.2574,0.053,0.012
0.479,-0.2574,0.0539,0.011
0.53,-0.2578,0.0533,0.01
0.606,-0.2578,0.0533,0.01
0.64,-0.2573,0.0536,0.01
0.685,-0.2584,0.0532,0.011
0.729,-0.2582,0.0532,0.013
0.779,-0.2575,0.0538,0.008
0.829,-0.2574,0.0535,0.01
0.879,-0.2575,0.0538,0.012
0.93,-0.2565,0.054,0.011
1.019,-0.2577,0.0541,0.011
1.057,-0.2582,0.0532,0.012
1.09,-0.2578,0.0538,0.009
1.129,-0.2577,0.0541,0.01
1.181,-0.2581,0.0534,0.012
1.23,-0.2578,0.0538,0.012
1.309,-0.2577,0.0531,0.01
1.363,-0.2584,0.054,0.013
1.385,-0.2575,0.0533,0.012
1.429,-0.2585,0.0538,0.011
1.48,-0.2572,0.0535,0.012
1.53,-0.2584,0.054,0.01
1.602,-0.2583,0.0542,0.009
1.645,-0.2574,0.0538,0.013
1.679,-0.2573,0.0542,0.011
1.729,-0.2578,0.0537,0.01
1.78,-0.2586,0.0539,0.01
1.829,-0.2567,0.0537,0.01
1.894,-0.2578,0.0539,0.011
1.939,-0.2578,0.0537,0.009
1.98,-0.2581,0.0536,0.011
2.029,-0.2583,0.0543,0.01
2.08,-0.2584,0.0541,0.011
2.13,-0.2583,0.0534,0.011
2.182,-0.2564,0.0549,0.01
2.233,-0.2578,0.0533,0.01
2.278,-0.2572,0.0543,0.011
2.33,-0.2583,0.0543,0.011
2.379,-0.2577,0.054,0.013
2.466,-0.2577,0.054,0.01
2.5,-0.2578,0.0536,0.009
2.529,-0.2568,0.0541,0.011
2.578,-0.2579,0.0534,0.01
2.629,-0.2579,0.0534,0.012
2.679,-0.2576,0.0541,0.011
2.753,-0.2564,0.0541,0.011
2.786,-0.2579,0.0534,0.012
2.829,-0.2567,0.0544,0.01
2.878,0.0,-0.0,0.01
2.929,0.0001,0.0003,0.011
2.98,0.0006,0.0004,0.01
3.042,0.0001,-0.0001,0.009
3.087,0.0003,0.0009,0.011
3.128,-0.0007,0.0002,0.012
3.178,0.0001,0.0007,0.01
3.228,0.0,-0.0004,0.011
3.28,-0.0002,-0.0004,0.008
3.332,-0.0009,0.0004,0.012
3.384,0.0012,0.0004,0.011
3.429,-0.0008,0.0001,0.01
3.479,-0.0002,-0.0004,0.011
3.53,0.0004,0.0004,0.012
3.615,0.0007,0.0004,0.011
3.657,0.0001,0.0001,0.011
3.683,0.0015,0.0004,0.011
3.728,-0.0006,-0.0004,0.013
3.779,0.0015,0.0009,0.012
3.829,0.0004,-0.0004,0.012
3.902,-0.0006,0.0001,0.012
3.942,0.0007,0.0004,0.01
3.978,0.0002,0.0006,0.013
4.028,0.0007,0.0003,0.011
4.079,0.0014,0.0004,0.014
4.128,0.0009,-0.0004,0.014
4.191,0.0005,0.0004,0.01
4.235,0.0002,0.0004,0.009
4.278,0.0002,-0.0004,0.011
4.329,0.0012,0.0004,0.012
4.378,0.0014,0.0006,0.011
4.428,0.0002,-0.0004,0.012
4.48,0.0005,-0.0004,0.01
4.533,0.0005,-0.0003,0.008
