time_s,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m
1.569,0.0008,0.0,0.01,-0.0,-0.17,0.02,0.0,0.0119,-0.0062,0.0003,,0.853,0.425,0.171,
1.62,0.0003,-0.0009,0.011,-0.0,-0.02,0.3,0.0,0.0048,-0.0166,-0.0027,,0.857,0.425,0.171,
1.67,0.0007,0.0001,0.012,-0.0,-0.37,0.27,0.0,0.007,-0.0059,-0.001,,0.857,0.427,0.174,
1.72,0.0003,0.0001,0.012,-0.0,-0.44,0.41,0.0,0.0021,-0.0054,0.0018,,0.854,0.427,0.174,
1.769,0.0003,0.0008,0.011,-0.0,-0.58,0.43,0.0,0.0024,0.0002,0.003,,0.854,0.426,0.17,
1.82,0.0009,-0.0003,0.01,-0.01,-0.48,0.37,0.0,0.0071,-0.0079,0.0013,,0.857,0.426,0.17,
1.868,-0.0,-0.0,0.011,-0.01,-0.55,0.5,0.0,-0.0,-0.0044,-0.0029,,0.857,0.424,0.172,
1.918,-0.0003,-0.0007,0.012,-0.01,-0.52,0.52,0.0,-0.0018,-0.0082,-0.0022,,0.854,0.424,0.172,
1.97,-0.001,0.0003,0.013,-0.0,-0.62,0.57,0.0,-0.0058,-0.0016,-0.0003,,0.854,0.43,0.176,
2.019,-0.0001,0.0008,0.011,-0.0,-0.68,0.51,0.0,0.0001,0.002,0.0038,,0.857,0.43,0.176,
2.068,0.0001,-0.0008,0.011,-0.01,-0.59,0.51,0.0,0.0009,-0.0066,0.0009,,0.857,0.427,0.171,
2.119,0.0008,-0.0,0.009,-0.01,-0.65,0.48,0.0,0.0042,-0.002,-0.0008,,0.856,0.427,0.171,
2.169,0.0006,-0.0002,0.011,-0.01,-0.66,0.51,0.0,0.0019,-0.0026,-0.0058,,0.856,0.423,0.172,
2.219,-0.0004,0.0005,0.013,-0.01,-0.71,0.58,0.0,-0.0035,0.0011,-0.0041,,0.854,0.423,0.172,
2.269,-0.0002,0.0003,0.011,-0.01,-0.7,0.57,0.0,-0.0028,0.0004,0.0008,,0.854,0.427,0.174,
2.319,-0.0004,-0.0002,0.012,-0.01,-0.7,0.58,0.0,-0.0041,-0.0004,-0.0006,,0.858,0.427,0.174,
2.368,-0.0002,0.0003,0.01,-0.01,-0.72,0.57,0.0,-0.0026,0.002,0.0012,,0.858,0.429,0.169,
2.419,0.0008,-0.0038,0.011,-0.02,-0.57,0.53,0.0,0.0021,-0.0175,-0.0016,,0.857,0.429,0.169,
2.469,0.0015,-0.0027,0.008,-0.01,-0.66,0.51,0.0,0.005,-0.0087,-0.0011,,0.857,0.43,0.173,
2.519,-0.0004,-0.0054,0.01,-0.02,-0.58,0.6,0.0,-0.0047,-0.0197,-0.0076,,0.858,0.43,0.173,
2.569,0.0009,-0.0035,0.01,-0.01,-0.69,0.55,0.0,0.0013,-0.0082,-0.0056,,0.858,0.428,0.17,
2.618,0.0007,-0.0006,0.01,-0.01,-0.84,0.57,0.0,-0.0005,0.0087,-0.0043,,0.86,0.428,0.17,
2.67,-0.0005,-0.0012,0.01,-0.01,-0.8,0.62,0.0,-0.0067,0.0048,-0.0032,,0.86,0.427,0.169,
2.719,-0.0005,-0.0023,0.008,-0.02,-0.76,0.61,0.0,-0.0064,0.0004,-0.0018,,0.853,0.427,0.169,
2.769,-0.0009,0.0002,0.01,-0.02,-0.85,0.62,0.0,-0.0077,0.012,-0.0053,,0.853,0.418,0.168,
2.819,-0.0018,0.0004,0.011,-0.02,-0.85,0.64,0.0,-0.0114,0.0118,-0.0019,,0.857,0.418,0.168,
2.868,-0.0007,0.0008,0.012,-0.02,-0.85,0.59,0.0,-0.0047,0.0127,0.0028,,0.857,0.426,0.172,
2.919,-0.0014,0.0011,0.012,-0.02,-0.85,0.62,0.0,-0.0075,0.0121,0.0069,,0.858,0.426,0.172,
2.969,-0.0013,-0.0006,0.011,-0.02,-0.77,0.61,0.0,-0.0057,0.002,0.0089,,0.858,0.423,0.171,
3.018,-0.0013,0.0004,0.011,-0.02,-0.8,0.61,0.0,-0.0057,0.0065,0.0069,,0.857,0.423,0.171,
3.069,-0.0012,0.0015,0.012,-0.02,-0.84,0.6,0.0,-0.0047,0.0115,0.0042,,0.857,0.432,0.169,
3.118,-0.0014,0.0015,0.011,-0.02,-0.84,0.61,0.0,-0.0059,0.0111,0.0052,,0.862,0.432,0.169,
3.169,-0.0007,0.0007,0.01,-0.02,-0.8,0.58,0.0,-0.0017,0.0058,0.0028,,0.862,0.425,0.173,
3.219,-0.0011,0.0007,0.012,-0.02,-0.8,0.6,0.0,-0.0042,0.0057,-0.0015,,0.857,0.425,0.173,
3.268,-0.0009,0.0011,0.012,-0.02,-0.82,0.6,0.0,-0.0032,0.008,0.0005,,0.857,0.429,0.172,
3.318,-0.0019,0.0012,0.011,-0.02,-0.83,0.63,0.0,-0.0076,0.0089,0.0016,,0.858,0.429,0.172,
3.368,-0.0012,0.0008,0.011,-0.02,-0.8,0.61,0.0,-0.0043,0.0053,-0.0001,,0.858,0.427,0.169,
3.418,-0.0018,0.0015,0.01,-0.02,-0.84,0.62,0.0,-0.0066,0.0092,-0.001,,0.859,0.427,0.169,
3.468,-0.0015,0.0008,0.012,-0.02,-0.81,0.61,0.0,-0.0048,0.0052,-0.0031,,0.859,0.424,0.173,
3.518,-0.0013,0.0011,0.011,-0.03,-0.82,0.6,0.0,-0.0038,0.0063,0.0003,,0.86,0.424,0.173,
3.568,-0.0017,0.001,0.011,-0.03,-0.81,0.61,0.0,-0.0053,0.006,-0.0008,,0.86,0.43,0.171,
3.618,-0.0017,-0.0003,0.012,-0.03,-0.76,0.61,0.0,-0.0053,-0.0007,-0.001,,0.859,0.43,0.171,
3.668,-0.0017,-0.0,0.011,-0.03,-0.77,0.61,0.0,-0.0045,0.0005,0.0013,,0.859,0.423,0.172,
3.719,-0.0013,0.0011,0.011,-0.03,-0.82,0.6,0.0,-0.0027,0.0062,0.0003,,0.86,0.423,0.172,
3.769,-0.0016,0.0016,0.01,-0.04,-0.84,0.61,0.0,-0.0041,0.0092,-0.0,,0.86,0.429,0.175,
3.818,-0.0016,-0.0001,0.013,-0.04,-0.76,0.62,0.0,-0.0043,-0.0011,-0.0024,,0.856,0.429,0.175,
3.868,-0.0014,0.0016,0.01,-0.04,-0.83,0.62,0.0,-0.0033,0.0081,0.0022,,0.856,0.426,0.172,
3.918,-0.0014,0.0016,0.01,-0.04,-0.83,0.61,0.0,-0.0034,0.0072,-0.0021,,0.853,0.426,0.172,
3.968,-0.0012,-0.0,0.011,-0.04,-0.76,0.6,0.0,-0.0024,-0.0015,-0.0034,,0.853,0.427,0.172,
4.018,-0.0015,0.0016,0.011,-0.04,-0.83,0.62,0.0,-0.0044,0.0081,-0.0018,,0.858,0.427,0.172,
4.068,-0.0019,0.0016,0.01,-0.04,-0.84,0.64,0.0,-0.0067,0.008,-0.0002,,0.858,0.419,0.17,
4.118,-0.0015,0.0015,0.009,-0.04,-0.82,0.62,0.0,-0.0044,0.0067,-0.0013,,0.857,0.419,0.17,
4.168,-0.002,0.0017,0.012,-0.04,-0.84,0.64,0.0,-0.0071,0.0079,-0.0041,,0.857,0.427,0.173,
4.219,-0.0018,0.0012,0.009,-0.04,-0.81,0.63,0.0,-0.0059,0.0048,0.0017,,0.858,0.427,0.173,
4.268,-0.0014,0.0002,0.012,-0.04,-0.76,0.6,0.0,-0.0028,-0.0009,-0.0014,,0.858,0.429,0.172,
4.318,-0.0018,-0.0012,0.01,-0.04,-0.73,0.62,0.0,-0.0055,-0.0064,0.0036,,0.858,0.429,0.172,
4.368,-0.0018,0.0008,0.011,-0.04,-0.83,0.63,0.0,-0.0059,0.0053,0.0013,,0.858,0.431,0.171,
4.418,-0.0019,0.0008,0.012,-0.04,-0.82,0.62,0.0,-0.0049,0.0052,0.0025,,0.855,0.431,0.171,
4.469,-0.0024,0.0005,0.011,-0.04,-0.81,0.64,0.0,-0.007,0.0031,0.0047,,0.855,0.423,0.174,
4.521,-0.0028,0.0009,0.013,-0.04,-0.83,0.67,0.0,-0.0088,0.0057,0.0031,,0.857,0.423,0.174,
4.569,-0.002,0.0004,0.012,-0.04,-0.81,0.63,0.0,-0.0039,0.0028,0.0067,,0.857,0.425,0.165,
4.618,-0.0023,0.0014,0.013,-0.04,-0.85,0.63,0.0,-0.005,0.0089,0.006,,0.855,0.425,0.165,
4.668,-0.0025,0.0005,0.009,-0.04,-0.81,0.64,0.0,-0.0061,0.0037,0.007,,0.855,0.425,0.174,
4.718,-0.0025,0.0013,0.011,-0.04,-0.84,0.64,0.0,-0.0058,0.0079,-0.0023,,0.856,0.425,0.174,
4.768,-0.0024,0.0005,0.011,-0.04,-0.8,0.63,0.0,-0.005,0.0027,-0.0026,,0.856,0.427,0.172,
4.819,-0.0022,0.0005,0.011,-0.04,-0.79,0.62,0.0,-0.0037,0.0023,-0.0024,,0.855,0.427,0.172,
4.868,-0.0025,0.0013,0.014,-0.04,-0.82,0.64,0.0,-0.005,0.0069,-0.0021,,0.855,0.425,0.174,
4.92,-0.0032,0.0014,0.01,-0.05,-0.84,0.64,0.0,-0.0065,0.0083,0.0059,,0.858,0.425,0.174,
4.967,-0.0024,0.0018,0.012,-0.05,-0.85,0.59,0.0,-0.0012,0.0101,0.0013,,0.858,0.431,0.171,
5.018,-0.0034,0.0011,0.01,-0.06,-0.81,0.65,0.0,-0.0056,0.0061,0.0026,,0.855,0.431,0.171,
5.068,-0.0031,0.0017,0.011,-0.06,-0.83,0.64,0.0,-0.0038,0.0098,-0.0012,,0.855,0.426,0.173,
5.12,-0.0016,0.0011,0.012,-0.06,-0.79,0.59,0.0,0.0039,0.0056,-0.0017,,0.859,0.426,0.173,
5.168,-0.0035,0.0014,0.011,-0.04,-0.76,0.73,0.0,-0.0072,0.0085,0.0018,,0.859,0.43,0.173,
5.219,-0.0025,0.0017,0.01,-0.05,-0.8,0.69,0.01,-0.0067,0.014,-0.0007,,0.858,0.43,0.173,
5.268,-0.0025,0.0012,0.007,-0.11,-0.8,0.68,0.02,-0.0105,0.0144,-0.0047,,0.858,0.421,0.17,
5.318,-0.0037,0.0005,0.009,-0.17,-0.74,0.81,0.03,-0.0192,0.0129,-0.0124,,0.855,0.421,0.17,
5.367,0.003,-0.0043,0.007,-0.27,-0.55,0.62,0.05,0.0111,-0.0079,-0.0131,,0.855,0.435,0.172,
5.417,0.006,-0.0099,0.005,-0.32,-0.38,0.62,0.07,0.0184,-0.0279,-0.0137,,0.853,0.435,0.172,
5.468,0.0043,-0.0099,0.0,-0.3,-0.39,1.24,0.1,-0.0013,-0.0187,-0.0017,,0.853,0.467,0.176,
5.518,-0.0129,-0.0003,0.0,-0.28,-1.08,2.12,0.11,-0.0963,0.0379,0.0112,,0.85,0.467,0.176,
5.568,-0.0154,0.0091,0.0,-0.42,-0.78,1.21,0.13,-0.0984,0.0835,0.0731,,0.85,,0.217,
5.618,-0.0288,0.0162,0.003,-0.56,-0.26,0.22,0.13,-0.1484,0.1024,0.1157,,0.85,,0.217,
5.667,-0.0277,0.0194,0.02,-0.64,0.94,-1.08,0.13,-0.1039,0.0893,0.1826,,0.85,1.031,1.528,
5.717,-0.0295,0.0086,0.043,-0.74,2.15,-1.82,0.12,-0.0736,-0.0001,0.274,,0.841,1.031,1.528,
5.769,-0.0338,0.001,0.066,-0.8,2.18,-2.16,0.1,-0.0601,-0.0569,0.3536,,0.841,1.001,1.576,
5.818,-0.0346,0.0006,0.095,-0.98,1.26,-2.46,0.08,-0.027,-0.0605,0.4273,,0.822,1.001,1.576,
5.868,-0.0358,0.0024,0.118,-1.18,0.23,-2.6,0.06,-0.0056,-0.0418,0.5091,,0.822,1.203,1.673,
5.918,-0.0336,-0.0016,0.152,-1.28,-0.0,-2.24,0.04,0.0257,-0.0527,0.5252,,0.811,1.203,1.673,
5.967,-0.0297,-0.0034,0.168,-1.42,-0.33,-1.9,0.02,0.0566,-0.047,0.596,,0.811,1.286,1.689,
6.018,-0.0236,-0.0056,0.193,-1.54,-0.55,-1.34,0.01,0.0844,-0.0442,0.5694,,0.753,1.286,1.689,
6.068,-0.0184,-0.0081,0.225,-1.6,-0.77,-0.83,0.0,0.0986,-0.0408,0.5961,,0.753,1.321,,
6.118,-0.0121,-0.0102,0.255,-1.63,-0.89,0.05,0.0,0.108,-0.0348,0.5966,,,1.321,,
6.168,-0.0057,-0.0129,0.277,-1.6,-1.0,0.63,0.0,0.1107,-0.0313,0.5945,,,1.315,,
6.218,-0.0001,-0.0147,0.309,-1.55,-1.07,1.12,0.0,0.1051,-0.0246,0.5508,,0.394,1.315,,
6.268,0.0046,-0.0165,0.331,-1.47,-1.13,1.53,0.0,0.0934,-0.0176,0.5562,,0.394,1.299,,
6.317,0.0076,-0.0198,0.365,-1.41,-1.18,1.81,0.0,0.0759,-0.017,0.5087,,0.388,1.299,,
6.368,0.0124,-0.0208,0.38,-1.27,-1.21,1.76,0.0,0.0656,-0.0076,0.5083,,0.388,1.223,1.781,
6.417,0.016,-0.0207,0.405,-1.13,-1.07,1.82,0.0,0.0538,0.0026,0.4468,,0.405,1.223,1.781,
6.468,0.02,-0.0203,0.429,-0.97,-0.91,1.67,0.0,0.0443,0.0114,0.4305,,0.405,1.156,,
6.517,0.02,-0.0219,0.451,-0.8,-0.68,1.75,0.0,0.0255,0.0116,0.3999,,0.421,1.156,,
6.568,0.0198,-0.0131,0.467,-0.68,-0.72,1.56,0.0,0.0089,0.038,0.3708,,0.421,1.071,,
6.617,0.02,-0.0117,0.49,-0.58,-0.49,1.33,0.0,-0.0025,0.042,0.3247,,0.454,1.071,,
6.668,0.0194,-0.0095,0.501,-0.49,-0.23,1.09,0.0,-0.0128,0.0452,0.3097,,0.454,,,
6.717,0.0193,-0.0121,0.514,-0.41,0.01,0.83,0.0,-0.019,0.0348,0.2583,,0.51,,,
6.768,0.0201,0.0007,0.523,-0.29,0.03,0.62,0.0,-0.0209,0.0593,0.2254,,0.51,0.263,,
6.818,0.0175,0.0025,0.532,-0.23,0.01,0.51,0.0,-0.0285,0.0569,0.1861,,0.539,0.263,,
6.869,0.0159,0.0042,0.545,-0.2,0.53,0.27,0.0,-0.032,0.053,0.1575,,0.539,0.259,,
6.917,0.013,0.0057,0.553,-0.23,0.89,0.09,0.0,-0.0362,0.0455,0.1356,,0.548,0.259,,
6.967,0.0086,0.0054,0.554,-0.22,1.07,-0.04,0.0,-0.0419,0.033,0.1013,,0.548,0.244,0.816,
7.018,0.0054,0.0036,0.56,-0.26,1.14,-0.32,0.0,-0.0428,0.0185,0.0477,,0.548,0.244,0.816,
7.067,0.0032,0.0028,0.559,-0.31,1.1,-0.51,0.0,-0.04,0.0069,0.0071,,0.548,0.25,0.807,
7.117,0.0019,-0.0025,0.559,-0.39,0.86,-0.83,0.0,-0.0341,-0.0102,-0.0482,,0.548,0.25,0.807,
7.168,-0.0004,-0.0062,0.553,-0.41,0.68,-0.8,0.0,-0.0293,-0.0218,-0.1013,,0.548,0.263,0.795,
7.217,-0.0018,-0.0152,0.541,-0.47,0.2,-0.86,0.0,-0.0234,-0.0386,-0.164,,0.553,0.263,0.795,
7.267,0.0004,-0.0198,0.536,-0.54,-0.26,-0.84,0.0,-0.012,-0.0435,-0.2418,,0.553,0.279,0.807,
7.318,0.0003,-0.0256,0.516,-0.56,-0.76,-0.78,0.0,-0.005,-0.0459,-0.2801,,0.55,0.279,0.807,
7.367,0.003,-0.031,0.504,-0.62,-1.08,-0.73,0.0,0.0051,-0.0444,-0.3538,,0.55,0.318,0.837,
7.417,0.0059,-0.0396,0.482,-0.58,-1.47,-0.62,0.0,0.0146,-0.045,-0.3779,,0.523,0.318,0.837,
7.467,0.0083,-0.0457,0.463,-0.58,-1.79,-0.32,0.0,0.0211,-0.0388,-0.4261,,0.523,,0.934,
7.517,0.0038,-0.0461,0.44,-0.59,-2.2,0.04,0.0,0.0144,-0.0211,-0.4402,,0.468,,0.934,
7.567,-0.0114,-0.0277,0.416,-0.6,-2.49,0.34,0.0,-0.0107,0.0265,-0.4637,,0.468,1.168,1.525,
7.617,-0.0128,-0.0315,0.391,-0.66,-2.22,0.21,0.0,-0.0143,0.0391,-0.4565,,0.454,1.168,1.525,
7.667,0.0006,-0.028,0.369,-0.66,-1.71,-0.2,0.0,0.0055,0.058,-0.4616,,0.454,1.236,,
7.718,0.0077,-0.0191,0.342,-0.54,-1.17,-0.15,0.0,0.0176,0.0798,-0.4271,,0.453,1.236,,
7.767,0.0077,-0.0313,0.327,-0.39,-0.34,0.01,0.0,0.0172,0.0627,-0.4273,,0.453,1.265,,
7.817,-0.0488,-0.0343,0.305,-0.31,-0.03,0.56,0.0,-0.0689,0.0556,-0.3696,,0.464,1.265,,
7.867,-0.0338,-0.0376,0.292,-0.22,-0.42,-0.59,0.0,-0.0438,0.0481,-0.3546,,0.464,1.305,,
7.917,-0.0164,-0.0307,0.271,-0.11,-0.4,-1.38,0.0,-0.0049,0.058,-0.3068,,0.472,1.305,,
7.967,0.0115,-0.0056,0.26,-0.04,-0.45,-1.43,0.0,0.0504,0.095,-0.2975,,0.472,1.311,,
8.017,0.0272,-0.0066,0.245,0.02,0.48,-0.66,0.0,0.0822,0.0867,-0.2471,,0.514,1.311,,
8.067,0.0392,-0.0101,0.242,0.1,0.71,0.39,0.0,0.0971,0.0686,-0.23,,0.514,1.308,,
8.116,0.0519,-0.0134,0.227,0.19,0.78,1.43,0.0,0.1035,0.0502,-0.1769,,0.723,1.308,,
8.167,0.0603,-0.0149,0.22,0.28,0.72,2.48,0.0,0.0935,0.0363,-0.1727,,0.723,1.301,1.642,
8.216,0.0685,-0.0182,0.21,0.4,0.57,3.04,0.0,0.0768,0.0208,-0.1411,,0.863,1.301,1.642,
8.268,0.0731,-0.0188,0.203,0.57,0.19,3.72,0.0,0.0503,0.0132,-0.1246,,0.863,1.3,,
8.318,0.0754,-0.0205,0.198,0.76,-0.23,3.79,0.0,0.0173,0.0075,-0.1057,,0.868,1.3,,
8.367,0.0768,-0.0227,0.189,0.85,-0.39,3.74,0.0,-0.0126,0.0037,-0.0876,,0.868,1.301,,
8.417,0.0751,-0.0253,0.188,0.97,-0.65,3.52,0.0,-0.0463,-0.0,-0.0785,,0.897,1.301,,
8.467,0.0714,-0.0266,0.182,1.09,-0.97,3.11,0.0,-0.0783,0.0026,-0.0532,,0.897,1.296,,
8.517,0.0655,-0.0276,0.183,1.1,-1.09,2.62,0.0,-0.1092,0.0071,-0.0432,,0.867,1.296,,
8.568,0.0607,-0.0267,0.184,1.12,-1.08,1.83,0.0,-0.1259,0.0178,-0.0253,,0.867,1.29,1.647,
8.617,0.0558,-0.0262,0.183,1.14,-1.07,1.33,0.0,-0.1333,0.0248,-0.0035,,0.815,1.29,1.647,
8.667,0.0493,-0.024,0.186,1.2,-0.95,0.75,0.0,-0.1409,0.0364,0.0014,,0.815,1.294,,
8.717,0.0425,-0.022,0.185,1.22,-0.55,0.18,0.0,-0.1437,0.0439,0.017,,,1.294,,
8.766,0.0369,-0.0198,0.186,1.37,-0.15,-0.1,0.0,-0.1364,0.0461,0.0152,,,1.3,,
8.817,0.0299,-0.0174,0.188,1.45,0.04,-0.62,0.0,-0.1337,0.0478,0.0198,,0.745,1.3,,
8.867,0.0252,-0.0152,0.183,1.51,0.34,-0.9,0.0,-0.1156,0.0446,0.0244,,0.745,1.302,1.656,
8.917,0.0204,-0.0132,0.189,1.5,0.47,-1.0,0.0,-0.1017,0.0405,0.0086,,0.697,1.302,1.656,
8.967,0.0163,-0.0116,0.19,1.4,0.5,-1.4,0.0,-0.085,0.0341,0.0308,,0.697,1.305,,
9.016,0.0126,-0.0101,0.195,1.31,0.61,-1.16,0.0,-0.0713,0.029,0.0319,,0.613,1.305,,
9.067,0.0098,-0.0091,0.194,1.26,0.4,-1.18,0.0,-0.0574,0.0218,0.0343,,0.613,1.304,,
9.117,0.0074,-0.0079,0.191,1.18,0.47,-1.19,0.0,-0.0453,0.0195,0.0251,,0.656,1.304,,
9.167,0.007,-0.0076,0.194,1.15,0.36,-1.08,0.0,-0.0244,0.0119,0.0204,,0.656,1.309,,
9.216,0.008,-0.0071,0.194,1.07,0.27,-0.83,0.0,-0.0052,0.0098,0.0301,,0.655,1.309,,
9.266,0.0114,-0.008,0.2,1.06,0.16,-0.65,0.0,0.0194,0.0008,0.0238,,0.655,1.302,1.655,
9.316,0.0141,-0.0085,0.199,1.07,0.03,-0.13,0.0,0.0313,-0.0025,0.039,,0.703,1.302,1.655,
9.367,0.0176,-0.0095,0.2,1.08,-0.14,0.14,0.0,0.0405,-0.0064,0.0287,,0.703,1.297,,
9.416,0.0198,-0.0094,0.204,1.06,-0.21,0.57,0.0,0.0386,-0.0032,0.0245,,0.715,1.297,,
9.466,0.0237,-0.0102,0.206,1.1,-0.36,1.02,0.0,0.0402,-0.0039,0.0317,,0.715,1.297,,
9.516,0.0264,-0.0106,0.206,1.12,-0.4,1.24,0.0,0.0344,-0.0018,0.0279,,0.73,1.297,,
9.567,0.029,-0.0108,0.209,1.14,-0.44,1.52,0.0,0.0268,0.0009,0.0228,,0.73,1.299,1.649,
9.617,0.0305,-0.0106,0.21,1.15,-0.49,1.67,0.0,0.0148,0.0051,0.0249,,0.738,1.299,1.649,
9.667,0.0326,-0.0098,0.211,1.12,-0.38,1.65,0.0,0.0073,0.0103,0.0202,,0.738,1.294,1.641,
9.716,0.0332,-0.0092,0.211,1.06,-0.51,1.67,0.0,-0.0052,0.0142,0.0171,,,1.294,1.641,
9.766,0.0329,-0.0078,0.212,0.99,-0.37,1.55,0.0,-0.0181,0.02,0.012,,,1.292,,
9.816,0.0314,-0.0068,0.215,0.91,-0.28,1.58,0.0,-0.0333,0.0222,0.0106,,0.753,1.292,,
9.866,0.0294,-0.0059,0.212,0.85,-0.2,1.4,0.0,-0.0465,0.0233,0.0149,,0.753,1.29,1.648,
9.917,0.0274,-0.0059,0.214,0.78,0.01,0.92,0.0,-0.0545,0.0199,0.0028,,0.726,1.29,1.648,
9.966,0.0248,-0.0051,0.212,0.72,0.11,0.63,0.0,-0.0598,0.0184,0.0081,,0.726,1.296,1.627,
10.016,0.0222,-0.0046,0.216,0.63,0.07,0.26,0.0,-0.0622,0.0162,0.0023,,0.72,1.296,1.627,
10.066,0.0188,-0.0049,0.215,0.53,0.13,-0.04,0.0,-0.0639,0.0118,0.0055,,0.72,1.294,1.641,
10.117,0.0163,-0.0056,0.216,0.47,0.14,-0.24,0.0,-0.0601,0.0065,0.0026,,0.684,1.294,1.641,
10.167,0.0142,-0.0052,0.214,0.51,0.06,-0.4,0.0,-0.0543,0.0058,0.0029,,0.684,1.295,1.643,
10.216,0.0128,-0.0062,0.215,0.58,0.02,-0.58,0.0,-0.0463,0.0017,-0.0029,,0.674,1.295,1.643,
10.266,0.0122,-0.0071,0.212,0.63,-0.02,-0.83,0.0,-0.035,-0.0011,-0.0031,,0.674,1.295,1.638,
10.317,0.0117,-0.0087,0.216,0.67,-0.08,-0.72,0.0,-0.0252,-0.0057,-0.0085,,0.67,1.295,1.638,
10.366,0.0128,-0.0102,0.214,0.66,-0.23,-0.73,0.0,-0.0122,-0.0076,0.0016,,0.67,1.29,1.664,
10.416,0.0155,-0.0127,0.214,0.65,-0.44,-0.69,0.0,0.0032,-0.0111,-0.0044,,0.68,1.29,1.664,
10.466,0.0174,-0.0149,0.213,0.62,-0.58,-0.64,0.0,0.0136,-0.0113,-0.0018,,0.68,1.294,1.635,
