time_s,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m
3.083,-0.0002,-0.0006,0.005,0.01,-1.01,-0.14,0.0,-0.0016,-0.0038,-0.0066,,1.488,,0.155,
3.133,0.0005,0.0001,0.006,0.01,-1.05,-0.18,0.0,0.0028,-0.0001,-0.0045,,1.483,,0.155,
3.185,0.0005,-0.0011,0.003,0.01,-0.99,-0.17,0.0,0.0027,-0.0065,-0.0102,,1.483,,0.15,
3.252,0.0005,-0.0013,0.005,0.01,-0.99,-0.17,0.0,0.0025,-0.0073,-0.0085,,1.488,,0.15,
3.289,-0.0002,-0.0017,0.003,0.01,-0.98,-0.13,0.0,-0.0009,-0.0096,-0.0112,,1.488,,0.155,
3.333,0.0005,-0.0006,0.005,0.02,-1.05,-0.16,0.0,0.0029,-0.0029,-0.0071,,1.485,,0.155,
3.384,0.0005,-0.0008,0.007,0.02,-1.04,-0.17,0.0,0.0027,-0.0036,-0.0002,,1.485,,0.154,
3.433,-0.0004,-0.0008,0.006,0.02,-1.04,-0.13,0.0,-0.0022,-0.0038,0.0013,,1.488,,0.154,
3.482,0.0005,-0.0005,0.006,0.02,-1.05,-0.17,0.0,0.0027,-0.0023,0.0023,,1.488,,0.15,
3.547,0.0006,-0.0008,0.005,0.02,-1.04,-0.17,0.0,0.0029,-0.0037,0.0001,,1.49,,0.15,
3.62,0.0006,-0.0005,0.006,0.02,-1.06,-0.17,0.0,0.0027,-0.002,0.0005,,1.49,,0.156,
3.666,-0.0002,-0.0008,0.004,0.02,-1.04,-0.13,0.0,-0.0014,-0.0032,-0.0036,,1.487,,0.156,
3.683,-0.0005,-0.001,0.006,0.03,-1.04,-0.13,0.0,-0.0021,-0.0042,-0.002,,1.487,,0.154,
3.733,0.0005,-0.0005,0.005,0.03,-1.06,-0.17,0.0,0.0025,-0.002,-0.0031,,1.488,,0.154,
3.784,-0.0011,-0.0007,0.007,0.03,-1.05,-0.1,0.0,-0.0056,-0.0031,0.0002,,1.488,,0.157,
3.844,0.0,-0.0004,0.008,0.03,-1.05,-0.15,0.0,0.0004,-0.0019,0.0038,,1.492,,0.157,
3.895,-0.0002,-0.0011,0.006,0.03,-1.02,-0.13,0.0,-0.0011,-0.0056,0.0014,,1.492,,0.153,
3.933,0.0004,-0.0002,0.005,0.03,-1.06,-0.15,0.0,0.0018,-0.0008,-0.003,,1.486,,0.153,
3.982,0.0004,-0.0002,0.005,0.03,-1.06,-0.15,0.0,0.0016,-0.0006,-0.0052,,1.486,,0.152,
4.033,0.0004,-0.0005,0.005,0.03,-1.04,-0.15,0.0,0.0013,-0.0015,-0.0058,,1.485,,0.152,
4.125,0.0004,-0.0007,0.007,0.03,-1.03,-0.15,0.0,0.0013,-0.0032,-0.0014,,1.485,,0.152,
4.132,0.0004,-0.0002,0.005,0.04,-1.05,-0.14,0.0,0.0012,-0.0008,-0.0036,,1.485,,0.152,
4.213,0.0004,-0.0007,0.007,0.04,-1.02,-0.15,0.0,0.001,-0.0037,-0.0003,,1.485,,0.152,
4.233,-0.0006,-0.0008,0.006,0.04,-1.02,-0.11,0.0,-0.0047,-0.0039,-0.0002,,1.494,,0.152,
4.284,0.0004,-0.0,0.006,0.04,-1.04,-0.15,0.0,0.0012,-0.0007,-0.0003,,1.494,,0.154,
4.333,0.0004,-0.0003,0.006,0.04,-1.03,-0.15,0.0,0.0011,-0.0023,-0.0009,,1.492,,0.154,
4.418,-0.0006,-0.0013,0.008,0.04,-0.99,-0.11,0.0,-0.0038,-0.0066,0.0031,,1.492,,0.149,
4.469,-0.0004,-0.0003,0.006,0.04,-1.03,-0.12,0.0,-0.0024,-0.0019,0.0003,,1.485,,0.149,
4.492,0.0004,-0.0005,0.007,0.04,-1.02,-0.15,0.0,0.0018,-0.0031,0.0013,,1.485,,0.152,
4.533,-0.0003,-0.0007,0.007,0.04,-1.01,-0.12,0.0,-0.0018,-0.0048,0.0009,,1.495,,0.152,
4.582,-0.0005,-0.0003,0.005,0.04,-1.03,-0.11,0.0,-0.0023,-0.0017,-0.0036,,1.495,,0.153,
4.633,0.0004,-0.0005,0.006,0.04,-1.02,-0.15,0.0,0.0021,-0.0031,-0.0041,,1.494,,0.153,
4.71,0.0004,-0.0005,0.008,0.04,-1.02,-0.15,0.0,0.002,-0.0032,-0.0001,,1.494,,0.151,
4.751,-0.0003,-0.0012,0.006,0.04,-0.99,-0.12,0.0,-0.0019,-0.0067,-0.0025,,1.486,,0.151,
4.782,0.0004,-0.0009,0.006,0.04,-1.01,-0.15,0.0,0.0021,-0.0051,-0.0038,,1.486,,0.152,
4.833,-0.0003,-0.0011,0.008,0.04,-1.01,-0.12,0.0,-0.0011,-0.0058,-0.0005,,1.495,,0.152,
4.883,-0.0003,-0.0009,0.007,0.04,-1.02,-0.12,0.0,-0.0009,-0.0041,-0.0007,,1.495,,0.152,
4.933,-0.0005,-0.0005,0.007,0.04,-1.04,-0.12,0.0,-0.0022,-0.0022,-0.0008,,1.493,,0.152,
5.009,-0.0005,-0.0009,0.007,0.04,-1.02,-0.12,0.0,-0.0023,-0.0045,-0.0015,,1.493,,0.155,
5.062,-0.0005,-0.0007,0.007,0.04,-1.02,-0.11,0.0,-0.0023,-0.0039,-0.0023,,1.488,,0.155,
5.094,-0.0006,-0.001,0.005,0.04,-1.01,-0.12,0.0,-0.0021,-0.0048,-0.0074,,1.488,,0.154,
5.132,0.0003,-0.001,0.004,0.04,-1.01,-0.15,0.0,0.0026,-0.0042,-0.0118,,1.492,,0.154,
5.183,0.0003,-0.001,0.004,0.04,-1.01,-0.14,0.0,0.0027,-0.0036,-0.0134,,1.492,,0.152,
5.232,0.0003,-0.0006,0.007,0.04,-1.03,-0.15,0.0,0.0028,-0.0014,-0.0064,,1.495,,0.152,
5.294,-0.0006,-0.0012,0.003,0.04,-1.01,-0.12,0.0,-0.0019,-0.0051,-0.0107,,1.495,,0.154,
5.375,-0.0004,-0.0006,0.004,0.05,-1.04,-0.12,0.0,-0.0011,-0.0022,-0.0108,,1.492,,0.154,
5.393,-0.0004,-0.001,0.005,0.05,-1.02,-0.12,0.0,-0.0011,-0.0044,-0.0075,,1.492,,0.151,
5.431,0.0003,-0.0009,0.007,0.05,-1.02,-0.15,0.0,0.0021,-0.0035,-0.0006,,1.482,,0.151,
5.482,0.0003,-0.0007,0.005,0.05,-1.03,-0.14,0.0,0.0012,-0.0032,-0.0011,,1.482,,0.153,
5.533,0.0003,-0.0009,0.005,0.05,-1.02,-0.15,0.0,0.001,-0.0042,-0.0016,,1.49,,0.153,
5.628,0.0003,-0.0007,0.006,0.05,-1.03,-0.15,0.0,0.001,-0.0029,-0.0001,,1.49,,0.153,
5.65,-0.0014,-0.0009,0.006,0.05,-1.02,-0.08,0.0,-0.0078,-0.0042,0.0001,,1.495,,0.153,
5.681,0.0003,-0.0009,0.005,0.05,-1.02,-0.15,0.0,0.0006,-0.0038,-0.002,,1.495,,0.155,
5.733,0.0003,-0.0009,0.006,0.05,-1.03,-0.14,0.0,0.0003,-0.0038,-0.0013,,1.483,,0.155,
5.782,0.0003,-0.0007,0.005,0.05,-1.03,-0.14,0.0,0.0005,-0.0022,-0.0026,,1.483,,0.151,
5.875,-0.0004,-0.0012,0.007,0.06,-1.02,-0.11,0.0,-0.0038,-0.0042,0.0005,,1.492,,0.151,
5.922,0.0002,-0.0009,0.006,0.06,-1.02,-0.15,0.0,0.0006,-0.0034,-0.0004,,1.492,,0.152,
5.947,-0.0005,-0.0014,0.006,0.06,-1.01,-0.12,0.0,-0.0028,-0.0054,-0.001,,1.493,,0.152,
5.982,0.0002,-0.001,0.005,0.06,-1.03,-0.15,0.0,0.0013,-0.0033,-0.0043,,1.493,,0.154,
6.033,-0.0014,-0.0012,0.006,0.06,-1.01,-0.09,0.0,-0.0071,-0.0049,-0.0039,,1.49,,0.154,
6.082,0.0002,-0.0007,0.005,0.06,-1.03,-0.15,0.0,0.0016,-0.0031,-0.0055,,1.49,,0.151,
6.175,-0.0005,-0.001,0.005,0.06,-1.03,-0.12,0.0,-0.0023,-0.0036,-0.006,,1.494,,0.151,
6.183,0.0002,-0.0007,0.007,0.06,-1.05,-0.15,0.0,0.0014,-0.0024,-0.0021,,1.494,,0.156,
6.265,-0.0005,-0.0011,0.005,0.07,-1.03,-0.12,0.0,-0.0018,-0.0046,-0.0043,,1.493,,0.156,
6.286,-0.0005,-0.0007,0.004,0.07,-1.05,-0.12,0.0,-0.0016,-0.0018,-0.0078,,1.493,,0.15,
6.334,0.0001,-0.0009,0.007,0.07,-1.04,-0.15,0.0,0.0019,-0.003,-0.0027,,1.494,,0.15,
6.383,-0.0009,-0.0017,0.004,0.07,-1.0,-0.1,0.0,-0.0034,-0.0076,-0.0063,,1.494,,0.153,
6.48,0.0001,-0.0001,0.006,0.07,-1.08,-0.14,0.0,0.0019,0.0019,-0.004,,1.49,,0.153,
6.516,0.0001,-0.001,0.006,0.08,-1.03,-0.14,0.0,0.002,-0.0032,-0.0023,,1.49,,0.154,
6.538,-0.0006,-0.0016,0.004,0.08,-1.01,-0.1,0.0,-0.0025,-0.0063,-0.0061,,1.495,,0.154,
6.583,-0.0015,-0.0013,0.006,0.08,-1.03,-0.06,0.0,-0.0077,-0.0042,-0.003,,1.495,,0.153,
6.633,-0.0006,-0.0015,0.005,0.08,-1.02,-0.1,0.0,-0.0023,-0.0055,-0.0031,,1.486,,0.153,
6.683,0.0001,-0.0001,0.006,0.08,-1.07,-0.13,0.0,0.0017,0.0017,-0.0017,,1.486,,0.15,
6.778,0.0001,-0.0006,0.004,0.08,-1.05,-0.13,0.0,0.0009,-0.0013,-0.0047,,1.491,,0.15,
6.831,0.0001,-0.0013,0.007,0.08,-1.02,-0.13,0.0,0.0007,-0.0055,0.0005,,1.491,,0.157,
6.845,-0.0006,-0.001,0.008,0.08,-1.03,-0.1,0.0,-0.0024,-0.0042,0.0053,,1.489,,0.157,
6.882,0.0001,-0.0007,0.006,0.08,-1.04,-0.13,0.0,0.0014,-0.0026,0.0031,,1.489,,0.154,
6.933,0.0001,-0.0014,0.004,0.08,-1.02,-0.12,0.0,0.0011,-0.0056,-0.0036,,1.484,,0.154,
6.982,0.0,-0.0008,0.007,0.08,-1.04,-0.12,0.0,0.0008,-0.0021,-0.0007,,1.484,,0.154,
7.078,-0.0008,-0.0012,0.004,0.08,-1.02,-0.08,0.0,-0.0042,-0.0045,-0.0061,,1.481,,0.154,
7.098,0.0,-0.0008,0.003,0.08,-1.04,-0.12,0.0,0.0007,-0.0023,-0.0107,,1.481,,0.152,
7.15,0.0,-0.0011,0.005,0.08,-1.02,-0.12,0.0,0.0004,-0.0036,-0.0079,,1.493,,0.152,
7.181,-0.0005,-0.001,0.005,0.08,-1.02,-0.1,0.0,-0.0017,-0.0039,-0.0063,,1.493,,0.154,
7.233,-0.0009,-0.0014,0.005,0.08,-1.01,-0.08,0.0,-0.0036,-0.0063,-0.0046,,1.493,,0.154,
7.282,-0.0001,-0.0012,0.005,0.08,-1.02,-0.12,0.0,0.0009,-0.005,-0.0039,,1.493,,0.155,
7.382,-0.0001,-0.0004,0.004,0.08,-1.06,-0.11,0.0,0.0005,-0.0007,-0.0059,,1.497,,0.155,
7.39,-0.0001,-0.001,0.006,0.08,-1.03,-0.11,0.0,0.0006,-0.0042,-0.0023,,1.497,,0.156,
7.474,-0.0001,-0.0014,0.005,0.08,-1.01,-0.12,0.0,0.0008,-0.0063,-0.0021,,1.491,,0.156,
7.515,-0.0001,-0.0014,0.007,0.08,-1.01,-0.12,0.0,0.0005,-0.0058,0.0023,,1.491,,0.155,
7.531,-0.0001,-0.0012,0.004,0.08,-1.03,-0.11,0.0,0.0004,-0.0049,-0.0021,,1.491,,0.155,
7.581,-0.0009,-0.0008,0.004,0.08,-1.05,-0.08,0.0,-0.0037,-0.0025,-0.0044,,1.491,,0.151,
7.677,-0.0001,-0.0014,0.006,0.08,-1.03,-0.11,0.0,0.0009,-0.0054,-0.0015,,1.487,,0.151,
7.734,-0.0017,-0.001,0.003,0.08,-1.04,-0.05,0.0,-0.008,-0.0033,-0.0062,,1.487,,0.149,
7.749,-0.0001,-0.0008,0.008,0.08,-1.04,-0.13,0.0,0.001,-0.0023,0.0016,,1.483,,0.149,
7.781,-0.0009,-0.0011,0.005,0.08,-1.02,-0.09,0.0,-0.0035,-0.0039,-0.0007,,1.483,,0.152,
7.832,-0.0001,-0.0011,0.004,0.08,-1.03,-0.12,0.0,0.0008,-0.004,-0.0037,,1.484,,0.152,
7.882,-0.0001,-0.0007,0.006,0.08,-1.04,-0.12,0.0,0.0007,-0.0013,-0.0009,,1.484,,0.154,
7.98,-0.0002,-0.0013,0.006,0.08,-1.02,-0.12,0.0,0.0004,-0.005,0.0,,1.493,,0.154,
8.017,-0.0002,-0.0011,0.007,0.08,-1.03,-0.12,0.0,0.0001,-0.0036,0.0024,,1.493,,0.15,
8.06,-0.001,-0.0011,0.005,0.08,-1.03,-0.09,0.0,-0.0047,-0.0037,-0.0011,,1.487,,0.15,
8.1,-0.0008,-0.0011,0.004,0.08,-1.03,-0.11,0.0,-0.0025,-0.0035,-0.0053,,1.487,,0.151,
8.132,-0.0002,-0.0011,0.005,0.08,-1.03,-0.15,0.0,0.0009,-0.0031,-0.0052,,1.492,,0.151,
8.184,-0.0008,-0.0011,0.005,0.08,-1.03,-0.12,0.0,-0.0027,-0.0033,-0.0041,,1.492,,0.155,
8.279,-0.0002,-0.0007,0.005,0.08,-1.04,-0.15,0.0,0.0013,-0.0009,-0.0039,,1.49,,0.155,
8.304,-0.0008,-0.0014,0.008,0.08,-1.01,-0.12,0.0,-0.003,-0.0039,0.0031,,1.49,,0.15,
8.337,-0.0008,-0.0009,0.007,0.08,-1.03,-0.13,0.0,-0.0027,-0.002,0.0045,,1.484,,0.15,
8.381,-0.0019,-0.0011,0.009,0.08,-1.02,-0.08,0.0,-0.008,-0.0033,0.0086,,1.484,,0.153,
8.433,-0.0011,-0.0009,0.005,0.08,-1.02,-0.12,0.0,-0.0025,-0.0026,0.0016,,1.493,,0.153,
8.481,-0.0002,-0.0008,0.003,0.08,-1.03,-0.16,0.0,0.0015,-0.0013,-0.0073,,1.493,,0.152,
8.531,-0.0008,-0.001,0.006,0.08,-1.02,-0.13,0.0,-0.001,-0.0027,-0.0058,,1.493,,0.152,
8.626,-0.0002,-0.001,0.007,0.08,-1.02,-0.17,0.0,0.0027,-0.0029,-0.0023,,1.493,,0.152,
8.634,-0.0017,-0.0015,0.005,0.08,-1.0,-0.1,0.0,-0.0059,-0.0055,-0.0044,,1.486,,0.152,
8.68,-0.0002,-0.0012,0.006,0.08,-1.01,-0.17,0.0,0.0025,-0.0038,-0.0032,,1.486,,0.155,
8.731,-0.001,-0.0012,0.006,0.08,-1.01,-0.13,0.0,-0.0023,-0.0036,-0.0035,,1.488,,0.155,
8.781,-0.0002,-0.001,0.006,0.08,-1.03,-0.17,0.0,0.0026,-0.0024,-0.0034,,1.488,,0.152,
8.831,-0.0002,-0.0004,0.004,0.08,-1.05,-0.16,0.0,0.0024,0.0009,-0.0075,,1.484,,0.152,
8.93,-0.0011,-0.0014,0.006,0.08,-1.01,-0.13,0.0,-0.0023,-0.0052,-0.005,,1.484,,0.151,
8.956,-0.0008,-0.001,0.004,0.08,-1.03,-0.14,0.0,-0.0006,-0.0027,-0.0079,,1.489,,0.151,
8.989,-0.0002,-0.0013,0.004,0.08,-1.02,-0.17,0.0,0.0028,-0.0039,-0.0094,,1.489,,0.152,
9.031,-0.0009,-0.0013,0.006,0.08,-1.02,-0.14,0.0,-0.0015,-0.0036,-0.0049,,1.482,,0.152,
9.081,-0.0017,-0.0013,0.005,0.08,-1.01,-0.09,0.0,-0.0062,-0.004,-0.0045,,1.482,,0.153,
9.132,-0.0008,-0.0017,0.005,0.08,-0.99,-0.14,0.0,-0.0011,-0.0058,-0.0035,,1.487,,0.153,
9.181,-0.0013,-0.0004,0.005,0.08,-1.05,-0.12,0.0,-0.0032,0.0007,-0.0026,,1.487,,0.153,
9.276,-0.0002,-0.0009,0.007,0.08,-1.02,-0.17,0.0,0.003,-0.0022,0.0022,,1.489,,0.153,
9.286,-0.0002,-0.0011,0.007,0.08,-1.01,-0.17,0.0,0.0033,-0.004,0.0046,,1.489,,0.153,
9.331,-0.0011,-0.0017,0.006,0.08,-0.98,-0.14,0.0,-0.001,-0.0072,0.0025,,1.487,,0.153,
9.381,-0.0002,-0.0011,0.006,0.08,-1.01,-0.18,0.0,0.0034,-0.0038,0.0012,,1.487,,0.152,
9.431,-0.0011,-0.0011,0.005,0.09,-1.02,-0.13,0.0,-0.001,-0.003,-0.0025,,1.477,,0.152,
9.481,-0.0011,-0.0009,0.005,0.09,-1.03,-0.13,0.0,-0.0007,-0.0022,-0.0042,,1.477,,0.155,
9.579,-0.0011,-0.0016,0.005,0.09,-1.0,-0.13,0.0,-0.0008,-0.0056,-0.0055,,1.487,,0.155,
9.607,-0.0008,-0.0018,0.006,0.08,-0.99,-0.13,0.0,-0.0002,-0.0062,-0.0036,,1.487,,0.154,
9.632,-0.0006,-0.0006,0.007,0.09,-1.05,-0.13,0.0,0.0002,0.0007,-0.0005,,1.495,,0.154,
9.682,-0.0002,-0.0006,0.009,0.09,-1.05,-0.15,0.0,0.0022,0.0005,0.006,,1.495,,0.155,
9.73,-0.0002,-0.0012,0.005,0.09,-1.02,-0.15,0.0,0.0026,-0.0028,-0.0003,,1.485,,0.155,
9.781,-0.0003,-0.0006,0.007,0.09,-1.05,-0.15,0.0,0.0025,-0.0003,-0.0003,,1.485,,0.152,
9.831,-0.0003,-0.0017,0.006,0.08,-1.01,-0.16,0.0,0.0025,-0.0053,-0.0029,,1.488,,0.152,
9.924,-0.0003,-0.0006,0.005,0.09,-1.06,-0.16,0.0,0.0023,0.0007,-0.0067,,1.488,,0.15,
9.931,-0.0018,-0.0019,0.007,0.09,-1.0,-0.09,0.0,-0.0056,-0.0068,-0.0041,,1.484,,0.15,
9.981,-0.0002,-0.0011,0.005,0.09,-1.04,-0.17,0.0,0.0039,-0.0026,-0.0061,,1.484,,0.152,
10.031,-0.0012,-0.0013,0.004,0.09,-1.03,-0.12,0.0,-0.0011,-0.0035,-0.0098,,1.493,,0.152,
10.081,-0.0012,-0.0024,0.006,0.09,-0.99,-0.11,0.0,-0.0012,-0.0091,-0.0069,,1.493,,0.153,
10.131,-0.0009,-0.0013,0.004,0.09,-1.04,-0.12,0.0,-0.0007,-0.0028,-0.0094,,1.488,,0.153,
10.225,-0.0003,-0.0009,0.006,0.09,-1.06,-0.14,0.0,0.0026,-0.0005,-0.0051,,1.488,,0.151,
10.249,-0.0009,-0.0015,0.005,0.1,-1.03,-0.11,0.0,-0.001,-0.0039,-0.0046,,1.487,,0.151,
10.292,-0.0012,-0.0016,0.005,0.1,-1.03,-0.1,0.0,-0.0021,-0.0041,-0.0037,,1.487,,0.154,
10.33,-0.0003,-0.0016,0.004,0.1,-1.03,-0.14,0.0,0.0025,-0.0039,-0.0052,,1.484,,0.154,
10.382,-0.0009,-0.0018,0.007,0.1,-1.02,-0.11,0.0,-0.0012,-0.0043,0.0005,,1.484,,0.154,
10.43,-0.0018,-0.0014,0.007,0.1,-1.04,-0.08,0.0,-0.0063,-0.0015,0.0031,,1.487,,0.154,
10.481,-0.0003,-0.0013,0.005,0.1,-1.04,-0.15,0.0,0.0023,-0.0017,0.0003,,1.487,,0.154,
10.562,-0.0009,-0.0014,0.005,0.1,-1.04,-0.12,0.0,-0.0016,-0.0022,-0.0017,,1.494,,0.154,
10.584,-0.0018,-0.0018,0.005,0.1,-1.03,-0.08,0.0,-0.0061,-0.0047,-0.0028,,1.494,,0.151,
10.629,-0.0003,-0.0018,0.006,0.1,-1.03,-0.15,0.0,0.0026,-0.0047,-0.0017,,1.49,,0.151,
