time_s,x_m,y_m,z_down_m
0.229,0.06,0.0119,0.013
0.234,0.0603,0.0117,0.01
0.333,0.0607,0.0123,0.011
0.43,0.0607,0.0121,0.01
0.528,0.0609,0.0124,0.013
0.629,0.06,0.0119,0.011
0.729,0.06,0.0119,0.011
0.831,0.0598,0.0119,0.011
0.929,0.06,0.0117,0.01
1.029,0.0602,0.0117,0.01
1.158,0.0602,0.0119,0.01
1.23,0.0591,0.0122,0.012
1.33,0.0609,0.0124,0.011
1.441,0.059,0.0124,0.012
1.528,0.0609,0.0129,0.01
1.629,0.0591,0.0124,0.01
1.737,0.0593,0.012,0.01
1.829,0.06,0.0118,0.009
1.929,0.0591,0.0124,0.01
2.034,0.06,0.0118,0.01
2.129,0.0599,0.0124,0.008
2.265,0.0597,0.012,0.01
2.336,0.0602,0.012,0.01
2.428,0.059,0.0129,0.008
2.553,0.0606,0.0124,0.009
2.63,0.0608,0.0124,0.009
2.728,0.0001,0.0001,0.011
2.843,-0.0009,0.0009,0.012
2.929,-0.0002,0.001,0.01
3.029,-0.0003,0.0001,0.01
3.131,0.0008,0.0006,0.012
3.229,-0.0005,0.0011,0.011
3.328,-0.0004,0.0007,0.01
3.464,0.0001,-0.0,0.01
3.528,0.0006,0.001,0.011
3.628,-0.0002,0.0002,0.011
3.766,0.0008,0.0012,0.011
3.829,-0.0002,0.0002,0.009
3.928,0.0001,0.0018,0.011
4.046,0.0003,0.0001,0.01
4.128,0.0008,0.0004,0.011
4.229,0.0001,0.0001,0.009
4.351,0.0008,0.0008,0.011
4.428,0.0001,0.0002,0.01
4.527,-0.0001,0.0002,0.009
4.631,-0.0002,0.0008,0.011
4.729,0.0003,0.0006,0.011
4.828,-0.0002,0.0007,0.011
4.932,-0.0053,0.0006,0.009
5.028,-0.0055,-0.0003,0.014
5.168,-0.0095,-0.0006,0.011
5.23,-0.0124,-0.0005,0.012
5.328,-0.0124,0.0002,0.009
5.456,-0.0101,0.0008,0.01
5.527,-0.0108,-0.0001,0.01
5.628,-0.0107,0.0003,0.011
5.746,-0.0101,0.0007,0.012
5.828,-0.0099,0.0003,0.009
5.928,-0.0101,-0.0001,0.011
6.034,-0.0101,0.0008,0.012
6.14,-0.0103,-0.0001,0.01
6.228,-0.0096,0.0006,0.011
6.328,-0.0098,-0.0009,0.011
6.428,-0.0101,-0.0007,0.009
6.527,-0.009,-0.0004,0.01
6.645,-0.0108,0.0005,0.01
6.728,-0.0104,0.0002,0.011
