time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.453,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679,0.423,2.537,1.297,,,,,
0.457,,0.0081,0.032,0.011,-0.08,-0.68,0.18,0.0,-0.0013,0.0017,0.0014,0.682,0.421,,1.296,,,,,
0.462,,0.0092,0.0326,0.012,-0.08,-0.7,0.14,0.0,0.0041,0.0045,0.0008,0.682,0.421,,1.296,,,,,
0.466,,0.009,0.0326,0.011,-0.09,-0.7,0.14,0.0,0.003,0.0048,0.0027,0.68,0.423,,1.285,,,,,
0.47,,0.0087,0.0327,0.013,-0.09,-0.7,0.15,0.0,0.0019,0.0051,0.0018,0.68,0.423,,1.285,,,,,
0.474,,0.0093,0.0327,0.01,-0.08,-0.69,0.12,0.0,0.005,0.005,0.005,0.683,0.42,,1.291,,,,,
0.479,,0.0096,0.0327,0.01,-0.08,-0.7,0.11,0.0,0.0067,0.0052,0.0002,0.683,0.42,,1.291,,,,,
0.483,,0.0095,0.0329,0.012,-0.08,-0.7,0.12,0.0,0.006,0.0056,-0.0033,0.681,0.425,,1.295,,,,,
0.489,,0.0094,0.0328,0.011,-0.08,-0.69,0.13,0.0,0.0054,0.0052,-0.0004,0.681,0.425,,1.295,,,,,
0.567,,0.0095,0.0329,0.011,-0.08,-0.69,0.13,0.0,0.0061,0.005,-0.0007,0.68,0.426,,1.287,,,,,
0.631,,0.0094,0.0329,0.01,-0.08,-0.69,0.13,0.0,0.0058,0.0046,-0.0007,0.68,0.426,,1.287,,,,,
0.639,,0.0092,0.033,0.012,-0.08,-0.7,0.14,0.0,0.0043,0.0044,-0.003,0.677,0.425,,1.286,,,,,
0.688,,0.0092,0.033,0.012,-0.08,-0.7,0.14,0.0,0.0042,0.0041,0.0006,0.677,0.425,,1.286,,,,,
0.738,,0.0092,0.033,0.011,-0.08,-0.7,0.14,0.0,0.0046,0.0041,0.0019,0.681,0.423,,1.291,,,,,
0.788,,0.0094,0.0329,0.011,-0.08,-0.7,0.14,0.0,0.0059,0.0043,0.0012,0.681,0.423,,1.291,,,,,
0.838,,0.0094,0.033,0.011,-0.08,-0.71,0.14,0.0,0.0054,0.0038,0.0005,0.679,0.424,,1.297,,,,,
0.888,,0.0086,0.033,0.012,-0.08,-0.7,0.17,0.0,0.0015,0.0037,0.0007,0.679,0.424,,1.297,,,,,
0.938,,0.0089,0.0331,0.01,-0.08,-0.71,0.16,0.0,0.0027,0.0042,0.0026,0.679,0.423,,1.297,,,,,
0.987,,0.0092,0.033,0.013,-0.08,-0.71,0.16,0.0,0.0041,0.0041,-0.0011,0.679,0.423,,1.297,,,,,
1.042,,0.0095,0.0328,0.011,-0.08,-0.7,0.14,0.0,0.0053,0.0032,0.0029,0.675,0.422,2.502,1.299,,,,,
1.097,,0.0093,0.0331,0.012,-0.08,-0.71,0.16,0.0,0.0037,0.0042,0.0012,0.675,0.422,2.502,1.299,,,,,
1.14,,0.0099,0.0332,0.011,-0.08,-0.71,0.14,0.0,0.007,0.0043,0.0021,0.678,0.423,,1.298,,,,,
1.206,,0.0096,0.0332,0.012,-0.08,-0.71,0.16,0.0,0.0049,0.0045,0.0003,0.678,0.423,,1.298,,,,,
1.253,,0.0093,0.0331,0.012,-0.08,-0.7,0.17,0.0,0.0033,0.0046,0.0014,0.68,0.423,2.488,1.295,,,,,
1.294,,0.0095,0.0331,0.013,-0.08,-0.7,0.16,0.0,0.0045,0.004,0.0021,0.68,0.423,2.488,1.295,,,,,
1.368,,0.0096,0.0332,0.013,-0.08,-0.7,0.16,0.0,0.0046,0.0041,0.0043,0.677,0.423,,1.296,,,,,
1.388,,0.009,0.0331,0.012,-0.08,-0.7,0.18,0.0,0.0026,0.0041,0.0059,0.677,0.423,,1.296,,,,,
1.447,,0.0093,0.0332,0.013,-0.08,-0.7,0.16,0.0,0.0037,0.0044,0.0039,0.679,0.423,,1.297,,,,,
1.503,,0.0095,0.0332,0.013,-0.08,-0.7,0.15,0.0,0.0052,0.0044,0.0045,0.679,0.423,,1.297,,,,,
1.564,,0.0095,0.033,0.011,-0.07,-0.69,0.15,0.0,0.0051,0.0031,0.0044,0.679,0.423,,1.286,,,,,
1.591,,0.0095,0.0332,0.01,-0.07,-0.71,0.16,0.0,0.0047,0.0049,-0.0003,0.679,0.423,,1.286,,,,,
