time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.224,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.416,,1.293,,,,,
0.265,,0.0041,0.0061,0.012,0.01,-0.48,0.28,0.0,0.0046,0.0028,-0.0061,0.679,0.414,2.437,1.293,,,,,
0.314,,0.005,0.0063,0.012,0.01,-0.49,0.24,0.0,0.0097,0.0037,-0.0079,0.679,0.414,2.437,1.299,,,,,
0.366,,0.005,0.0061,0.012,0.01,-0.49,0.24,0.0,0.0096,0.0034,-0.0096,0.676,0.415,,1.299,,,,,
0.416,,0.0035,0.0063,0.013,0.01,-0.5,0.31,0.0,0.0014,0.0044,-0.0111,0.676,0.415,,1.299,,,,,
0.467,,0.0046,0.0059,0.013,0.01,-0.48,0.27,0.0,0.0072,0.002,-0.0062,0.675,0.414,2.501,1.299,,,,,
0.519,,0.0053,0.0062,0.014,0.01,-0.48,0.24,0.0,0.0111,0.0032,-0.0077,0.675,0.414,2.501,1.289,,,,,
0.578,,0.0036,0.0064,0.014,0.01,-0.5,0.33,0.0,0.0008,0.0047,-0.0016,0.674,0.416,,1.289,,,,,
0.625,,0.0042,0.0066,0.013,0.01,-0.5,0.3,0.0,0.0043,0.0051,-0.0029,0.674,0.416,,1.294,,,,,
0.675,,0.0037,0.0062,0.013,0.01,-0.49,0.33,0.0,0.0009,0.0024,-0.0033,0.674,0.416,,1.294,,,,,
0.725,,0.0043,0.006,0.012,0.01,-0.48,0.29,0.0,0.0051,0.0013,-0.0052,0.674,0.416,,1.294,,,,,
0.765,,0.0044,0.0063,0.012,0.01,-0.5,0.28,0.0,0.0056,0.0027,-0.005,0.671,0.415,,1.294,,,,,
0.814,,0.0038,0.0066,0.011,0.01,-0.51,0.32,0.0,0.002,0.0042,-0.0065,0.671,0.415,,1.296,,,,,
0.873,,0.0035,0.0063,0.011,0.01,-0.49,0.33,0.0,0.0005,0.0028,-0.0128,0.673,0.415,,1.296,,,,,
0.92,,0.0053,0.0066,0.012,0.01,-0.51,0.26,0.0,0.0105,0.004,-0.014,0.673,0.415,,1.287,,,,,
0.965,,0.0053,0.0064,0.012,0.01,-0.5,0.27,0.0,0.01,0.0019,-0.0084,0.676,0.417,,1.287,,,,,
1.014,,0.0038,0.0066,0.014,0.01,-0.5,0.33,0.0,0.0013,0.0034,-0.0098,0.676,0.417,,1.296,,,,,
1.064,,0.0049,0.0062,0.014,0.01,-0.48,0.28,0.0,0.0077,0.0011,-0.0029,0.673,0.415,,1.296,,,,,
1.12,,0.0053,0.0064,0.013,0.01,-0.5,0.26,0.0,0.0093,0.0031,-0.0047,0.673,0.415,,1.296,,,,,
1.165,,0.0039,0.0065,0.013,0.01,-0.5,0.33,0.0,0.0016,0.0035,-0.0029,0.671,0.414,2.443,1.296,,,,,
