time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.232,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692,0.412,0.74,0.221,,,
0.235,,4.5704,-0.0073,0.012,-49.72,-1.7,0.21,0.0,0.0,0.0,0.0,0.692,0.412,0.74,0.221,,,
0.237,,4.5724,-0.0077,0.012,-49.46,-1.76,0.14,0.0,0.0,0.0,0.0,0.687,0.415,0.741,0.222,,,
0.241,,4.5699,-0.0071,0.011,-49.19,-1.68,0.22,0.0,0.0,0.0,0.0,0.687,0.415,0.741,0.222,,,
0.316,,4.5715,-0.0076,0.011,-48.94,-1.72,0.17,0.0,0.0039,0.0106,0.0061,0.69,0.415,0.752,0.224,,,
0.334,,4.5706,-0.0066,0.014,-48.68,-1.71,0.22,0.0,0.0055,0.0095,0.0087,0.69,0.415,0.752,0.224,,,
0.383,,4.5708,-0.0066,0.014,-48.42,-1.72,0.21,0.0,0.0063,0.0114,0.0093,0.692,0.421,0.747,0.222,,,
0.433,,4.5712,-0.0062,0.014,-48.17,-1.73,0.2,0.0,0.007,0.0116,0.0079,0.692,0.421,0.747,0.222,,,
0.483,,4.5714,-0.006,0.014,-47.92,-1.73,0.2,0.0,0.0002,0.0075,0.009,0.684,0.41,0.735,0.221,,,
0.532,,4.5702,-0.0068,0.012,-47.67,-1.66,0.22,0.0,-0.0021,0.0038,0.0021,0.684,0.41,0.735,0.221,,,
0.595,,4.5699,-0.0074,0.012,-47.42,-1.63,0.21,0.0,-0.0002,0.0055,0.0036,0.687,0.42,0.738,0.226,,,
0.687,,4.5702,-0.007,0.013,-47.17,-1.66,0.21,0.0,-0.0019,0.0043,0.0018,0.687,0.42,0.738,0.226,,,
0.709,,4.5699,-0.0073,0.013,-46.92,-1.64,0.22,0.0,-0.0022,0.0057,0.0023,0.69,0.416,0.737,0.221,,,
0.744,,4.5698,-0.0071,0.014,-46.67,-1.64,0.23,0.0,0.008,0.0072,0.0035,0.69,0.416,0.737,0.221,,,
0.787,,4.5717,-0.0068,0.014,-46.42,-1.71,0.18,0.0,-0.0017,0.0051,0.0046,0.691,0.417,0.749,0.225,,,
