time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.235,,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664,0.415,0.735,0.25,,,
0.239,,8.4538,-2.7923,0.011,-8.47,-1.46,0.24,0.0,0.0006,0.0034,-0.0013,0.664,0.415,0.771,0.246,,,
0.243,,8.4531,-2.7927,0.015,-8.43,-1.42,0.28,0.0,-0.0043,0.0001,-0.0085,0.662,0.41,0.771,0.246,,,
0.248,,8.4527,-2.7927,0.014,-8.39,-1.42,0.29,0.0,-0.0062,0.0004,-0.0038,0.662,0.41,0.766,0.247,,,
0.297,,8.4527,-2.7927,0.013,-8.34,-1.42,0.29,0.0,-0.0056,0.0005,-0.0023,0.666,0.415,0.766,0.247,,,
0.335,,8.4537,-2.7923,0.015,-8.31,-1.45,0.25,0.0,0.0006,0.0035,-0.0034,0.666,0.415,0.769,0.252,,,
0.386,,8.452,-2.7918,0.014,-8.26,-1.45,0.32,0.0,-0.0091,0.005,0.0009,0.663,0.41,0.769,0.252,,,
0.434,,8.4518,-2.7915,0.014,-8.22,-1.46,0.32,0.0,-0.0091,0.0063,0.0004,0.663,0.41,0.764,0.25,,,
0.49,,8.4518,-2.7918,0.015,-8.18,-1.46,0.32,0.0,-0.0089,0.005,-0.0001,0.665,0.412,0.764,0.25,,,
0.539,,8.4525,-2.7932,0.014,-8.14,-1.4,0.27,0.0,-0.0043,-0.0025,0.0022,0.665,0.412,0.772,0.248,,,
0.584,,8.4526,-2.7928,0.014,-8.1,-1.42,0.26,0.0,-0.0031,-0.0004,0.0007,0.661,0.411,0.772,0.248,,,
0.635,,8.4525,-2.793,0.013,-8.06,-1.41,0.26,0.0,-0.0025,-0.0009,-0.0004,0.661,0.411,0.768,0.248,,,
0.684,,8.4518,-2.7917,0.015,-8.02,-1.46,0.31,0.0,-0.0062,0.0053,-0.0036,0.663,0.42,0.768,0.248,,,
0.735,,8.4523,-2.7928,0.014,-7.98,-1.41,0.27,0.0,-0.0031,-0.0004,-0.0004,0.663,0.42,0.774,0.246,,,
0.785,,8.4517,-2.792,0.016,-7.94,-1.44,0.31,0.0,-0.0068,0.0042,-0.0012,0.664,0.411,0.774,0.246,,,
0.86,,8.4524,-2.7932,0.013,-7.9,-1.39,0.27,0.0,-0.0032,-0.0022,0.0033,0.664,0.411,,0.256,,,
0.919,,8.4526,-2.7931,0.015,-7.87,-1.39,0.26,0.0,-0.0018,-0.0012,-0.0014,0.664,0.417,,0.256,,,
0.944,,8.4522,-2.7928,0.014,-7.83,-1.4,0.28,0.0,-0.004,0.0001,0.0002,0.664,0.417,0.779,0.25,,,
0.99,,8.4516,-2.7918,0.013,-7.79,-1.43,0.3,0.0,-0.0072,0.0049,-0.0008,0.663,0.413,0.779,0.25,,,
1.036,,8.4515,-2.792,0.012,-7.75,-1.42,0.3,0.0,-0.0067,0.0034,-0.0034,0.663,0.413,0.78,0.252,,,
1.085,,8.4514,-2.7919,0.015,-7.72,-1.44,0.3,0.0,-0.0073,0.0041,-0.0069,0.666,0.418,0.78,0.252,,,
1.136,,8.4517,-2.7922,0.015,-7.68,-1.43,0.29,0.0,-0.0055,0.0027,-0.0019,0.666,0.418,0.782,,,,
1.203,,8.4515,-2.7919,0.013,-7.63,-1.44,0.29,0.0,-0.0063,0.004,0.0012,0.665,0.413,0.782,,,,
