time_s,x_m,y_m,z_down_m
0.231,2.0932,-0.5421,0.01
0.235,2.0946,-0.54,0.01
0.33,2.0829,-0.533,0.01
0.427,2.0863,-0.536,0.011
0.527,2.091,-0.5313,0.011
0.626,2.0906,-0.5296,0.013
0.727,2.0897,-0.5299,0.012
0.881,2.092,-0.5219,0.012
0.935,2.0904,-0.5206,0.014
1.026,2.0854,-0.5158,0.01
1.168,2.0904,-0.515,0.011
1.232,2.0903,-0.5145,0.01
1.327,2.0897,-0.5136,0.012
1.467,2.0906,-0.5137,0.011
1.547,2.0896,-0.5139,0.011
1.626,2.0907,-0.5147,0.012
1.76,2.0907,-0.5114,0.012
1.833,2.0877,-0.513,0.008
1.927,2.0889,-0.5121,0.012
2.048,2.0879,-0.5119,0.013
2.127,2.0881,-0.5128,0.011
2.226,2.0952,-0.5053,0.01
2.334,2.0957,-0.5056,0.012
2.426,2.101,-0.5085,0.011
2.527,2.1025,-0.5086,0.01
2.66,2.1025,-0.5079,0.009
2.726,2.0963,-0.5131,0.012
2.825,2.0969,-0.5127,0.009
2.946,-0.0004,0.0002,0.009
3.027,-0.0009,0.0003,0.011
3.126,-0.0025,-0.0038,0.01
3.25,0.0031,-0.0017,0.012
3.326,0.0025,-0.0016,0.011
3.426,-0.0036,-0.0013,0.008
3.531,-0.0018,-0.0071,0.011
3.627,-0.0023,-0.0062,0.01
3.726,-0.0017,-0.0058,0.011
3.828,-0.0016,-0.006,0.011
3.927,-0.0024,-0.0143,0.012
4.058,-0.0026,-0.0126,0.01
4.125,-0.0028,-0.0124,0.01
4.226,-0.0038,-0.0124,0.011
4.345,-0.0019,-0.0088,0.011
4.425,-0.0018,-0.0087,0.011
4.527,-0.0023,-0.0083,0.011
4.633,-0.002,-0.0074,0.011
4.726,-0.001,-0.0187,0.01
4.827,-0.0008,-0.0185,0.01
4.947,0.001,-0.0213,0.01
5.026,0.0009,-0.0215,0.012
5.126,-0.001,-0.0197,0.01
5.247,0.0003,-0.0201,0.012
