time_s,x_m,y_m,z_down_m
0.239,-0.087,-0.1275,0.013
0.242,-0.0869,-0.1287,0.012
0.329,-0.0869,-0.128,0.012
0.435,-0.0871,-0.1288,0.011
0.548,-0.0867,-0.1283,0.013
0.628,-0.087,-0.1283,0.012
0.728,-0.0874,-0.1286,0.012
0.848,-0.0877,-0.1289,0.013
0.936,-0.087,-0.1288,0.011
1.027,-0.0872,-0.1281,0.013
1.148,-0.0872,-0.129,0.011
1.227,-0.0872,-0.1279,0.013
1.328,-0.0875,-0.1286,0.012
1.439,-0.0873,-0.1284,0.012
1.527,-0.0873,-0.1284,0.013
1.627,-0.0873,-0.1288,0.012
1.732,-0.0875,-0.1293,0.014
1.827,-0.0873,-0.1286,0.014
1.927,-0.0871,-0.1276,0.011
2.063,-0.087,-0.128,0.012
2.128,-0.0872,-0.1287,0.011
2.228,-0.087,-0.1291,0.013
2.347,-0.0876,-0.1289,0.012
2.428,-0.0877,-0.1285,0.011
2.528,-0.0877,-0.1283,0.011
2.636,-0.0873,-0.1286,0.013
2.727,-0.0875,-0.1284,0.014
2.827,-0.0,-0.0001,0.012
2.937,-0.0004,0.0003,0.012
3.027,-0.0005,-0.0001,0.012
3.153,-0.0006,0.0,0.01
3.23,-0.0008,0.0007,0.012
3.326,-0.0008,-0.0008,0.011
3.455,-0.0009,0.0003,0.01
3.526,-0.0003,0.0002,0.011
3.627,-0.0006,0.0005,0.011
3.743,-0.0003,-0.0008,0.011
3.826,-0.001,0.0002,0.012
3.927,-0.0007,0.0002,0.013
4.031,-0.0009,0.0002,0.015
4.125,-0.0009,-0.0004,0.012
4.227,-0.0007,0.0004,0.012
4.326,-0.0006,-0.0004,0.011
4.426,-0.0007,-0.0004,0.012
4.527,-0.0002,-0.0006,0.012
4.634,-0.0007,-0.0003,0.011
4.726,-0.0007,-0.0001,0.012
4.826,-0.0007,-0.0008,0.014
4.93,-0.0009,0.0005,0.013
5.026,-0.0007,-0.0003,0.011
5.126,-0.0007,0.0005,0.011
5.248,-0.001,-0.0005,0.011
5.326,-0.0006,-0.0001,0.011
5.427,-0.0004,-0.0001,0.011
5.528,-0.0009,0.0001,0.012
5.627,-0.0008,0.0005,0.013
5.756,-0.0007,0.0001,0.013
5.825,-0.0007,-0.0001,0.012
5.926,-0.0007,0.0001,0.013
6.044,-0.0011,0.0001,0.011
6.125,-0.0008,-0.0003,0.014
6.225,-0.0006,-0.0007,0.011
6.334,-0.0012,-0.0005,0.013
6.425,-0.0011,0.0003,0.013
6.526,-0.0009,0.0001,0.013
6.625,-0.0014,0.0001,0.012
6.725,-0.001,-0.0002,0.01
6.825,-0.001,0.0012,0.012
6.958,-0.0008,-0.0004,0.012
7.026,-0.001,-0.0004,0.013
7.126,-0.001,0.0,0.009
7.242,-0.0013,0.0003,0.012
7.325,-0.0011,0.0,0.013
7.425,-0.0014,-0.0002,0.014
7.534,-0.0011,0.0001,0.012
7.626,-0.0014,0.0001,0.012
7.726,-0.0012,0.0,0.013
7.835,-0.0015,0.0009,0.011
7.925,-0.0015,-0.0004,0.012
8.04,-0.0015,-0.0002,0.012
8.13,-0.0015,-0.0003,0.013
8.225,-0.0019,-0.0013,0.01
8.363,0.0036,-0.005,0.012
8.428,0.0122,-0.013,0.01
8.525,0.0284,-0.026,0.003
8.647,0.0489,-0.0364,0.0
8.73,0.061,-0.0285,0.0
8.826,0.0513,-0.0107,0.006
8.941,0.0654,-0.0182,0.028
9.024,0.0576,-0.0117,0.06
9.125,0.0172,0.0022,0.085
9.23,-0.0141,0.0111,0.117
9.324,-0.0376,0.0204,0.247
9.425,-0.06,0.0281,0.264
9.557,-0.068,0.0323,0.269
9.626,-0.0686,0.0361,0.252
9.725,-0.0614,0.0373,0.24
9.846,-0.0439,0.0377,0.194
9.925,-0.0253,0.0369,0.225
10.025,-0.0043,0.0308,0.293
10.147,0.0081,0.0233,0.374
10.225,0.0047,0.0148,0.453
10.325,-0.0123,0.0205,0.505
10.427,-0.0202,0.0176,0.544
10.525,-0.0245,0.0157,0.55
10.624,-0.0265,0.014,0.536
10.729,-0.0216,0.0126,0.515
10.825,-0.0133,0.0124,0.496
10.924,0.0017,0.0115,0.482
11.028,0.014,0.0086,0.492
11.124,0.0235,0.0054,0.507
11.224,0.0249,0.0045,0.524
11.325,0.0102,0.0026,0.542
11.423,0.0048,0.014,0.554
11.525,-0.0006,0.0179,0.561
11.637,-0.0069,0.0209,0.562
11.723,-0.0179,0.0206,0.555
11.824,-0.0045,0.0182,0.547
11.951,0.0087,-0.0073,0.534
12.024,0.0191,-0.012,0.526
12.125,0.0265,-0.0042,0.532
12.264,0.0365,0.0121,0.545
12.324,0.0323,0.0268,0.565
12.424,0.0219,0.0413,0.581
12.568,0.0135,0.0544,0.591
12.627,0.0038,0.0625,0.585
12.723,-0.0038,0.0642,0.569
12.829,-0.0145,0.057,0.543
12.932,-0.0144,0.0481,0.517
13.024,-0.0125,0.0446,0.501
13.123,-0.0058,0.0389,0.503
13.228,0.0061,0.0305,0.509
13.324,0.013,0.0296,0.527
13.423,0.0156,0.0309,0.547
13.526,0.0107,0.044,0.563
13.624,-0.0004,0.0534,0.577
13.724,-0.0101,0.0659,0.577
13.823,-0.0211,0.0709,0.574
13.924,-0.0289,0.0704,0.562
14.023,-0.0344,0.0559,0.535
14.133,-0.0231,0.0501,0.515
14.224,-0.0169,0.0512,0.499
14.323,-0.0063,0.0517,0.503
14.442,-0.0177,0.0465,0.517
14.523,0.0178,0.0395,0.543
14.624,0.0165,0.0363,0.55
14.755,0.0216,0.036,0.559
14.822,0.0083,0.0397,0.57
14.923,-0.0095,0.0391,0.575
15.064,-0.0303,0.0469,0.581
15.124,-0.0486,0.0518,0.576
15.223,-0.0624,0.0591,0.559
15.388,-0.0718,0.071,0.537
15.432,-0.0715,0.0762,0.509
15.523,-0.0554,0.0794,0.492
15.622,-0.0419,0.0811,0.481
15.726,-0.0277,0.0796,0.473
15.823,-0.0208,0.0758,0.475
15.923,-0.0175,0.0679,0.487
16.026,-0.0206,0.0585,0.512
16.123,-0.0263,0.0501,0.53
16.223,-0.0362,0.047,0.553
16.334,-0.0485,0.0449,0.562
16.423,-0.054,0.0483,0.562
16.523,-0.0582,0.0554,0.547
16.648,-0.0529,0.0665,0.53
16.722,-0.0457,0.076,0.516
16.823,-0.0283,0.0791,0.503
