time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.233,,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683,0.415,0.648,0.236,,,
0.235,,2.8198,0.0883,0.013,8.06,-1.8,0.46,0.0,0.0,0.0,0.0,0.683,0.415,0.648,0.236,,,
0.237,,2.8208,0.0876,0.014,8.04,-1.77,0.42,0.0,0.0,0.0,0.0,0.682,0.419,0.641,0.241,,,
0.239,,2.8205,0.0882,0.012,8.02,-1.8,0.43,0.0,0.0,0.0,0.0,0.682,0.419,0.641,0.241,,,
0.305,,2.8204,0.0889,0.013,8.0,-1.83,0.42,0.0,0.0,0.0,0.0,0.684,0.414,0.633,0.24,,,
0.331,,2.8213,0.089,0.013,7.98,-1.82,0.39,0.0,-0.0027,0.0103,0.0018,0.684,0.414,0.633,0.24,,,
0.382,,2.821,0.089,0.012,7.96,-1.82,0.4,0.0,-0.0042,0.0098,0.0013,0.683,0.418,0.625,0.237,,,
0.432,,2.8194,0.0898,0.012,7.95,-1.86,0.47,0.0,-0.0128,0.0136,-0.0018,0.683,0.418,0.625,0.237,,,
0.481,,2.8205,0.0887,0.014,7.92,-1.8,0.43,0.0,-0.007,0.0074,-0.0024,0.685,0.413,0.621,0.232,,,
0.532,,2.8202,0.0888,0.015,7.91,-1.8,0.43,0.0,-0.0082,0.0077,0.0019,0.685,0.413,0.621,0.232,,,
0.589,,2.8214,0.0891,0.011,7.88,-1.81,0.39,0.0,-0.0027,0.0091,0.0064,0.685,0.418,0.609,0.236,,,
0.632,,2.8213,0.0895,0.013,7.86,-1.83,0.39,0.0,-0.0028,0.0105,-0.0003,0.685,0.418,0.609,0.236,,,
0.684,,2.8204,0.0889,0.013,7.84,-1.81,0.43,0.0,-0.0071,0.0079,0.0006,0.68,0.416,0.598,0.236,,,
0.731,,2.8194,0.0889,0.013,7.83,-1.81,0.47,0.0,-0.012,0.0077,0.0015,0.68,0.416,0.598,0.236,,,
0.782,,2.8211,0.0882,0.013,7.81,-1.77,0.4,0.0,-0.0035,0.0044,0.0018,0.681,0.421,0.598,0.238,,,
0.84,,2.8208,0.0889,0.011,7.79,-1.8,0.41,0.0,-0.0053,0.0076,0.0015,0.681,0.421,0.598,0.238,,,
0.885,,2.8212,0.0897,0.009,7.77,-1.83,0.38,0.0,-0.0034,0.0115,-0.0027,0.683,0.414,0.596,0.237,,,
0.945,,2.8201,0.089,0.015,7.75,-1.81,0.41,0.0,-0.0078,0.0079,-0.0093,0.683,0.414,0.596,0.237,,,
1.001,,2.8203,0.0896,0.012,7.73,-1.82,0.4,0.0,-0.0061,0.0104,0.0004,0.683,0.417,0.599,0.235,,,
1.033,,2.8203,0.0891,0.014,7.72,-1.8,0.4,0.0,-0.0055,0.0083,0.0003,0.683,0.417,0.599,0.235,,,
1.091,,2.8213,0.0887,0.012,7.7,-1.78,0.38,0.0,-0.0012,0.0057,0.0048,0.685,0.418,0.597,0.237,,,
1.132,,2.8212,0.0891,0.012,7.68,-1.8,0.37,0.0,-0.0013,0.008,0.0026,0.685,0.418,0.597,0.237,,,
1.182,,2.8211,0.0897,0.01,7.66,-1.82,0.38,0.0,-0.0016,0.0099,0.0014,0.683,0.414,0.606,0.237,,,
1.231,,2.8202,0.0896,0.013,7.65,-1.81,0.41,0.0,-0.0064,0.0095,-0.0034,0.683,0.414,0.606,0.237,,,
1.296,,2.8202,0.0894,0.011,7.63,-1.8,0.41,0.0,-0.0059,0.0084,0.0007,0.685,0.418,0.606,0.231,,,
1.335,,2.8207,0.0895,0.014,7.61,-1.8,0.4,0.0,-0.0034,0.0089,-0.001,0.685,0.418,0.606,0.231,,,
1.389,,2.821,0.09,0.011,7.59,-1.82,0.39,0.0,-0.0019,0.0104,0.0043,0.685,0.415,0.616,0.235,,,
1.433,,2.8209,0.0904,0.012,7.57,-1.83,0.38,0.0,-0.0023,0.012,0.0006,0.685,0.415,0.616,0.235,,,
1.482,,2.82,0.09,0.01,7.56,-1.82,0.42,0.0,-0.0072,0.0096,0.0005,0.682,0.419,0.61,0.239,,,
1.531,,2.8191,0.0903,0.013,7.54,-1.84,0.45,0.0,-0.0115,0.0114,-0.0036,0.682,0.419,0.61,0.239,,,
1.592,,2.8211,0.0889,0.012,7.52,-1.76,0.37,0.0,-0.0007,0.0028,0.0012,0.686,0.412,0.615,0.24,,,
1.655,,2.8207,0.0898,0.012,7.5,-1.8,0.37,0.0,-0.0023,0.0075,0.0014,0.686,0.412,0.615,0.24,,,
1.69,,2.8197,0.0898,0.012,7.49,-1.81,0.42,0.0,-0.0073,0.0075,0.002,0.682,0.417,0.615,0.238,,,
1.731,,2.8189,0.0907,0.013,7.48,-1.84,0.45,0.0,-0.0111,0.0113,0.0022,0.682,0.417,0.615,0.238,,,
