time_s,x_m,y_m,z_down_m,vx_ms,vy_ms,vz_ms
4.634,-0.0015,0.0018,0.013,0.0035,-0.0062,0.0094
4.684,-0.0012,0.0015,0.009,0.0032,-0.0058,0.0126
4.733,-0.0015,0.0013,0.011,0.0003,0.0,0.0043
4.785,-0.0013,0.0018,0.009,-0.0075,0.0051,0.0031
4.834,-0.0017,0.0022,0.011,-0.0017,0.0048,-0.0026
4.884,-0.0015,0.0023,0.01,0.0004,0.0012,-0.0007
4.934,-0.0015,0.0016,0.009,0.0053,-0.0048,-0.001
4.984,-0.0015,0.0013,0.008,0.0019,0.0016,-0.0035
5.034,-0.0028,0.0024,0.008,0.0009,0.0019,-0.0062
5.083,-0.0005,0.0023,0.013,0.0009,0.0001,-0.0073
5.133,-0.0006,0.0004,0.008,0.0022,0.0013,0.0027
5.184,-0.0009,0.0003,0.011,-0.002,-0.0034,-0.0006
5.233,-0.0016,0.0017,0.01,0.005,-0.0089,0.0039
5.286,-0.0017,0.0003,0.008,-0.0003,-0.012,0.0045
5.334,-0.0027,-0.0007,0.007,-0.0029,-0.0163,-0.0031
5.384,-0.0029,-0.002,0.008,-0.0014,-0.0274,-0.0093
5.434,-0.0012,-0.0068,0.011,0.0028,-0.0432,-0.0082
5.483,-0.001,-0.011,0.007,0.0017,-0.0601,0.0002
5.534,-0.0023,-0.015,0.009,-0.0065,-0.0774,-0.0016
5.583,-0.0031,-0.022,0.008,-0.0142,-0.0868,-0.0019
5.634,-0.0048,-0.0247,0.007,-0.019,-0.0968,-0.0037
5.684,-0.0064,-0.0314,0.008,-0.0244,-0.0988,-0.0044
5.734,-0.0066,-0.036,0.006,-0.0185,-0.1051,0.0041
5.784,-0.0048,-0.0402,0.001,-0.0074,-0.0978,0.0003
5.833,-0.0043,-0.0411,0.0,-0.0008,-0.0675,-0.012
5.885,-0.0071,-0.0349,0.0,0.005,-0.0067,-0.0101
5.933,-0.0013,-0.0228,0.0,0.0161,0.0934,-0.0364
5.984,-0.001,0.0063,0.0,0.0105,0.2407,-0.064
6.033,-0.0008,0.0427,0.0,0.0157,0.4141,-0.0747
6.084,0.0025,0.0767,0.0,0.0104,0.4683,-0.0005
6.133,-0.0025,0.0981,0.0,-0.0223,0.4289,0.0645
6.183,-0.0062,0.1029,0.004,-0.0408,0.3,0.0723
6.233,-0.0108,0.0923,0.009,-0.0557,0.1313,0.0591
6.283,-0.0154,0.0831,0.012,-0.0673,-0.0802,0.0449
6.334,-0.0184,0.0499,0.02,-0.0603,-0.2306,0.063
6.383,-0.0245,0.0027,0.024,-0.0628,-0.4371,0.0662
6.433,-0.0244,-0.03,0.034,-0.035,-0.5316,0.1066
6.483,-0.0191,-0.0577,0.048,0.0061,-0.5311,0.1607
6.534,-0.0218,-0.0815,0.057,0.0192,-0.4669,0.1894
6.583,-0.0156,-0.0999,0.062,0.0569,-0.3592,0.189
6.633,-0.0088,-0.1049,0.07,0.0876,-0.2222,0.1624
6.684,-0.0,-0.1017,0.071,0.1223,-0.0753,0.145
6.732,0.0076,-0.0886,0.073,0.1339,0.0894,0.1302
6.783,0.0144,-0.0734,0.073,0.1317,0.2177,0.1205
6.833,0.0217,-0.0498,0.078,0.1235,0.3356,0.1192
6.884,0.0273,-0.0283,0.083,0.1091,0.4037,0.1287
6.933,0.0319,-0.0067,0.086,0.0874,0.4253,0.1353
6.983,0.0368,0.0112,0.094,0.069,0.4018,0.1374
7.033,0.0419,0.0276,0.105,0.0548,0.3529,0.1519
7.083,0.0449,0.0395,0.112,0.0342,0.2789,0.1541
7.133,0.0459,0.051,0.114,0.0068,0.2137,0.1478
7.183,0.0444,0.056,0.126,-0.0254,0.1337,0.1293
7.233,0.042,0.0593,0.13,-0.0531,0.0618,0.1427
7.282,0.0377,0.0582,0.135,-0.0785,-0.0059,0.1256
7.333,0.0332,0.0549,0.139,-0.095,-0.0628,0.1248
7.383,0.0276,0.0476,0.141,-0.1058,-0.1149,0.1173
7.432,0.0228,0.0403,0.149,-0.1082,-0.1482,0.1098
7.483,0.0178,0.0318,0.156,-0.1075,-0.1704,0.1163
7.533,0.0127,0.0231,0.16,-0.1027,-0.1773,0.1161
7.583,0.0093,0.0136,0.173,-0.0898,-0.1775,0.1082
7.633,0.005,0.0038,0.177,-0.0796,-0.1704,0.1265
7.683,0.002,-0.0034,0.181,-0.0666,-0.1508,0.1143
7.733,-0.001,-0.009,0.186,-0.0549,-0.1244,0.1076
7.782,-0.0019,-0.0142,0.191,-0.0374,-0.0983,0.1011
7.833,-0.0027,-0.017,0.197,-0.0226,-0.0675,0.0941
7.883,-0.0019,-0.0194,0.199,-0.0056,-0.0402,0.0919
7.932,-0.0015,-0.0199,0.205,0.0054,-0.0131,0.0807
7.983,0.0013,-0.0183,0.209,0.0206,0.0141,0.0782
8.033,0.0035,-0.0162,0.212,0.029,0.0347,0.0744
8.083,0.0063,-0.0117,0.215,0.0346,0.0552,0.0631
8.132,0.009,-0.0059,0.217,0.0362,0.072,0.0597
8.183,0.0104,-0.0012,0.219,0.0311,0.0784,0.0523
8.232,0.0125,0.0041,0.223,0.0267,0.081,0.0458
8.283,0.0143,0.0086,0.221,0.0206,0.0775,0.0431
8.332,0.0166,0.0122,0.224,0.0167,0.0674,0.0312
8.383,0.0164,0.0161,0.228,0.0064,0.0562,0.0329
8.433,0.0166,0.0189,0.229,-0.002,0.0418,0.0367
8.483,0.0158,0.0203,0.235,-0.0116,0.0255,0.0306
8.533,0.0145,0.0208,0.234,-0.0202,0.0099,0.037
8.582,0.0116,0.0211,0.232,-0.0299,-0.0035,0.025
8.632,0.0101,0.0191,0.235,-0.034,-0.0198,0.0196
8.683,0.0083,0.0159,0.236,-0.0364,-0.0351,0.0204
8.733,0.0077,0.0144,0.24,-0.0344,-0.042,0.0182
8.782,0.0084,0.0123,0.239,-0.0283,-0.0462,0.0233
8.833,0.0076,0.0105,0.239,-0.0252,-0.0475,0.0153
8.882,0.0058,0.0074,0.235,-0.0248,-0.0493,0.0118
8.932,0.0064,0.0042,0.238,-0.0187,-0.0497,0.0007
8.982,0.0058,0.0026,0.236,-0.017,-0.0448,0.0075
9.033,0.0065,0.0014,0.237,-0.0134,-0.0376,0.0039
9.083,0.006,-0.0008,0.243,-0.0138,-0.033,0.0059
9.133,0.0061,-0.0018,0.242,-0.0137,-0.0261,0.0166
9.182,0.0058,-0.0018,0.243,-0.0148,-0.0179,0.0103
9.232,0.0056,0.0012,0.242,-0.0154,-0.0043,0.0123
9.283,0.0047,0.0036,0.243,-0.0168,0.0054,0.0099
9.332,0.0032,0.0063,0.242,-0.0189,0.0139,0.0082
9.382,0.0025,0.0103,0.243,-0.0177,0.0221,0.0028
9.432,0.0029,0.0147,0.242,-0.013,0.0285,0.0019
9.483,0.0035,0.0166,0.245,-0.0074,0.0265,-0.002
9.533,0.0049,0.0206,0.242,-0.0005,0.027,0.0015
9.582,0.0059,0.0237,0.242,0.0043,0.0241,-0.0083
9.633,0.009,0.027,0.241,0.0133,0.0201,-0.0075
9.683,0.0097,0.0284,0.241,0.0147,0.0119,-0.0088
9.732,0.0106,0.029,0.241,0.0156,0.0017,-0.0078
9.782,0.0133,0.0271,0.24,0.0189,-0.0131,-0.0073
9.831,0.0136,0.0251,0.242,0.0156,-0.0274,-0.0096
9.882,0.0153,0.0233,0.235,0.0146,-0.039,0.0001
9.932,0.014,0.02,0.235,0.0066,-0.0506,-0.0157
9.983,0.0138,0.0161,0.236,0.0008,-0.0609,-0.0065
10.032,0.0131,0.0126,0.237,-0.0049,-0.0669,-0.0002
10.081,0.013,0.0086,0.239,-0.008,-0.0708,0.0021
10.132,0.0114,0.0064,0.233,-0.0132,-0.0683,0.0095
10.182,0.009,0.0023,0.239,-0.0183,-0.0681,-0.0064
10.232,0.0075,-0.0031,0.241,-0.0201,-0.0696,0.0115
10.282,0.0059,-0.0062,0.235,-0.02,-0.0644,0.0117
10.332,0.0048,-0.0088,0.236,-0.0176,-0.0563,-0.0094
10.382,0.0039,-0.0111,0.239,-0.0135,-0.0461,-0.0045
10.432,0.0043,-0.0117,0.242,-0.0059,-0.0322,-0.001
10.482,0.0042,-0.0131,0.238,0.0004,-0.0215,0.0035
10.532,0.005,-0.0089,0.237,0.0087,0.001,-0.0121
10.582,0.0064,-0.005,0.237,0.0178,0.0193,-0.0124
10.632,0.0087,-0.0022,0.239,0.0279,0.0305,-0.01
10.682,0.0114,0.0019,0.237,0.0368,0.0407,-0.0068
10.732,0.0131,0.0058,0.229,0.0414,0.0464,-0.014
10.782,0.0167,0.01,0.233,0.0494,0.0492,-0.0306
10.832,0.0217,0.0128,0.23,0.0585,0.045,-0.0143
10.881,0.0232,0.0154,0.235,0.0559,0.039,-0.0181
10.932,0.0283,0.0175,0.232,0.0611,0.0304,-0.0042
10.982,0.0326,0.019,0.232,0.0623,0.0196,-0.0114
11.031,0.0352,0.0193,0.233,0.0594,0.0057,-0.0111
11.082,0.0389,0.0193,0.233,0.0579,-0.0071,-0.007
11.132,0.0413,0.0188,0.234,0.0521,-0.0191,-0.01
11.182,0.0462,0.017,0.228,0.0539,-0.0314,-0.0108
11.232,0.0487,0.0152,0.228,0.0496,-0.0394,-0.0216
11.282,0.0512,0.0129,0.226,0.046,-0.0459,-0.0196
11.332,0.0538,0.0096,0.226,0.0444,-0.0514,-0.0211
11.382,0.0556,0.0073,0.225,0.0419,-0.0508,-0.0166
11.433,0.0584,0.005,0.226,0.0436,-0.0474,-0.0158
11.483,0.0616,0.0031,0.221,0.0471,-0.0418,-0.0097
11.532,0.0665,0.0019,0.226,0.0558,-0.0338,-0.0212
11.583,0.0702,0.0007,0.222,0.0599,-0.0268,-0.0013
11.633,0.0749,-0.0011,0.222,0.0656,-0.0226,-0.0123
11.682,0.0817,-0.0015,0.222,0.0765,-0.0154,-0.0085
11.732,0.0846,-0.002,0.224,0.0734,-0.0103,-0.0077
11.781,0.0894,-0.0009,0.221,0.0755,-0.0027,-0.0045
11.832,0.0938,-0.0008,0.22,0.0751,0.0007,-0.0139
11.882,0.099,0.0006,0.221,0.0777,0.0062,-0.0134
11.931,0.104,0.0017,0.218,0.0783,0.0093,-0.0099
11.982,0.1073,0.0025,0.217,0.0736,0.0102,-0.016
12.032,0.1118,0.0028,0.217,0.0725,0.0086,-0.0152
12.082,0.1136,0.004,0.221,0.0642,0.0095,-0.0122
12.132,0.1177,0.0045,0.215,0.0646,0.0069,-0.0039
12.182,0.1209,0.005,0.218,0.063,0.0041,-0.0179
12.232,0.1242,0.0059,0.219,0.0629,0.002,-0.0038
12.282,0.1285,0.006,0.221,0.0658,-0.002,0.0008
12.333,0.132,0.0058,0.227,0.0678,-0.0061,0.0007
12.381,0.1366,0.0052,0.226,0.0741,-0.0105,0.015
12.431,0.1408,0.0053,0.231,0.0793,-0.0123,0.0047
12.481,0.1465,0.0047,0.228,0.0891,-0.015,0.0112
12.531,0.1501,0.0037,0.228,0.0916,-0.018,-0.0025
12.582,0.1558,0.0033,0.233,0.0995,-0.0178,-0.0066
12.632,0.1621,0.0028,0.238,0.1085,-0.0162,0.0006
12.681,0.1681,0.002,0.241,0.1155,-0.0154,0.003
12.732,0.174,0.0012,0.262,0.1214,-0.0148,0.002
12.782,0.1827,0.001,0.283,0.1336,-0.0119,0.0406
12.831,0.1917,0.0016,0.277,0.1447,-0.0078,0.0641
12.882,0.1988,0.0017,0.264,0.1482,-0.0061,0.0178
12.932,0.2072,0.0016,0.259,0.1545,-0.0054,-0.0382
12.981,0.2137,0.001,0.24,0.1547,-0.0063,-0.0597
13.032,0.2207,0.0006,0.226,0.1546,-0.0067,-0.1083
13.082,0.2269,0.0016,0.212,0.1515,-0.0036,-0.1223
13.131,0.2338,0.0013,0.2,0.15,-0.0038,-0.1251
13.18,0.2406,0.002,0.192,0.1482,-0.0012,-0.1224
13.232,0.2479,0.0023,0.185,0.1479,0.0001,-0.1002
13.283,0.2556,0.0022,0.183,0.1479,-0.001,-0.0842
13.331,0.2623,0.0027,0.188,0.145,-0.0003,-0.0569
13.381,0.2707,0.0021,0.186,0.1477,-0.0032,-0.015
13.431,0.2791,0.0017,0.184,0.1511,-0.0043,-0.0079
13.482,0.2878,0.002,0.184,0.1543,-0.0043,0.006
13.531,0.2961,0.0013,0.181,0.1597,-0.0039,0.0134
13.582,0.3036,0.0017,0.182,0.1692,-0.0031,0.0145
13.631,0.3145,0.0019,0.184,0.1749,-0.0052,0.0152
13.68,0.3259,0.0016,0.187,0.1858,-0.0059,0.0253
13.731,0.3369,0.0011,0.183,0.1972,-0.0055,0.0437
13.782,0.3469,0.0018,0.188,0.202,-0.0013,0.0226
13.831,0.3597,0.0015,0.191,0.2104,-0.002,0.0317
13.88,0.3723,0.002,0.193,0.2125,-0.0017,0.0276
13.931,0.3838,0.0021,0.196,0.2087,-0.004,0.0351
13.982,0.3954,0.0021,0.193,0.2048,-0.0085,0.0328
14.031,0.4057,0.0007,0.199,0.1926,-0.0159,0.0202
14.081,0.4168,-0.0,0.201,0.1842,-0.0185,0.0283
14.132,0.4251,-0.0004,0.202,0.1659,-0.0171,0.0264
14.18,0.4342,-0.0012,0.193,0.1535,-0.0141,0.0201
14.231,0.4418,-0.0014,0.191,0.1402,-0.0075,-0.0098
14.281,0.4487,-0.0005,0.192,0.1287,0.0033,-0.0113
14.332,0.4557,0.0003,0.194,0.1237,0.0113,-0.0064
14.38,0.4645,0.0032,0.195,0.1318,0.0222,-0.0026
14.431,0.4706,0.0039,0.195,0.1324,0.0202,0.0003
14.48,0.4786,0.0057,0.197,0.1414,0.0189,0.0047
14.532,0.4864,0.0065,0.194,0.149,0.0112,0.0053
14.581,0.4936,0.0061,0.199,0.1522,0.0003,0.0033
14.63,0.5017,0.0062,0.2,0.1607,-0.0083,0.0238
14.681,0.5107,0.0054,0.199,0.1729,-0.0191,0.0229
14.732,0.5189,0.0043,0.2,0.1812,-0.027,0.0183
14.781,0.5298,0.002,0.201,0.197,-0.0363,0.0165
14.831,0.5401,-0.0001,0.206,0.2062,-0.04,0.0164
14.88,0.5503,-0.0021,0.208,0.2121,-0.039,0.0235
14.932,0.562,-0.0046,0.207,0.22,-0.038,0.0238
14.981,0.5739,-0.0059,0.201,0.2258,-0.0311,0.0104
15.031,0.5853,-0.0075,0.205,0.2281,-0.0258,-0.0044
15.081,0.596,-0.0081,0.207,0.2266,-0.0168,0.0054
15.13,0.6071,-0.0082,0.212,0.227,-0.0085,0.0015
15.18,0.6185,-0.0079,0.206,0.227,-0.0002,0.0101
15.23,0.6282,-0.0073,0.207,0.221,0.0069,-0.0074
15.28,0.6384,-0.0065,0.204,0.2159,0.0113,-0.0031
15.331,0.6488,-0.005,0.203,0.2125,0.0175,-0.0103
15.381,0.6579,-0.0035,0.205,0.2032,0.0196,-0.0108
15.431,0.6673,-0.0015,0.202,0.2014,0.0231,-0.003
15.48,0.6761,-0.0004,0.204,0.1982,0.0213,-0.0108
15.531,0.6846,0.0009,0.207,0.1961,0.0187,-0.0006
15.58,0.695,0.0021,0.202,0.1982,0.0157,0.0042
15.631,0.7041,0.0032,0.202,0.2017,0.0123,-0.0081
15.68,0.7122,0.0037,0.204,0.1995,0.0069,-0.002
15.731,0.7222,0.0032,0.202,0.2047,-0.0007,0.0007
15.781,0.7319,0.0028,0.203,0.2097,-0.0072,-0.0054
15.831,0.7419,0.0022,0.2,0.2122,-0.0139,-0.0015
15.88,0.7522,0.0014,0.203,0.213,-0.0197,-0.0075
15.931,0.7618,0.0003,0.202,0.2196,-0.0237,0.0024
15.98,0.7733,-0.0018,0.2,0.2279,-0.0292,-0.0014
16.031,0.7827,-0.0041,0.207,0.2279,-0.0336,-0.0027
16.08,0.795,-0.0057,0.203,0.2355,-0.0331,0.0158
16.131,0.8074,-0.0064,0.205,0.24,-0.029,0.0029
16.18,0.8175,-0.0077,0.204,0.236,-0.0263,0.0077
16.231,0.8294,-0.0101,0.2,0.2367,-0.027,0.0052
16.28,0.8398,-0.0114,0.2,0.232,-0.0244,-0.0073
16.331,0.8512,-0.013,0.203,0.2307,-0.0229,-0.0001
16.38,0.8625,-0.0147,0.204,0.2296,-0.0209,0.0079
16.43,0.8736,-0.0159,0.204,0.2279,-0.0167,0.0087
16.48,0.8837,-0.0166,0.207,0.2224,-0.0112,0.0086
16.531,0.8948,-0.0171,0.209,0.2206,-0.0059,0.0158
16.58,0.9049,-0.0177,0.208,0.216,-0.0022,0.0168
16.63,0.9142,-0.0179,0.211,0.2095,0.0017,0.0093
16.68,0.9248,-0.0184,0.206,0.206,0.0033,0.0134
16.731,0.9341,-0.0191,0.206,0.2038,0.0034,-0.0034
16.779,0.942,-0.0196,0.207,0.1957,0.0044,-0.0027
16.829,0.9514,-0.0199,0.205,0.1936,0.0055,-0.0005
16.881,0.9613,-0.0203,0.208,0.1944,0.0058,-0.0082
16.929,0.9707,-0.0205,0.203,0.1943,0.0073,0.0021
16.98,0.9793,-0.0211,0.206,0.1932,0.0077,-0.0106
17.029,0.9891,-0.0212,0.211,0.1954,0.0105,0.0039
17.08,0.9993,-0.0218,0.211,0.2005,0.0109,0.0132
17.13,1.0084,-0.0215,0.21,0.1999,0.0142,0.0069
17.18,1.0186,-0.0217,0.208,0.2021,0.0149,0.0035
17.23,1.0291,-0.0216,0.206,0.2039,0.0155,-0.0027
17.28,1.0376,-0.0203,0.21,0.1975,0.0196,-0.0078
17.33,1.0473,-0.0201,0.207,0.1945,0.0192,0.0022
17.379,1.0579,-0.0196,0.208,0.1944,0.0197,-0.0065
17.431,1.0676,-0.0187,0.207,0.1914,0.0217,-0.0013
17.48,1.0757,-0.0182,0.208,0.1836,0.0216,-0.0019
17.53,1.0852,-0.0176,0.209,0.1809,0.021,-0.0026
17.58,1.0926,-0.0158,0.208,0.1751,0.0228,0.0017
17.63,1.1011,-0.0148,0.207,0.1675,0.0229,-0.0046
17.68,1.1094,-0.0138,0.205,0.163,0.0215,-0.0057
17.73,1.1174,-0.0132,0.202,0.1585,0.0191,-0.009
17.78,1.1245,-0.0124,0.208,0.1517,0.0168,-0.0143
17.832,1.1313,-0.0108,0.207,0.1463,0.0172,0.0043
17.88,1.1388,-0.0101,0.207,0.1442,0.0153,-0.0005
17.931,1.1458,-0.0098,0.208,0.1416,0.0117,-0.0041
17.981,1.1532,-0.0093,0.206,0.1415,0.0096,0.0026
18.03,1.1597,-0.0095,0.207,0.1388,0.0059,-0.0054
18.08,1.1662,-0.0092,0.204,0.1362,0.0044,-0.0025
18.131,1.1739,-0.0084,0.205,0.1366,0.005,-0.0078
18.179,1.1817,-0.008,0.204,0.1379,0.0049,-0.0055
18.23,1.1881,-0.0074,0.206,0.1343,0.005,-0.0077
18.28,1.1951,-0.007,0.203,0.1329,0.0047,-0.0001
18.329,1.202,-0.0066,0.204,0.1311,0.0032,-0.0083
18.381,1.2092,-0.0058,0.202,0.1302,0.0028,-0.0028
18.43,1.2156,-0.005,0.198,0.1273,0.0022,-0.0069
18.479,1.2212,-0.0045,0.202,0.1213,0.0003,-0.013
18.53,1.2277,-0.0044,0.201,0.1198,-0.0022,-0.0001
18.58,1.2328,-0.0048,0.199,0.1142,-0.0055,-0.0014
18.629,1.24,-0.0057,0.201,0.1148,-0.0084,-0.0039
18.68,1.246,-0.0054,0.199,0.1127,-0.0085,0.003
18.73,1.2513,-0.0063,0.198,0.1069,-0.0112,0.0004
18.78,1.2571,-0.0066,0.2,0.1016,-0.0116,-0.001
18.83,1.2617,-0.0063,0.197,0.0937,-0.0115,0.0053
18.881,1.266,-0.0069,0.202,0.0863,-0.0115,-0.0028
18.93,1.2706,-0.0079,0.201,0.0814,-0.0131,0.0103
18.979,1.2757,-0.0084,0.203,0.0803,-0.0132,0.0069
19.03,1.2784,-0.0095,0.203,0.0719,-0.015,0.0077
19.079,1.2821,-0.0101,0.204,0.0673,-0.0149,0.0068
19.131,1.2846,-0.011,0.202,0.0625,-0.0158,0.0066
19.178,1.2895,-0.012,0.197,0.0658,-0.0162,-0.0003
19.23,1.2923,-0.0125,0.2,0.0631,-0.0145,-0.0096
19.279,1.2957,-0.0133,0.2,0.062,-0.0141,0.002
19.33,1.2989,-0.0141,0.202,0.0605,-0.0134,0.0005
19.38,1.3031,-0.0148,0.207,0.0613,-0.0122,0.0058
19.43,1.3068,-0.0152,0.2,0.0619,-0.0112,0.0147
19.48,1.3103,-0.016,0.204,0.0622,-0.0099,-0.0066
19.529,1.3131,-0.0167,0.205,0.0582,-0.0097,0.0089
19.58,1.317,-0.0172,0.203,0.0588,-0.0072,0.0084
19.63,1.3197,-0.0178,0.203,0.055,-0.0046,-0.0016
19.68,1.3226,-0.0176,0.206,0.0524,0.0006,-0.0005
19.73,1.3258,-0.0171,0.201,0.0516,0.0062,0.0029
19.779,1.3288,-0.017,0.198,0.0507,0.0097,-0.0104
19.829,1.3313,-0.0153,0.201,0.0484,0.0162,-0.0127
19.88,1.3342,-0.0139,0.202,0.0483,0.0215,0.0009
19.93,1.3369,-0.0121,0.2,0.0461,0.0251,-0.0003
19.98,1.3399,-0.0104,0.199,0.0443,0.0268,-0.0055
20.03,1.3418,-0.0099,0.203,0.0395,0.0241,-0.0009
20.08,1.3437,-0.0085,0.2,0.0355,0.0239,0.0095
20.131,1.3461,-0.0069,0.199,0.0334,0.0241,-0.0016
20.18,1.348,-0.0057,0.202,0.0299,0.0228,-0.0015
20.232,1.3502,-0.0041,0.203,0.0278,0.0215,0.007
