time_s,x_m,y_m,z_down_m
0.257,0.186,-0.3401,0.012
0.26,0.1853,-0.3401,0.011
0.327,0.1855,-0.3413,0.01
0.427,0.186,-0.3398,0.01
0.537,0.1862,-0.3405,0.008
0.627,0.1859,-0.3407,0.01
0.728,0.185,-0.3413,0.011
0.827,0.1854,-0.3409,0.01
0.933,0.1852,-0.3409,0.011
1.027,0.1842,-0.3409,0.008
1.159,0.1841,-0.3413,0.01
1.233,0.1848,-0.3411,0.01
1.328,0.1855,-0.3409,0.011
1.452,0.1855,-0.3405,0.012
1.532,0.1855,-0.3398,0.011
1.627,0.184,-0.3411,0.011
1.742,0.1849,-0.3403,0.011
1.827,0.184,-0.3407,0.01
1.926,0.1859,-0.3407,0.009
2.028,0.1838,-0.3411,0.01
2.128,0.1843,-0.3416,0.011
2.228,0.1841,-0.3409,0.01
2.347,0.1852,-0.3409,0.01
2.426,0.1858,-0.3414,0.012
2.526,0.1839,-0.3416,0.011
2.642,0.1856,-0.341,0.01
2.727,0.1847,-0.3405,0.011
2.827,0.1847,-0.3407,0.013
2.931,0.0007,0.0003,0.01
3.027,0.0023,0.0002,0.01
3.126,0.0003,0.0007,0.011
3.233,0.0017,0.0007,0.011
3.327,0.0007,0.0001,0.011
3.456,0.0012,0.0001,0.009
3.528,0.001,0.0011,0.01
3.627,0.0018,0.0001,0.01
3.752,0.0018,0.0001,0.011
3.826,-0.0001,0.0001,0.012
3.925,0.0019,0.0003,0.009
4.043,0.0007,0.0001,0.011
4.126,0.0016,0.0003,0.009
4.226,0.0018,0.0001,0.011
4.33,0.0007,0.0001,0.01
4.428,0.0004,-0.0002,0.009
4.526,-0.0003,0.0,0.009
4.657,-0.0004,0.0,0.009
4.726,0.0017,0.0,0.013
4.826,0.0008,0.0002,0.012
4.946,-0.0003,0.0002,0.007
5.026,-0.0001,-0.0,0.01
5.127,0.001,0.0,0.011
5.236,0.0007,-0.0002,0.01
5.326,0.001,-0.0002,0.011
5.425,0.0014,0.0009,0.009
5.537,0.0007,0.0009,0.009
5.625,-0.0003,0.0006,0.009
5.765,0.0014,-0.0,0.011
5.825,0.0009,-0.0006,0.008
5.925,0.0007,-0.0,0.011
6.049,0.0002,0.0004,0.011
6.126,0.0011,-0.0007,0.011
6.225,-0.0,-0.0001,0.011
6.342,-0.0004,0.0002,0.012
6.424,0.0001,-0.0,0.01
6.525,-0.0005,-0.0003,0.009
6.63,-0.0005,0.0002,0.012
6.726,0.0038,-0.0,0.011
6.824,0.004,-0.0007,0.009
6.936,0.0036,-0.0005,0.01
7.025,0.004,-0.0009,0.01
7.125,0.0038,-0.0007,0.012
7.234,0.0031,-0.0011,0.009
7.325,0.003,-0.0,0.01
7.425,0.0028,-0.0005,0.011
7.534,0.0037,-0.0016,0.011
7.625,0.0035,-0.0018,0.01
7.725,0.0027,-0.001,0.012
7.825,0.0029,-0.0012,0.013
7.926,0.0039,-0.0017,0.012
8.025,0.0039,0.0,0.011
8.135,0.0036,-0.001,0.012
8.225,0.0046,-0.0051,0.012
8.364,0.0064,-0.0086,0.011
8.428,0.006,-0.0055,0.009
8.525,0.0057,-0.0062,0.009
8.652,0.0058,-0.0064,0.008
8.724,0.0115,-0.0121,0.0
8.824,0.0006,-0.0216,0.0
8.941,0.0134,-0.0327,0.023
9.023,0.0196,-0.029,0.059
9.125,0.0125,-0.0071,0.093
9.227,0.0076,0.0087,0.129
9.325,0.0041,0.0183,0.152
9.425,0.0015,0.0243,0.179
9.554,0.0018,0.0254,0.212
9.623,0.0065,0.0248,0.257
9.724,0.009,0.014,0.295
9.848,0.0127,0.0011,0.338
9.924,0.017,-0.0108,0.369
10.024,0.0216,-0.0193,0.401
10.136,0.0233,-0.0247,0.426
10.224,0.0278,-0.0233,0.449
10.324,0.0324,-0.0152,0.467
10.429,0.0319,-0.005,0.481
10.524,0.0316,0.0077,0.491
10.646,0.0299,0.0195,0.5
10.726,0.0299,0.0272,0.507
10.824,0.0319,0.0356,0.513
10.924,0.0369,0.0373,0.516
11.036,0.0425,0.0347,0.519
11.124,0.0455,0.0295,0.528
11.224,0.0479,0.0207,0.536
11.327,0.0522,0.0162,0.54
11.424,0.046,0.0229,0.54
11.523,0.0462,0.036,0.54
11.628,0.0441,0.0582,0.542
11.723,0.0407,0.0727,0.547
11.823,0.0368,0.0854,0.554
11.939,0.0309,0.0883,0.556
12.023,0.0354,0.0873,0.553
12.124,0.0468,0.0767,0.551
12.25,0.0529,0.063,0.554
12.323,0.0587,0.0442,0.55
12.423,0.0622,0.0329,0.557
12.564,0.0633,0.0257,0.551
12.623,0.0669,0.0245,0.55
12.723,0.0637,0.0302,0.542
12.842,0.048,0.0607,0.541
12.922,0.0416,0.0729,0.544
13.024,0.0362,0.0818,0.542
13.133,0.0286,0.0901,0.542
13.227,0.0244,0.0848,0.542
13.323,0.0292,0.0784,0.539
13.424,0.0387,0.0683,0.536
13.527,0.046,0.0563,0.538
13.622,0.055,0.0493,0.539
13.723,0.06,0.0431,0.538
13.826,0.059,0.0366,0.537
13.923,0.0564,0.0443,0.541
14.023,0.0636,0.0741,0.538
14.126,0.0582,0.0864,0.54
14.223,0.0557,0.098,0.543
14.324,0.05,0.099,0.541
14.436,0.0394,0.0988,0.538
14.523,0.036,0.0806,0.539
14.623,0.0362,0.0603,0.537
14.747,0.0406,0.0402,0.543
14.823,0.0439,0.028,0.539
14.922,0.0516,0.0175,0.542
15.059,0.0608,0.0242,0.535
15.123,0.0612,0.033,0.533
15.222,0.0591,0.044,0.53
15.368,0.0534,0.0564,0.526
15.429,0.0489,0.0591,0.528
15.522,0.0395,0.0585,0.521
15.673,0.0322,0.0501,0.523
15.724,0.029,0.0387,0.52
15.822,0.0325,0.0251,0.521
15.922,0.0347,0.0123,0.519
16.03,0.04,0.0042,0.521
16.123,0.0477,0.0058,0.523
16.223,0.0522,0.0142,0.516
16.323,0.0504,0.0211,0.521
16.422,0.0501,0.0277,0.52
16.523,0.0424,0.0313,0.524
16.624,0.0398,0.0322,0.526
16.723,0.0377,0.0251,0.526
16.822,0.04,0.0135,0.524
16.925,0.0514,0.0011,0.523
17.023,0.0649,-0.0058,0.521
17.123,0.0831,-0.0067,0.525
17.238,0.1058,-0.004,0.517
17.321,0.1282,0.003,0.517
17.422,0.1493,0.014,0.525
17.552,0.1717,0.0282,0.534
17.621,0.1951,0.0417,0.545
17.723,0.2245,0.0579,0.554
17.858,0.2571,0.0664,0.573
17.921,0.295,0.0755,0.562
18.022,0.3342,0.0859,0.526
18.177,0.3704,0.0933,0.438
18.223,0.4008,0.0875,0.277
18.322,0.3924,0.0409,0.044
18.422,1.2198,0.146,0.174
18.525,1.2606,-0.0652,0.668
18.621,2.4907,0.1719,0.36
18.722,3.6055,-0.021,0.406
18.823,4.0491,-1.0349,2.563
18.921,4.237,-1.3107,2.581
19.022,4.3641,-1.6234,2.528
19.141,4.3935,-1.9819,2.532
19.221,4.3179,-2.369,2.531
19.322,4.1487,-2.7899,2.543
19.461,3.8855,-3.2397,2.532
19.521,3.5274,-3.7158,2.529
19.621,3.0742,-4.2151,2.526
19.747,2.5263,-4.7349,2.529
19.832,1.8874,-5.2716,2.529
19.922,1.1598,-5.8226,2.527
20.022,0.3424,-6.3854,2.528
20.121,-0.5556,-6.9547,2.519
20.222,-1.4043,-7.4539,2.533
20.321,-2.1871,-7.8694,2.519
20.448,-0.0,0.0,2.531
20.521,-0.0009,0.0006,2.527
20.621,-0.0036,0.0025,2.527
20.766,-0.011,0.0079,2.531
20.824,-0.0256,0.0187,2.525
20.921,-0.0405,0.0295,2.53
21.055,-0.0517,0.0377,2.528
21.124,-0.0665,0.0486,2.529
21.222,-0.083,0.0604,2.534
21.321,-0.0998,0.0725,2.538
21.421,-0.1185,0.0858,2.531
21.521,-0.1413,0.1016,2.548
21.621,-0.1634,0.1191,2.53
21.737,-0.2012,0.1432,2.527
21.821,-0.2323,0.1693,2.532
21.921,-0.2955,0.2091,2.534
22.057,-0.3505,0.2544,2.534
22.12,-0.4552,0.3221,2.534
22.221,-0.5583,0.4108,2.54
22.378,-0.7404,0.5212,2.535
22.429,-0.9539,0.6966,2.529
22.521,-1.3193,0.9249,2.536
22.621,-1.7556,1.2736,2.528
22.724,-2.4233,1.713,2.533
22.82,-3.3887,2.445,2.521
22.921,-4.8109,3.4457,2.531
23.029,-6.6056,4.7303,2.527
23.12,-9.1837,6.5751,2.522
23.221,-11.8912,8.5143,2.527
23.351,-14.8602,10.6262,2.529
23.42,-0.0006,0.0004,2.537
23.52,-0.0026,0.0018,2.527
23.668,-0.0074,0.0054,2.541
23.726,-0.0197,0.0145,2.529
23.819,-0.0379,0.0279,2.541
23.934,-0.0514,0.0374,2.528
24.028,-0.0629,0.0458,2.534
24.12,-0.0793,0.0576,2.527
24.221,-0.0949,0.0689,2.536
24.323,-0.1121,0.0814,2.54
24.42,-0.132,0.0956,2.535
24.52,-0.1538,0.112,2.517
24.638,-0.1859,0.133,2.526
24.719,-0.2168,0.1579,2.527
24.82,-0.2681,0.1918,2.526
24.95,-0.3275,0.2353,2.535
25.019,-0.4081,0.2882,2.533
25.119,-0.5025,0.3681,2.521
25.262,-0.6516,0.4669,2.528
25.324,-0.867,0.6178,2.542
25.42,-1.117,0.8031,2.527
25.559,-1.5114,1.0514,2.527
25.631,-2.0882,1.4875,2.541
25.719,-2.8055,2.0038,2.523
25.819,-4.0203,2.8602,2.52
25.924,-5.4524,3.8903,2.515
26.018,-7.6848,5.4676,2.517
