time_s,x_m,y_m,z_down_m
0.081,0.0,0.0,0.012
0.13,-9.8162,12.8607,0.013
0.18,-9.8153,12.8611,0.013
0.231,-9.8162,12.8608,0.012
0.281,-9.8162,12.8604,0.013
0.33,-9.8162,12.8598,0.011
0.382,-9.8162,12.8604,0.014
0.429,-9.8148,12.8611,0.012
0.48,-9.8147,12.8611,0.014
0.53,-9.8154,12.8614,0.013
0.58,-9.8148,12.8607,0.012
0.629,-9.8146,12.8614,0.014
0.681,-9.8154,12.8612,0.013
0.731,-9.8164,12.8603,0.012
0.78,-9.8145,12.8612,0.011
0.829,-9.8155,12.861,0.012
0.883,-9.8144,12.8619,0.013
0.929,-9.8155,12.861,0.014
0.979,-9.8155,12.8608,0.011
1.029,-9.8164,12.8613,0.013
1.08,-9.8146,12.8616,0.013
1.13,-9.8146,12.8618,0.014
1.18,-9.8164,12.8604,0.011
1.229,-9.8166,12.8608,0.013
1.28,-9.8146,12.861,0.012
1.329,-9.8146,12.8618,0.012
1.379,-9.8149,12.861,0.011
1.429,-9.816,12.8612,0.012
1.48,-9.8158,12.8612,0.013
1.53,-9.8146,12.8612,0.012
1.58,-9.8156,12.8605,0.012
1.629,-9.8146,12.8617,0.012
1.679,-9.8149,12.8614,0.011
1.73,-9.8156,12.8608,0.014
1.779,-9.8154,12.861,0.012
1.83,-9.8165,12.8613,0.013
1.879,-9.8149,12.8615,0.014
1.929,-9.8147,12.8619,0.012
1.979,-9.8166,12.8613,0.014
2.029,0.0001,-0.0,0.014
2.079,0.0001,-0.0001,0.012
2.13,0.0009,-0.0002,0.012
2.179,0.0003,-0.0004,0.01
2.229,0.0011,0.0002,0.011
2.28,0.0012,0.0003,0.011
2.329,-0.0005,-0.0004,0.011
2.38,0.0012,-0.0004,0.012
2.429,0.0011,0.0001,0.012
2.479,0.0013,-0.0001,0.011
2.529,0.0001,-0.0004,0.011
2.579,-0.0008,-0.0021,0.012
2.629,0.0,-0.0001,0.015
2.68,0.0,-0.0003,0.014
2.728,0.0,-0.0003,0.014
2.779,0.0014,-0.0003,0.014
2.829,0.0013,0.0005,0.012
2.88,-0.0,-0.0003,0.012
2.928,-0.001,-0.0006,0.01
2.979,0.001,0.0004,0.011
3.029,0.0,-0.0001,0.014
3.08,0.001,0.0004,0.011
3.129,-0.0008,-0.0008,0.013
3.18,0.0002,-0.0003,0.015
3.229,0.0009,0.0005,0.011
3.279,0.0009,-0.0003,0.013
3.328,-0.0001,-0.0002,0.012
3.379,0.0011,0.0005,0.012
3.43,0.0011,0.0002,0.011
3.479,0.0011,0.0005,0.015
3.528,-0.0001,-0.0002,0.011
3.579,-0.0007,-0.0004,0.013
3.629,-0.0007,-0.0011,0.012
3.679,0.0011,0.0002,0.012
3.73,0.0011,0.0003,0.011
3.78,0.0004,-0.0011,0.01
3.83,-0.0001,-0.0002,0.011
3.88,0.0004,-0.0002,0.011
3.929,0.0011,0.0005,0.012
3.978,0.0002,-0.0006,0.012
4.029,0.0009,0.0001,0.012
4.079,-0.0008,-0.0006,0.011
4.128,0.0002,0.0001,0.013
4.179,0.0011,-0.0001,0.013
4.229,0.0008,0.0001,0.013
4.279,0.0008,-0.0003,0.012
4.329,-0.0007,-0.0008,0.013
4.378,0.0011,0.0006,0.014
4.428,0.0008,-0.0003,0.013
4.478,-0.001,0.0001,0.013
4.528,-0.0001,-0.0001,0.013
4.579,0.0008,0.0006,0.013
4.629,0.0009,0.0007,0.012
4.678,0.0008,0.0006,0.013
4.728,0.0011,0.0007,0.012
4.778,0.0012,0.0008,0.013
4.828,0.0012,0.0002,0.013
4.879,0.0011,0.0005,0.011
4.929,0.0008,-0.0,0.011
4.977,-0.0009,-0.0,0.012
5.029,0.0004,-0.0005,0.012
5.077,-0.001,0.0005,0.014
5.129,0.0008,0.0007,0.011
5.178,0.0008,0.0007,0.013
5.228,0.0008,0.0007,0.012
5.278,0.0008,0.0008,0.014
5.329,0.0008,0.0008,0.013
5.377,0.001,0.0001,0.01
5.428,0.0009,0.0006,0.011
5.477,0.0012,0.0009,0.013
5.529,0.0001,0.0,0.012
5.578,0.0011,0.0008,0.012
5.628,0.0,0.0005,0.012
5.677,0.001,0.0008,0.011
5.728,-0.0002,0.0001,0.013
5.778,-0.0009,-0.0001,0.013
5.828,0.0002,0.0003,0.011
5.878,-0.0011,0.0002,0.009
5.929,-0.0,0.0006,0.013
5.978,0.0,-0.0,0.014
6.028,-0.0002,0.0004,0.011
6.077,0.0007,0.0009,0.014
6.128,0.0007,0.0009,0.013
6.177,-0.0005,0.0,0.011
6.228,-0.001,0.0,0.015
6.277,-0.0007,0.0004,0.012
6.328,-0.0009,0.0009,0.011
6.377,-0.0021,0.0035,0.011
6.428,-0.005,0.0035,0.011
6.478,-0.0101,0.0055,0.01
6.528,-0.0162,0.0082,0.01
6.577,-0.0234,0.0108,0.011
6.629,-0.0315,0.0133,0.008
6.677,-0.0381,0.0157,0.009
6.728,-0.0458,0.0174,0.002
6.777,-0.0447,0.0165,0.0
6.828,-0.0429,0.0165,0.0
6.877,-0.0423,0.0172,0.0
6.928,-0.0188,0.0186,0.0
6.977,0.0138,0.0172,0.0
7.028,0.0407,0.0115,0.0
7.077,0.0473,0.0047,0.0
7.128,0.0367,-0.0097,0.01
7.178,0.0369,-0.0213,0.014
7.229,0.0336,-0.0278,0.027
7.277,0.0232,-0.0284,0.034
7.329,0.0114,-0.027,0.042
7.377,-0.0019,-0.0225,0.052
7.428,-0.0182,-0.0176,0.057
7.477,-0.0285,-0.0123,0.066
7.528,-0.0343,-0.0074,0.075
7.577,-0.0373,-0.005,0.083
7.626,-0.0387,0.0014,0.092
7.676,-0.0352,0.0059,0.098
7.729,-0.0278,0.0092,0.107
7.777,-0.02,0.0112,0.116
7.829,-0.0102,0.0122,0.125
7.877,-0.0001,0.011,0.129
7.927,0.0114,0.0084,0.139
7.977,0.0209,0.0049,0.149
8.026,0.0285,0.0003,0.152
8.077,0.0351,-0.0023,0.166
8.13,0.039,-0.0075,0.172
8.177,0.0409,-0.0124,0.182
8.227,0.0407,-0.0171,0.191
8.277,0.038,-0.0209,0.199
8.326,0.0339,-0.023,0.212
8.376,0.0282,-0.0241,0.216
8.426,0.0221,-0.0261,0.231
8.477,0.0138,-0.0261,0.238
8.526,0.0084,-0.0261,0.243
8.579,0.0019,-0.0249,0.248
8.628,-0.0036,-0.023,0.258
8.676,-0.0063,-0.0211,0.26
8.727,-0.0091,-0.0183,0.261
8.776,-0.0103,-0.0154,0.263
8.827,-0.01,-0.0126,0.271
8.878,-0.0087,-0.0088,0.274
8.926,-0.0056,-0.0068,0.271
8.978,0.0018,-0.0056,0.277
9.027,0.0067,-0.0046,0.282
9.076,0.0143,-0.0042,0.287
9.126,0.0187,-0.0036,0.294
9.176,0.0242,-0.0039,0.294
9.226,0.0281,-0.0026,0.299
9.277,0.0321,-0.0038,0.297
9.327,0.0348,-0.0034,0.302
9.377,0.0367,-0.0059,0.304
9.426,0.0356,-0.0059,0.306
9.477,0.0355,-0.008,0.307
9.526,0.0298,-0.0069,0.307
9.576,0.0289,-0.0065,0.311
9.627,0.0213,-0.0053,0.309
9.677,0.0186,-0.0051,0.314
9.726,0.0152,-0.0039,0.316
9.776,0.0076,0.0002,0.317
9.826,0.0034,0.0005,0.318
9.876,-0.0034,0.0036,0.318
9.926,-0.007,0.005,0.316
9.976,-0.0066,0.0075,0.32
10.026,0.0016,0.0042,0.32
10.076,0.0077,0.007,0.321
10.126,0.0106,0.0055,0.323
10.176,0.0164,0.0034,0.323
10.226,0.0244,0.0013,0.325
10.276,0.033,-0.0022,0.325
10.327,0.0385,-0.0043,0.328
10.377,0.0411,-0.0055,0.325
10.426,0.0429,-0.0052,0.334
10.476,0.0453,-0.0064,0.333
10.526,0.0422,-0.0041,0.328
10.576,0.0408,-0.0015,0.33
10.626,0.0359,-0.0003,0.33
10.677,0.028,0.0042,0.33
10.725,0.0253,0.0032,0.33
10.777,0.0189,0.0078,0.332
10.826,0.0128,0.0097,0.334
10.876,0.0065,0.0114,0.337
10.927,0.0037,0.0151,0.334
10.976,-0.0012,0.0151,0.335
11.026,-0.0011,0.0155,0.333
11.076,-0.0011,0.018,0.333
11.126,0.0007,0.0192,0.335
11.175,0.0038,0.0204,0.332
11.226,0.008,0.0202,0.333
11.276,0.0126,0.0185,0.334
11.325,0.0181,0.0188,0.337
11.376,0.021,0.0174,0.335
11.426,0.0247,0.0154,0.337
11.477,0.0272,0.0154,0.337
11.527,0.0292,0.015,0.337
11.575,0.0327,0.0142,0.336
11.626,0.0348,0.0134,0.336
11.676,0.034,0.0135,0.338
11.726,0.0319,0.0142,0.337
11.775,0.0286,0.0145,0.34
11.826,0.0203,0.0183,0.338
11.875,0.0171,0.02,0.341
11.925,0.0126,0.0221,0.338
11.975,0.0117,0.0229,0.335
12.026,0.0085,0.0208,0.338
12.075,0.008,0.0198,0.335
12.125,0.0109,0.0193,0.333
12.177,0.0161,0.019,0.334
12.227,0.0263,0.0185,0.329
12.275,0.0349,0.0141,0.331
12.326,0.0445,0.0116,0.334
12.376,0.0514,0.0099,0.336
12.426,0.0647,0.0081,0.336
12.476,0.0721,0.0086,0.336
12.526,0.0779,0.0051,0.336
12.576,0.0846,0.0045,0.338
12.625,0.0908,0.0022,0.337
12.676,0.0965,0.0019,0.341
12.726,0.1011,0.0002,0.338
12.776,0.1019,0.0014,0.34
12.825,0.1013,0.0047,0.337
12.875,0.1,0.0056,0.336
12.926,0.1025,0.0087,0.334
12.975,0.0978,0.0134,0.332
13.025,0.0963,0.0168,0.334
13.076,0.1013,0.0183,0.333
13.126,0.1022,0.0218,0.331
13.176,0.105,0.0256,0.328
13.226,0.1124,0.0259,0.329
13.275,0.1192,0.0255,0.329
13.325,0.1269,0.0263,0.331
13.376,0.1351,0.0257,0.331
13.425,0.1423,0.0257,0.341
13.475,0.149,0.0247,0.343
13.526,0.1601,0.0213,0.352
13.576,0.1708,0.0176,0.354
13.625,0.1789,0.015,0.359
13.676,0.1895,0.012,0.364
13.725,0.1985,0.0105,0.38
13.777,0.2065,0.0087,0.39
13.827,0.2158,0.0071,0.403
13.875,0.2252,0.0069,0.393
13.927,0.2346,0.0079,0.379
13.979,0.2446,0.0077,0.367
14.026,0.2535,0.0073,0.346
14.075,0.2605,0.008,0.325
14.126,0.2685,0.0034,0.308
14.175,0.2793,0.003,0.298
14.225,0.2897,0.0014,0.284
14.276,0.2981,-0.0021,0.279
14.325,0.3058,-0.0063,0.281
14.375,0.3193,-0.0108,0.28
14.425,0.3278,-0.0144,0.282
14.48,0.337,-0.0187,0.285
14.526,0.3472,-0.0221,0.288
14.576,0.356,-0.0247,0.294
14.626,0.3681,-0.0282,0.298
14.676,0.3794,-0.0304,0.3
14.727,0.3892,-0.0308,0.306
14.775,0.3984,-0.0304,0.308
14.825,0.4077,-0.0282,0.313
14.875,0.4165,-0.0263,0.314
14.925,0.4241,-0.0229,0.319
14.975,0.4316,-0.0211,0.317
15.025,0.4391,-0.0187,0.316
15.075,0.4467,-0.0161,0.315
15.124,0.4544,-0.013,0.313
15.176,0.4635,-0.0099,0.313
15.224,0.4725,-0.0079,0.314
15.274,0.4822,-0.0066,0.311
15.325,0.4917,-0.0043,0.311
15.375,0.5025,-0.0033,0.312
15.425,0.5146,-0.002,0.315
15.474,0.5274,-0.0018,0.315
15.528,0.5398,-0.0014,0.312
15.574,0.5519,-0.002,0.318
15.624,0.5663,-0.0048,0.314
15.676,0.5803,-0.0055,0.316
15.727,0.5968,-0.0079,0.316
15.779,0.6115,-0.0097,0.315
15.827,0.6252,-0.0101,0.32
15.875,0.6417,-0.0106,0.309
15.926,0.6585,-0.0103,0.266
15.974,0.6752,-0.01,0.236
16.032,0.6915,-0.0087,0.222
16.08,0.7074,-0.0072,0.224
16.129,0.7238,-0.0053,0.238
16.179,0.7367,-0.0059,0.259
16.225,0.7534,-0.0067,0.276
16.277,0.7633,-0.0085,0.298
16.328,0.7722,-0.0108,0.327
16.385,0.7816,-0.0078,0.341
16.434,0.7891,-0.006,0.354
16.481,0.7981,-0.0029,0.368
16.527,0.8066,0.0006,0.37
16.575,0.8151,0.0041,0.37
16.638,0.8251,0.0088,0.368
16.679,0.8343,0.0114,0.364
16.726,0.8441,0.0147,0.362
16.775,0.8556,0.0189,0.356
16.824,0.8663,0.0225,0.351
16.875,0.8776,0.025,0.344
16.927,0.8882,0.0287,0.342
16.973,0.8984,0.0311,0.332
17.027,0.9084,0.0333,0.329
17.074,0.9202,0.0344,0.325
17.125,0.9295,0.0351,0.324
17.175,0.9385,0.0343,0.317
17.224,0.9466,0.0349,0.32
17.274,0.954,0.0344,0.317
17.328,0.9633,0.0341,0.319
17.376,0.9705,0.0315,0.321
17.429,0.9762,0.0316,0.322
17.473,0.9806,0.0303,0.327
17.525,0.9854,0.0284,0.327
17.581,0.9922,0.0272,0.324
17.624,0.9973,0.0261,0.328
