time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.232,,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.141,2.255,0.448,,,,,
0.234,,0.0671,0.041,0.008,-0.09,0.07,-0.36,0.0,0.0,0.0,0.0,0.473,0.139,2.256,0.447,,,,,
0.236,,0.0679,0.0403,0.01,-0.08,0.11,-0.36,0.0,0.0,0.0,0.0,0.473,0.139,2.256,0.447,,,,,
0.238,,0.067,0.0408,0.01,-0.09,0.07,-0.26,0.0,0.0,0.0,0.0,0.47,0.14,2.26,0.446,,,,,
0.305,,0.0665,0.0413,0.011,-0.09,0.05,-0.21,0.0,0.0,0.0,0.0,0.47,0.14,2.26,0.446,,,,,
0.326,,0.0673,0.0416,0.009,-0.09,0.04,-0.22,0.0,0.0087,0.0049,0.0053,0.471,0.141,2.253,0.448,,,,,
0.376,,0.0688,0.0416,0.011,-0.09,0.04,-0.28,0.0,0.0157,0.0049,0.0025,0.471,0.141,2.253,0.448,,,,,
0.427,,0.0678,0.0414,0.007,-0.09,0.06,-0.21,0.0,0.0084,0.0037,0.0051,0.467,0.142,2.26,0.449,,,,,
0.476,,0.0673,0.0411,0.008,-0.09,0.07,-0.17,0.0,0.004,0.0024,-0.003,0.467,0.142,2.26,0.449,,,,,
0.535,,0.067,0.0409,0.011,-0.09,0.08,-0.16,0.0,0.0027,0.0011,-0.0049,0.47,0.141,2.262,0.448,,,,,
0.583,,0.0661,0.0404,0.009,-0.09,0.11,-0.12,0.0,-0.0033,-0.0015,0.0015,0.47,0.141,2.262,0.448,,,,,
0.638,,0.0678,0.0414,0.011,-0.09,0.06,-0.19,0.0,0.0054,0.004,0.001,0.466,0.144,2.251,0.445,,,,,
0.682,,0.0661,0.0404,0.008,-0.09,0.11,-0.1,0.0,-0.0041,-0.001,0.0046,0.466,0.144,2.251,0.445,,,,,
