time_s,x_m,y_m,z_down_m
0.234,0.0,0.0,0.011
0.236,-0.0002,-0.0003,0.01
0.239,-0.0002,-0.0008,0.011
0.241,-0.0004,-0.0008,0.011
0.31,0.0001,-0.0017,0.01
0.332,0.0008,-0.0018,0.01
0.383,-0.0004,-0.0003,0.012
0.431,-0.0001,-0.0003,0.012
0.48,-0.0001,0.0002,0.01
0.542,-0.0004,-0.0003,0.01
0.606,-0.0004,-0.0005,0.01
0.631,-0.0004,-0.0005,0.01
0.681,-0.0004,0.0002,0.009
0.733,-0.0001,-0.0001,0.013
0.781,-0.0004,0.0006,0.011
0.832,-0.0001,-0.001,0.012
0.908,-0.0004,-0.0003,0.011
0.963,-0.0001,-0.0003,0.012
0.987,-0.0001,0.0003,0.01
1.031,-0.0001,0.0,0.012
1.08,-0.0001,-0.0003,0.012
1.131,-0.0001,-0.0,0.012
1.202,-0.0004,-0.0005,0.01
1.25,-0.0004,-0.0003,0.013
1.28,-0.0001,0.0002,0.012
1.332,-0.0002,-0.0008,0.009
1.382,-0.0002,0.0001,0.011
1.431,-0.0002,0.0001,0.009
1.497,-0.0005,0.0004,0.011
1.546,0.0007,-0.0017,0.012
1.582,-0.0005,0.0004,0.012
1.632,-0.0004,0.0001,0.011
1.681,-0.0001,-0.0003,0.01
1.731,-0.0005,-0.0003,0.012
1.791,-0.0001,0.0,0.009
1.833,-0.0004,-0.0003,0.011
1.881,-0.0004,0.0,0.009
1.931,-0.0004,0.0006,0.011
1.981,-0.0004,-0.0015,0.011
2.031,-0.0004,-0.0003,0.011
2.081,-0.0004,0.0003,0.009
2.136,-0.0001,0.0,0.013
2.186,-0.0001,0.0,0.012
2.231,0.0004,-0.0005,0.012
2.282,-0.0001,-0.0003,0.012
2.364,-0.0004,-0.0003,0.012
2.401,-0.0007,-0.0005,0.011
2.43,-0.0002,0.0003,0.01
2.481,-0.0002,0.0001,0.011
2.531,0.0001,0.0001,0.012
2.58,-0.0005,-0.0011,0.011
2.653,-0.0002,-0.0006,0.01
2.702,-0.0005,-0.0,0.012
2.73,-0.0005,-0.0011,0.012
2.78,-0.0005,0.0008,0.014
2.83,-0.0002,0.0001,0.014
2.881,0.0,-0.0,0.011
2.944,-0.0001,0.0002,0.014
3.005,-0.0002,0.0003,0.01
3.036,-0.0003,0.0004,0.01
3.081,-0.0003,0.0008,0.011
3.131,-0.0006,0.0005,0.011
3.182,-0.0003,0.0003,0.012
3.234,-0.0005,0.0007,0.01
3.285,-0.0018,0.0026,0.013
3.331,-0.0003,0.0006,0.012
3.38,-0.0003,0.0003,0.012
3.43,-0.0007,0.0003,0.012
3.52,-0.0006,0.0009,0.01
3.559,0.0001,0.0002,0.01
3.583,-0.0005,0.0005,0.013
3.631,-0.0006,0.0002,0.011
3.681,-0.0005,-0.0001,0.013
3.73,0.001,0.0005,0.011
3.809,-0.0005,0.0002,0.011
3.836,-0.0005,-0.0001,0.011
3.879,-0.0002,0.0007,0.012
3.931,-0.0002,0.0005,0.011
3.98,-0.0002,-0.0004,0.011
4.031,0.0027,0.0012,0.012
4.109,-0.0007,0.0005,0.011
4.145,-0.0008,0.0005,0.013
4.18,-0.0003,-0.0001,0.011
4.231,-0.0007,-0.0001,0.011
4.281,0.0006,-0.0012,0.011
4.33,-0.0002,-0.0004,0.012
4.398,-0.0002,-0.0006,0.012
4.433,0.0001,-0.0,0.011
4.48,-0.0004,-0.0,0.012
4.53,-0.0005,-0.0,0.012
4.581,-0.0005,-0.0006,0.011
4.631,0.0003,-0.0008,0.012
4.687,-0.0004,-0.0,0.01
4.737,-0.0002,0.0002,0.011
4.781,-0.0004,-0.0001,0.011
4.831,-0.0002,0.0007,0.012
4.879,-0.0004,-0.0006,0.015
4.941,-0.0002,-0.0001,0.011
4.981,-0.0004,0.0008,0.01
