time_s,x_m,y_m,z_down_m
0.239,-0.1829,-0.1442,0.013
0.243,-0.1843,-0.1442,0.012
0.33,-0.183,-0.1435,0.012
0.429,-0.1831,-0.1443,0.011
0.53,-0.1818,-0.1448,0.012
0.629,-0.1837,-0.145,0.013
0.729,-0.1836,-0.1443,0.013
0.869,-0.1827,-0.1431,0.013
0.942,-0.185,-0.1411,0.013
1.029,-0.1854,-0.1422,0.012
1.154,-0.1863,-0.1432,0.012
1.228,-0.1863,-0.1429,0.012
1.329,-0.1893,-0.1436,0.013
1.444,-0.1891,-0.1436,0.012
1.528,-0.1856,-0.1405,0.01
1.628,-0.1863,-0.1407,0.012
1.733,-0.1861,-0.141,0.011
1.827,-0.1853,-0.141,0.012
1.927,-0.185,-0.1347,0.012
2.07,-0.1839,-0.1357,0.01
2.127,-0.183,-0.1333,0.012
2.228,-0.1921,-0.141,0.012
2.358,-0.1941,-0.1424,0.012
2.428,-0.1932,-0.1421,0.014
2.529,-0.1941,-0.1412,0.012
2.635,-0.1921,-0.1401,0.013
2.728,-0.1925,-0.1414,0.011
2.828,-0.1938,-0.1414,0.012
2.942,-0.1969,-0.1463,0.011
3.027,-0.0004,-0.0008,0.012
3.127,0.0001,0.0005,0.01
3.229,-0.0002,0.0007,0.011
3.328,-0.0002,-0.0004,0.013
3.462,0.0004,0.001,0.013
3.535,-0.0001,0.0008,0.013
3.627,0.0009,0.0008,0.012
3.749,0.0007,-0.0013,0.011
3.827,-0.0018,0.0006,0.012
3.926,0.0002,-0.0004,0.011
4.04,-0.0011,-0.0006,0.011
4.126,-0.0003,-0.0004,0.012
4.227,-0.0005,0.0005,0.01
4.327,-0.0001,-0.0016,0.013
4.427,-0.0001,-0.0002,0.013
4.527,-0.0001,0.0006,0.012
4.653,-0.0005,-0.0018,0.014
4.727,-0.0003,-0.0015,0.012
4.827,0.0003,-0.0016,0.012
4.944,0.0008,0.0,0.012
5.026,-0.0008,-0.0018,0.015
5.127,-0.0006,0.0035,0.012
5.233,-0.0004,-0.0004,0.009
5.326,-0.0007,-0.0019,0.013
5.427,-0.0006,-0.0044,0.013
5.535,0.0,-0.0035,0.013
5.627,-0.0004,-0.0035,0.013
5.763,-0.0123,-0.0031,0.013
5.832,-0.0142,-0.004,0.012
5.927,-0.0134,-0.0049,0.012
6.052,-0.013,-0.0032,0.013
6.126,-0.0148,-0.0037,0.013
6.226,-0.0123,-0.0032,0.014
6.34,-0.0145,-0.0049,0.014
6.427,-0.0126,-0.0064,0.011
6.526,-0.0126,-0.0042,0.013
6.629,-0.0138,-0.0049,0.014
6.726,-0.0136,-0.0052,0.013
6.826,-0.0146,-0.005,0.013
6.967,-0.0129,-0.005,0.011
7.026,-0.0163,-0.0129,0.013
7.126,-0.0236,-0.0109,0.012
7.254,-0.0239,-0.0114,0.013
7.327,-0.0234,-0.0113,0.014
7.425,-0.0362,-0.0115,0.013
7.539,-0.0358,-0.0127,0.014
7.626,-0.0365,-0.0153,0.013
7.726,-0.0357,-0.0131,0.011
7.834,-0.035,-0.0157,0.012
7.925,-0.0355,-0.0129,0.012
8.025,-0.036,-0.0127,0.01
8.131,-0.0351,-0.0093,0.011
8.227,-0.0316,-0.0096,0.012
8.362,-0.0284,-0.0064,0.011
8.428,-0.0284,-0.0075,0.012
8.526,-0.0276,-0.0118,0.012
8.656,-0.0267,-0.0079,0.011
8.739,-0.0265,-0.0065,0.01
8.826,-0.0276,-0.0063,0.012
8.945,-0.0221,-0.0136,0.013
9.026,-0.0208,-0.0127,0.013
9.125,-0.0218,-0.0129,0.013
9.233,-0.0267,-0.0177,0.014
9.325,-0.0295,-0.0172,0.01
9.426,-0.0253,-0.0214,0.013
9.525,-0.0295,-0.0323,0.014
9.626,-0.031,-0.0322,0.013
9.726,-0.0269,-0.0359,0.011
9.849,-0.027,-0.0373,0.014
9.925,-0.0278,-0.0367,0.013
10.025,-0.0323,-0.0422,0.012
10.147,-0.0318,-0.0426,0.012
10.226,-0.033,-0.0442,0.012
10.325,-0.033,-0.0408,0.012
10.431,-0.0344,-0.0385,0.012
10.525,-0.0429,-0.0308,0.015
10.624,-0.031,-0.0183,0.014
10.728,-0.0306,-0.0198,0.013
10.825,-0.0321,-0.0236,0.011
10.924,-0.0325,-0.0253,0.013
11.024,-0.033,-0.0271,0.011
11.125,-0.0339,-0.0239,0.013
11.225,-0.0335,-0.0235,0.01
11.326,-0.0344,-0.0231,0.013
11.425,-0.0346,-0.0237,0.013
11.524,-0.0351,-0.0239,0.013
11.632,-0.0359,-0.0127,0.013
11.725,-0.0528,-0.0137,0.013
11.825,-0.0506,-0.0142,0.011
11.942,-0.0501,-0.0126,0.014
12.024,-0.0565,-0.0171,0.012
12.124,-0.0526,-0.015,0.014
12.255,-0.0493,-0.0058,0.011
12.324,-0.0483,-0.0064,0.014
12.425,-0.0472,-0.0034,0.013
12.566,-0.0484,-0.0072,0.011
12.623,-0.0482,-0.0059,0.012
12.724,-0.0473,-0.0078,0.011
12.867,-0.0482,-0.0074,0.012
12.934,-0.0484,-0.0091,0.013
13.023,-0.0478,-0.007,0.012
13.123,-0.0484,-0.0074,0.011
13.229,-0.0478,-0.006,0.011
13.324,-0.0475,-0.0058,0.012
13.424,-0.0468,-0.0079,0.013
13.543,-0.0472,-0.0059,0.013
13.624,-0.0479,-0.0077,0.011
13.723,-0.0489,-0.0073,0.013
13.829,-0.0507,-0.0091,0.011
13.923,-0.0482,-0.0061,0.012
14.024,-0.048,-0.005,0.012
14.129,-0.048,-0.0044,0.011
14.223,-0.0463,-0.0029,0.011
14.323,-0.0495,-0.0079,0.01
14.437,-0.0482,-0.0001,0.013
14.524,-0.0485,-0.0019,0.013
14.623,-0.0491,-0.004,0.013
14.74,-0.0493,-0.0078,0.011
14.823,-0.0492,-0.0067,0.011
14.924,-0.0495,-0.0069,0.012
15.062,-0.0494,-0.0093,0.012
