time_s,x_m,y_m,z_down_m
0.222,0.0,0.0,0.0
0.225,1.7494,-0.0287,0.0
0.227,1.7493,-0.0287,0.001
0.231,1.7491,-0.0287,0.0
0.289,1.7493,-0.0287,0.002
0.325,1.7493,-0.0287,0.0
0.375,1.7492,-0.0287,0.0
0.425,1.749,-0.0287,0.001
0.473,1.7487,-0.0288,0.0
0.541,1.7489,-0.0288,0.0
0.591,1.7497,-0.0288,0.0
0.625,1.7483,-0.0287,0.0
0.676,1.7492,-0.0287,0.0
0.725,1.7491,-0.0287,0.0
0.775,1.7498,-0.0287,0.0
0.824,1.7493,-0.0287,0.0
0.895,1.7494,-0.0287,0.0
0.954,1.7498,-0.0287,0.0
0.988,1.7497,-0.0288,0.0
1.024,1.7493,-0.0288,0.0
1.074,1.7497,-0.0288,0.0
1.124,1.7493,-0.0283,0.0
1.184,1.7492,-0.0288,0.0
1.231,1.749,-0.0288,0.0
1.273,1.7489,-0.0289,0.0
1.324,1.7484,-0.0289,0.0
1.373,1.7489,-0.0289,0.0
1.425,1.7488,-0.0289,0.0
1.48,1.749,-0.0289,0.0
1.532,1.7491,-0.0289,0.0
1.574,1.7489,-0.0289,0.001
1.623,1.7481,-0.0289,0.0
1.674,1.7484,-0.0289,0.0
1.78,1.749,-0.0289,0.0
1.783,1.749,-0.0289,0.001
1.848,1.7489,-0.029,0.0
1.88,1.7484,-0.0289,0.0
1.925,1.7496,-0.0289,0.0
1.975,1.7491,-0.0289,0.0
2.035,1.7491,-0.0289,0.0
2.074,1.7496,-0.0289,0.0
2.128,1.7491,-0.029,0.0
2.173,1.7485,-0.029,0.0
2.225,1.7491,-0.029,0.0
2.275,1.7495,-0.029,0.0
2.348,1.7489,-0.029,0.0
2.399,1.7495,-0.0291,0.0
2.424,1.7488,-0.0291,0.0
2.473,1.7486,-0.0292,0.0
2.524,1.7487,-0.0291,0.0
2.573,1.7494,-0.0291,0.0
2.632,1.7494,-0.0291,0.0
2.691,1.7493,-0.0291,0.001
2.727,1.7484,-0.0291,0.0
2.774,1.7493,-0.0291,0.0
2.825,1.7487,-0.0291,0.0
2.875,0.0,0.0,0.0
2.954,-0.0,0.0001,0.0
2.974,0.0,0.0004,0.0
3.024,0.0004,0.0006,0.0
3.073,-0.0,0.0005,0.0
3.123,-0.0,0.0006,0.0
3.205,0.0005,0.0005,0.0
3.251,-0.0001,0.0006,0.0
3.275,-0.0001,0.0009,0.0
3.324,0.0008,0.0007,0.0
3.374,0.0006,0.0005,0.0
3.423,-0.0001,0.0005,0.0
3.497,-0.0009,0.0005,0.0
3.539,0.0005,0.0004,0.001
3.573,-0.0002,0.0004,0.0
3.624,0.0005,0.0004,0.0
3.674,-0.0002,0.0004,0.0
3.724,-0.0002,0.0004,0.0
3.788,-0.0003,0.0004,0.0
3.831,-0.0003,0.0005,0.0
3.874,-0.0003,0.0004,0.0
3.924,-0.0004,0.0005,0.0
3.974,-0.0005,0.0005,0.0
4.023,-0.0006,0.0006,0.0
4.076,-0.0004,0.0005,0.0
4.129,-0.0005,0.0005,0.0
4.173,0.0011,0.0005,0.0
4.223,0.0011,0.0006,0.0
4.273,-0.0006,0.0005,0.0
4.362,-0.0002,0.0005,0.0
4.416,0.0002,0.0004,0.0
4.435,0.0013,0.0004,0.0
4.477,0.0014,0.0004,0.0
4.523,0.0005,0.0004,0.002
4.572,0.0007,0.0004,0.0
4.639,0.0005,0.0004,0.0
4.686,0.0002,0.0004,0.0
4.733,-0.0005,0.0004,0.0
4.773,0.0013,0.0004,0.0
4.823,0.0006,0.0004,0.0
4.874,0.0013,0.0004,0.0
4.931,0.0006,0.0004,0.0
4.981,0.0003,0.0004,0.0
5.023,0.0,0.0003,0.0
5.073,-0.0004,0.0004,0.0
5.124,0.0012,0.0004,0.0
5.173,0.0004,0.0003,0.0
5.224,0.0002,0.0003,0.0
5.283,0.001,0.0003,0.0
5.322,0.0001,0.0002,0.0
5.373,0.0002,0.0003,0.0
5.424,0.0011,0.0003,0.0
5.501,0.0005,0.0004,0.0
5.563,0.0011,0.0003,0.0
5.586,0.001,0.0003,0.0
5.622,0.0003,0.0003,0.0
5.672,0.0004,0.0003,0.0
5.723,0.0011,0.0003,0.0
5.79,0.001,0.0002,0.0
5.831,0.001,0.0002,0.0
5.872,0.0011,0.0003,0.001
5.923,-0.0005,0.0003,0.0
5.972,0.0017,0.0003,0.0
6.022,0.0005,0.0003,0.0
