time_s,x_m,y_m,z_down_m
0.235,0.9568,-0.2437,0.3
0.238,0.9568,-0.2445,0.274
0.314,0.9368,-0.2766,0.174
0.413,0.9062,-0.3025,0.003
0.529,0.9869,-0.5893,1.34
0.612,1.0879,-0.9373,2.453
0.712,1.1559,-1.3211,2.563
0.812,1.3851,-1.2718,2.549
0.922,1.5501,-1.2083,2.52
1.013,1.6457,-1.1482,2.53
1.112,1.7654,-1.1357,2.529
1.22,1.8976,-1.1215,2.534
1.312,2.0354,-1.104,2.531
1.441,2.1701,-1.0828,2.53
1.53,2.3191,-1.0586,2.532
1.613,2.4855,-1.0283,2.525
1.733,2.6877,-0.9875,2.527
1.812,2.8892,-0.9406,2.531
1.913,3.1262,-0.8779,2.528
2.027,3.3692,-0.8091,2.528
