time_s,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m
2.779,0.0003,-0.0006,0.007,-0.02,-0.95,0.04,0.0,-0.0039,-0.0102,-0.0019,,1.432,,,
2.828,0.0003,-0.0011,0.008,-0.03,-0.96,0.01,0.0,-0.0034,-0.0126,-0.0037,,1.421,,,
2.919,0.0004,-0.0015,0.008,-0.03,-0.98,-0.01,0.0,-0.0032,-0.0137,-0.0021,,1.421,,,
2.966,0.0004,0.0006,0.009,-0.03,-1.23,-0.03,0.0,-0.0035,0.0015,-0.0009,,1.422,,0.195,
2.983,0.0004,0.0003,0.008,-0.04,-1.22,-0.05,0.0,-0.0031,-0.0002,0.0023,,1.422,,0.195,
3.029,0.0004,-0.0006,0.006,-0.04,-1.16,-0.06,0.0,-0.0028,-0.0059,0.002,,1.421,,0.19,
3.079,0.0004,0.0004,0.008,-0.05,-1.24,-0.07,0.0,-0.0023,0.0002,-0.0028,,1.421,,0.19,
3.129,0.0004,-0.0018,0.009,-0.05,-1.11,-0.08,0.0,-0.0021,-0.0117,-0.0004,,1.427,,,
3.206,0.0004,-0.0009,0.008,-0.05,-1.18,-0.09,0.0,-0.002,-0.0065,0.0033,,1.427,,,
3.259,0.0004,0.0006,0.008,-0.06,-1.25,-0.09,0.0,-0.0018,0.0007,0.0031,,1.425,,,
3.279,0.0005,-0.0015,0.008,-0.06,-1.17,-0.1,0.0,-0.0018,-0.0089,0.0026,,1.425,,,
3.328,0.0005,-0.0007,0.01,-0.06,-1.21,-0.11,0.0,-0.0009,-0.0043,0.0019,,1.424,,0.192,
3.379,0.0005,-0.0012,0.008,-0.06,-1.19,-0.11,0.0,-0.0006,-0.0069,0.0064,,1.424,,0.192,
3.428,0.0005,-0.001,0.007,-0.06,-1.2,-0.11,0.0,-0.0009,-0.006,0.0042,,1.42,,,
3.499,0.0005,-0.0012,0.008,-0.07,-1.2,-0.11,0.0,-0.0005,-0.0069,0.0,,1.42,,,
3.546,0.0006,0.0006,0.009,-0.07,-1.26,-0.12,0.0,-0.0004,0.001,0.0005,,1.42,,,
3.58,0.0005,-0.0004,0.008,-0.07,-1.22,-0.11,0.0,-0.0009,-0.0036,0.0032,,1.42,,,
3.628,0.0005,-0.0004,0.008,-0.08,-1.23,-0.11,0.0,-0.0004,-0.0038,0.0015,,1.422,,,
3.678,0.0005,0.0006,0.006,-0.08,-1.27,-0.11,0.0,-0.0006,0.0007,0.0009,,1.422,,,
3.729,0.0005,-0.0004,0.007,-0.08,-1.24,-0.12,0.0,-0.0007,-0.004,-0.0032,,1.421,,,
3.796,0.0005,-0.0008,0.006,-0.09,-1.22,-0.12,0.0,-0.0003,-0.0069,-0.0036,,1.421,,,
3.832,0.0005,-0.0017,0.008,-0.09,-1.19,-0.12,0.0,-0.0005,-0.0108,-0.0049,,1.421,,0.193,
3.877,0.0005,-0.0004,0.006,-0.09,-1.24,-0.13,0.0,-0.0002,-0.0037,-0.0005,,1.421,,0.193,
3.929,0.0005,-0.0002,0.008,-0.1,-1.25,-0.13,0.0,-0.0007,-0.0021,-0.0026,,1.426,,,
3.978,0.0005,-0.001,0.008,-0.1,-1.23,-0.13,0.0,-0.0006,-0.0057,0.0016,,1.426,,,
4.028,0.0006,-0.0007,0.008,-0.1,-1.24,-0.13,0.0,-0.0004,-0.0037,0.0036,,1.417,,,
4.088,0.0006,-0.0016,0.008,-0.1,-1.2,-0.14,0.0,-0.0,-0.0093,0.0045,,1.417,,,
4.151,0.0006,-0.0004,0.008,-0.1,-1.24,-0.14,0.0,0.0001,-0.0027,0.0049,,1.421,,,
4.194,0.0006,-0.0017,0.008,-0.11,-1.19,-0.14,0.0,0.0003,-0.0097,0.0047,,1.421,,,
4.228,0.0006,-0.0002,0.008,-0.11,-1.25,-0.14,0.0,0.0006,-0.0018,0.0042,,1.423,,,
4.278,0.0006,0.0,0.009,-0.11,-1.26,-0.15,0.0,0.0008,-0.0007,0.0041,,1.423,,,
4.329,0.0006,0.0006,0.009,-0.12,-1.28,-0.15,0.0,0.0007,0.0016,0.0061,,1.417,,,
4.38,0.0006,-0.0024,0.007,-0.12,-1.16,-0.15,0.0,0.0006,-0.0137,0.0064,,1.417,,,
4.432,0.0006,0.0,0.008,-0.12,-1.25,-0.14,0.0,0.001,-0.0013,0.0022,,1.419,,,
4.479,0.0006,0.0006,0.008,-0.13,-1.28,-0.14,0.0,0.0012,0.0019,0.0014,,1.419,,,
4.527,0.0007,-0.0006,0.008,-0.13,-1.23,-0.15,0.0,0.0017,-0.0036,0.0011,,1.421,,,
4.578,0.0007,-0.0011,0.008,-0.13,-1.2,-0.14,0.0,0.0015,-0.0072,0.0006,,1.421,,,
4.665,0.0007,-0.0012,0.008,-0.14,-1.2,-0.14,0.0,0.0009,-0.0073,0.0009,,1.416,,,
4.71,0.0007,-0.0005,0.007,-0.14,-1.23,-0.14,0.0,0.0009,-0.0041,0.0009,,1.416,,,
4.731,0.0007,-0.0007,0.008,-0.14,-1.21,-0.14,0.0,0.001,-0.0052,-0.0014,,1.421,,,
4.778,0.0007,-0.0011,0.009,-0.14,-1.2,-0.14,0.0,0.0008,-0.0071,-0.0001,,1.421,,,
4.828,0.0007,-0.0006,0.006,-0.15,-1.21,-0.15,0.0,0.001,-0.0048,0.003,,1.419,,,
4.879,0.0007,-0.0003,0.011,-0.15,-1.22,-0.15,0.0,0.0008,-0.0034,-0.0023,,1.419,,,
4.959,0.0007,-0.0012,0.007,-0.15,-1.19,-0.15,0.0,0.0012,-0.008,0.0056,,1.42,,,
5.001,0.0008,-0.0008,0.009,-0.16,-1.21,-0.15,0.0,0.0015,-0.0056,0.0013,,1.42,,,
5.044,0.0008,-0.0008,0.008,-0.16,-1.21,-0.15,0.0,0.0016,-0.0057,0.0032,,1.421,,,
5.077,0.0008,-0.0016,0.01,-0.16,-1.19,-0.15,0.0,0.0016,-0.0088,0.0021,,1.421,,,
5.128,0.0008,-0.0014,0.009,-0.16,-1.2,-0.14,0.0,0.0014,-0.0078,0.0052,,1.412,,,
5.177,0.0007,0.0001,0.006,-0.17,-1.25,-0.14,0.0,0.0011,-0.0011,0.0052,,1.412,,,
5.257,0.0007,-0.0003,0.008,-0.17,-1.24,-0.15,0.0,0.0013,-0.0019,-0.0015,,1.428,,,
5.304,0.0007,-0.0017,0.008,-0.18,-1.18,-0.14,0.0,0.0017,-0.0085,-0.0008,,1.428,,,
5.332,0.0007,-0.0002,0.007,-0.18,-1.23,-0.14,0.0,0.0018,-0.0022,-0.0004,,1.423,,,
5.378,0.0007,-0.0002,0.01,-0.18,-1.24,-0.14,0.0,0.0017,-0.0025,-0.0023,,1.423,,,
5.428,0.0007,-0.0009,0.01,-0.19,-1.21,-0.14,0.0,0.0012,-0.0058,0.0033,,1.415,,,
5.478,0.0007,-0.0015,0.008,-0.19,-1.19,-0.13,0.0,0.0005,-0.0091,0.0065,,1.415,,,
5.548,0.0007,0.0005,0.009,-0.19,-1.28,-0.13,0.0,0.0003,0.0018,0.0034,,1.422,,,
5.584,0.0007,0.0,0.008,-0.19,-1.26,-0.13,0.0,0.0007,-0.0006,0.0038,,1.422,,,
5.627,0.0007,-0.0005,0.008,-0.2,-1.24,-0.12,0.0,0.0003,-0.0035,0.0016,,1.425,,,
5.678,0.0007,-0.001,0.009,-0.2,-1.21,-0.12,0.0,-0.0002,-0.0063,0.0005,,1.425,,,
5.728,0.0007,0.0002,0.009,-0.2,-1.27,-0.12,0.0,0.0002,0.001,0.0019,,1.421,,,
5.778,0.0007,-0.0006,0.007,-0.2,-1.23,-0.12,0.0,0.0005,-0.0039,0.0025,,1.421,,,
5.84,0.0007,-0.0008,0.008,-0.2,-1.22,-0.11,0.0,0.0001,-0.0052,-0.0014,,1.422,,,
5.885,0.0007,-0.0017,0.006,-0.2,-1.19,-0.12,0.0,0.0007,-0.0088,-0.0012,,1.422,,,
5.927,0.0007,-0.0009,0.007,-0.21,-1.22,-0.12,0.0,0.0012,-0.0031,-0.0055,,1.427,,,
5.978,0.0007,-0.0006,0.01,-0.21,-1.23,-0.12,0.0,0.0021,-0.0017,-0.0052,,1.427,,,
6.027,0.0007,0.0003,0.006,-0.21,-1.27,-0.11,0.0,0.0025,0.0037,0.0021,,1.425,,,
6.078,0.0007,0.0003,0.008,-0.22,-1.27,-0.11,0.0,0.0024,0.0045,-0.0025,,1.425,,,
6.139,0.0008,-0.0009,0.008,-0.22,-1.21,-0.11,0.0,0.0026,-0.0018,0.0003,,1.417,,,
6.181,0.0008,-0.0009,0.007,-0.22,-1.21,-0.11,0.0,0.0035,-0.002,0.0016,,1.417,,,
6.227,0.0009,-0.0006,0.006,-0.22,-1.21,-0.11,-0.0,0.0032,0.0016,0.0021,,1.42,,0.193,
6.277,0.0008,-0.0018,0.009,-0.23,-1.14,-0.05,-0.0,0.0026,0.005,-0.0021,,1.42,,0.193,
6.328,0.0004,-0.0023,0.002,-0.22,-0.99,0.1,-0.0,-0.0007,0.0086,0.0144,,1.417,,,
6.377,0.0017,0.0057,0.0,-0.26,-0.7,0.97,-0.0,-0.0001,0.0516,0.0386,,1.417,,,
6.437,0.0035,0.0044,0.0,-0.23,0.03,1.59,-0.0,-0.0033,0.0344,0.0649,,,,0.2,
6.487,-0.0077,0.0141,0.0,-0.21,0.28,1.5,-0.0,-0.0705,0.0706,0.0973,,,,0.2,
6.539,-0.0203,0.0175,0.009,-0.27,0.39,1.33,-0.0,-0.1263,0.0674,0.1104,,1.559,,,
6.577,-0.0294,0.0159,0.029,-0.45,1.36,0.32,-0.0,-0.1478,0.0325,0.1501,,1.559,,,
6.628,-0.0392,0.0122,0.043,-0.58,1.57,-0.52,-0.0,-0.1592,-0.007,0.197,,1.551,,1.87,
6.678,-0.042,0.0047,0.064,-0.68,1.5,-1.74,-0.0,-0.1232,-0.0567,0.2182,,1.551,,1.87,
6.74,-0.043,-0.0006,0.077,-0.82,1.12,-2.51,-0.0,-0.0783,-0.0799,0.2505,,1.548,,2.104,
6.782,-0.0438,-0.0059,0.09,-0.95,0.29,-2.32,-0.0,-0.0432,-0.0909,0.2497,,1.548,,2.104,
6.83,-0.0422,-0.0122,0.102,-1.05,-0.21,-1.96,-0.0,-0.0084,-0.0991,0.2417,,1.552,,2.157,
6.881,-0.0402,-0.0169,0.114,-1.14,-0.75,-1.49,-0.0,0.0165,-0.0946,0.215,,1.552,,2.157,
6.928,-0.0365,-0.0222,0.121,-1.18,-1.0,-0.98,-0.0,0.0393,-0.09,0.2026,,1.556,,2.174,
6.977,-0.0327,-0.0249,0.127,-1.17,-1.47,-0.48,-0.0,0.0535,-0.0716,0.1716,,1.556,,2.174,
7.036,-0.0283,-0.0275,0.13,-1.11,-1.58,-0.12,-0.0,0.0636,-0.0554,0.149,,1.551,,2.194,
7.092,-0.0238,-0.0303,0.135,-1.05,-1.39,0.31,-0.0,0.0699,-0.0447,0.1207,,1.551,,2.194,
7.131,-0.0199,-0.0321,0.137,-0.98,-1.39,0.71,-0.0,0.0676,-0.0318,0.1087,,1.582,,2.202,
7.177,-0.0161,-0.0333,0.139,-0.91,-1.19,0.82,-0.0,0.064,-0.0197,0.0939,,1.582,,2.202,
7.227,-0.0129,-0.0341,0.14,-0.79,-1.03,0.99,-0.0,0.0567,-0.0099,0.0803,,1.586,,2.193,
7.277,-0.0096,-0.0347,0.143,-0.72,-0.69,0.99,-0.0,0.0507,-0.0032,0.0727,,1.586,,2.193,
7.338,-0.0069,-0.0347,0.148,-0.66,-0.57,1.02,-0.0,0.0435,0.0023,0.0702,,1.598,,2.19,
7.4,-0.0041,-0.0342,0.159,-0.6,-0.46,1.02,-0.0,0.0371,0.0084,0.0779,,1.598,,2.19,
7.439,-0.0018,-0.0329,0.161,-0.55,-0.28,0.84,-0.0,0.0319,0.0145,0.0949,,1.594,,2.179,
7.477,0.0007,-0.0333,0.165,-0.4,-0.17,0.96,-0.0,0.0282,0.0124,0.0877,,1.594,,2.179,
7.527,0.0022,-0.0338,0.167,-0.31,-0.17,0.96,-0.0,0.0206,0.0091,0.0864,,1.606,,2.179,
7.577,0.0031,-0.0325,0.172,-0.28,-0.14,0.68,-0.0,0.0138,0.0137,0.0792,,1.606,,2.179,
7.634,0.004,-0.0339,0.177,-0.27,-0.01,0.53,-0.0,0.0099,0.0072,0.0777,,1.61,,2.17,
7.701,0.0104,-0.0345,0.184,-0.34,0.21,0.17,-0.0,0.027,0.0025,0.0776,,1.61,,2.17,
7.727,0.0106,-0.0362,0.187,-0.4,0.26,0.17,-0.0,0.0222,-0.0053,0.083,,1.604,,2.197,
7.777,0.0128,-0.0371,0.191,-0.47,0.12,0.28,-0.0,0.0233,-0.0087,0.0745,,1.604,,2.197,
7.826,0.0137,-0.0384,0.196,-0.5,0.08,0.19,-0.0,0.0207,-0.0122,0.0703,,1.606,,2.179,
7.877,0.0147,-0.0401,0.198,-0.53,0.09,0.22,-0.0,0.0193,-0.016,0.0676,,1.606,,2.179,
7.935,0.016,-0.0415,0.201,-0.54,-0.1,0.27,-0.0,0.0181,-0.0178,0.0583,,1.607,,2.205,
7.98,0.0168,-0.0448,0.206,-0.57,-0.12,0.25,-0.0,0.016,-0.0232,0.0528,,1.607,,2.205,
8.027,0.0183,-0.045,0.203,-0.57,-0.24,0.33,-0.0,0.0151,-0.0192,0.0559,,1.629,,2.195,
8.077,0.0186,-0.0482,0.208,-0.6,-0.39,0.21,-0.0,0.0121,-0.0225,0.0359,,1.629,,2.195,
8.127,0.0195,-0.0496,0.209,-0.61,-0.5,0.21,-0.0,0.0111,-0.0192,0.0396,,1.631,,2.197,
8.183,0.0203,-0.0512,0.21,-0.62,-0.55,0.26,-0.0,0.0098,-0.0162,0.0383,,1.631,,2.197,
8.273,0.0211,-0.0524,0.213,-0.57,-0.46,0.2,-0.0,0.0086,-0.0132,0.0303,,1.633,,2.197,
8.283,0.0214,-0.0542,0.215,-0.49,-0.43,0.06,-0.0,0.0076,-0.0125,0.0304,,1.633,,2.197,
8.337,0.0218,-0.0548,0.217,-0.44,-0.42,-0.01,-0.0,0.0073,-0.009,0.0284,,1.65,,2.205,
8.377,0.023,-0.055,0.217,-0.36,-0.42,0.04,-0.0,0.0092,-0.0051,0.0269,,1.65,,2.205,
8.426,0.025,-0.0555,0.217,-0.34,-0.35,-0.06,-0.0,0.0131,-0.0024,0.0232,,1.644,,2.197,
8.476,0.0252,-0.0532,0.225,-0.31,-0.15,0.28,-0.0,0.0106,0.005,0.0216,,1.644,,2.197,
8.536,0.0271,-0.0494,0.224,-0.33,-0.19,0.25,-0.0,0.0116,0.0146,0.0375,,1.645,,2.201,
8.603,0.0309,-0.0488,0.222,-0.34,-0.07,0.33,-0.0,0.0165,0.0153,0.0292,,1.645,,2.201,
8.633,0.0324,-0.0487,0.222,-0.37,0.03,0.37,-0.0,0.015,0.0139,0.0195,,1.647,,2.178,
8.676,0.0327,-0.0474,0.223,-0.37,0.13,0.39,-0.0,0.0108,0.0144,0.0156,,1.647,,2.178,
8.726,0.0328,-0.0461,0.225,-0.37,0.27,0.36,-0.0,0.0066,0.014,0.0144,,1.644,,2.18,
8.776,0.033,-0.0454,0.23,-0.38,0.36,0.36,-0.0,0.0036,0.0112,0.0181,,1.644,,2.18,
8.827,0.0321,-0.0467,0.225,-0.42,0.35,0.34,-0.0,-0.0019,0.0043,0.024,,1.647,,2.175,
8.923,0.032,-0.0466,0.226,-0.44,0.38,0.23,-0.0,-0.0042,0.0012,0.0064,,1.647,,2.175,
8.932,0.0298,-0.0538,0.225,-0.39,0.32,0.05,-0.0,-0.0091,-0.016,0.0045,,1.658,,2.204,
8.976,0.0262,-0.0567,0.226,-0.25,0.38,0.0,-0.0,-0.0152,-0.0231,0.0066,,1.658,,2.204,
9.026,0.026,-0.0592,0.23,-0.18,0.14,-0.06,0.0,-0.0137,-0.0278,0.0044,,1.646,,2.169,
9.076,0.0263,-0.0616,0.229,-0.13,0.03,-0.1,0.0,-0.0109,-0.0303,0.0146,,1.646,,2.169,
9.126,0.0253,-0.0649,0.23,-0.04,-0.08,0.1,0.0,-0.0119,-0.0333,0.0135,,1.645,,2.184,
9.188,0.0286,-0.0672,0.23,0.04,-0.14,0.01,0.0,-0.0049,-0.0337,0.0095,,1.645,,2.184,
9.253,0.0284,-0.0689,0.231,0.18,-0.24,0.06,0.0,-0.0054,-0.032,0.0102,,1.668,,2.192,
9.28,0.0262,-0.0736,0.231,0.34,-0.27,-0.07,0.0,-0.0086,-0.0358,0.0077,,1.668,,2.192,
9.325,0.0258,-0.0753,0.229,0.43,-0.2,-0.02,0.0,-0.0084,-0.0337,0.0032,,1.654,,2.196,
9.376,0.0283,-0.0749,0.231,0.55,-0.23,0.03,0.0,-0.0027,-0.0279,-0.0031,,1.654,,2.196,
9.426,0.0289,-0.077,0.227,0.59,-0.26,-0.03,0.0,-0.0008,-0.0275,0.0009,,1.675,,2.183,
9.477,0.0289,-0.0783,0.228,0.66,-0.22,-0.04,0.0,-0.0004,-0.0252,-0.0064,,1.675,,2.183,
9.575,0.0269,-0.075,0.234,0.7,-0.27,-0.18,0.0,-0.0037,-0.0139,-0.0054,,1.683,,,
9.579,0.0275,-0.073,0.229,0.8,-0.29,-0.25,0.0,0.0001,-0.0058,0.0149,,1.683,,,
9.626,0.032,-0.0713,0.23,0.92,-0.22,-0.32,0.0,0.0117,0.0003,-0.0002,,1.681,,2.184,
9.675,0.0319,-0.0686,0.233,1.01,-0.09,-0.23,0.0,0.0122,0.007,-0.0029,,1.681,,2.184,
9.726,0.0341,-0.0683,0.232,1.02,-0.11,-0.18,0.0,0.0171,0.0076,0.0073,,1.668,,2.166,
9.777,0.0371,-0.0686,0.232,1.03,-0.06,-0.09,0.0,0.0229,0.007,-0.0014,,1.668,,2.166,
9.837,0.04,-0.0667,0.231,1.06,-0.1,-0.03,0.0,0.0269,0.011,-0.0022,,1.681,,2.17,
9.898,0.0418,-0.0655,0.234,1.02,-0.16,-0.09,0.0,0.0283,0.0135,-0.0034,,1.681,,2.17,
9.934,0.0435,-0.0635,0.232,0.96,-0.26,-0.07,0.0,0.0297,0.0181,0.0015,,1.677,,,
9.977,0.0455,-0.0613,0.23,0.87,-0.25,0.02,0.0,0.0309,0.0231,-0.0033,,1.677,,,
10.026,0.0487,-0.0591,0.231,0.71,-0.22,0.02,0.0,0.0343,0.0276,-0.0115,,1.678,,2.193,
10.076,0.0501,-0.0559,0.23,0.56,-0.12,0.08,0.0,0.0333,0.0329,-0.005,,1.678,,2.193,
10.126,0.0506,-0.0524,0.227,0.42,-0.11,0.08,0.0,0.0299,0.038,-0.0054,,1.672,,2.175,
10.22,0.0524,-0.0505,0.227,0.25,-0.1,0.03,0.0,0.0304,0.039,-0.0142,,1.672,,2.175,
10.225,0.0539,-0.0494,0.223,0.09,-0.04,-0.0,0.0,0.0303,0.0376,-0.0131,,1.66,,2.175,
10.276,0.0561,-0.0462,0.225,-0.11,-0.14,-0.13,0.0,0.0324,0.0413,-0.017,,1.66,,2.175,
10.327,0.0583,-0.0422,0.227,-0.31,-0.13,-0.16,0.0,0.0354,0.0473,-0.0103,,1.657,,2.168,
10.376,0.0591,-0.0412,0.224,-0.46,-0.04,-0.11,0.0,0.0342,0.0445,0.0004,,1.657,,2.168,
10.426,0.0598,-0.0393,0.228,-0.64,0.05,-0.1,0.0,0.0326,0.0437,-0.0086,,1.689,,2.19,
10.481,0.0614,-0.0376,0.228,-0.8,0.02,-0.14,0.0,0.0342,0.0389,-0.0006,,1.689,,2.19,
10.546,0.0616,-0.0356,0.216,-1.07,0.08,-0.05,0.0,0.0317,0.0357,-0.1616,,1.658,,2.196,
10.582,0.0642,-0.0313,0.19,-1.48,0.27,0.4,0.0,0.0337,0.0386,-0.495,,1.658,,2.196,
10.626,0.0832,-0.0387,0.146,-1.95,0.57,0.88,0.0,0.0748,0.0164,-0.9127,,1.623,,2.172,
10.676,0.0972,-0.0507,0.066,-2.43,0.85,1.59,0.0,0.0998,-0.0141,-1.3292,,1.623,,2.172,
10.725,0.0671,-0.0672,0.001,-2.9,1.34,3.34,0.0,0.0152,-0.0495,-1.8261,,1.61,,2.104,
10.776,0.0367,-0.0841,0.001,-4.86,3.33,4.6,0.0,0.0138,-0.1645,-0.7515,,1.61,,2.104,
10.863,0.0869,-0.0754,0.0,-8.77,8.53,11.09,0.0,0.1988,-0.086,-1.1286,,,,,
10.876,0.1032,-0.077,0.0,-11.05,-2.58,3.12,0.0,0.2062,-0.0916,-0.9103,,,,,
10.925,0.1099,-0.0889,0.005,-16.1,-1.79,1.09,0.0,0.1796,-0.1298,-0.6559,,,,,
10.976,0.1211,-0.0949,0.009,-17.3,-0.71,-0.35,0.0,0.1603,-0.0794,-0.3389,,,,,
