time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.316,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.413,,,,,
0.32,,-0.3379,0.3292,0.009,44.87,-1.59,0.22,0.0,-0.0093,-0.002,-0.0035,0.687,0.411,,,,,
0.324,,-0.3379,0.3292,0.011,44.65,-1.59,0.21,0.0,0.0018,0.0019,-0.0056,0.687,0.411,,,,,
0.328,,-0.3379,0.3296,0.01,44.42,-1.61,0.2,0.0,-0.0082,0.0052,-0.0009,0.683,0.412,,0.271,,,
0.332,,-0.3394,0.3298,0.01,44.2,-1.66,0.25,0.0,-0.0076,0.0035,-0.0008,0.683,0.412,,0.271,,,
0.346,,-0.3394,0.3298,0.011,43.97,-1.65,0.25,0.0,-0.0131,0.0036,-0.0006,0.686,0.413,,,,,
0.398,,-0.3392,0.3293,0.01,43.76,-1.62,0.26,0.0,-0.0077,0.0017,0.0013,0.686,0.413,,,,,
0.447,,-0.3385,0.3297,0.009,43.53,-1.6,0.22,0.0,-0.0145,0.0025,-0.0003,0.686,0.411,,,,,
0.497,,-0.3391,0.329,0.01,43.32,-1.59,0.26,0.0,0.0005,0.002,-0.0025,0.686,0.411,,,,,
0.557,,-0.3386,0.3301,0.01,43.1,-1.62,0.21,0.0,-0.0051,0.0024,-0.0017,0.685,0.412,,0.268,,,
0.608,,-0.3377,0.3304,0.009,42.88,-1.59,0.16,0.0,-0.0049,0.004,-0.0006,0.685,0.412,,0.268,,,
0.66,,-0.339,0.3293,0.01,42.67,-1.59,0.25,0.0,-0.0129,0.0031,-0.003,0.685,0.411,,0.272,,,
0.708,,-0.339,0.3299,0.011,42.45,-1.61,0.22,0.0,-0.0107,0.0012,-0.0008,0.685,0.411,,0.272,,,
0.763,,-0.3389,0.3292,0.009,42.24,-1.58,0.24,0.0,-0.0015,0.005,0.0028,0.685,0.413,,,,,
0.796,,-0.3396,0.33,0.009,42.02,-1.63,0.25,0.0,-0.0078,0.0024,0.0001,0.685,0.413,,,,,
0.863,,-0.3389,0.329,0.009,41.81,-1.57,0.24,0.0,-0.0092,-0.0013,-0.0012,0.688,0.411,,0.272,,,
0.898,,-0.3386,0.3297,0.01,41.6,-1.59,0.21,0.0,-0.0128,0.0031,-0.0015,0.688,0.411,,0.272,,,
0.946,,-0.3388,0.3299,0.011,41.39,-1.6,0.21,0.0,-0.0108,0.0004,0.0006,0.684,0.412,,,,,
0.997,,-0.3375,0.3297,0.01,41.18,-1.55,0.17,0.0,-0.0073,-0.0008,0.0042,0.684,0.412,,,,,
1.067,,-0.3388,0.3299,0.012,40.97,-1.59,0.2,0.0,0.0007,0.0023,0.0035,0.687,0.415,,,,,
1.115,,-0.3376,0.3297,0.011,40.76,-1.55,0.17,0.0,-0.0073,0.0031,0.0073,0.687,0.415,,,,,
1.158,,-0.3393,0.3294,0.012,40.56,-1.59,0.23,0.0,-0.0071,-0.0,0.0061,0.684,0.413,,,,,
1.201,,-0.3376,0.3301,0.01,40.35,-1.56,0.16,0.0,-0.0064,0.001,0.0072,0.684,0.413,,,,,
1.247,,-0.3392,0.3301,0.013,40.15,-1.61,0.21,0.0,-0.0068,0.002,0.0027,0.687,0.414,,,,,
1.298,,-0.3393,0.3301,0.011,39.95,-1.61,0.21,0.0,-0.0133,0.0035,0.0062,0.687,0.414,,,,,
1.363,,-0.3376,0.33,0.01,39.75,-1.56,0.16,0.0,-0.006,0.0009,0.0037,0.686,0.416,,,,,
1.407,,-0.3387,0.3294,0.011,39.55,-1.57,0.21,0.0,-0.0107,0.0008,-0.0009,0.686,0.416,,,,,
1.461,,-0.3396,0.3298,0.01,39.35,-1.61,0.23,0.0,-0.0084,-0.0001,-0.0011,0.686,0.412,,,,,
1.5,,-0.339,0.3298,0.01,39.15,-1.59,0.2,0.0,-0.0122,0.0044,-0.0034,0.686,0.412,,,,,
1.546,,-0.3391,0.3303,0.01,38.95,-1.61,0.2,0.0,-0.013,0.0034,-0.0039,0.686,0.414,,,,,
1.596,,-0.3379,0.3302,0.012,38.75,-1.57,0.16,0.0,0.0015,0.0028,-0.0042,0.686,0.414,,,,,
1.662,,-0.3379,0.3302,0.011,38.56,-1.57,0.17,0.0,-0.0012,0.0049,0.0003,0.687,0.413,,,,,
1.704,,-0.3399,0.3296,0.012,38.36,-1.6,0.25,0.0,-0.0069,0.0015,0.0008,0.687,0.413,,,,,
1.75,,-0.3407,0.3306,0.01,38.16,-1.65,0.25,0.0,-0.0062,-0.0001,0.0031,0.686,0.415,,,,,
1.799,,-0.3393,0.3304,0.012,37.97,-1.61,0.21,0.0,-0.0061,0.0038,-0.0002,0.686,0.415,,,,,
1.846,,-0.3394,0.3303,0.009,37.78,-1.61,0.22,0.0,-0.0087,-0.0033,0.003,0.682,0.413,,,,,
1.896,,-0.338,0.3304,0.01,37.59,-1.58,0.17,0.0,-0.0067,-0.0001,-0.0024,0.682,0.413,,,,,
1.958,,-0.3396,0.3298,0.012,37.4,-1.6,0.24,0.0,-0.0149,0.0045,-0.0036,0.685,0.411,,0.271,,,
