time_s,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m
0.24,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.58,,0.195,
0.243,-0.0015,-0.0052,0.009,0.02,-1.13,-0.12,0.0,0.0,0.0,0.0,,0.578,,,
0.245,-0.0006,-0.0032,0.009,0.02,-1.21,-0.16,0.0,0.0,0.0,0.0,,0.578,,,
0.248,-0.0008,-0.003,0.009,0.02,-1.22,-0.15,0.0,0.0,0.0,0.0,,0.575,,0.193,
0.281,-0.0001,-0.0041,0.01,0.01,-1.18,-0.18,0.0,0.0,0.0,0.0,,0.575,,0.193,
0.333,-0.0013,-0.0025,0.01,0.02,-1.25,-0.14,0.0,-0.0019,-0.003,-0.001,,0.576,,,
0.381,-0.001,-0.003,0.01,0.01,-1.23,-0.16,0.0,-0.0004,-0.0037,-0.0004,,0.576,,,
0.431,-0.001,-0.0031,0.01,0.01,-1.22,-0.16,0.0,0.0063,-0.0063,-0.0003,,0.57,,0.192,
0.48,-0.0008,-0.0037,0.01,0.01,-1.2,-0.17,0.0,0.0009,-0.0045,0.0015,,0.57,,0.192,
0.535,-0.0008,-0.0037,0.01,0.02,-1.2,-0.16,0.0,0.0006,-0.009,0.0001,,0.572,,,
0.586,-0.001,-0.0048,0.01,0.02,-1.16,-0.15,0.0,-0.0047,-0.0068,-0.0008,,0.572,,,
0.631,-0.0004,-0.0034,0.01,0.01,-1.22,-0.18,0.0,0.0048,0.0091,-0.0014,,0.568,,0.197,
0.68,0.0008,-0.001,0.011,0.01,-1.3,-0.21,0.0,0.0021,0.0029,0.0007,,0.568,,0.197,
0.729,0.0001,-0.0014,0.011,0.02,-1.26,-0.18,0.0,0.004,0.0011,0.0019,,0.568,,0.192,
0.779,-0.0003,-0.0008,0.008,0.01,-1.27,-0.14,0.0,-0.0013,0.0037,0.0019,,0.568,,0.192,
0.831,0.0001,-0.0006,0.008,0.01,-1.27,-0.16,0.0,0.003,0.0082,-0.0047,,0.571,,,
0.933,-0.0008,-0.0006,0.009,0.01,-1.25,-0.12,0.0,-0.0016,0.0013,-0.0036,,0.571,,,
0.94,-0.0012,-0.0017,0.009,0.01,-1.19,-0.1,0.0,0.0005,-0.0044,-0.0056,,0.567,,0.198,
0.987,0.0003,-0.0013,0.011,0.02,-1.21,-0.17,0.0,0.0027,-0.0045,-0.0032,,0.567,,0.198,
1.029,-0.0001,-0.0004,0.011,0.02,-1.23,-0.14,0.0,-0.0026,-0.0029,-0.0002,1.249,0.574,,0.195,
1.08,-0.001,-0.0015,0.01,0.02,-1.18,-0.11,0.0,0.0017,-0.005,0.0014,1.249,0.574,,0.195,
1.13,-0.0007,-0.0011,0.01,0.02,-1.2,-0.12,0.0,0.003,-0.0002,0.0,,0.571,,0.191,
1.218,-0.0007,-0.0031,0.011,0.02,-1.11,-0.12,0.0,-0.002,-0.0071,0.0018,,0.571,,0.191,
1.23,0.0013,-0.0006,0.011,0.02,-1.21,-0.2,0.0,0.0013,0.0045,0.0016,,0.571,,0.193,
1.282,0.0009,0.0001,0.011,0.02,-1.23,-0.17,0.0,-0.0012,-0.0089,-0.0006,,0.571,,0.193,
