time_s,x_m,y_m,z_down_m
0.259,0.0,0.0,0.011
0.261,-0.5925,0.4301,0.01
0.264,-0.5921,0.4306,0.011
0.267,-0.5914,0.4307,0.012
0.278,-0.5921,0.4306,0.011
0.328,-0.5916,0.4302,0.011
0.378,-0.5927,0.431,0.009
0.429,-0.5931,0.4308,0.012
0.481,-0.5923,0.4306,0.011
0.528,-0.5931,0.4306,0.01
0.585,-0.5929,0.4308,0.011
0.634,-0.5915,0.4306,0.011
0.682,-0.5914,0.4298,0.009
0.728,-0.5914,0.4306,0.011
0.778,-0.5927,0.4308,0.012
0.829,-0.5915,0.4306,0.01
0.878,-0.5921,0.4306,0.012
0.928,-0.5923,0.4302,0.012
0.992,-0.5914,0.4297,0.013
1.03,-0.5925,0.431,0.012
1.077,-0.5915,0.43,0.011
1.128,-0.5917,0.43,0.012
1.178,-0.5907,0.4302,0.012
1.227,-0.5915,0.4308,0.012
1.28,-0.5921,0.4306,0.008
1.335,-0.5914,0.4306,0.01
1.376,-0.5915,0.4306,0.011
1.428,-0.5921,0.4301,0.014
1.476,-0.5917,0.4306,0.012
1.557,-0.5914,0.4299,0.011
1.602,-0.5914,0.4297,0.012
1.629,-0.5915,0.4304,0.011
1.677,-0.5921,0.4303,0.012
1.728,-0.5914,0.4299,0.01
1.778,-0.5914,0.4299,0.013
1.85,-0.5915,0.4306,0.012
1.896,-0.5915,0.4304,0.012
1.928,-0.5915,0.4302,0.01
1.977,-0.5932,0.4312,0.014
2.027,-0.5915,0.4302,0.013
2.077,-0.5915,0.4304,0.011
2.151,-0.5925,0.4295,0.011
2.19,-0.5915,0.43,0.013
2.227,-0.5917,0.43,0.012
2.276,-0.5915,0.4299,0.01
2.327,-0.5915,0.4302,0.01
2.377,-0.5915,0.4299,0.01
2.433,-0.5917,0.4299,0.011
2.48,-0.5917,0.4303,0.011
2.527,-0.5915,0.4301,0.013
2.577,-0.5922,0.4308,0.01
2.627,-0.5932,0.4303,0.011
2.698,-0.5915,0.4297,0.012
2.75,-0.5926,0.4303,0.01
2.782,-0.5915,0.4299,0.011
2.828,0.0001,-0.0001,0.009
2.877,-0.0001,-0.0,0.009
2.928,0.0004,-0.0002,0.011
3.007,0.0011,-0.0006,0.01
3.039,0.0013,-0.0005,0.012
3.076,0.0011,-0.0005,0.01
3.127,0.0013,-0.0006,0.011
3.179,0.0011,-0.0008,0.012
3.227,-0.0004,-0.0008,0.011
3.296,0.0011,-0.0,0.012
3.354,0.0008,-0.0005,0.011
3.387,0.001,-0.0008,0.011
3.427,0.001,-0.0003,0.014
3.477,-0.0008,-0.0002,0.012
3.527,0.0013,-0.0,0.01
3.59,0.001,-0.0008,0.011
3.631,0.0009,-0.0,0.012
3.677,0.001,-0.0008,0.011
3.727,0.0002,-0.0005,0.012
3.778,0.0002,-0.0,0.011
3.826,-0.0008,0.0007,0.011
3.906,0.0009,-0.0009,0.011
3.944,0.0008,-0.0003,0.012
