time_s,x_m,y_m,z_down_m
0.079,0.0,0.0,0.012
0.129,-0.091,-0.2377,0.013
0.178,-0.0903,-0.2365,0.013
0.229,-0.0912,-0.2377,0.015
0.278,-0.0912,-0.2377,0.015
0.329,-0.0914,-0.2377,0.015
0.378,-0.0909,-0.2367,0.015
0.428,-0.091,-0.2377,0.012
0.479,-0.0901,-0.2374,0.014
0.529,-0.0907,-0.2371,0.013
0.579,-0.0903,-0.2378,0.016
0.629,-0.092,-0.2359,0.015
0.679,-0.0904,-0.2376,0.013
0.73,-0.0912,-0.2373,0.015
0.778,-0.0912,-0.2369,0.015
0.829,-0.0904,-0.2375,0.012
0.878,-0.0908,-0.2369,0.013
0.927,-0.0904,-0.2373,0.014
0.978,-0.0911,-0.2377,0.013
1.028,-0.0913,-0.2368,0.014
1.078,-0.0915,-0.237,0.014
1.127,-0.0911,-0.2377,0.016
1.178,-0.0911,-0.2377,0.014
1.228,-0.0922,-0.2372,0.014
1.279,-0.0907,-0.2368,0.013
1.329,-0.0914,-0.2368,0.013
1.377,-0.0913,-0.2359,0.013
1.428,-0.0905,-0.2369,0.015
1.478,-0.0912,-0.2377,0.012
1.527,-0.0905,-0.2369,0.015
1.577,-0.0902,-0.236,0.015
1.627,-0.0912,-0.2373,0.015
1.678,-0.0912,-0.2378,0.014
1.727,-0.0915,-0.2377,0.014
1.777,-0.0913,-0.2359,0.016
1.828,-0.0914,-0.2377,0.014
1.877,-0.0906,-0.238,0.014
1.928,-0.0914,-0.2377,0.013
1.98,0.0,0.0,0.015
2.028,-0.0001,0.0001,0.013
2.078,0.0003,-0.0002,0.015
2.128,0.0,-0.0002,0.016
2.178,0.0007,-0.0004,0.013
2.228,-0.0,-0.0004,0.015
2.278,0.0007,0.0006,0.013
2.328,-0.0003,-0.0005,0.015
2.378,0.0002,0.0003,0.016
2.427,-0.0001,-0.0005,0.012
2.477,0.0004,0.0005,0.014
2.528,-0.0001,-0.0005,0.015
2.578,-0.0003,-0.0005,0.013
2.628,-0.0001,0.0007,0.014
2.677,0.0006,-0.0001,0.014
2.728,-0.0003,-0.0005,0.013
2.778,0.0006,0.0013,0.015
2.827,-0.0003,0.0002,0.013
2.877,-0.0003,0.0002,0.01
2.928,-0.0003,-0.0005,0.015
2.977,0.0008,0.0012,0.014
3.027,-0.0005,-0.0005,0.013
3.078,0.0003,-0.0008,0.011
3.127,-0.0003,0.0004,0.013
3.177,-0.0006,0.0004,0.015
3.227,-0.0001,-0.0005,0.013
3.277,-0.0012,0.0001,0.011
3.327,0.0003,-0.0005,0.013
3.378,0.0005,0.0006,0.014
3.428,-0.0001,0.0005,0.014
3.477,-0.0003,0.0003,0.015
3.527,-0.0005,-0.0005,0.013
3.577,0.0005,-0.0005,0.014
3.627,-0.0003,0.0003,0.013
3.677,0.0005,-0.0005,0.015
3.728,0.0001,0.0011,0.014
3.778,0.0005,0.0001,0.014
3.827,0.0004,0.0005,0.014
3.877,-0.0002,0.0001,0.012
3.928,-0.0004,-0.0005,0.011
3.978,-0.0004,0.0001,0.015
4.027,-0.0006,0.001,0.013
4.077,-0.0002,0.0005,0.015
4.127,0.0004,0.0003,0.013
4.178,0.0004,-0.0005,0.015
4.227,-0.0004,-0.0005,0.014
4.278,-0.0,0.0001,0.014
4.327,-0.0005,0.0001,0.013
4.377,0.0004,0.0005,0.015
4.428,-0.0003,0.0003,0.014
4.478,-0.001,0.0012,0.013
4.527,-0.0007,0.0003,0.014
4.577,-0.0007,0.0003,0.012
4.627,0.0003,-0.0001,0.014
4.677,0.0001,0.0003,0.013
4.727,0.0003,-0.0001,0.013
4.777,-0.0014,-0.0006,0.013
4.827,-0.001,0.001,0.014
4.877,-0.0014,0.0001,0.015
4.927,0.0003,0.0009,0.013
4.977,0.0013,-0.0043,0.016
5.027,0.0007,-0.0033,0.013
5.077,0.0005,-0.0033,0.015
5.127,0.0005,-0.0034,0.014
5.177,0.0003,-0.0034,0.013
5.227,0.0007,-0.0032,0.012
5.277,0.002,-0.0032,0.015
5.326,0.0022,-0.0035,0.013
5.376,0.0019,-0.0035,0.013
5.427,0.0014,-0.0032,0.012
5.476,0.0026,-0.0041,0.012
5.527,0.0021,-0.0037,0.013
5.577,0.0006,-0.0004,0.014
5.626,-0.0005,0.0002,0.014
5.677,-0.0019,0.0036,0.015
5.727,-0.0016,0.0021,0.014
5.777,-0.001,0.0031,0.014
5.826,-0.0017,-0.0017,0.014
5.877,0.0004,-0.0028,0.014
5.927,-0.0043,0.0004,0.013
5.977,-0.0033,-0.0003,0.011
6.027,-0.0049,0.0078,0.014
6.077,-0.0058,0.009,0.011
6.126,-0.0057,0.0087,0.013
6.177,-0.0053,0.0088,0.015
6.227,-0.0058,0.0092,0.013
6.277,-0.0062,0.0089,0.014
6.326,-0.0043,0.0076,0.014
6.376,-0.0055,0.0117,0.012
6.426,-0.0054,0.0108,0.014
6.476,-0.0051,0.0135,0.013
6.527,-0.005,0.0111,0.015
6.577,-0.005,0.0088,0.011
6.627,-0.0043,0.0024,0.014
6.677,-0.0028,0.0063,0.014
6.726,-0.0019,0.0018,0.012
6.777,-0.0027,0.003,0.015
6.827,-0.0019,0.0024,0.014
6.877,-0.005,0.0003,0.011
6.926,-0.0021,-0.0117,0.013
6.977,0.0038,-0.0251,0.008
7.027,0.0117,-0.0359,0.0
7.076,0.0145,-0.0368,0.0
7.127,0.0163,-0.0227,0.0
7.177,0.0134,0.0006,0.0
7.226,0.006,0.0224,0.001
7.276,-0.0007,0.042,0.012
7.326,-0.0115,0.0551,0.022
7.377,-0.0092,0.0631,0.031
7.427,-0.0162,0.0679,0.041
7.476,-0.0228,0.0662,0.045
7.526,-0.0244,0.0606,0.05
