time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.242,,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482,0.148,2.24,0.158,,,,,
0.247,,1.769,-3.1213,0.014,-0.1,0.09,-0.14,0.0,0.0011,0.0066,-0.007,0.482,0.152,2.24,0.164,,,,,
0.252,,1.7692,-3.1224,0.014,-0.11,0.15,-0.14,0.0,0.0013,0.0055,-0.0073,0.484,0.152,2.24,0.164,,,,,
0.256,,1.7696,-3.1211,0.013,-0.1,0.09,-0.16,0.0,0.0046,0.006,-0.0063,0.484,0.147,2.239,0.164,,,,,
0.314,,1.7695,-3.1223,0.014,-0.1,0.15,-0.14,0.0,0.0022,0.0061,-0.0078,0.482,0.147,2.239,0.164,,,,,
0.325,,1.7694,-3.1233,0.014,-0.11,0.2,-0.13,0.0,0.0034,0.0044,-0.0054,0.482,0.145,2.247,0.167,,,,,
0.374,,1.77,-3.1226,0.013,-0.1,0.17,-0.16,0.0,0.0033,0.0029,-0.0033,0.48,0.145,2.247,0.167,,,,,
0.426,,1.7698,-3.122,0.012,-0.1,0.14,-0.15,0.0,0.0003,0.0018,-0.004,0.48,0.151,2.237,0.163,,,,,
0.476,,1.77,-3.1233,0.016,-0.11,0.2,-0.14,0.0,0.0027,0.0064,-0.007,0.482,0.151,2.237,0.163,,,,,
0.534,,1.7699,-3.1228,0.013,-0.11,0.18,-0.14,0.0,-0.0029,0.0007,0.0025,0.482,0.145,2.233,0.16,,,,,
0.576,,1.7693,-3.1212,0.014,-0.1,0.1,-0.12,0.0,0.0024,0.0073,-0.0003,0.479,0.145,2.233,0.16,,,,,
0.639,,1.7698,-3.1232,0.014,-0.11,0.21,-0.14,0.0,-0.0025,-0.0008,0.0006,0.479,0.153,2.236,0.161,,,,,
0.686,,1.7701,-3.122,0.014,-0.1,0.15,-0.17,0.0,-0.0009,0.0061,0.0017,0.482,0.153,2.236,0.161,,,,,
0.726,,1.7702,-3.1225,0.015,-0.11,0.18,-0.17,0.0,0.0035,0.0017,0.0019,0.482,0.148,2.24,0.161,,,,,
0.782,,1.77,-3.1224,0.017,-0.11,0.18,-0.16,0.0,-0.0007,0.0093,0.0044,0.482,0.148,2.24,0.161,,,,,
0.843,,1.7696,-3.1222,0.015,-0.1,0.16,-0.14,0.0,0.0021,0.0024,0.0103,0.482,0.149,2.235,0.161,,,,,
0.875,,1.7697,-3.123,0.015,-0.11,0.2,-0.14,0.0,-0.0025,0.0102,0.0068,0.483,0.149,2.235,0.161,,,,,
0.926,,1.7692,-3.123,0.011,-0.11,0.2,-0.13,0.0,0.0048,0.0034,0.0043,0.483,,2.244,,,,,,
0.981,,1.7699,-3.123,0.015,-0.1,0.2,-0.15,0.0,-0.0003,0.0112,-0.0095,0.485,,2.244,,,,,,
1.031,,1.7704,-3.1223,0.017,-0.1,0.16,-0.18,0.0,0.0026,0.0054,-0.0047,0.485,0.147,2.231,0.165,,,,,
1.096,,1.7697,-3.1218,0.017,-0.1,0.14,-0.14,0.0,0.0029,0.0065,0.0035,0.477,0.147,2.231,0.165,,,,,
1.125,,1.7693,-3.1227,0.017,-0.1,0.19,-0.12,0.0,0.0016,-0.0007,0.0073,0.477,0.148,2.242,0.166,,,,,
1.175,,1.7703,-3.1219,0.017,-0.1,0.15,-0.18,0.0,0.0015,0.0104,0.0092,0.485,0.148,2.242,0.166,,,,,
1.256,,1.7698,-3.1229,0.016,-0.1,0.21,-0.14,0.0,0.0029,0.0056,0.0089,0.485,0.149,2.236,0.155,,,,,
1.277,,1.7704,-3.1223,0.015,-0.11,0.17,-0.18,0.0,-0.0069,0.0038,0.0046,0.477,0.149,2.236,0.155,,,,,
1.332,,1.7698,-3.1229,0.015,-0.11,0.21,-0.16,0.0,0.0032,0.0044,-0.0017,0.477,0.149,2.226,0.157,,,,,
1.392,,1.7651,-3.1231,0.017,-0.11,0.22,0.09,0.0,-0.0248,0.0047,-0.0052,0.477,0.149,2.226,0.157,,,,,
1.426,,1.7669,-3.1229,0.016,-0.11,0.2,-0.07,0.0,-0.0183,0.0046,-0.0005,0.477,0.147,2.251,0.164,,,,,
1.475,,1.7653,-3.1232,0.018,-0.1,0.22,-0.02,0.0,-0.0169,-0.0027,-0.0015,0.482,0.147,2.251,0.164,,,,,
1.556,,1.762,-3.1192,0.016,-0.09,-0.02,0.07,0.0,-0.0266,0.0218,0.0031,0.482,0.15,2.239,0.16,,,,,
1.583,,1.7621,-3.1256,0.016,-0.13,0.39,0.09,0.0,-0.032,-0.0098,0.0006,0.483,0.15,2.239,0.16,,,,,
1.641,,1.7618,-3.1246,0.014,-0.12,0.29,-0.01,0.0,-0.024,-0.0084,-0.0009,0.483,0.145,2.246,0.156,,,,,
1.679,,1.7612,-3.1248,0.014,-0.12,0.28,-0.03,0.0,-0.0193,-0.0008,-0.0076,0.481,0.145,2.246,0.156,,,,,
1.725,,1.76,-3.1202,0.015,-0.09,0.01,-0.1,0.0,-0.0182,0.0181,-0.0102,0.481,0.146,2.236,,,,,,
1.775,,1.7598,-3.1199,0.012,-0.1,0.04,-0.14,0.0,-0.0092,0.0203,-0.0078,0.483,0.146,2.236,,,,,,
1.852,,1.7602,-3.1199,0.014,-0.1,0.09,-0.18,0.0,-0.0112,0.0123,-0.0131,0.483,0.15,2.235,0.158,,,,,
1.876,,1.7596,-3.1206,0.015,-0.1,0.16,-0.16,0.0,-0.005,0.015,-0.0091,0.482,0.15,2.235,0.158,,,,,
1.941,,1.7602,-3.124,0.013,-0.1,0.35,-0.22,0.0,0.0018,-0.0153,-0.0032,0.482,0.144,2.237,0.163,,,,,
1.979,,1.7617,-3.1251,0.014,-0.1,0.35,-0.3,0.0,0.0054,-0.0139,-0.005,0.476,0.144,2.237,0.163,,,,,
2.025,,1.761,-3.1239,0.013,-0.1,0.26,-0.24,0.0,-0.0003,-0.0052,-0.0026,0.476,0.144,2.231,0.159,,,,,
2.075,,1.7625,-3.124,0.013,-0.1,0.25,-0.3,0.0,0.008,-0.0038,-0.0041,0.483,0.144,2.231,0.159,,,,,
2.138,,1.7621,-3.1233,0.011,-0.1,0.19,-0.26,0.0,0.0022,-0.0068,-0.004,0.483,0.144,2.23,0.161,,,,,
2.195,,1.763,-3.1249,0.016,-0.1,0.26,-0.33,0.0,0.0032,-0.0031,-0.0083,0.481,0.144,2.23,0.161,,,,,
2.257,,1.7617,-3.1238,0.014,-0.1,0.2,-0.23,0.0,0.0058,0.0105,0.0006,0.481,0.147,2.245,0.163,,,,,
2.28,,1.7648,-3.1186,0.012,-0.12,-0.01,-0.32,0.0,0.0101,0.0252,0.002,0.481,0.147,2.245,0.163,,,,,
2.34,,1.7644,-3.1187,0.014,-0.12,0.04,-0.3,0.0,0.0089,0.0158,-0.0017,0.481,0.148,2.242,0.161,,,,,
2.375,,1.7642,-3.1187,0.012,-0.11,0.07,-0.27,0.0,0.0056,0.0132,0.0011,0.478,0.148,2.242,0.161,,,,,
2.429,,1.7612,-3.1224,0.013,-0.1,0.27,-0.13,0.0,0.0009,0.0029,-0.0016,0.478,,2.242,0.165,,,,,
2.478,,1.7606,-3.1218,0.01,-0.11,0.24,-0.11,0.0,-0.009,-0.0065,-0.0015,0.478,,2.242,0.165,,,,,
2.528,,1.7617,-3.1182,0.014,-0.11,0.09,-0.16,0.0,0.0076,0.0167,-0.0072,0.478,0.15,2.24,0.157,,,,,
2.574,,1.7627,-3.12,0.015,-0.1,0.19,-0.21,0.0,0.0093,-0.0013,-0.0022,0.48,0.15,2.24,0.157,,,,,
2.624,,1.7629,-3.1151,0.014,-0.11,-0.02,-0.19,0.0,0.0046,0.0263,0.003,0.48,0.147,2.245,0.162,,,,,
2.7,,1.7629,-3.1151,0.012,-0.11,0.03,-0.18,0.0,0.0074,0.0198,0.0038,0.48,0.147,2.245,0.162,,,,,
2.76,,1.7635,-3.1162,0.017,-0.1,0.11,-0.21,0.0,0.0072,0.0167,-0.0003,0.48,0.15,2.238,0.158,,,,,
2.792,,1.763,-3.1162,0.015,-0.11,0.14,-0.18,0.0,0.0067,0.0131,0.0085,0.483,0.15,2.238,0.158,,,,,
2.836,,1.7622,-3.1157,0.012,-0.11,0.15,-0.13,0.0,0.0003,0.0154,0.0081,0.483,0.149,2.241,0.167,,,,,
2.879,,1.7638,-3.1182,0.015,-0.11,0.26,-0.21,0.0,-0.0032,-0.0025,-0.0007,0.481,0.149,2.241,0.167,,,,,
2.924,,1.7624,-3.118,0.015,-0.11,0.25,-0.15,0.0,0.0004,-0.0001,0.0005,0.481,0.149,2.243,0.163,,,,,
2.995,,1.7632,-3.1177,0.014,-0.11,0.23,-0.19,0.0,0.001,0.0011,0.0013,0.482,0.149,2.243,0.163,,,,,
3.037,,1.7631,-3.118,0.014,-0.11,0.23,-0.18,0.0,0.0054,0.0012,-0.0008,0.482,0.146,2.234,0.159,,,,,
3.075,,1.7588,-3.1181,0.012,-0.1,0.23,-0.02,0.0,-0.0184,-0.0051,-0.0015,0.481,0.146,2.234,0.159,,,,,
3.135,,1.7593,-3.119,0.012,-0.11,0.26,-0.08,0.0,-0.0088,-0.0014,-0.0066,0.481,0.146,2.233,0.157,,,,,
3.175,,1.7601,-3.1182,0.014,-0.11,0.21,-0.13,0.0,-0.0065,0.0033,-0.0081,0.479,0.146,2.233,0.157,,,,,
3.271,,1.7599,-3.118,0.014,-0.11,0.19,-0.14,0.0,-0.0064,0.002,-0.0051,0.479,0.15,2.238,0.158,,,,,
3.277,,0.0,0.0,0.014,0.0,0.03,-0.0,0.0,-0.0001,0.005,0.0,0.481,0.15,2.238,0.158,,,,,
3.338,,-0.0004,-0.0002,0.014,-0.0,0.2,0.13,0.0,-0.009,-0.0035,0.0001,0.481,0.147,2.232,0.162,,,,,
3.378,,0.0001,0.0005,0.013,-0.0,-0.08,-0.14,0.0,0.002,0.0087,-0.0006,0.482,0.147,2.232,0.162,,,,,
3.424,,0.0001,0.0003,0.011,-0.01,0.06,-0.12,0.0,0.0015,0.0025,-0.0021,0.482,0.143,2.248,0.163,,,,,
3.474,,0.0002,0.0004,0.013,-0.01,0.09,-0.13,0.0,0.002,0.0028,-0.0082,0.482,0.143,2.248,0.163,,,,,
3.567,,0.0002,0.0006,0.013,-0.01,0.1,-0.14,0.0,0.0022,0.0059,-0.0064,0.482,0.151,2.237,0.161,,,,,
3.603,,-0.0006,-0.0007,0.012,-0.01,0.28,-0.03,0.0,0.0026,0.0065,-0.004,0.48,0.151,2.237,0.161,,,,,
3.642,,0.0003,0.0011,0.014,-0.01,0.08,-0.14,0.0,-0.0033,-0.0039,-0.0046,0.48,0.153,2.232,0.161,,,,,
3.681,,-0.0,0.0004,0.013,-0.01,0.15,-0.11,0.0,0.0025,0.0044,0.0001,0.482,0.153,2.232,0.161,,,,,
3.746,,-0.0008,-0.0007,0.014,-0.01,0.25,-0.04,0.0,-0.0039,-0.002,0.0007,0.482,,2.237,0.158,,,,,
3.774,,-0.0005,0.0008,0.013,-0.01,0.14,-0.09,0.0,0.0038,0.0044,0.0032,0.484,,2.237,0.158,,,,,
3.875,,0.0001,-0.0008,0.011,-0.01,0.25,-0.13,0.0,-0.0017,0.0111,0.0024,0.484,0.152,2.24,0.164,,,,,
3.91,,0.0004,0.0004,0.014,-0.01,0.18,-0.15,0.0,-0.0012,0.0051,-0.0035,0.479,0.152,2.24,0.164,,,,,
3.934,,0.0004,0.0007,0.012,-0.01,0.16,-0.15,0.0,-0.0011,-0.0027,-0.0003,0.479,0.15,2.236,0.164,,,,,
3.999,,-0.0002,0.0019,0.014,-0.01,0.09,-0.12,0.0,0.0015,0.0033,-0.003,0.484,0.15,2.236,0.164,,,,,
4.045,,-0.0002,-0.0027,0.015,-0.01,0.32,-0.13,0.0,0.0016,-0.0217,-0.0,0.484,0.146,2.235,0.161,,,,,
4.096,,0.0014,-0.0025,0.013,-0.02,0.27,-0.2,0.0,-0.0038,-0.0178,0.0047,0.479,0.146,2.235,0.161,,,,,
4.125,,-0.0009,-0.0034,0.012,-0.01,0.28,-0.1,0.0,0.0055,-0.0143,0.0018,0.479,0.144,2.242,0.161,,,,,
4.175,,-0.0012,-0.0028,0.015,-0.01,0.23,-0.09,0.0,0.0028,0.0011,-0.0018,0.481,0.144,2.242,0.161,,,,,
4.234,,-0.0011,-0.0001,0.013,-0.01,0.09,-0.1,0.0,-0.0046,0.0061,0.0023,0.481,,2.238,0.162,,,,,
4.275,,-0.0016,-0.0006,0.014,-0.02,0.12,-0.1,0.0,-0.0079,0.0068,-0.0002,0.482,,2.238,0.162,,,,,
4.343,,-0.0008,-0.0008,0.015,-0.02,0.14,-0.14,0.0,-0.0015,0.0097,0.0004,0.482,0.143,2.235,0.164,,,,,
4.385,,-0.0001,-0.0004,0.014,-0.02,0.13,-0.17,0.0,-0.0069,0.0067,0.0031,0.478,0.143,2.235,0.164,,,,,
4.452,,-0.0012,0.0,0.015,-0.02,0.11,-0.14,0.0,0.0018,0.0077,0.0019,0.478,0.146,2.226,0.159,,,,,
4.49,,-0.0019,-0.0024,0.014,-0.01,0.21,-0.12,0.0,-0.0081,-0.0029,0.0034,0.482,0.146,2.226,0.159,,,,,
4.524,,-0.0021,-0.0022,0.014,-0.01,0.2,-0.13,0.0,-0.0035,-0.0011,0.0012,0.482,,2.241,0.16,,,,,
4.576,,-0.0025,-0.0022,0.015,-0.01,0.19,-0.12,0.0,-0.0094,-0.0024,-0.0003,0.482,,2.241,0.16,,,,,
4.624,,-0.0023,-0.0024,0.013,-0.01,0.19,-0.15,0.0,-0.0001,-0.0001,0.001,0.482,0.145,2.237,0.159,,,,,
4.693,,-0.0029,-0.0028,0.013,-0.01,0.2,-0.13,0.0,-0.0028,0.0006,-0.0025,0.48,0.145,2.237,0.159,,,,,
4.724,,-0.003,-0.0026,0.014,-0.01,0.19,-0.14,0.0,-0.0024,0.0012,-0.0045,0.48,0.147,2.245,0.159,,,,,
4.773,,-0.0025,-0.0021,0.014,-0.02,0.16,-0.16,0.0,-0.0008,0.0031,-0.003,0.481,0.147,2.245,0.159,,,,,
4.847,,-0.002,-0.002,0.014,-0.02,0.15,-0.18,0.0,-0.0049,0.0024,-0.0022,0.481,,2.237,0.16,,,,,
4.885,,-0.0025,-0.002,0.014,-0.02,0.15,-0.17,0.0,-0.0041,0.0082,-0.0014,0.479,,2.237,0.16,,,,,
4.94,,-0.0028,-0.0023,0.012,-0.02,0.16,-0.16,0.0,-0.003,0.0019,-0.0008,0.479,0.147,2.244,0.165,,,,,
