time_s,x_m,y_m,z_down_m
0.083,0.0,0.0,0.009
0.136,-0.002,-0.0008,0.009
0.183,-0.0029,-0.0011,0.011
0.232,-0.0021,-0.0008,0.009
0.282,-0.0021,-0.0011,0.009
0.332,-0.003,-0.0011,0.01
0.386,-0.0021,-0.0011,0.011
0.433,-0.0021,-0.0008,0.011
0.483,-0.0024,-0.0014,0.01
0.534,-0.0022,-0.0006,0.01
0.581,-0.001,-0.0006,0.01
0.632,-0.0022,-0.0011,0.011
0.683,-0.0023,-0.0014,0.009
0.732,-0.0023,-0.0014,0.009
0.783,-0.0023,-0.0014,0.011
0.831,-0.0032,-0.0011,0.01
0.881,-0.0011,-0.0006,0.011
0.932,-0.0021,-0.0011,0.01
0.983,-0.0024,-0.0011,0.012
1.032,-0.0032,-0.0014,0.011
1.082,-0.0032,-0.0014,0.008
1.132,-0.0025,-0.0009,0.01
1.181,-0.0025,-0.0014,0.009
1.232,-0.0027,-0.0012,0.011
1.281,-0.0032,-0.001,0.009
1.333,-0.0032,-0.0014,0.01
1.381,-0.0026,-0.0008,0.009
1.435,-0.0033,-0.0015,0.012
1.482,-0.0027,-0.0015,0.01
1.532,-0.0027,-0.0019,0.009
1.581,-0.0027,-0.0013,0.01
1.632,-0.0028,-0.0013,0.012
1.682,-0.0028,-0.0012,0.009
1.731,-0.0036,-0.0015,0.009
1.781,-0.0019,-0.0008,0.01
1.832,-0.0029,-0.0015,0.008
1.882,-0.0029,-0.0018,0.01
1.932,-0.0029,-0.0013,0.01
1.982,-0.0029,-0.0013,0.011
2.033,-0.0027,-0.001,0.01
2.082,-0.003,-0.0015,0.009
2.132,-0.0032,-0.0003,0.01
2.181,-0.0,-0.0,0.011
2.235,0.0004,0.0003,0.011
2.282,0.0004,0.0002,0.012
2.332,0.0001,0.0003,0.008
2.382,0.0007,0.0003,0.01
2.431,0.0007,0.0003,0.008
2.481,-0.0001,-0.0002,0.009
2.533,-0.0001,-0.0004,0.011
2.581,0.0003,-0.0006,0.008
2.632,0.0005,-0.0001,0.011
2.682,0.0009,0.0005,0.012
2.732,0.0008,0.0005,0.012
2.781,0.0004,-0.0004,0.01
2.831,0.0003,0.0005,0.01
2.881,-0.0005,0.0002,0.011
2.93,0.0002,0.0004,0.011
2.981,-0.0006,-0.0003,0.011
3.032,-0.0006,-0.0004,0.011
3.083,0.0013,-0.0001,0.01
3.132,-0.0006,-0.0003,0.011
3.187,0.0002,-0.0001,0.009
3.233,0.0002,0.0004,0.011
3.282,-0.0006,-0.0003,0.008
3.332,-0.0006,-0.0003,0.011
3.381,0.0001,0.0011,0.013
