time_s,x_m,y_m,z_down_m
0.084,0.0,0.0,0.011
0.136,-1.2842,0.3096,0.01
0.188,-1.2842,0.3096,0.011
0.235,-1.2842,0.3096,0.011
0.286,-1.2842,0.3097,0.009
0.338,-1.2834,0.3096,0.01
0.388,-1.2838,0.3096,0.01
0.434,-1.2838,0.3096,0.01
0.485,-1.2838,0.3096,0.013
0.534,-1.2838,0.3097,0.01
0.586,-1.2839,0.31,0.011
0.635,-1.2839,0.3096,0.009
0.684,-1.2835,0.3096,0.01
0.735,-1.2834,0.3097,0.012
0.783,-1.2842,0.3097,0.009
0.834,-1.2838,0.3098,0.01
0.884,-1.2834,0.3097,0.012
0.933,-1.2842,0.3098,0.011
0.985,-1.2835,0.3097,0.01
1.033,-1.2839,0.3097,0.011
1.085,-1.2843,0.3098,0.011
1.147,-1.283,0.3098,0.009
1.184,-1.2839,0.3097,0.011
1.235,-1.2842,0.3098,0.011
1.288,-1.2838,0.3098,0.01
1.335,-1.283,0.3098,0.009
1.386,-1.2838,0.3099,0.011
1.435,-1.2838,0.3099,0.01
1.486,-1.2843,0.3099,0.009
1.534,-1.2831,0.3099,0.01
1.583,-1.2839,0.3099,0.011
1.638,-1.2843,0.3099,0.011
1.686,-1.2839,0.3095,0.01
1.738,-1.284,0.3099,0.011
1.785,-1.2839,0.3099,0.009
1.837,-1.2843,0.3099,0.011
1.884,-1.2838,0.3099,0.01
1.935,-1.2838,0.3099,0.011
1.988,-1.2835,0.3099,0.01
2.039,-1.2833,0.3099,0.009
2.091,-1.2838,0.3099,0.009
2.136,-1.2838,0.3099,0.01
2.183,-1.2843,0.3099,0.011
2.235,-1.2839,0.3098,0.01
2.285,-1.2833,0.3098,0.011
2.334,-1.2843,0.3098,0.011
2.386,-1.2837,0.3098,0.011
2.439,-1.284,0.3099,0.011
2.483,-1.2839,0.3099,0.008
2.538,-1.2834,0.3099,0.01
2.584,0.0,-0.0,0.011
2.634,0.0003,-0.0,0.008
2.684,0.0004,-0.0001,0.012
2.733,0.0008,-0.0001,0.01
2.785,0.0013,-0.0001,0.01
2.834,0.0012,-0.0001,0.011
2.884,0.0009,-0.0001,0.01
2.933,0.001,-0.0001,0.009
2.984,0.0011,-0.0001,0.012
3.033,0.0019,-0.0001,0.01
3.086,0.0008,-0.0,0.011
3.135,0.0003,-0.0,0.012
3.183,0.0006,-0.0,0.012
3.235,0.0008,0.0,0.008
3.282,0.0001,0.0,0.009
3.333,0.0004,0.0,0.009
3.386,0.0004,0.0,0.011
3.432,0.0004,0.0001,0.01
3.484,0.0004,0.0001,0.011
3.534,0.0005,0.0001,0.011
3.585,0.0008,0.0001,0.011
3.633,0.0004,0.0001,0.011
3.682,0.0005,0.0001,0.009
3.733,0.0004,0.0001,0.008
3.784,0.0004,0.0001,0.011
3.834,-0.0001,0.0001,0.009
3.886,0.0003,0.0001,0.012
3.933,0.0004,0.0001,0.008
3.984,0.0005,0.0002,0.011
4.034,-0.0001,0.0001,0.011
4.082,0.0003,0.0001,0.011
4.135,0.0003,0.0002,0.01
4.183,0.0003,0.0001,0.012
4.236,0.0003,0.0002,0.01
4.283,0.0004,0.0002,0.01
4.334,0.0004,0.0002,0.01
4.383,0.0003,0.0006,0.01
4.436,-0.0002,0.0001,0.011
4.485,0.0002,0.0001,0.012
4.534,0.0002,0.0001,0.011
4.587,0.0001,0.0001,0.01
4.632,0.0001,0.0001,0.008
4.686,0.0001,0.0001,0.013
4.735,0.0001,0.0001,0.012
4.783,-0.0003,0.0001,0.009
4.834,0.0,0.0001,0.009
4.885,0.0008,0.0001,0.011
4.937,-0.0003,0.0001,0.01
4.983,0.0001,0.0001,0.012
5.033,-0.0002,0.0001,0.01
5.083,0.0001,0.0001,0.01
5.14,-0.0002,0.0005,0.009
5.183,0.0004,0.0002,0.009
5.232,-0.0002,0.0002,0.009
5.284,0.0001,0.0002,0.011
5.338,0.0001,0.0002,0.012
5.382,0.0002,0.0003,0.011
5.435,0.0003,0.0004,0.01
5.483,0.0002,0.0003,0.01
5.538,0.0002,0.0003,0.01
5.583,0.0011,0.0003,0.009
5.633,-0.0003,0.0003,0.012
5.682,0.0002,0.0003,0.01
5.733,0.0007,0.0004,0.01
5.782,-0.0003,0.0003,0.009
5.832,0.0012,0.0004,0.01
5.883,0.0002,0.0004,0.008
5.933,0.0003,0.0005,0.009
5.983,0.0003,0.0005,0.011
6.038,0.0002,0.0005,0.01
6.086,-0.0004,0.0005,0.01
6.136,-0.0001,0.0004,0.011
6.183,-0.0001,0.0004,0.01
6.235,-0.0001,0.0004,0.009
6.285,-0.0001,0.0004,0.008
6.333,-0.0005,0.0005,0.011
6.385,-0.0006,0.0004,0.01
6.439,-0.0006,0.0004,0.008
6.487,-0.0004,0.0006,0.01
6.534,0.0003,0.0007,0.01
6.582,0.0004,0.001,0.011
6.633,0.0001,0.0006,0.01
6.682,-0.0004,0.0006,0.009
6.732,-0.0001,0.0005,0.01
6.784,0.0009,0.0006,0.01
6.836,-0.0005,0.0004,0.011
6.882,0.0002,0.0004,0.01
6.932,-0.0007,0.001,0.01
6.982,-0.0038,0.0021,0.011
7.032,-0.0038,0.0031,0.009
7.083,-0.0027,0.0036,0.01
7.132,-0.0034,0.0057,0.01
7.188,-0.0035,0.0071,0.011
7.231,-0.0027,0.0075,0.009
7.282,-0.0034,0.0077,0.01
7.334,-0.0035,0.0093,0.012
7.383,-0.0044,0.0091,0.011
7.432,-0.0051,0.0093,0.01
7.482,-0.0059,0.009,0.013
7.531,-0.0061,0.0058,0.013
7.581,-0.0038,0.0023,0.008
7.631,-0.0142,-0.0013,0.005
7.686,-0.0391,-0.0056,0.0
7.732,-0.0673,-0.0126,0.0
7.782,-0.0902,-0.0193,0.0
7.832,-0.0978,-0.021,0.001
7.882,-0.0886,-0.0175,0.018
7.932,-0.0725,-0.0153,0.034
7.982,-0.055,-0.0162,0.057
8.032,-0.04,-0.0143,0.069
8.081,-0.0126,-0.0107,0.081
8.131,0.0128,-0.0081,0.091
8.181,0.0343,-0.0066,0.099
8.231,0.0555,-0.0055,0.111
8.282,0.0672,-0.0049,0.127
8.331,0.0758,-0.0047,0.151
8.382,0.0814,-0.0044,0.189
8.432,0.0836,-0.0048,0.202
8.482,0.0797,-0.0049,0.147
8.531,0.076,-0.0053,0.133
8.581,0.0711,-0.0045,0.113
8.631,0.0663,-0.0047,0.113
8.68,0.057,-0.0052,0.119
8.731,0.0457,-0.0027,0.13
8.782,0.0362,-0.0018,0.143
8.832,0.028,-0.0026,0.157
8.882,0.0216,-0.0035,0.181
8.932,0.0146,-0.0044,0.195
8.982,0.01,-0.0041,0.219
9.032,0.0053,-0.0047,0.232
9.081,0.0019,-0.0056,0.246
9.131,0.0023,-0.0053,0.25
9.181,0.005,-0.0057,0.26
9.231,0.0081,-0.0053,0.261
9.281,0.0143,-0.0032,0.266
9.332,0.0201,-0.0022,0.267
9.381,0.0245,-0.0002,0.271
9.431,0.0312,0.0007,0.271
9.481,0.0362,0.001,0.278
9.532,0.0415,0.0033,0.281
9.582,0.0431,0.0049,0.279
9.632,0.0439,0.0064,0.288
9.68,0.0431,0.0086,0.291
9.733,0.0423,0.0111,0.289
9.782,0.0401,0.0145,0.295
9.831,0.0355,0.0153,0.295
9.881,0.0306,0.0169,0.297
9.932,0.0261,0.018,0.299
9.981,0.0226,0.0189,0.3
10.031,0.0188,0.0197,0.304
10.081,0.0178,0.0191,0.305
10.13,0.0152,0.021,0.309
10.182,0.0138,0.0226,0.308
10.231,0.0144,0.0211,0.312
10.282,0.014,0.0218,0.315
10.332,0.0188,0.0204,0.316
10.381,0.0253,0.0188,0.319
10.431,0.0351,0.018,0.319
10.481,0.0528,0.0172,0.322
10.531,0.0745,0.0151,0.32
10.581,0.0966,0.0145,0.329
10.631,0.128,0.0154,0.331
10.681,0.1611,0.0155,0.358
10.73,0.2009,0.0172,0.405
10.781,0.2529,0.0153,0.413
10.832,0.3023,0.0146,0.408
10.881,0.3527,0.0154,0.395
10.93,0.4114,0.0168,0.318
10.98,0.4538,0.0217,0.222
11.031,0.4908,0.0255,0.207
11.081,0.525,0.0268,0.206
11.132,0.5308,0.028,0.26
11.181,0.5749,0.0266,0.358
11.231,0.6487,0.0229,0.388
11.281,0.7092,0.0174,0.411
11.33,0.764,0.0141,0.419
11.382,0.8143,0.0109,0.395
11.433,0.8738,0.01,0.328
11.481,0.9317,0.0095,0.292
11.531,0.9891,0.0055,0.278
11.582,1.0393,0.0027,0.268
