time_s,x_m,y_m,z_down_m
0.236,-0.876,-0.031,0.014
0.239,-0.876,-0.0309,0.013
0.331,-0.8754,-0.0302,0.011
0.426,-0.876,-0.0293,0.011
0.537,-0.8764,-0.0314,0.012
0.627,-0.8758,-0.0307,0.011
0.726,-0.8762,-0.0312,0.013
0.827,-0.8764,-0.0314,0.012
0.967,-0.8757,-0.0307,0.011
1.027,-0.8762,-0.0312,0.011
1.127,-0.8757,-0.0307,0.012
1.238,-0.8762,-0.0312,0.012
1.327,-0.876,-0.0309,0.013
1.427,-0.8758,-0.0307,0.012
1.529,-0.8761,-0.0309,0.012
1.626,-0.8765,-0.0314,0.012
1.762,-0.8764,-0.03,0.01
1.826,-0.8765,-0.0313,0.012
1.926,-0.8763,-0.0307,0.013
2.051,-0.8761,-0.0309,0.014
2.127,-0.877,-0.0304,0.012
2.226,-0.8763,-0.031,0.011
2.339,-0.8757,-0.0304,0.012
2.426,-0.8762,-0.0296,0.013
2.526,-0.8769,-0.0308,0.01
2.629,-0.8763,-0.031,0.012
2.727,-0.8769,-0.0304,0.013
2.827,0.0,-0.0001,0.013
2.963,0.0001,-0.0,0.011
3.026,0.0002,0.0001,0.012
3.127,-0.0006,0.0004,0.013
3.248,0.0003,-0.0004,0.012
3.326,0.0003,-0.0005,0.012
3.426,0.0003,-0.0005,0.01
3.529,-0.0001,0.0002,0.012
3.626,0.0,-0.0002,0.013
3.725,-0.0007,0.0001,0.014
3.834,0.0004,-0.0004,0.012
3.926,0.0004,-0.0004,0.011
4.061,0.0004,-0.0005,0.012
4.128,0.0004,0.0004,0.011
4.225,0.0004,-0.0005,0.013
4.354,0.0004,-0.0001,0.013
4.425,0.0004,0.0002,0.012
4.526,-0.0021,0.0008,0.013
4.643,0.0004,-0.0002,0.015
4.725,0.0004,-0.0004,0.015
4.825,0.0004,-0.0002,0.011
4.94,0.0004,0.0001,0.012
5.025,0.0004,-0.0004,0.013
5.125,0.0003,-0.0001,0.012
5.228,0.0003,-0.0001,0.014
5.325,0.0003,-0.0001,0.015
5.426,-0.002,0.0013,0.013
5.553,-0.0007,0.0017,0.013
5.625,0.0004,-0.0004,0.012
5.725,0.0003,-0.0001,0.016
5.851,0.0003,0.0002,0.012
5.924,0.0001,0.0013,0.014
6.025,-0.0007,0.0009,0.012
6.157,0.0004,0.0004,0.013
6.225,-0.0003,-0.0002,0.011
6.324,0.0001,-0.0005,0.012
6.43,0.0003,-0.0007,0.011
6.525,0.0003,-0.0001,0.011
6.625,0.0003,-0.0001,0.013
6.731,0.0003,0.0002,0.014
6.824,-0.0002,0.0007,0.011
6.958,0.0003,-0.0004,0.011
7.031,0.0003,0.0001,0.011
7.124,-0.0,-0.0003,0.015
7.257,-0.0012,0.0007,0.014
7.324,0.0002,-0.0004,0.013
7.425,0.0003,-0.0,0.011
7.546,0.0003,-0.0004,0.013
7.624,0.0004,-0.0004,0.014
7.725,-0.0005,-0.0,0.015
7.834,-0.0012,0.0014,0.012
7.924,0.0002,-0.0004,0.012
8.023,-0.0005,-0.0,0.011
8.125,0.0019,-0.0005,0.011
8.224,0.0034,-0.0027,0.011
8.324,0.0058,-0.0035,0.012
8.45,0.0058,-0.002,0.012
8.614,0.0062,-0.0022,0.011
8.629,0.0071,-0.0046,0.011
8.745,0.0178,-0.0177,0.008
8.824,0.0214,-0.0317,0.0
8.925,0.0259,-0.0226,0.0
9.032,0.0318,-0.0111,0.009
9.124,0.0297,0.0051,0.034
9.224,0.0165,0.018,0.063
9.329,0.0174,0.013,0.086
9.445,0.002,0.0085,0.103
9.559,-0.0074,0.0036,0.115
9.63,-0.015,-0.0023,0.129
9.725,-0.0169,-0.0066,0.146
9.851,-0.0155,-0.0077,0.154
9.923,-0.0091,-0.006,0.17
10.024,-0.0036,-0.0025,0.19
10.141,0.0038,0.0014,0.209
10.224,0.0063,0.0062,0.227
10.323,0.0094,0.0097,0.241
10.432,0.0065,0.0128,0.25
10.523,0.0037,0.0101,0.256
10.623,0.0048,0.0099,0.257
10.745,0.0014,0.0025,0.263
10.824,0.0025,-0.003,0.275
10.924,0.0032,-0.0097,0.285
11.059,0.0061,-0.0112,0.293
11.123,0.0096,-0.004,0.301
