time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.266,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689,0.418,,,,,,,
0.269,,0.0014,0.0054,0.015,-0.31,-0.67,0.23,0.0,0.0016,-0.0001,-0.0002,0.691,0.419,,,,,,,
0.273,,0.0007,0.0063,0.013,-0.31,-0.71,0.26,0.0,-0.002,0.0051,0.0041,0.691,0.419,,1.2,,,,,
0.277,,0.0007,0.0056,0.014,-0.31,-0.67,0.25,0.0,-0.0015,0.0004,0.0021,0.696,0.417,,1.2,,,,,
0.283,,0.0014,0.0054,0.014,-0.31,-0.66,0.22,0.0,0.002,-0.0004,0.003,0.696,0.417,,1.172,,,,,
0.356,,0.0018,0.0048,0.014,-0.31,-0.63,0.2,0.0,0.0041,-0.0045,0.0033,0.689,0.417,,1.172,,,,,
0.383,,0.0014,0.0048,0.012,-0.3,-0.63,0.22,0.0,0.0015,-0.0043,0.0027,0.689,0.417,,1.177,,,,,
0.434,,0.0013,0.0048,0.014,-0.3,-0.64,0.22,0.0,0.0012,-0.0043,-0.0017,0.69,0.419,1.042,1.177,,,,,
0.483,,0.0011,0.0048,0.012,-0.3,-0.64,0.24,0.0,-0.0005,-0.0032,0.0002,0.69,0.419,1.042,1.193,,,,,
0.533,,0.0007,0.0057,0.014,-0.29,-0.68,0.25,0.0,-0.0028,0.0019,-0.0032,0.691,0.417,,1.193,,,,,
0.583,,0.0013,0.0048,0.011,-0.29,-0.64,0.22,0.0,0.0008,-0.003,-0.0006,0.691,0.417,,1.189,,,,,
0.639,,0.0007,0.0048,0.014,-0.29,-0.64,0.25,0.0,-0.0024,-0.0033,-0.0049,0.69,0.418,,1.189,,,,,
0.694,,0.0007,0.0052,0.013,-0.29,-0.66,0.24,0.0,-0.0024,-0.0008,-0.001,0.69,0.418,,1.187,,,,,
0.738,,0.0011,0.0048,0.015,-0.29,-0.63,0.22,0.0,0.0002,-0.003,-0.0007,0.692,0.419,1.025,1.187,,,,,
0.783,,0.0025,0.0048,0.012,-0.29,-0.64,0.16,0.0,0.0075,-0.0029,0.0038,0.692,0.419,1.025,1.175,,,,,
0.833,,0.0017,0.0048,0.012,-0.29,-0.63,0.19,0.0,0.0026,-0.0031,-0.0006,0.691,0.417,,1.175,,,,,
0.899,,0.0007,0.0062,0.013,-0.29,-0.7,0.24,0.0,-0.0024,0.0047,-0.0026,0.691,0.417,,1.186,,,,,
0.946,,0.0015,0.0052,0.014,-0.29,-0.65,0.2,0.0,0.0025,-0.0012,-0.0012,0.69,0.416,,1.186,,,,,
0.997,,0.0011,0.0056,0.014,-0.28,-0.67,0.23,0.0,0.001,0.0006,0.0015,0.69,0.416,,1.192,,,,,
1.056,,0.0009,0.0058,0.013,-0.28,-0.67,0.23,0.0,-0.0002,0.0014,0.0033,0.691,0.417,,1.192,,,,,
1.097,,0.0012,0.0056,0.013,-0.28,-0.66,0.22,0.0,0.0022,-0.0001,0.0013,0.691,0.417,,1.192,,,,,
1.18,,0.0013,0.0048,0.015,-0.28,-0.63,0.22,0.0,0.0021,-0.0043,0.0002,0.689,0.417,,1.192,,,,,
1.21,,0.0015,0.0048,0.015,-0.28,-0.63,0.21,0.0,0.0032,-0.0042,0.0039,0.689,0.417,,1.188,,,,,
1.234,,0.0013,0.0054,0.015,-0.27,-0.66,0.22,0.0,0.0016,-0.0001,0.0057,0.689,0.419,,1.188,,,,,
1.304,,0.0006,0.0054,0.015,-0.27,-0.66,0.25,0.0,-0.0019,-0.0001,0.0056,0.689,0.419,,1.186,,,,,
1.333,,0.001,0.0054,0.013,-0.27,-0.66,0.23,0.0,0.0009,0.0004,0.0047,0.691,0.417,,1.186,,,,,
1.383,,0.0013,0.0048,0.011,-0.26,-0.63,0.21,0.0,0.0023,-0.0036,-0.0004,0.691,0.417,,1.172,,,,,
