time_s,x_m,y_m,z_down_m
0.246,-0.5814,-1.7123,0.012
0.249,-0.5821,-1.7128,0.011
0.329,-0.5824,-1.7119,0.012
0.427,-0.582,-1.7114,0.012
0.533,-0.5819,-1.7116,0.012
0.628,-0.5821,-1.7123,0.012
0.727,-0.5819,-1.7115,0.012
0.862,-0.5818,-1.712,0.015
0.928,-0.584,-1.7101,0.014
1.029,-0.5832,-1.7096,0.014
1.155,-0.5842,-1.7092,0.012
1.228,-0.5842,-1.7092,0.012
1.327,-0.5842,-1.7093,0.014
1.447,-0.5834,-1.7097,0.012
1.527,-0.5842,-1.7092,0.012
1.629,-0.5837,-1.7097,0.011
1.736,-0.583,-1.7103,0.011
1.83,-0.5843,-1.7092,0.011
1.928,-0.5839,-1.7095,0.012
2.057,-0.5846,-1.7093,0.012
2.129,-0.5815,-1.7122,0.009
2.229,-0.5809,-1.712,0.011
2.354,-0.5817,-1.712,0.01
2.428,-0.5815,-1.7116,0.012
2.527,-0.5807,-1.7123,0.012
2.642,-0.5815,-1.7118,0.013
2.727,-0.0001,0.0002,0.012
2.827,-0.0002,-0.0004,0.012
2.932,-0.0006,0.0,0.011
3.028,-0.0,0.0003,0.012
3.127,-0.0008,0.0002,0.013
3.234,-0.0002,-0.0008,0.013
3.327,-0.0007,-0.0008,0.011
3.461,0.0006,-0.0008,0.011
3.527,-0.0006,-0.0,0.011
3.628,-0.0004,0.0002,0.011
3.748,-0.0004,-0.0008,0.013
3.827,0.0006,-0.0007,0.01
3.927,-0.0006,-0.0007,0.011
4.037,0.0001,-0.0007,0.012
4.127,-0.0008,-0.0005,0.011
4.227,-0.0012,-0.0007,0.011
4.327,0.0006,-0.0008,0.012
4.426,0.0032,0.0008,0.012
4.528,0.0028,0.001,0.01
4.659,0.0,-0.0006,0.011
4.727,0.0003,0.0006,0.011
4.827,0.0003,0.0001,0.013
4.955,0.0009,-0.0006,0.014
5.027,0.0005,-0.0001,0.012
5.127,0.0005,0.001,0.012
5.231,0.0005,0.0005,0.011
5.327,0.0007,-0.0006,0.013
5.427,0.0005,-0.0001,0.013
5.531,-0.0002,0.0001,0.014
5.627,0.0005,0.0001,0.01
5.727,0.0007,-0.0001,0.011
5.829,0.002,0.0003,0.011
5.926,0.0029,0.001,0.012
6.061,0.0029,0.001,0.012
6.131,0.002,0.0003,0.013
6.227,0.0031,0.0003,0.012
6.351,0.0027,-0.0004,0.013
6.426,0.0031,0.0001,0.012
6.527,0.0033,0.0007,0.011
6.638,0.0026,-0.0001,0.01
6.725,0.0004,-0.0001,0.012
6.826,-0.0002,0.0018,0.013
6.933,0.0004,-0.0001,0.011
7.026,0.0004,0.0018,0.012
7.128,0.0006,0.0003,0.012
7.226,0.0028,0.0001,0.013
7.326,0.0026,0.0001,0.01
7.426,0.0031,0.0001,0.012
7.54,0.0024,0.0008,0.011
7.626,0.0019,-0.0005,0.012
7.726,0.0029,-0.0009,0.013
7.831,0.0029,-0.0011,0.011
7.927,0.0024,0.0,0.015
8.026,0.0036,-0.001,0.012
8.139,0.008,-0.0049,0.01
8.226,0.0146,-0.0163,0.0
8.326,0.0255,-0.0179,0.0
8.43,0.0086,-0.0008,0.0
8.527,-0.0148,0.011,0.007
8.659,-0.0348,0.0115,0.026
8.726,-0.0472,0.0059,0.049
8.826,-0.0364,-0.0006,0.069
8.946,-0.0152,-0.0084,0.087
9.026,0.0073,-0.0119,0.11
9.126,0.0254,-0.0118,0.136
9.24,0.0378,-0.0092,0.159
9.327,0.0418,-0.0057,0.194
9.426,0.0418,0.0012,0.24
9.529,0.0314,0.0047,0.285
9.625,0.0182,0.01,0.33
9.725,0.006,0.0121,0.369
9.854,-0.0038,0.0099,0.402
9.926,-0.0191,0.0087,0.431
10.026,-0.0199,0.0051,0.457
10.152,-0.0107,-0.0002,0.475
10.226,0.0028,-0.0011,0.49
10.325,0.0186,-0.0023,0.498
10.437,0.0335,-0.0014,0.509
10.524,0.0433,0.003,0.517
10.625,0.0474,0.0124,0.523
10.732,0.0478,0.0194,0.527
10.825,0.0427,0.0284,0.526
10.925,0.0332,0.0324,0.525
11.024,0.0238,0.033,0.523
11.124,0.0181,0.029,0.53
11.225,0.013,0.0204,0.536
11.333,0.0198,0.0042,0.544
11.424,0.0293,-0.0038,0.545
11.525,0.0456,-0.0083,0.548
11.646,0.0583,-0.0069,0.554
11.724,0.0687,0.0015,0.554
11.825,0.0764,0.0122,0.554
11.958,0.0766,0.0274,0.55
12.024,0.0703,0.0335,0.538
12.125,0.0629,0.0357,0.531
12.269,0.0513,0.0264,0.533
12.325,0.0478,0.0151,0.537
12.425,0.0446,-0.0003,0.543
12.54,0.0429,-0.0137,0.547
12.624,0.0445,-0.0238,0.547
12.724,0.0495,-0.0244,0.545
12.836,0.0533,-0.0172,0.538
12.925,0.0567,-0.0067,0.538
13.024,0.0614,0.0118,0.536
13.125,0.0573,0.0222,0.534
13.228,0.0513,0.03,0.532
13.323,0.0424,0.0345,0.529
13.424,0.0379,0.0319,0.527
13.53,0.0352,0.0235,0.529
13.624,0.0345,0.0127,0.529
13.724,0.0399,0.0024,0.532
13.823,0.0463,-0.0044,0.534
13.923,0.055,-0.0072,0.534
14.023,0.0644,0.0019,0.532
14.136,0.0677,0.0137,0.535
14.224,0.0669,0.0326,0.536
14.325,0.0602,0.0414,0.531
14.446,0.0528,0.051,0.533
14.524,0.0383,0.0527,0.533
14.624,0.0278,0.0519,0.532
14.76,0.0153,0.0474,0.534
14.824,0.0087,0.0427,0.536
14.924,0.0016,0.0365,0.534
15.066,-0.0061,0.0317,0.533
15.123,-0.0033,0.0349,0.53
15.224,-0.0038,0.0453,0.528
15.339,0.0007,0.0562,0.527
15.424,0.0093,0.0658,0.529
15.524,0.0133,0.0746,0.523
15.624,0.0162,0.0762,0.526
15.726,0.0187,0.0669,0.521
15.825,0.0163,0.066,0.517
15.924,0.0074,0.0584,0.518
16.028,-0.0032,0.0517,0.519
16.123,-0.0114,0.0514,0.52
16.223,-0.0156,0.055,0.518
16.325,-0.0143,0.0603,0.522
16.423,-0.0088,0.0657,0.521
16.524,0.0021,0.0687,0.518
16.643,0.0197,0.0683,0.52
16.723,0.0344,0.0637,0.517
16.823,0.049,0.0585,0.516
16.955,0.065,0.0486,0.517
17.023,0.0772,0.0378,0.516
17.124,0.0962,0.0276,0.513
17.267,0.1132,0.0214,0.516
17.323,0.1309,0.019,0.515
17.423,0.1561,0.0192,0.522
17.546,0.1804,0.0215,0.532
17.622,0.2154,0.0269,0.55
17.723,0.2486,0.0296,0.572
17.823,0.2865,0.0348,0.569
17.935,0.325,0.0352,0.535
18.023,0.3633,0.0372,0.501
18.123,0.3978,0.0363,0.476
18.223,0.4356,0.0358,0.465
18.323,0.4717,0.0355,0.467
18.423,0.5089,0.0341,0.479
18.531,0.5498,0.0343,0.491
18.624,0.5899,0.033,0.499
18.722,0.6295,0.0349,0.505
18.839,0.6699,0.0374,0.503
18.923,0.7063,0.0396,0.5
19.023,0.7424,0.0428,0.503
19.155,0.773,0.0464,0.5
19.222,0.8033,0.0486,0.505
19.323,0.8284,0.0489,0.509
19.466,0.8565,0.0485,0.51
19.522,0.8783,0.0469,0.509
19.624,0.9019,0.0464,0.509
19.771,0.9201,0.0461,0.51
19.826,0.9426,0.0455,0.51
19.924,0.9558,0.0439,0.505
20.022,0.9714,0.0424,0.51
20.13,0.9823,0.0421,0.509
20.222,0.9936,0.0401,0.508
20.322,1.0003,0.0402,0.508
20.435,1.0114,0.0349,0.508
20.522,1.0188,0.0346,0.505
20.622,1.0203,0.0326,0.507
20.75,1.0202,0.0308,0.501
20.823,1.0213,0.0312,0.507
20.922,1.0324,0.0316,0.505
21.068,1.0551,0.0297,0.508
21.129,1.0889,0.0264,0.505
21.222,1.1252,0.0243,0.503
21.367,1.1619,0.0216,0.501
21.424,1.1951,0.0179,0.504
21.522,1.2295,0.0132,0.507
21.621,1.2519,0.0129,0.509
21.725,1.2676,0.0116,0.505
21.822,1.2748,0.0149,0.501
21.922,1.2726,0.0176,0.496
22.026,1.2638,0.0198,0.498
22.122,1.2545,0.0203,0.499
22.222,1.2479,0.024,0.501
22.326,1.2463,0.0282,0.501
22.422,1.2527,0.0273,0.501
22.521,1.262,0.0255,0.501
22.626,1.2734,0.0183,0.505
22.721,1.2764,0.0105,0.508
22.822,1.2765,-0.0045,0.507
22.94,1.2635,-0.0226,0.512
23.022,1.2423,-0.0417,0.508
23.122,1.2134,-0.0623,0.504
23.256,1.1763,-0.0871,0.5
23.321,1.1418,-0.1134,0.501
23.421,1.1081,-0.1394,0.505
23.566,1.0737,-0.1651,0.508
23.626,1.0483,-0.1864,0.508
23.722,1.0239,-0.2021,0.51
23.857,1.0083,-0.2128,0.509
23.923,0.9968,-0.2232,0.505
24.022,0.9876,-0.2275,0.503
24.121,0.9842,-0.2313,0.5
24.225,0.9808,-0.2305,0.501
24.322,0.9738,-0.2308,0.497
24.421,0.967,-0.2355,0.499
24.522,0.9691,-0.2433,0.496
24.621,0.9758,-0.2497,0.495
24.721,0.9894,-0.2571,0.497
24.838,1.0049,-0.2616,0.496
24.921,1.0217,-0.2663,0.498
25.021,1.0354,-0.2676,0.498
25.153,1.0503,-0.2666,0.497
25.221,1.0612,-0.2638,0.498
25.32,1.0669,-0.2575,0.497
25.464,1.0605,-0.2537,0.5
25.521,1.0523,-0.2534,0.498
25.622,1.0399,-0.2531,0.499
25.78,1.035,-0.2565,0.501
25.829,1.0332,-0.262,0.503
25.921,1.0369,-0.2656,0.5
26.021,1.0445,-0.2668,0.505
26.132,1.056,-0.2642,0.503
26.22,1.0628,-0.2528,0.503
26.32,1.0704,-0.2457,0.505
26.421,1.0736,-0.2367,0.509
26.52,1.0755,-0.2275,0.507
26.621,1.0775,-0.2254,0.504
26.737,1.076,-0.2283,0.5
26.82,1.0743,-0.2345,0.501
26.92,1.0741,-0.2366,0.505
27.044,1.0756,-0.2384,0.508
27.12,1.0822,-0.2293,0.507
27.22,1.0885,-0.2096,0.504
27.354,1.0953,-0.188,0.5
27.423,1.1016,-0.1548,0.501
27.52,1.1096,-0.1164,0.499
27.657,1.1223,-0.0801,0.498
27.722,1.1276,-0.0483,0.501
27.82,1.1354,-0.0119,0.504
27.921,1.1454,0.0247,0.505
28.02,1.1533,0.0552,0.501
28.12,1.1624,0.0842,0.503
28.221,1.1742,0.1169,0.501
28.319,1.1822,0.142,0.5
28.42,1.1862,0.1647,0.504
28.52,1.1855,0.1857,0.508
28.632,1.1819,0.2033,0.51
28.72,1.1743,0.217,0.507
28.82,1.1641,0.224,0.505
28.946,1.153,0.2306,0.505
29.019,1.1423,0.2311,0.504
29.121,1.1281,0.2304,0.508
29.258,1.1205,0.2281,0.508
29.32,1.1161,0.2334,0.507
29.419,1.129,0.2375,0.505
29.548,1.1442,0.2423,0.505
29.621,1.1556,0.2476,0.501
29.72,1.1684,0.256,0.503
29.82,1.1798,0.2615,0.501
29.924,1.1921,0.2625,0.507
30.021,1.2047,0.266,0.505
30.12,1.2134,0.2645,0.503
30.223,1.2174,0.2558,0.501
30.319,1.2139,0.248,0.497
30.42,1.2046,0.2474,0.495
30.528,1.1953,0.2441,0.495
30.62,1.1849,0.2471,0.499
30.72,1.1779,0.2467,0.5
30.843,1.1741,0.2419,0.503
30.919,1.1749,0.2268,0.501
31.019,1.1808,0.2088,0.504
31.157,1.1875,0.1837,0.503
31.219,1.1932,0.1557,0.501
31.32,1.1979,0.123,0.504
31.473,1.2008,0.0844,0.503
31.52,1.1993,0.0425,0.501
31.621,1.1949,0.0042,0.501
31.731,1.1881,-0.0339,0.503
31.82,1.1787,-0.0754,0.501
31.92,1.1719,-0.1047,0.503
32.019,1.1678,-0.1317,0.501
32.119,1.1632,-0.156,0.501
32.219,1.1644,-0.1807,0.501
32.319,1.1695,-0.2041,0.501
32.423,1.1755,-0.2191,0.501
