time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.239,,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.423,,1.192,,,,,
0.243,,0.0014,0.0001,0.014,0.07,-0.51,0.35,0.0,0.0025,0.0005,0.0042,0.685,0.419,,1.183,,,,,
0.247,,0.0014,0.0001,0.017,0.07,-0.52,0.34,0.0,0.003,0.001,-0.0027,0.685,0.419,,1.183,,,,,
0.251,,0.0017,0.0001,0.017,0.06,-0.51,0.33,0.0,0.004,0.001,0.0005,0.685,0.423,,1.189,,,,,
0.334,,0.0015,0.0003,0.016,0.07,-0.52,0.34,0.0,0.0029,0.0017,0.0021,0.685,0.423,,1.189,,,,,
0.338,,0.0008,0.0003,0.014,0.07,-0.51,0.37,0.0,-0.0009,0.0007,0.0003,0.685,0.427,,1.179,,,,,
0.384,,0.001,-0.0003,0.016,0.07,-0.48,0.36,0.0,0.0007,-0.0026,-0.0048,0.682,0.427,,1.179,,,,,
0.433,,0.001,-0.0008,0.015,0.07,-0.47,0.37,0.0,0.0009,-0.0058,-0.003,0.682,0.423,,1.196,,,,,
0.483,,0.0012,0.0004,0.014,0.07,-0.52,0.36,0.0,0.0015,0.0003,-0.0035,0.686,0.423,,1.196,,,,,
0.535,,0.0012,-0.0006,0.016,0.07,-0.49,0.36,0.0,0.0018,-0.0048,-0.0053,0.686,0.421,,1.191,,,,,
0.583,,0.0006,-0.0006,0.016,0.07,-0.49,0.39,0.0,-0.0016,-0.0045,-0.0013,0.681,0.421,,1.191,,,,,
0.638,,0.001,0.0001,0.014,0.07,-0.52,0.38,0.0,0.0008,-0.0003,0.0009,0.681,0.422,,1.201,,,,,
0.688,,0.0014,-0.0003,0.016,0.07,-0.5,0.36,0.0,0.0029,-0.0027,-0.0019,0.683,0.422,,1.201,,,,,
0.754,,0.0008,-0.0003,0.016,0.07,-0.5,0.39,0.0,-0.001,-0.0032,0.0011,0.683,0.42,,1.202,,,,,
0.786,,0.0012,-0.0003,0.019,0.07,-0.5,0.37,0.0,0.0013,-0.0031,0.0032,0.686,0.42,,1.202,,,,,
0.858,,0.0014,-0.0003,0.015,0.07,-0.51,0.36,0.0,0.0028,-0.0033,0.0104,0.686,0.42,,1.183,,,,,
0.9,,0.0013,0.0001,0.015,0.07,-0.52,0.36,0.0,0.0015,-0.0006,0.004,0.686,0.42,,1.183,,,,,
0.934,,0.0015,0.0003,0.015,0.07,-0.54,0.36,0.0,0.0028,0.0011,-0.0,0.686,0.423,,1.193,,,,,
0.985,,0.0013,-0.0005,0.017,0.07,-0.51,0.38,0.0,0.0013,-0.0031,-0.0026,0.685,0.423,,1.193,,,,,
1.049,,0.0017,-0.0014,0.014,0.07,-0.48,0.36,0.0,0.0028,-0.0078,0.0005,0.685,0.422,,1.18,,,,,
1.084,,0.0013,0.0001,0.017,0.07,-0.55,0.38,0.0,0.0005,0.0012,-0.0046,0.684,0.422,,1.18,,,,,
1.153,,0.0006,-0.0003,0.016,0.07,-0.52,0.41,0.0,-0.0025,-0.0016,-0.0004,0.684,0.427,,1.191,,,,,
1.183,,0.0013,0.0001,0.016,0.07,-0.54,0.38,0.0,0.0009,0.001,-0.0003,0.689,0.427,,1.191,,,,,
1.233,,0.0009,0.0,0.016,0.07,-0.54,0.4,0.0,-0.0011,0.0009,-0.0003,0.689,0.423,,1.188,,,,,
1.325,,0.0009,0.0002,0.017,0.07,-0.54,0.39,0.0,-0.0009,0.0015,0.0002,0.686,0.423,,1.188,,,,,
1.333,,0.0011,-0.0012,0.016,0.07,-0.47,0.38,0.0,0.0005,-0.0069,0.0021,0.686,0.427,,1.19,,,,,
1.397,,0.0016,0.0003,0.018,0.07,-0.54,0.36,0.0,0.0029,0.0019,0.0006,0.686,0.427,,1.19,,,,,
1.436,,0.0016,-0.0004,0.014,0.07,-0.51,0.36,0.0,0.003,-0.002,0.0043,0.686,0.42,,1.169,,,,,
1.492,,0.0014,0.0003,0.013,0.07,-0.53,0.37,0.0,0.0021,0.0015,-0.0025,0.683,0.42,,1.169,,,,,
1.537,,0.0014,0.0003,0.016,0.07,-0.54,0.36,0.0,0.0024,0.0013,-0.0083,0.683,0.42,,1.196,,,,,
1.596,,0.0016,0.0001,0.016,0.07,-0.53,0.35,0.0,0.0035,0.001,-0.0047,0.687,0.42,,1.196,,,,,
1.651,,0.0016,0.0001,0.017,0.07,-0.53,0.36,0.0,0.0033,0.0006,-0.0019,0.687,0.428,,1.194,,,,,
1.685,,0.0016,-0.0013,0.017,0.07,-0.48,0.37,0.0,0.0024,-0.0065,0.0024,0.687,0.428,,1.194,,,,,
1.732,,0.0012,-0.0006,0.017,0.07,-0.5,0.39,0.0,0.0002,-0.0028,0.0049,0.687,0.42,,1.197,,,,,
1.783,,0.0012,-0.0015,0.016,0.07,-0.46,0.39,0.0,-0.0005,-0.0072,0.0059,0.68,0.42,,1.197,,,,,
1.834,,0.0014,-0.0012,0.016,0.07,-0.47,0.39,0.0,0.0006,-0.0057,0.0035,0.68,0.421,,1.202,,,,,
1.897,,0.0045,-0.0006,0.017,0.07,-0.51,0.28,0.0,0.015,-0.001,0.0023,0.682,0.421,,1.202,,,,,
1.936,,0.0048,-0.0027,0.015,0.07,-0.43,0.29,0.0,0.0132,-0.0119,0.0029,0.682,0.426,,1.198,,,,,
1.998,,0.0053,0.0019,0.014,0.07,-0.61,0.3,0.0,0.0128,0.0118,-0.0014,0.69,0.426,,1.198,,,,,
2.039,,0.0059,0.0021,0.015,0.07,-0.59,0.3,0.0,0.0141,0.0093,-0.0058,0.69,0.419,,1.195,,,,,
2.082,,0.0026,0.0023,0.016,0.07,-0.56,0.44,0.0,-0.0047,0.0071,-0.0055,0.684,0.419,,1.195,,,,,
2.132,,0.0011,0.0038,0.016,0.07,-0.61,0.48,0.0,-0.0109,0.0134,-0.0023,0.684,0.421,,1.184,,,,,
2.191,,0.0022,0.0027,0.013,0.07,-0.54,0.42,0.0,-0.003,0.0051,-0.0007,0.682,0.421,,1.184,,,,,
2.238,,0.0026,0.0023,0.016,0.07,-0.51,0.38,0.0,0.0008,0.0017,-0.0057,0.682,0.423,,1.185,,,,,
2.292,,0.0005,0.0038,0.017,0.07,-0.56,0.46,0.0,-0.0096,0.0082,-0.0017,0.683,0.423,,1.185,,,,,
2.335,,0.0025,0.0024,0.016,0.06,-0.48,0.36,0.0,0.0031,-0.0014,0.0031,0.683,0.422,,1.204,,,,,
2.382,,0.0023,0.0022,0.017,0.06,-0.46,0.36,0.0,0.0019,-0.0031,0.0036,0.688,0.422,,1.204,,,,,
2.434,,0.0006,0.0021,0.014,0.06,-0.45,0.42,0.0,-0.007,-0.0043,0.0054,0.688,0.42,,1.2,,,,,
2.487,,0.0023,0.004,0.015,0.06,-0.53,0.35,0.0,0.0027,0.006,-0.0006,0.685,0.42,,1.2,,,,,
2.543,,0.001,0.004,0.017,0.06,-0.52,0.39,0.0,-0.0033,0.0049,-0.0017,0.685,0.424,,1.177,,,,,
2.6,,0.0025,0.004,0.016,0.06,-0.51,0.32,0.0,0.0057,0.0038,0.0021,0.683,0.424,,1.177,,,,,
2.631,,0.0025,0.0022,0.015,0.07,-0.43,0.33,0.0,0.005,-0.0067,0.0017,0.683,0.427,1.031,1.189,,,,,
2.683,,0.0019,0.0022,0.015,0.07,-0.44,0.36,0.0,0.002,-0.0067,-0.0011,0.687,0.427,1.031,1.189,,,,,
2.749,,0.0019,0.003,0.016,0.07,-0.48,0.36,0.0,0.0022,-0.0018,-0.0028,0.687,0.418,,1.187,,,,,
2.801,,0.0005,0.0039,0.017,0.07,-0.53,0.42,0.0,-0.0052,0.004,-0.0011,0.681,0.418,,1.187,,,,,
2.841,,0.0026,0.004,0.018,0.07,-0.53,0.33,0.0,0.0066,0.004,0.0022,0.681,0.428,,1.195,,,,,
2.913,,0.0017,0.0038,0.015,0.07,-0.52,0.37,0.0,0.0016,0.0024,0.0061,0.686,0.428,,1.195,,,,,
