time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.241,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694,0.415,,1.284,,,,,
0.244,,-0.0048,0.0272,0.013,0.16,-0.4,0.39,0.0,-0.0095,0.0012,0.0013,0.688,0.415,,1.284,,,,,
0.249,,-0.0048,0.0274,0.014,0.16,-0.41,0.39,0.0,-0.0073,0.0011,0.0007,0.688,0.409,,1.283,,,,,
0.252,,-0.0068,0.0271,0.013,0.16,-0.4,0.46,0.0,0.0023,-0.0004,0.0027,0.685,0.409,,1.283,,,,,
0.317,,-0.0061,0.0261,0.013,0.16,-0.35,0.43,0.0,0.0024,0.0007,0.0016,0.685,0.409,,1.29,,,,,
0.328,,-0.0049,0.0271,0.009,0.16,-0.4,0.38,0.0,0.0019,0.0009,0.0,0.689,0.409,,1.29,,,,,
0.378,,-0.0049,0.0273,0.014,0.16,-0.41,0.38,0.0,-0.0016,-0.0036,-0.0092,0.689,0.411,,1.291,,,,,
0.43,,-0.0049,0.0273,0.015,0.16,-0.4,0.39,0.0,0.0019,0.0001,-0.0031,0.69,0.411,,1.291,,,,,
0.479,,-0.0048,0.0273,0.013,0.16,-0.4,0.39,0.0,-0.004,-0.0038,0.0025,0.69,0.416,,1.284,,,,,
0.529,,-0.0056,0.0266,0.011,0.17,-0.37,0.42,0.0,0.0015,-0.0012,0.001,0.69,0.416,,1.284,,,,,
0.585,,-0.0048,0.0273,0.011,0.17,-0.4,0.4,0.0,-0.0107,-0.0001,-0.0043,0.69,0.409,,1.285,,,,,
0.637,,-0.0048,0.025,0.012,0.17,-0.31,0.39,0.0,0.0019,-0.0008,-0.0073,0.693,0.409,,1.285,,,,,
0.678,,-0.0049,0.0273,0.013,0.16,-0.4,0.39,0.0,0.0023,0.0003,-0.0064,0.693,0.413,,1.285,,,,,
0.747,,-0.0048,0.0273,0.013,0.16,-0.4,0.39,0.0,0.002,-0.0133,-0.0033,0.689,0.413,,1.285,,,,,
0.788,,-0.0049,0.0273,0.015,0.16,-0.41,0.39,0.0,0.0021,0.0001,-0.0017,0.689,0.408,,1.278,,,,,
0.842,,-0.0074,0.027,0.011,0.17,-0.4,0.49,0.0,-0.0099,-0.0001,0.004,0.685,0.408,,1.278,,,,,
