time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.229,,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679,0.406,2.479,,,,
0.233,,-7.6807,-0.7212,0.013,-0.19,-1.69,-0.04,0.0,-0.0008,0.0181,0.0023,0.679,0.406,,,,,
0.237,,-7.6807,-0.7206,0.013,-0.19,-1.67,-0.05,0.0,0.0003,0.0174,-0.0013,0.68,0.407,,,,,
0.243,,-7.6807,-0.7203,0.013,-0.19,-1.64,-0.06,0.0,0.0016,0.0155,-0.0034,0.68,0.407,,,,,
0.284,,-7.6811,-0.7197,0.013,-0.19,-1.63,-0.04,0.0,-0.0005,0.0155,-0.0044,0.679,0.408,,,,,
0.334,,-7.6825,-0.7292,0.015,-0.2,-1.17,0.02,0.0,-0.0081,-0.0397,-0.0041,0.679,0.408,,,,,
0.384,,-7.6822,-0.7262,0.012,-0.19,-1.42,-0.01,0.0,-0.0053,-0.0126,0.003,0.676,0.406,,,,,
0.441,,-7.6824,-0.7266,0.013,-0.19,-1.44,-0.02,0.0,-0.0049,-0.0121,-0.003,0.676,0.406,,,,,
0.494,,-7.6822,-0.7268,0.012,-0.2,-1.46,-0.04,0.0,-0.0024,-0.0109,-0.0038,0.679,0.408,,,,,
0.533,,-7.6814,-0.7267,0.012,-0.21,-1.5,-0.09,0.0,0.0029,-0.0064,-0.0069,0.679,0.408,,,,,
0.584,,-7.6815,-0.726,0.012,-0.21,-1.55,-0.08,0.0,0.0021,-0.0003,-0.0077,0.679,0.408,,,,,
0.633,,-7.6815,-0.7265,0.013,-0.21,-1.52,-0.09,0.0,0.0028,-0.0017,-0.0075,0.679,0.408,,,,,
0.683,,-7.6819,-0.7272,0.015,-0.2,-1.49,-0.06,0.0,-0.0002,-0.0052,-0.0039,0.678,0.408,,,,,
0.734,,-7.6819,-0.7267,0.014,-0.2,-1.52,-0.06,0.0,0.0004,-0.0011,0.0032,0.678,0.408,,,,,
0.81,,-7.6824,-0.7264,0.015,-0.2,-1.54,-0.05,0.0,-0.002,0.001,0.0044,0.679,0.405,,,,,
0.874,,-7.6821,-0.7295,0.015,-0.19,-1.4,-0.06,0.0,-0.0007,-0.015,0.0068,0.679,0.405,,,,,
0.893,,-7.6826,-0.729,0.012,-0.19,-1.46,-0.05,0.0,-0.0025,-0.009,0.0071,0.677,0.405,,,,,
0.935,,-7.6821,-0.73,0.013,-0.2,-1.43,-0.08,0.0,0.0009,-0.0122,-0.0004,0.677,0.405,,,,,
0.984,,-7.6828,-0.7291,0.014,-0.19,-1.49,-0.05,0.0,-0.0019,-0.0046,-0.0027,0.681,0.407,,,,,
1.034,,-7.6823,-0.73,0.014,-0.19,-1.46,-0.08,0.0,0.0009,-0.0084,-0.0014,0.681,0.407,,,,,
1.085,,-7.6827,-0.7286,0.014,-0.19,-1.53,-0.06,0.0,-0.0017,0.0006,-0.0011,0.679,0.407,,,,,
1.166,,-7.682,-0.7288,0.012,-0.2,-1.52,-0.1,0.0,0.0023,-0.0005,-0.0007,0.679,0.407,,,,,
1.186,,-7.6827,-0.7298,0.012,-0.19,-1.46,-0.07,0.0,-0.001,-0.0066,-0.0046,0.677,0.404,,,,,
