time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.445,,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679,0.391,,,,,
0.449,,2.3523,1.8327,0.009,0.67,-0.42,0.38,0.0,0.0015,-0.0037,0.0,0.679,0.391,,,,,
0.454,,2.351,1.8316,0.008,0.67,-0.38,0.42,0.0,-0.0043,-0.0088,-0.0039,0.683,0.391,,,,,
0.458,,2.3533,1.8317,0.008,0.65,-0.39,0.33,0.0,0.0077,-0.0075,-0.008,0.683,0.391,,,,,
0.463,,2.3521,1.8317,0.011,0.65,-0.39,0.38,0.0,0.001,-0.0076,-0.0096,0.68,0.388,,,,,
0.467,,2.3531,1.8339,0.011,0.63,-0.48,0.34,0.0,0.0065,0.0041,-0.0029,0.68,0.388,,,,,
0.471,,2.3522,1.8327,0.011,0.64,-0.43,0.38,0.0,0.0011,-0.0015,0.0007,0.681,0.391,,,,,
0.476,,2.3518,1.8328,0.01,0.63,-0.43,0.39,0.0,-0.0012,-0.0008,0.0034,0.681,0.391,,,,,
0.485,,2.3523,1.8321,0.008,0.63,-0.4,0.38,0.0,0.0011,-0.0045,0.0021,0.682,0.387,2.466,,,,
0.567,,2.3531,1.8328,0.011,0.62,-0.43,0.35,0.0,0.0056,-0.0015,-0.0041,0.682,0.387,2.466,,,,
0.61,,2.352,1.8332,0.009,0.62,-0.45,0.39,0.0,0.0005,0.0009,-0.0009,0.681,0.39,,,,,
0.636,,2.3518,1.8338,0.01,0.61,-0.47,0.41,0.0,-0.0013,0.0041,-0.0032,0.681,0.39,,,,,
0.685,,2.352,1.8327,0.01,0.6,-0.42,0.4,0.0,0.0003,-0.002,-0.0023,0.685,0.39,,,,,
0.736,,2.352,1.8332,0.009,0.6,-0.44,0.39,0.0,0.0004,0.0002,-0.0015,0.685,0.39,,,,,
0.786,,2.3518,1.8329,0.01,0.59,-0.43,0.4,0.0,-0.0011,-0.001,-0.0038,0.685,0.389,,,,,
0.836,,2.353,1.8327,0.01,0.58,-0.42,0.35,0.0,0.0057,-0.0021,-0.0021,0.685,0.389,,,,,
