time_s,x_m,y_m,z_down_m
0.238,0.0,0.0,0.012
0.24,-0.0008,0.001,0.012
0.243,-0.0009,0.001,0.013
0.245,-0.0008,0.001,0.014
0.278,-0.0008,0.0009,0.014
0.327,-0.0008,0.0014,0.012
0.378,-0.0008,0.0013,0.011
0.427,0.0005,0.0001,0.014
0.478,-0.0,0.0009,0.013
0.532,-0.0007,0.0009,0.012
0.585,-0.0008,0.001,0.012
0.627,0.0004,0.001,0.014
0.677,-0.0008,0.001,0.013
0.728,-0.0008,0.0013,0.011
0.777,0.0002,0.0009,0.012
0.829,-0.0007,0.0009,0.012
0.892,-0.0007,0.0009,0.013
0.927,-0.0008,0.001,0.01
0.995,-0.0007,0.001,0.011
1.027,-0.0001,0.0007,0.012
1.076,-0.0008,0.0011,0.011
1.128,-0.0008,0.0011,0.012
1.208,0.0019,0.0004,0.013
1.253,-0.0007,0.001,0.01
1.277,0.0003,0.0009,0.012
1.328,0.0005,0.0007,0.012
1.376,0.0015,0.001,0.011
1.427,-0.0006,0.0013,0.013
1.5,-0.0007,0.0011,0.014
1.537,-0.0007,0.001,0.012
1.577,-0.0007,0.0011,0.013
1.628,-0.0007,0.0012,0.014
1.677,-0.0007,0.0011,0.013
1.727,0.0009,0.0007,0.015
1.795,-0.0006,0.001,0.013
1.841,0.0015,0.0011,0.012
1.883,-0.0006,0.0011,0.012
1.927,0.0009,0.0011,0.014
1.976,-0.0006,0.0011,0.012
2.028,-0.0006,0.0014,0.012
2.084,-0.0007,0.0012,0.013
2.139,0.0019,0.0011,0.013
2.177,-0.0007,0.0012,0.015
2.226,-0.0009,0.0011,0.011
2.277,-0.001,0.0011,0.013
2.327,-0.001,0.0018,0.011
2.376,-0.0007,0.0012,0.013
2.432,-0.0007,0.0012,0.013
2.478,-0.0011,0.0016,0.012
2.528,-0.0012,0.0014,0.012
2.577,-0.0007,0.0013,0.011
2.659,-0.0008,0.0018,0.013
2.696,-0.0012,0.0014,0.012
