time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.249,,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684,0.414,,1.039,,,,,
0.292,,0.0042,-0.0138,0.013,0.06,-0.43,0.4,0.0,0.0004,0.001,-0.0043,0.684,0.414,,0.975,,,,,
0.341,,0.0049,-0.0147,0.013,0.06,-0.4,0.37,0.0,0.0033,-0.0037,-0.0004,0.683,0.414,,0.975,,,,,
0.391,,0.0047,-0.0147,0.015,0.06,-0.41,0.39,0.0,0.0019,-0.0032,0.002,0.683,0.415,,,,,,,
0.441,,0.0047,-0.0138,0.014,0.06,-0.44,0.39,0.0,0.0018,0.0016,0.008,0.679,0.415,,,,,,,
0.496,,0.0043,-0.0132,0.013,0.06,-0.47,0.41,0.0,-0.0011,0.0057,0.0081,0.679,0.413,2.387,,,,,,
0.545,,0.0047,-0.0141,0.012,0.06,-0.43,0.39,0.0,0.0006,0.0008,0.0057,0.681,0.413,2.387,,,,,,
0.596,,0.0047,-0.0147,0.013,0.06,-0.4,0.39,0.0,0.0009,-0.0025,0.0019,0.681,0.416,,1.062,,,,,
0.641,,0.0049,-0.0147,0.012,0.06,-0.41,0.38,0.0,0.002,-0.0022,0.0011,0.685,0.416,,1.062,,,,,
0.697,,0.0043,-0.013,0.012,0.06,-0.48,0.4,0.0,-0.0014,0.0062,-0.001,0.685,0.414,,1.094,,,,,
0.753,,0.0047,-0.0141,0.016,0.06,-0.43,0.38,0.0,0.0012,0.0005,-0.0019,0.682,0.414,,1.094,,,,,
0.792,,0.0043,-0.0132,0.014,0.07,-0.47,0.4,0.0,-0.0009,0.0054,0.0056,0.682,0.416,2.456,,,,,,
0.84,,0.0049,-0.0147,0.012,0.07,-0.4,0.37,0.0,0.0026,-0.0027,0.0054,0.686,0.416,2.456,,,,,,
0.903,,0.0047,-0.0138,0.014,0.06,-0.44,0.37,0.0,0.0019,0.0016,0.0014,0.686,0.416,,,,,,,
0.949,,0.005,-0.0146,0.013,0.07,-0.4,0.36,0.0,0.0029,-0.0039,0.0029,0.682,0.416,,,,,,,
1.005,,0.0045,-0.0147,0.013,0.07,-0.39,0.38,0.0,0.0011,-0.0046,0.0014,0.682,0.413,,1.083,,,,,
