time_s,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m
5.179,-0.0011,0.0001,0.007,0.15,-1.21,-0.22,0.0,-0.01,-0.0022,-0.0002,,1.626,,0.165,
5.23,-0.0019,-0.0001,0.007,0.15,-1.21,-0.19,0.0,-0.0044,-0.0033,-0.0003,,1.624,,0.165,
5.278,-0.0017,-0.0006,0.009,0.15,-1.19,-0.2,0.0,-0.0071,-0.0051,-0.002,,1.624,,0.165,
5.353,-0.0007,0.0006,0.009,0.16,-1.24,-0.24,0.0,-0.0072,-0.0026,0.003,,1.618,,0.165,
5.401,-0.0011,0.0004,0.007,0.16,-1.23,-0.23,0.0,-0.0058,-0.0013,-0.0012,,1.618,,0.166,
5.428,-0.0002,0.0002,0.007,0.16,-1.22,-0.26,0.0,-0.0029,-0.0022,-0.0005,,1.635,,0.166,
5.478,-0.0017,-0.0001,0.008,0.16,-1.21,-0.19,0.0,-0.0077,-0.002,-0.0021,,1.635,,0.166,
5.528,-0.0014,0.0004,0.008,0.17,-1.23,-0.21,0.0,-0.0066,-0.0055,0.0013,,1.628,,0.166,
5.578,-0.0014,0.0006,0.007,0.17,-1.24,-0.21,0.0,-0.0073,-0.0005,-0.0011,,1.628,,0.168,
5.643,-0.0003,-0.0003,0.007,0.17,-1.2,-0.27,0.0,-0.0054,0.0004,-0.0004,,1.619,,0.168,
5.684,-0.0014,-0.0003,0.006,0.17,-1.21,-0.23,0.0,-0.0061,-0.0028,-0.0019,,1.619,,0.163,
5.727,-0.0003,-0.0001,0.006,0.17,-1.23,-0.28,0.0,-0.003,0.0001,-0.0022,,1.626,,0.163,
5.779,-0.0012,0.0002,0.005,0.18,-1.23,-0.22,0.0,-0.0046,0.0037,-0.0025,,1.626,,0.165,
5.829,-0.0018,-0.0001,0.005,0.18,-1.22,-0.19,0.0,-0.0041,-0.0001,-0.0038,,1.626,,0.165,
5.878,-0.0016,0.0007,0.007,0.18,-1.25,-0.19,0.0,-0.0068,0.0029,-0.0022,,1.626,,0.166,
5.936,-0.0004,0.0012,0.007,0.18,-1.26,-0.24,0.0,0.0007,-0.0023,0.0012,,1.624,,0.166,
5.99,-0.0012,0.0012,0.006,0.18,-1.25,-0.2,0.0,-0.0052,0.0039,0.0004,,1.624,,0.165,
6.027,-0.0016,0.0002,0.006,0.18,-1.21,-0.18,-0.0,-0.0057,-0.001,0.0002,,1.619,,0.165,
6.078,-0.0018,0.0007,0.007,0.21,-1.22,-0.08,-0.0,-0.0066,0.0053,0.0064,,1.619,,0.165,
6.128,-0.0029,0.0007,0.007,0.26,-1.22,-0.03,-0.0,-0.0155,0.0153,0.0045,,1.634,,0.165,
6.178,-0.0081,0.0015,0.0,0.3,-0.86,0.05,-0.0,-0.0319,0.0262,0.0086,,1.634,,0.166,
6.235,-0.0068,0.0067,0.0,0.11,-0.39,-0.14,-0.0,-0.0094,0.0513,0.0315,,1.654,,0.166,
6.298,-0.0034,0.0148,0.0,0.04,-0.05,-0.05,-0.0,0.0046,0.0863,0.0718,,1.654,,0.154,
6.338,-0.0011,0.0204,0.0,0.07,0.55,-0.21,-0.0,0.0162,0.0866,0.1073,,1.688,,0.154,
6.379,-0.0006,0.0208,0.019,-0.0,1.07,0.21,-0.0,0.0182,0.0619,0.128,,1.688,,,
6.429,0.0031,0.0195,0.019,-0.12,1.41,0.38,-0.0,0.027,0.0285,0.1689,,1.698,,,
6.478,0.0089,0.0159,0.054,-0.33,1.51,0.35,-0.0,0.0441,-0.0167,0.2285,,1.698,,,
6.532,0.0057,0.006,0.054,-0.44,1.51,0.93,-0.0,0.0137,-0.0748,0.2579,,1.683,,,
6.582,0.0042,-0.0043,0.086,-0.58,0.75,1.03,-0.0,-0.0041,-0.1128,0.2657,,1.683,,2.04,
6.628,0.0028,-0.013,0.086,-0.67,-0.19,0.67,-0.0,-0.0201,-0.1358,0.2664,,1.653,,2.04,
6.678,0.0009,-0.018,0.111,-0.75,-1.24,0.41,-0.0,-0.0265,-0.1232,0.241,,1.653,,2.152,
6.727,-0.0008,-0.024,0.111,-0.81,-1.82,0.19,-0.0,-0.0278,-0.1055,0.2295,,1.655,,2.152,
6.798,-0.0014,-0.0285,0.127,-0.86,-1.95,-0.26,-0.0,-0.0247,-0.0871,0.1953,,1.655,,2.121,
6.833,-0.0024,-0.0323,0.127,-0.92,-1.77,-0.4,-0.0,-0.0199,-0.0744,0.1722,,1.671,,2.121,
6.888,-0.0025,-0.0363,0.134,-0.99,-1.75,-0.37,-0.0,-0.014,-0.0599,0.136,,1.671,,2.133,
6.948,-0.0019,-0.0376,0.134,-1.06,-1.73,-0.29,-0.0,-0.006,-0.0412,0.1207,,1.658,,2.133,
6.978,0.0005,-0.0383,0.146,-1.04,-1.54,-0.33,-0.0,0.0093,-0.0219,0.1234,,1.658,,2.134,
7.027,0.0022,-0.0378,0.146,-1.06,-1.24,-0.34,-0.0,0.0163,-0.0049,0.1066,2.117,1.65,,2.134,
7.109,0.0048,-0.0378,0.154,-1.08,-0.9,-0.23,-0.0,0.0271,0.0063,0.0807,2.117,1.65,,2.117,
7.129,0.0074,-0.036,0.154,-1.07,-0.62,-0.01,-0.0,0.0321,0.0148,0.0885,,1.652,,2.117,
7.182,0.0104,-0.035,0.163,-1.07,-0.25,0.18,-0.0,0.038,0.0235,0.0947,,1.652,,2.128,
7.232,0.0121,-0.0336,0.163,-1.06,-0.01,0.36,-0.0,0.0354,0.0232,0.0866,,1.639,,2.128,
7.277,0.0159,-0.032,0.173,-1.07,0.27,0.45,-0.0,0.0397,0.0227,0.0865,,1.639,,2.113,
7.327,0.018,-0.0308,0.173,-1.13,0.38,0.59,-0.0,0.0357,0.0208,0.0851,2.133,1.641,,2.113,
7.429,0.0204,-0.0306,0.178,-1.21,0.48,0.7,-0.0,0.032,0.0146,0.0688,2.133,1.641,,2.124,
7.46,0.0224,-0.0307,0.178,-1.24,0.59,0.73,-0.0,0.0299,0.01,0.0673,2.103,1.633,,2.124,
7.482,0.024,-0.0304,0.188,-1.27,0.49,0.67,-0.0,0.0236,0.0022,0.0771,2.103,1.633,,2.098,
7.528,0.025,-0.0314,0.188,-1.3,0.43,0.74,-0.0,0.0167,-0.0032,0.0739,,1.634,,2.098,
7.577,0.0258,-0.0327,0.195,-1.3,0.3,0.48,-0.0,0.0119,-0.0101,0.0703,,1.634,,2.121,
7.627,0.0258,-0.0351,0.195,-1.3,0.17,0.43,-0.0,0.0063,-0.0165,0.0626,,1.648,,2.121,
7.697,0.0259,-0.0388,0.2,-1.28,0.09,0.31,-0.0,0.002,-0.0278,0.0471,,1.648,,2.135,
7.765,0.0255,-0.0408,0.2,-1.34,-0.15,0.17,-0.0,-0.0012,-0.0276,0.0509,2.089,1.654,,2.135,
7.827,0.0251,-0.0432,0.206,-1.36,-0.25,0.29,-0.0,-0.0032,-0.0311,0.0453,2.089,1.654,,,
7.84,0.0246,-0.0478,0.206,-1.36,-0.23,0.16,-0.0,-0.0063,-0.0351,0.0454,,1.651,,,
7.886,0.0236,-0.0483,0.208,-1.31,-0.6,0.17,-0.0,-0.0074,-0.03,0.0434,,1.651,,,
7.927,0.0254,-0.0502,0.208,-1.25,-0.7,0.14,-0.0,-0.0053,-0.0253,0.0393,2.094,1.658,,,
7.977,0.0255,-0.0529,0.214,-1.15,-0.64,0.08,-0.0,-0.0062,-0.0217,0.039,2.094,1.658,,,
8.045,0.024,-0.053,0.214,-1.13,-0.69,0.05,-0.0,-0.0092,-0.0145,0.039,2.076,1.652,,,
8.089,0.0239,-0.052,0.217,-1.15,-0.59,0.08,-0.0,-0.0078,-0.0055,0.0301,2.076,1.652,,2.136,
8.127,0.0257,-0.051,0.217,-1.16,-0.52,0.16,-0.0,-0.0031,0.0023,0.0309,2.099,1.647,,2.136,
8.177,0.0257,-0.0496,0.217,-1.16,-0.34,0.15,-0.0,-0.0041,0.0092,0.0333,2.099,1.647,,2.169,
8.227,0.027,-0.046,0.217,-1.12,-0.14,0.06,-0.0,0.001,0.0175,0.0203,2.081,1.641,,2.169,
8.277,0.0271,-0.0437,0.22,-1.05,0.1,0.04,-0.0,0.0009,0.0262,0.0222,2.081,1.641,,2.144,
8.373,0.0287,-0.0415,0.22,-0.99,0.32,0.02,-0.0,0.0063,0.0239,0.0188,2.1,1.623,,2.144,
8.382,0.0305,-0.0402,0.225,-0.88,0.43,0.14,-0.0,0.0078,0.0198,0.0172,2.1,1.623,,2.151,
8.432,0.0316,-0.0375,0.225,-0.77,0.33,0.1,-0.0,0.0086,0.0208,0.0231,2.099,1.639,,2.151,
8.477,0.0328,-0.0367,0.223,-0.58,0.29,0.08,-0.0,0.0102,0.0171,0.0089,2.099,1.639,,2.107,
8.527,0.0342,-0.0363,0.223,-0.4,0.36,-0.09,-0.0,0.0116,0.0137,0.0042,2.086,1.683,,2.107,
8.577,0.038,-0.0366,0.225,-0.22,0.39,0.05,0.0,0.0218,0.0092,0.0097,2.086,1.683,,2.11,
8.636,0.041,-0.0389,0.225,-0.12,0.3,-0.06,0.0,0.0235,0.0004,0.0103,,1.725,,2.11,
8.7,0.0442,-0.0402,0.226,-0.04,0.24,-0.13,0.0,0.0276,-0.005,0.0119,,1.725,,2.113,
8.731,0.0468,-0.0404,0.226,-0.03,0.13,-0.19,0.0,0.0313,-0.0066,0.0103,2.077,1.74,,2.113,
8.778,0.0502,-0.0419,0.225,-0.02,0.07,-0.21,0.0,0.0372,-0.0098,0.0043,2.077,1.74,,2.131,
8.826,0.0539,-0.0419,0.225,0.02,0.08,-0.34,0.0,0.046,-0.0093,-0.0023,2.084,1.761,,2.131,
8.877,0.0566,-0.042,0.229,0.06,0.11,-0.3,0.0,0.0486,-0.0087,0.0057,2.084,1.761,,2.119,
8.927,0.0611,-0.0439,0.229,0.08,0.07,-0.25,0.0,0.0532,-0.0127,0.011,,,,2.119,
9.013,0.0652,-0.0451,0.225,0.1,0.05,-0.28,0.0,0.0577,-0.0144,0.0015,,,,2.11,
9.026,0.0696,-0.0467,0.225,0.11,0.04,-0.25,0.0,0.065,-0.0165,-0.0035,,1.768,,2.11,
9.077,0.0739,-0.0475,0.228,0.05,-0.03,-0.14,0.0,0.0714,-0.0167,-0.0045,,1.768,,2.114,
9.127,0.0812,-0.0492,0.228,-0.04,0.09,-0.17,0.0,0.0791,-0.0188,0.0045,2.079,1.789,,2.114,
9.178,0.086,-0.0502,0.228,-0.09,0.21,-0.15,0.0,0.0812,-0.02,0.0004,2.079,1.789,,2.103,
9.227,0.0903,-0.0509,0.228,-0.1,0.17,-0.17,0.0,0.0828,-0.0201,0.0027,2.053,1.743,,2.103,
9.278,0.0947,-0.0516,0.23,-0.1,-0.01,-0.19,0.0,0.0845,-0.0204,-0.0063,2.053,1.743,,2.089,
9.338,0.0974,-0.0524,0.23,-0.1,-0.02,-0.1,0.0,0.0863,-0.0197,0.0066,2.06,1.778,,2.089,
9.393,0.1022,-0.0534,0.226,-0.12,-0.02,-0.08,0.0,0.0886,-0.0185,0.0008,2.06,1.778,,2.094,
9.427,0.1089,-0.0533,0.226,-0.08,0.12,-0.06,0.0,0.0922,-0.0171,-0.0034,2.046,1.768,,2.094,
9.476,0.114,-0.0542,0.228,0.01,0.02,-0.05,0.0,0.0953,-0.0175,0.0093,2.046,1.768,,2.114,
9.527,0.1207,-0.0549,0.228,0.11,-0.07,-0.14,0.0,0.0978,-0.019,0.0029,2.032,1.786,,2.114,
9.577,0.1264,-0.0558,0.227,0.25,-0.05,-0.16,0.0,0.1039,-0.0168,-0.0137,2.032,1.786,,2.106,
9.662,0.1306,-0.056,0.227,0.31,-0.1,-0.02,0.0,0.1043,-0.0146,-0.0063,2.03,1.846,,2.106,
9.676,0.1365,-0.0567,0.226,0.33,-0.04,0.17,0.0,0.101,-0.014,0.0052,2.03,1.846,,2.134,
9.727,0.141,-0.0568,0.226,0.38,0.11,0.16,0.0,0.1012,-0.0126,-0.0062,2.023,1.875,,2.134,
9.777,0.1465,-0.057,0.223,0.48,0.18,0.19,0.0,0.1002,-0.0119,-0.0121,2.023,1.875,,,
9.827,0.1528,-0.0566,0.223,0.59,0.08,0.09,0.0,0.1044,-0.0104,-0.012,,1.87,,,
9.876,0.1572,-0.0569,0.229,0.75,0.04,0.06,0.0,0.1051,-0.0114,-0.0071,,1.87,,2.126,
9.982,0.1659,-0.0579,0.229,0.89,-0.02,-0.0,0.0,0.1087,-0.0115,0.0068,2.023,2.123,,2.126,
9.99,0.1709,-0.0583,0.232,1.01,0.01,0.07,0.0,0.1068,-0.0112,0.0007,2.023,2.123,,2.132,
10.029,0.176,-0.0587,0.232,1.1,0.02,0.16,0.0,0.1055,-0.0105,0.0074,1.994,,,2.132,
10.076,0.1801,-0.0589,0.225,1.17,0.07,0.24,0.0,0.1063,-0.0168,-0.0566,1.994,,,2.134,
10.128,0.1861,-0.0588,0.225,1.19,0.53,0.84,0.0,0.1086,-0.0126,-0.3537,1.997,2.251,,2.134,
10.176,0.1936,-0.057,0.177,1.23,1.22,1.94,0.0,0.1158,-0.0068,-0.7179,1.997,2.251,,2.119,
10.226,0.1947,-0.0471,0.177,1.33,1.75,3.66,0.0,0.0941,0.0253,-1.1313,1.964,,,2.119,
10.307,0.1851,-0.0418,0.043,1.41,2.29,6.11,0.0,0.0739,0.0019,-1.4129,1.964,,,2.091,
10.327,0.3938,-0.0028,0.043,-7.15,-14.76,-47.08,0.0,1.632,0.3098,-0.7901,1.996,,,2.091,
10.376,0.5137,0.0026,1.328,-160.91,-134.85,-55.03,0.0,2.7603,0.2193,-1.89,1.996,,,,
10.426,0.7621,0.0565,0.221,158.9,171.93,-0.46,0.0,2.7393,-1.0656,-0.5502,0.0,,,,
10.477,0.8293,0.0573,1.422,127.79,117.71,-6.37,0.0,2.1931,-0.9226,-0.3554,0.0,,,,
10.527,0.9636,-0.0327,0.812,90.68,154.63,-18.58,0.0,2.4309,-1.4854,-0.7507,,,,,0.044
10.625,1.0271,-0.0483,0.0,96.71,163.34,33.83,0.0,1.9127,-2.244,-0.6217,,,,0.168,0.044
10.637,1.1319,-0.1598,0.922,69.96,135.24,45.65,0.0,1.3577,-2.4665,-0.2131,,,,0.168,0.018
10.68,1.2493,-0.3523,0.092,46.55,175.5,53.66,0.0,1.3346,-3.021,0.1243,,,,,0.018
