time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.243,,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.374,,1.049,,,,,
0.243,,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.374,,1.049,,,,,
0.244,,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682,0.378,,1.042,,,,,
0.245,,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682,0.378,,1.042,,,,,
0.319,,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681,0.374,,,,,,,
0.35,,-1.4932,-0.7296,0.015,-7.57,-0.57,0.22,0.0,0.006,-0.0015,0.0002,0.681,0.374,,,,,,,
0.385,,-1.4932,-0.7298,0.015,-7.52,-0.57,0.24,0.0,0.0049,-0.0018,-0.0025,0.688,0.373,2.478,1.011,,,,,
0.436,,-1.493,-0.7283,0.014,-7.48,-0.65,0.25,0.0,0.0053,0.0086,-0.0017,0.688,0.373,2.478,1.011,,,,,
0.487,,-1.4914,-0.7298,0.014,-7.43,-0.58,0.18,0.0,0.0134,-0.0007,-0.0061,0.684,0.374,,1.052,,,,,
0.537,,-1.4932,-0.7296,0.015,-7.38,-0.58,0.27,0.0,0.0016,0.0005,-0.0057,0.684,0.374,,1.052,,,,,
0.585,,-1.493,-0.7296,0.015,-7.33,-0.58,0.25,0.0,0.0029,-0.0001,-0.0058,0.681,0.373,,,,,,,
0.636,,-1.4927,-0.7296,0.014,-7.28,-0.58,0.24,0.0,0.0039,0.0003,-0.007,0.681,0.373,,,,,,,
0.686,,-1.4928,-0.7295,0.014,-7.24,-0.59,0.25,0.0,0.0021,0.0011,-0.0082,0.683,0.376,,,,,,,
0.742,,-1.4926,-0.7295,0.014,-7.19,-0.59,0.25,0.0,0.0027,0.001,-0.0031,0.683,0.376,,,,,,,
0.792,,-1.4906,-0.7297,0.014,-7.14,-0.59,0.16,0.0,0.0128,-0.0001,-0.0051,0.683,0.374,,,,,,,
0.835,,-1.4927,-0.7295,0.016,-7.1,-0.59,0.25,0.0,0.0007,0.0014,-0.0035,0.683,0.374,,,,,,,
0.895,,-1.4926,-0.7295,0.016,-7.05,-0.58,0.24,0.0,0.0008,0.0013,-0.0009,0.682,0.374,,,,,,,
0.944,,-1.4926,-0.7294,0.017,-7.0,-0.58,0.23,0.0,0.0018,0.001,-0.0036,0.682,0.374,,,,,,,
0.995,,-1.4918,-0.729,0.017,-6.96,-0.6,0.19,0.0,0.0063,0.003,0.0009,0.683,0.371,,1.077,,,,,
1.036,,-1.4923,-0.7294,0.019,-6.91,-0.57,0.22,0.0,0.0033,-0.0,0.0012,0.683,0.371,,1.077,,,,,
1.096,,-1.4925,-0.7294,0.019,-6.87,-0.57,0.23,0.0,0.002,0.0003,0.0071,0.685,0.375,2.473,1.007,,,,,
1.137,,-1.4924,-0.7285,0.015,-6.83,-0.62,0.24,0.0,0.0026,0.0057,-0.001,0.685,0.375,2.473,1.007,,,,,
1.191,,-1.4917,-0.7284,0.015,-6.78,-0.62,0.2,0.0,0.0065,0.0058,-0.0036,0.68,0.377,,1.028,,,,,
1.255,,-1.4924,-0.7293,0.017,-6.74,-0.57,0.23,0.0,0.0026,0.0004,-0.003,0.68,0.377,,1.028,,,,,
1.295,,-1.4904,-0.7296,0.017,-6.69,-0.57,0.14,0.0,0.0132,-0.0007,-0.001,0.684,0.375,,1.06,,,,,
1.336,,-1.4911,-0.7276,0.015,-6.65,-0.64,0.19,0.0,0.0017,0.0005,-0.0018,0.684,0.375,,1.06,,,,,
1.407,,-1.492,-0.7284,0.015,-6.6,-0.61,0.23,0.0,0.0041,0.0053,-0.0042,0.689,0.375,,1.109,,,,,
1.446,,-1.4923,-0.7293,0.013,-6.56,-0.58,0.23,0.0,0.0017,0.0004,-0.0031,0.689,0.375,,1.109,,,,,
1.499,,-1.4922,-0.7293,0.013,-6.52,-0.58,0.22,0.0,0.0074,0.0058,-0.0092,0.684,0.375,,,,,,,
1.535,,-1.4937,-0.7291,0.015,-6.47,-0.58,0.29,0.0,0.0085,0.0027,-0.0091,0.684,0.375,,,,,,,
1.586,,-1.4906,-0.7284,0.015,-6.43,-0.62,0.17,0.0,-0.0171,0.0119,-0.0072,0.685,0.373,,,,,,,
1.669,,-1.4959,-0.7281,0.016,-6.39,-0.61,0.35,0.0,-0.0124,0.0065,-0.0008,0.685,0.373,,,,,,,
