time_s,x_m,y_m,z_down_m
0.28,0.0,0.0,0.008
0.282,0.1892,-0.6751,0.006
0.284,0.1895,-0.6762,0.009
0.286,0.1896,-0.6753,0.009
0.288,0.1891,-0.6755,0.008
0.348,0.1892,-0.676,0.009
0.381,0.189,-0.6751,0.007
0.43,0.1891,-0.6763,0.007
0.48,0.1892,-0.6763,0.007
0.529,0.1894,-0.6763,0.009
0.582,0.1893,-0.6751,0.008
0.637,0.1891,-0.676,0.009
0.687,0.1893,-0.676,0.007
0.728,0.1892,-0.6765,0.01
0.778,0.1893,-0.6763,0.009
0.83,0.1894,-0.6767,0.009
0.879,0.1891,-0.6765,0.011
0.929,0.1888,-0.6763,0.009
0.998,0.189,-0.6756,0.01
1.057,0.189,-0.6756,0.009
1.089,0.1891,-0.6763,0.009
1.133,0.1891,-0.6761,0.008
1.179,0.1891,-0.6763,0.009
1.228,0.1889,-0.6761,0.009
1.29,0.1891,-0.677,0.008
1.347,0.1894,-0.6769,0.01
1.382,0.1893,-0.677,0.011
1.429,0.1892,-0.6759,0.009
1.48,0.1889,-0.6768,0.007
1.528,0.1888,-0.6757,0.009
1.581,0.1893,-0.6751,0.01
1.636,0.1893,-0.6772,0.008
1.689,0.1889,-0.6759,0.008
1.729,0.1889,-0.6764,0.009
1.779,0.189,-0.6766,0.008
1.871,0.1892,-0.6762,0.011
1.912,0.189,-0.6766,0.009
1.935,0.1891,-0.6764,0.01
1.978,0.1889,-0.6766,0.008
2.029,0.1896,-0.6763,0.009
2.079,0.1893,-0.6752,0.007
2.157,0.1894,-0.6766,0.008
2.204,0.1893,-0.6753,0.009
2.228,0.1889,-0.676,0.01
2.281,0.1887,-0.676,0.008
2.328,0.1893,-0.6757,0.007
2.378,0.1891,-0.6764,0.008
2.449,0.1889,-0.6774,0.009
2.49,0.1893,-0.6762,0.009
2.528,0.1892,-0.6762,0.009
2.579,0.1886,-0.6767,0.008
2.628,0.1892,-0.676,0.008
2.679,0.1885,-0.6761,0.01
2.737,0.1892,-0.6763,0.011
2.783,0.1892,-0.677,0.01
2.828,0.1889,-0.6758,0.01
2.878,0.1885,-0.6768,0.009
2.929,0.1889,-0.6756,0.01
2.978,0.1888,-0.6765,0.011
3.062,0.1892,-0.6763,0.009
3.088,0.1888,-0.6772,0.009
3.129,-0.0,0.0,0.009
3.178,-0.0002,-0.0001,0.011
3.228,-0.0002,0.0006,0.008
3.311,-0.0004,0.0002,0.009
3.355,-0.0003,0.0003,0.006
3.378,-0.0003,-0.0006,0.01
3.429,-0.0003,0.0,0.008
3.478,-0.0006,0.0016,0.009
3.528,-0.0003,-0.0003,0.008
3.598,-0.0,-0.0003,0.009
3.638,-0.0006,0.001,0.008
3.678,-0.0006,-0.0008,0.006
3.728,-0.0006,-0.0001,0.009
3.777,-0.0008,0.0002,0.007
3.828,-0.0008,-0.0009,0.008
3.885,-0.0005,0.0018,0.008
3.932,-0.0002,0.001,0.008
3.978,-0.0005,0.0005,0.01
4.028,-0.0005,-0.0003,0.01
4.078,-0.0007,-0.0003,0.01
4.128,-0.0004,-0.0,0.008
4.177,-0.0005,-0.0,0.01
4.235,-0.0004,-0.0005,0.009
4.28,-0.0002,0.0007,0.008
4.328,0.0003,0.0007,0.01
4.379,-0.0005,0.0002,0.007
4.46,-0.0002,0.0004,0.008
4.505,-0.0002,-0.0001,0.01
4.527,-0.0008,0.0004,0.01
4.578,-0.0003,-0.0001,0.009
4.628,-0.0005,-0.0008,0.007
4.678,-0.0008,0.0004,0.01
4.748,-0.0003,0.0002,0.01
4.794,-0.0003,0.0007,0.008
4.827,-0.0,0.0004,0.008
4.878,-0.0003,-0.0001,0.007
4.927,-0.0006,-0.0001,0.01
4.977,-0.0008,-0.0004,0.009
5.036,-0.0,-0.0001,0.011
5.097,-0.0008,-0.0006,0.007
5.128,-0.0003,-0.0006,0.009
5.177,-0.0007,-0.0008,0.009
5.227,-0.0003,0.0003,0.008
5.278,-0.0006,0.0001,0.011
5.334,-0.0003,-0.0001,0.01
5.398,-0.0001,0.001,0.008
5.426,0.0002,0.0003,0.009
5.477,-0.0008,0.0013,0.01
5.527,-0.0003,0.0003,0.008
5.578,-0.001,-0.0004,0.01
5.657,-0.0003,0.0008,0.009
5.679,-0.0008,-0.0006,0.01
5.727,-0.0004,-0.0006,0.009
5.776,-0.0006,-0.0004,0.009
5.828,-0.0006,0.0008,0.01
5.91,-0.0008,-0.0002,0.009
5.947,-0.0004,-0.0002,0.01
5.977,-0.0006,-0.0006,0.009
6.027,-0.0006,0.0002,0.01
6.077,-0.0008,0.0,0.008
6.128,-0.0007,-0.0005,0.009
6.198,-0.0009,-0.0005,0.009
6.238,-0.0007,-0.0007,0.013
6.278,-0.0002,0.0008,0.01
6.327,-0.001,0.0003,0.01
6.377,-0.0011,0.0005,0.009
6.428,-0.0003,-0.0005,0.006
6.489,-0.0012,-0.0002,0.008
6.533,-0.0,0.0,0.008
6.577,-0.0007,-0.0004,0.01
6.627,-0.0005,-0.0,0.009
6.677,-0.0005,-0.0005,0.008
6.727,-0.0008,0.0007,0.01
6.777,-0.001,-0.0,0.009
6.831,-0.001,0.0004,0.01
6.877,-0.001,-0.0,0.008
6.929,-0.0005,-0.0,0.01
6.977,-0.0006,-0.0007,0.008
7.061,-0.0008,-0.0007,0.011
7.097,-0.0008,-0.0005,0.01
7.127,-0.0008,0.0008,0.01
7.177,-0.0012,-0.0,0.008
7.227,-0.0002,0.0004,0.01
7.278,-0.0006,-0.0002,0.011
7.358,-0.0012,-0.0,0.01
7.407,-0.001,-0.0,0.009
7.427,-0.0009,0.001,0.011
7.477,-0.0009,-0.0007,0.007
7.527,-0.0007,0.0006,0.012
7.576,-0.0007,-0.0002,0.01
7.645,-0.001,-0.0001,0.01
7.678,-0.0009,0.0002,0.008
7.726,-0.0009,0.0006,0.009
7.778,-0.0012,-0.0003,0.01
7.827,-0.0009,0.0002,0.009
7.876,-0.0009,-0.0014,0.008
7.934,-0.0009,-0.0009,0.009
7.982,-0.0014,-0.0007,0.01
8.027,-0.0012,0.0002,0.011
8.077,-0.0012,0.0042,0.009
8.128,-0.0008,0.0037,0.007
8.177,-0.0015,0.0049,0.011
8.226,-0.0012,0.0048,0.009
8.278,-0.0012,0.0048,0.01
8.326,-0.0022,0.0053,0.009
8.377,-0.001,0.0058,0.01
8.427,-0.0006,0.0053,0.009
8.511,-0.0004,0.0047,0.009
8.56,0.0001,0.0006,0.009
8.579,0.0002,0.0023,0.009
8.626,0.0008,0.001,0.01
8.677,0.0007,-0.0015,0.008
8.727,0.0011,0.0061,0.011
8.798,0.0023,0.0051,0.01
8.841,0.0033,-0.002,0.011
8.876,0.0036,-0.0031,0.009
8.927,0.0033,-0.0106,0.009
8.976,0.0037,-0.011,0.012
9.026,0.0045,-0.0167,0.008
9.089,0.0095,-0.0193,0.005
9.135,0.0159,-0.0197,0.0
9.175,0.015,-0.0163,0.0
9.227,0.0099,-0.0073,0.0
9.277,0.0079,-0.0066,0.0
9.327,-0.0021,-0.0017,0.0
9.378,-0.0229,0.0096,0.003
9.434,-0.0385,0.0218,0.015
9.477,-0.0537,0.0324,0.027
9.526,-0.0671,0.0393,0.042
9.576,-0.0661,0.0378,0.053
9.664,-0.0598,0.0372,0.064
9.704,-0.0521,0.0355,0.077
9.728,-0.0451,0.0317,0.085
9.776,-0.0382,0.027,0.086
9.825,-0.0295,0.0218,0.095
9.877,-0.0217,0.0157,0.1
9.952,-0.0143,0.0108,0.104
9.997,-0.0075,0.0073,0.114
10.025,-0.0007,0.0032,0.125
10.075,0.0045,0.0008,0.128
10.126,0.0081,-0.0002,0.14
10.177,0.0095,0.0002,0.147
10.24,0.0107,0.0005,0.154
10.288,0.0108,0.0036,0.16
10.325,0.0086,0.0063,0.172
10.376,0.0056,0.0091,0.179
10.425,0.0016,0.0125,0.188
10.477,-0.002,0.0141,0.197
10.529,-0.0057,0.0161,0.205
10.58,-0.0093,0.0172,0.212
10.626,-0.0125,0.0183,0.22
10.676,-0.0146,0.0181,0.23
10.726,-0.0164,0.0164,0.237
10.815,-0.0161,0.0153,0.239
10.854,-0.015,0.0121,0.249
10.877,-0.0135,0.0089,0.254
10.926,-0.0113,0.0052,0.261
10.977,-0.0071,0.0006,0.257
11.026,-0.0041,-0.0019,0.265
11.124,-0.0002,-0.003,0.265
11.13,0.0039,-0.0068,0.272
11.178,0.0067,-0.0083,0.274
11.226,0.0106,-0.0083,0.284
11.276,0.0137,-0.0091,0.285
11.326,0.0166,-0.0085,0.289
11.387,0.0183,-0.0081,0.291
11.446,0.0203,-0.0054,0.292
11.479,0.0198,-0.0046,0.296
11.528,0.0183,-0.0011,0.298
11.576,0.0159,0.0008,0.303
11.625,0.0121,0.0016,0.302
11.676,0.0096,0.0029,0.307
11.759,0.0057,0.0023,0.31
11.775,0.0023,0.0021,0.309
11.826,0.001,0.0017,0.312
11.875,-0.0026,-0.0,0.318
11.926,-0.006,-0.0024,0.315
11.976,-0.0086,-0.0054,0.319
12.066,-0.011,-0.0077,0.32
12.076,-0.0118,-0.0092,0.319
12.125,-0.0135,-0.0121,0.322
12.176,-0.0127,-0.0113,0.324
12.225,-0.0126,-0.0149,0.322
12.276,-0.0141,-0.0172,0.326
12.333,-0.0121,-0.0168,0.325
12.388,-0.009,-0.0153,0.327
12.43,-0.0038,-0.0137,0.327
12.476,-0.0025,-0.0102,0.329
12.526,0.0019,-0.0078,0.33
12.576,0.0059,-0.0011,0.333
12.626,0.0084,0.0007,0.333
12.703,0.0107,0.006,0.333
12.73,0.0123,0.0114,0.335
12.775,0.0111,0.0159,0.336
12.825,0.0121,0.0206,0.331
12.877,0.0079,0.0255,0.333
12.926,0.0067,0.0278,0.335
13.013,0.0039,0.0285,0.336
13.028,0.0038,0.034,0.335
13.075,-0.0004,0.0314,0.335
13.125,-0.0046,0.0267,0.339
13.175,-0.0045,0.0264,0.337
13.225,-0.0155,0.0151,0.34
13.298,-0.0178,0.0097,0.339
13.333,-0.0189,0.0055,0.342
13.376,-0.0199,-0.0014,0.342
13.425,-0.0184,-0.0047,0.344
13.475,-0.0142,-0.0055,0.345
13.525,-0.0095,-0.0053,0.342
13.575,-0.0055,-0.0079,0.342
13.646,-0.0005,-0.0062,0.342
13.676,0.0061,-0.0007,0.342
13.725,0.0109,0.0047,0.344
13.775,0.0152,0.0099,0.344
13.825,0.0163,0.0142,0.346
13.875,0.0169,0.023,0.342
13.959,0.0168,0.0308,0.341
13.977,0.0174,0.0389,0.343
14.024,0.0147,0.0444,0.337
14.075,0.0126,0.0488,0.339
14.125,0.0076,0.052,0.339
14.175,0.0066,0.0527,0.338
14.269,0.0009,0.0563,0.339
14.277,-0.0036,0.054,0.338
14.324,-0.0081,0.0502,0.338
14.375,-0.0087,0.048,0.337
14.425,-0.01,0.0452,0.337
14.474,-0.0116,0.0423,0.337
14.538,-0.0126,0.0391,0.335
14.586,-0.0119,0.0344,0.334
14.627,-0.0127,0.0321,0.335
14.675,-0.0072,0.0307,0.331
14.725,-0.0071,0.0274,0.332
14.774,-0.0066,0.0288,0.335
14.825,-0.0031,0.031,0.331
14.903,-0.0006,0.0328,0.333
14.924,0.002,0.0361,0.331
14.974,0.006,0.042,0.33
15.025,0.0047,0.0476,0.33
15.074,0.0054,0.0515,0.327
15.124,0.0034,0.0572,0.329
15.213,0.0013,0.0596,0.331
15.227,0.0005,0.0641,0.329
15.275,-0.0033,0.0633,0.33
15.324,-0.0076,0.064,0.331
15.382,-0.0118,0.0601,0.332
15.424,-0.0143,0.0606,0.331
15.488,-0.0174,0.0556,0.329
15.535,-0.0202,0.0517,0.332
15.587,-0.0232,0.0437,0.331
15.624,-0.0252,0.039,0.33
15.674,-0.0235,0.0355,0.33
15.724,-0.0233,0.0321,0.328
15.774,-0.0214,0.0289,0.325
15.85,-0.0192,0.0265,0.327
15.881,-0.0169,0.0248,0.322
15.925,-0.0143,0.0236,0.323
15.974,-0.0122,0.0233,0.321
16.024,-0.0114,0.0256,0.328
16.074,-0.0092,0.0293,0.323
16.164,-0.0073,0.0322,0.325
16.174,-0.0074,0.0346,0.326
16.224,-0.0077,0.0371,0.326
16.275,-0.0071,0.0407,0.327
16.324,-0.0093,0.0427,0.324
16.374,-0.0106,0.0423,0.326
16.428,-0.0146,0.0435,0.32
16.488,-0.0162,0.0417,0.325
16.527,-0.0192,0.0407,0.328
16.574,-0.0191,0.0393,0.323
16.624,-0.0211,0.034,0.321
16.674,-0.022,0.0294,0.322
16.724,-0.0204,0.0253,0.322
16.806,-0.0169,0.0217,0.32
16.824,-0.0144,0.0168,0.319
16.881,-0.0086,0.0147,0.317
16.923,-0.0039,0.0108,0.318
16.974,0.0064,0.0102,0.32
17.024,0.0153,0.0081,0.316
17.118,0.025,0.0096,0.317
17.124,0.0357,0.0086,0.314
17.174,0.0449,0.0085,0.318
17.224,0.0563,0.0111,0.319
17.275,0.0688,0.0129,0.32
17.324,0.0791,0.0148,0.324
17.381,0.0894,0.0156,0.325
17.441,0.1015,0.0176,0.322
17.476,0.1119,0.0186,0.328
17.524,0.1242,0.0189,0.326
17.573,0.1366,0.021,0.33
17.624,0.1494,0.023,0.341
17.674,0.1646,0.0239,0.351
17.752,0.1798,0.0244,0.371
17.773,0.1967,0.0247,0.389
17.823,0.2141,0.0245,0.408
17.873,0.2352,0.0235,0.398
17.923,0.253,0.0229,0.384
17.974,0.2694,0.022,0.37
18.073,0.2863,0.0233,0.348
18.076,0.3007,0.0233,0.328
18.123,0.3188,0.0243,0.307
