time_s,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m
1.588,0.0007,-0.0,0.006,0.02,-1.09,-0.12,0.0,0.0002,-0.0014,0.0081,,1.412,,0.148,
1.638,0.0007,-0.0001,0.006,0.03,-1.09,-0.12,0.0,0.0046,-0.006,-0.0013,,1.416,,0.148,
1.69,0.0004,-0.0001,0.008,0.02,-1.09,-0.11,0.0,0.0049,-0.0046,-0.0026,,1.416,,0.15,
1.774,0.0012,-0.0009,0.008,0.03,-1.06,-0.15,0.0,0.004,-0.0051,-0.0023,,1.412,,0.15,
1.796,0.0001,-0.0001,0.009,0.02,-1.09,-0.11,0.0,0.0041,-0.0025,-0.0037,,1.412,,0.15,
1.839,0.0002,-0.0001,0.009,0.03,-1.09,-0.11,0.0,0.0025,-0.0048,-0.0006,,1.417,,0.15,
1.889,0.0014,-0.0008,0.009,0.03,-1.06,-0.15,0.0,0.0001,-0.001,0.0015,,1.417,,0.152,
1.939,0.001,-0.0001,0.009,0.03,-1.09,-0.14,0.0,0.003,-0.005,0.0022,,1.412,,0.152,
2.03,0.001,-0.0005,0.009,0.03,-1.07,-0.15,0.0,0.0046,-0.005,0.0026,,1.412,,0.151,
2.061,0.001,-0.0,0.01,0.03,-1.09,-0.14,0.0,-0.0013,-0.001,0.0053,,1.413,,0.151,
2.088,0.0003,0.0002,0.01,0.03,-1.1,-0.12,0.0,-0.0,-0.0001,0.0059,,1.413,,0.152,
2.14,0.0009,-0.0,0.008,0.03,-1.09,-0.14,0.0,0.0028,-0.0045,0.0011,,1.406,,0.152,
2.19,0.0015,-0.0003,0.01,0.03,-1.08,-0.16,0.0,0.002,-0.0011,0.0033,,1.406,,0.148,
2.24,0.0005,-0.0001,0.01,0.03,-1.09,-0.11,0.0,0.0051,-0.0027,0.004,,1.411,,0.148,
2.324,0.0002,-0.0002,0.008,-0.0,0.02,-0.07,0.0,0.0016,-0.0053,-0.0002,,1.411,,0.153,
2.368,0.0001,-0.0005,0.007,0.0,-0.06,-0.04,0.0,0.0015,-0.0138,-0.0006,,1.415,,0.153,
2.393,0.0,-0.0011,0.007,0.0,-0.14,-0.01,0.0,0.0035,-0.0181,0.0013,,1.415,,0.148,
2.438,-0.0,-0.0012,0.007,0.0,-0.42,-0.01,0.0,0.0069,-0.0196,-0.0004,,1.415,,0.148,
2.49,0.0009,-0.0016,0.008,0.0,-0.52,-0.21,0.0,0.0071,-0.0186,0.0028,,1.415,,0.151,
2.539,0.0002,-0.0013,0.008,0.0,-0.72,-0.05,0.0,0.0043,-0.0146,0.0022,,1.413,,0.151,
2.619,0.0012,-0.0015,0.009,0.0,-0.79,-0.2,0.0,-0.0,-0.0103,0.0037,,1.413,,0.151,
2.678,0.0005,-0.001,0.009,0.0,-0.92,-0.11,0.0,-0.0001,-0.0082,0.0045,,1.409,,0.151,
2.693,-0.0,-0.0008,0.009,0.0,-0.97,-0.06,0.0,-0.0019,-0.0069,0.0019,,1.409,,0.151,
2.738,-0.0,-0.0008,0.009,0.0,-1.01,-0.06,0.0,-0.0002,-0.0052,0.0024,,1.412,,0.151,
2.789,0.0011,-0.001,0.009,0.0,-1.01,-0.15,0.0,-0.0001,-0.0044,0.0069,,1.412,,0.152,
2.838,-0.0002,-0.0007,0.009,-0.0,-1.05,-0.06,0.0,-0.0014,-0.0083,0.0045,,1.409,,0.152,
2.905,-0.0002,-0.0006,0.011,0.0,-1.06,-0.08,0.0,-0.0011,-0.0031,0.0075,,1.409,,0.152,
2.955,0.0009,-0.0014,0.009,0.0,-1.03,-0.14,0.0,-0.0062,-0.0066,0.0042,,1.413,,0.152,
2.989,0.0001,-0.0006,0.008,0.0,-1.08,-0.1,0.0,0.0037,-0.0053,0.0014,,1.413,,0.153,
3.039,0.0002,-0.0006,0.008,0.0,-1.09,-0.1,0.0,0.0006,-0.0015,-0.0023,,1.411,,0.153,
3.088,0.0005,-0.0006,0.008,0.0,-1.08,-0.13,0.0,0.0014,-0.0016,-0.0044,,1.411,,0.151,
3.138,0.0014,-0.0019,0.009,0.01,-1.02,-0.17,0.0,-0.0017,-0.0014,-0.0027,,1.41,,0.151,
3.197,0.0001,-0.0006,0.009,0.0,-1.09,-0.11,0.0,-0.0006,-0.0042,-0.0015,,1.41,,0.15,
3.271,0.001,-0.0011,0.009,0.01,-1.06,-0.15,0.0,-0.0007,-0.0034,-0.0005,,1.413,,0.15,
3.303,0.0013,-0.0014,0.008,0.01,-1.05,-0.16,0.0,0.0014,-0.0009,-0.002,,1.413,,0.149,
3.337,-0.0002,-0.0005,0.009,0.01,-1.09,-0.1,0.0,-0.0022,-0.0059,-0.001,,1.414,,0.149,
3.388,0.0013,-0.0011,0.01,0.01,-1.06,-0.17,0.0,-0.0029,-0.0015,0.0024,,1.414,,0.148,
3.437,0.0013,-0.0014,0.01,0.01,-1.06,-0.17,0.0,-0.0053,-0.0056,0.0043,,1.414,,0.148,
3.506,0.0012,-0.0007,0.008,0.01,-1.08,-0.17,0.0,0.0053,-0.0044,-0.0004,,1.414,,0.154,
3.538,0.0003,-0.0004,0.008,0.01,-1.09,-0.14,0.0,0.0038,-0.0052,-0.0031,,1.415,,0.154,
3.588,0.0011,-0.0009,0.009,0.01,-1.07,-0.16,0.0,0.0011,-0.001,-0.0015,,1.415,,0.149,
3.638,0.0003,-0.0004,0.011,0.01,-1.09,-0.13,0.0,0.0045,-0.0028,0.0035,,1.415,,0.149,
3.688,0.0008,-0.0011,0.008,0.01,-1.06,-0.15,0.0,0.0012,-0.001,-0.0007,,1.415,,0.149,
3.792,0.0008,-0.0006,0.01,0.01,-1.08,-0.15,0.0,0.0048,-0.0021,0.0017,,1.414,,0.149,
3.809,0.0001,-0.0004,0.01,0.01,-1.09,-0.12,0.0,-0.0002,-0.001,0.0027,,1.414,,0.152,
3.838,0.0012,-0.0013,0.011,0.01,-1.05,-0.16,0.0,0.0052,-0.005,0.0046,,1.416,,0.152,
3.888,0.0004,-0.0013,0.009,0.01,-1.05,-0.13,0.0,0.0012,-0.0006,0.001,,1.416,,0.153,
3.938,0.0006,-0.0004,0.009,0.01,-1.09,-0.14,0.0,0.0007,-0.0004,-0.0011,,1.409,,0.153,
3.988,0.0012,-0.0012,0.01,0.01,-1.06,-0.16,0.0,0.0051,-0.0051,0.0003,,1.409,,0.152,
4.066,0.0012,-0.0006,0.009,0.01,-1.08,-0.15,0.0,0.0011,-0.0006,-0.0008,,1.422,,0.152,
4.127,0.0001,-0.0004,0.009,0.01,-1.08,-0.12,0.0,0.0055,-0.0019,-0.0015,,1.422,,0.148,
4.141,0.0007,-0.0004,0.009,0.01,-1.08,-0.13,0.0,0.005,-0.0022,-0.0021,,1.411,,0.148,
4.188,0.0012,-0.0009,0.009,0.01,-1.06,-0.15,0.0,0.0047,-0.0038,-0.0015,,1.411,,0.15,
4.238,0.0012,-0.0012,0.01,0.01,-1.05,-0.15,0.0,0.0003,-0.0102,0.0006,,1.408,,0.15,
4.29,0.0004,-0.0004,0.009,0.01,-1.08,-0.12,0.0,0.0044,-0.0044,-0.0001,,1.408,,0.151,
4.362,0.0012,-0.0012,0.008,0.01,-1.05,-0.15,0.0,0.0006,-0.0042,-0.003,,1.417,,0.151,
4.426,0.0012,-0.0009,0.008,0.01,-1.06,-0.15,0.0,0.0007,-0.0004,-0.0039,,1.417,,0.154,
4.465,0.0001,-0.0004,0.008,0.01,-1.08,-0.1,0.0,0.0048,-0.0022,-0.0041,,1.413,,0.154,
4.488,0.0001,-0.0004,0.008,0.01,-1.08,-0.11,0.0,0.0012,-0.0009,-0.0038,,1.413,,0.152,
4.539,0.0013,-0.001,0.009,0.01,-1.05,-0.15,0.0,-0.0005,-0.001,-0.0013,,1.412,,0.152,
4.587,0.0004,-0.0004,0.007,0.01,-1.08,-0.11,0.0,0.0008,-0.0016,-0.0039,,1.412,,0.146,
4.652,0.0012,-0.0012,0.009,0.01,-1.05,-0.14,0.0,0.0048,-0.0053,-0.0009,,1.414,,0.146,
4.714,-0.0002,-0.0003,0.011,0.01,-1.08,-0.1,0.0,0.0036,-0.0023,0.0053,,1.414,,0.147,
4.737,0.0004,-0.0003,0.009,0.01,-1.08,-0.11,0.0,0.0006,-0.0009,0.0038,,1.416,,0.147,
4.789,0.001,-0.0009,0.008,0.01,-1.05,-0.14,0.0,0.0031,-0.0049,0.0005,,1.416,,0.155,
4.839,0.0012,-0.0006,0.01,0.01,-1.06,-0.15,0.0,0.0038,-0.0057,0.003,,1.413,,0.155,
4.889,0.0012,-0.0006,0.007,0.01,-1.07,-0.15,0.0,0.0035,-0.0051,-0.0022,,1.413,,0.151,
4.945,0.0011,-0.0006,0.01,0.01,-1.06,-0.15,0.0,0.0031,-0.0045,0.0007,,1.415,,0.151,
5.011,0.0002,-0.001,0.009,0.01,-1.05,-0.11,0.0,-0.0017,-0.0011,0.0006,,1.415,,0.147,
5.059,-0.0001,-0.0003,0.01,0.01,-1.07,-0.1,0.0,-0.0003,-0.0015,0.0025,,1.418,,0.147,
5.089,0.0009,-0.0011,0.008,0.01,-1.05,-0.14,0.0,0.0025,-0.004,-0.0011,,1.418,,0.153,
5.138,0.0004,-0.0003,0.011,0.01,-1.08,-0.12,0.0,0.0017,-0.0016,0.0039,,1.415,,0.153,
5.208,0.0004,-0.0003,0.009,0.01,-1.07,-0.12,0.0,0.0035,-0.002,0.0022,,1.415,,0.151,
5.241,0.0009,-0.001,0.009,0.01,-1.05,-0.14,0.0,0.0001,-0.0019,0.0008,,1.412,,0.151,
5.294,0.0012,-0.0011,0.009,0.01,-1.05,-0.15,0.0,0.0043,-0.0062,0.0,,1.412,,0.154,
5.357,0.0004,-0.0004,0.009,0.02,-1.08,-0.11,0.0,0.0009,-0.0016,-0.0009,,1.415,,0.154,
5.388,0.0007,-0.0004,0.009,0.02,-1.08,-0.13,0.0,-0.0001,-0.0013,0.0037,,1.415,,0.149,
5.437,0.0004,-0.0004,0.009,0.02,-1.08,-0.12,0.0,0.0004,-0.0014,0.0017,,1.411,,0.149,
5.523,0.0004,-0.0004,0.009,0.02,-1.08,-0.12,0.0,-0.0009,-0.0013,-0.0008,,1.411,,0.154,
5.563,0.0004,-0.0004,0.008,0.02,-1.08,-0.13,0.0,0.0028,-0.0036,-0.0045,,1.413,,0.154,
5.587,0.0012,-0.0009,0.008,0.02,-1.06,-0.16,0.0,0.0003,-0.0009,-0.0057,,1.413,,0.152,
5.638,0.0004,-0.0004,0.008,0.02,-1.08,-0.12,0.0,0.0041,-0.0052,-0.0062,,1.414,,0.152,
5.688,0.0011,-0.001,0.007,0.02,-1.05,-0.14,0.0,0.0024,-0.0009,-0.0011,,1.414,,0.151,
5.738,0.0011,-0.0008,0.007,0.02,-1.06,-0.14,0.0,0.0021,-0.0001,-0.0046,,1.404,,0.151,
5.818,0.0002,-0.0004,0.008,0.02,-1.08,-0.1,0.0,0.0031,-0.0003,-0.0038,,1.404,,0.153,
5.866,0.0011,-0.0006,0.008,0.02,-1.06,-0.13,0.0,0.0069,-0.001,-0.0029,,1.419,,0.153,
5.888,0.0005,-0.0003,0.007,0.02,-1.07,-0.09,0.0,0.0031,0.0007,0.0001,,1.419,,0.15,
5.937,0.001,-0.0004,0.007,0.02,-1.07,-0.1,-0.0,0.0058,0.0,-0.0025,,1.414,,0.15,
5.988,0.0002,-0.0002,0.006,0.06,-1.05,-0.01,-0.0,0.0047,0.0044,0.0009,,1.414,,0.149,
6.037,0.0003,-0.0004,0.006,0.08,-0.89,0.13,-0.0,0.0014,0.012,-0.0029,,1.413,,0.149,
6.116,-0.0009,0.0031,0.007,0.04,-0.5,0.36,-0.0,-0.0148,0.0298,0.0204,,1.413,,0.153,
6.169,-0.0032,0.0034,0.001,-0.02,-0.16,1.2,-0.0,-0.0438,0.0263,0.0447,,1.428,,0.153,
6.206,-0.0168,0.0014,0.0,-0.08,0.65,1.52,-0.0,-0.0955,-0.0099,0.0822,,1.428,,0.147,
6.245,-0.0239,-0.0055,0.0,-0.11,0.35,0.31,-0.0,-0.1072,-0.0464,0.1104,,,,0.147,
6.288,-0.0284,-0.0186,0.0,-0.19,0.76,-0.5,-0.0,-0.0976,-0.0799,0.1205,,,,,
6.338,-0.0301,-0.0249,0.012,-0.29,0.1,-1.11,-0.0,-0.0739,-0.0889,0.1713,,1.537,,,
6.419,-0.0309,-0.0217,0.026,-0.41,-0.8,-1.47,-0.0,-0.0571,-0.066,0.2022,,1.537,,,
6.475,-0.0325,-0.0249,0.045,-0.49,-1.0,-1.78,-0.0,-0.0261,-0.0485,0.2296,,1.529,,,
6.497,-0.0317,-0.0305,0.06,-0.51,-0.89,-1.56,-0.0,-0.0044,-0.0585,0.2384,,1.529,,2.134,
6.537,-0.0272,-0.0301,0.079,-0.52,-1.03,-1.06,-0.0,0.0299,-0.0319,0.2486,,1.532,,2.134,
6.587,-0.0224,-0.0294,0.088,-0.46,-1.11,-0.73,-0.0,0.0518,-0.01,0.2156,,1.532,,2.156,
6.638,-0.0173,-0.0267,0.101,-0.4,-0.91,-0.14,-0.0,0.064,0.007,0.2039,,1.545,,2.156,
6.721,-0.0131,-0.0258,0.109,-0.28,-0.39,0.52,-0.0,0.0654,0.0142,0.1755,,1.545,,2.153,
6.787,-0.009,-0.0245,0.121,-0.23,-0.11,0.85,-0.0,0.0729,0.0211,0.1669,,1.545,,2.153,
6.798,-0.0042,-0.0233,0.127,-0.21,0.04,1.29,-0.0,0.0668,0.023,0.1416,,1.545,,2.123,
6.837,-0.0011,-0.0222,0.131,-0.23,0.21,1.39,-0.0,0.0584,0.0196,0.1208,,1.55,,2.123,
6.888,0.0016,-0.0211,0.133,-0.26,0.31,1.51,-0.0,0.0447,0.0184,0.0989,,1.55,,,
6.938,0.0039,-0.0207,0.14,-0.27,0.36,1.3,-0.0,0.0334,0.0138,0.0991,,1.554,,,
7.022,0.0055,-0.0203,0.144,-0.25,0.43,1.25,-0.0,0.0238,0.0104,0.0872,,1.554,,2.14,
7.079,0.0065,-0.02,0.143,-0.26,0.36,1.0,-0.0,0.0139,0.0067,0.0731,,1.555,,2.14,
7.101,0.0066,-0.0221,0.147,-0.31,0.25,0.89,-0.0,0.0038,-0.0046,0.0715,,1.555,,2.16,
7.137,0.0068,-0.0221,0.15,-0.41,0.21,0.62,-0.0,0.001,-0.0083,0.0715,,1.561,,2.16,
7.187,-0.0022,-0.0258,0.16,-0.47,0.17,0.56,-0.0,-0.0376,-0.0193,0.0822,,1.561,,2.136,
7.237,-0.0043,-0.0273,0.165,-0.51,0.04,0.17,-0.0,-0.04,-0.0204,0.0812,,1.576,,2.136,
7.328,-0.0053,-0.0304,0.166,-0.54,-0.13,-0.4,-0.0,-0.0363,-0.0271,0.0679,,1.576,,2.173,
7.338,-0.0064,-0.0322,0.169,-0.51,-0.24,-0.55,-0.0,-0.0327,-0.0312,0.0681,,1.575,,2.173,
7.397,-0.0064,-0.0348,0.171,-0.51,-0.38,-0.63,-0.0,-0.0215,-0.031,0.0628,,1.575,,2.157,
7.436,-0.0066,-0.0376,0.173,-0.52,-0.43,-0.74,-0.0,-0.013,-0.0307,0.0616,,1.564,,2.157,
7.487,-0.0049,-0.0388,0.18,-0.51,-0.65,-0.69,-0.0,-0.0001,-0.0258,0.0667,,1.564,,,
7.537,-0.0041,-0.0424,0.184,-0.54,-0.63,-0.64,-0.0,0.009,-0.0285,0.0648,,1.587,,,
7.625,-0.0008,-0.0415,0.187,-0.53,-0.46,-0.45,-0.0,0.0187,-0.0219,0.0631,,1.587,,2.189,
7.658,0.001,-0.0447,0.189,-0.57,-0.47,-0.28,-0.0,0.0271,-0.0188,0.0574,,1.588,,2.189,
7.687,0.0045,-0.0443,0.193,-0.67,-0.46,-0.07,-0.0,0.0338,-0.0118,0.0565,,1.588,,2.161,
7.738,0.0078,-0.0447,0.195,-0.73,-0.32,0.13,-0.0,0.0379,-0.0081,0.057,,1.582,,2.161,
7.787,0.0108,-0.045,0.201,-0.77,-0.25,0.32,-0.0,0.0395,-0.0053,0.0589,,1.582,,2.127,
7.837,0.0143,-0.0459,0.202,-0.84,-0.13,0.43,-0.0,0.0409,-0.0054,0.05,,1.582,,2.127,
7.926,0.0167,-0.0467,0.205,-0.86,-0.06,0.51,-0.0,0.0381,-0.0043,0.0458,,1.582,,2.142,
7.961,0.0184,-0.0468,0.21,-0.86,-0.02,0.66,-0.0,0.0352,-0.0051,0.0496,,1.587,,2.142,
7.994,0.021,-0.047,0.213,-0.82,-0.02,0.63,15.0,0.0288,-0.0082,0.0449,,1.587,,,
8.037,0.0221,-0.0491,0.214,-0.66,-0.05,0.65,15.0,0.0243,-0.0093,0.0378,,1.589,,,
8.086,0.0222,-0.0502,0.22,-0.46,-0.03,0.5,15.0,0.0168,-0.0105,0.0422,,1.589,,2.074,
8.137,0.023,-0.0507,0.217,-0.14,-0.07,0.41,15.0,0.0086,-0.0154,0.0257,,1.592,,2.074,
8.194,0.0214,-0.0548,0.217,0.33,-0.17,0.25,15.0,0.005,-0.0176,0.0173,,1.592,,,
8.277,0.0212,-0.0572,0.22,0.92,-0.15,0.13,15.0,0.0024,-0.0208,0.0208,,1.617,,,
8.291,0.0207,-0.0606,0.223,1.55,-0.3,0.13,15.0,-0.0002,-0.024,0.0222,,1.617,,,
8.34,0.019,-0.0614,0.219,2.28,-0.31,0.1,15.0,-0.005,-0.0205,0.0079,,1.61,,,
8.388,0.0171,-0.062,0.224,3.1,-0.44,0.04,15.0,-0.0092,-0.0168,0.018,,1.61,,,
8.437,0.0158,-0.0624,0.224,3.92,-0.4,-0.12,15.0,-0.0112,-0.0123,0.011,,1.622,,,
8.487,0.0156,-0.0617,0.22,4.77,-0.34,-0.16,15.0,-0.0094,-0.0064,-0.0012,,1.622,,,
8.571,0.0099,-0.0586,0.222,5.63,-0.4,-0.15,15.0,-0.0128,-0.0004,0.0097,,1.629,,,
8.612,0.0067,-0.0545,0.223,6.55,-0.39,-0.26,15.0,-0.0235,0.0161,0.0081,,1.629,,,
8.64,0.0083,-0.0506,0.225,7.51,-0.18,-0.24,15.0,-0.016,0.0253,0.0113,,1.612,,,
8.687,0.0078,-0.0492,0.228,8.42,-0.02,-0.28,15.0,-0.0134,0.0267,0.0152,,1.612,,,
8.736,0.0114,-0.0483,0.23,9.34,0.11,-0.35,15.0,-0.0035,0.026,0.0149,,,,,
8.787,0.0136,-0.0424,0.229,10.29,0.24,-0.06,15.0,0.007,0.0334,0.0048,,,,,
8.836,0.0168,-0.0414,0.229,11.15,0.2,0.07,15.0,0.0127,0.0301,0.0123,,,,,
8.927,0.019,-0.042,0.227,12.03,0.31,0.32,15.0,0.0154,0.0237,0.0038,,,,0.886,
8.936,0.0223,-0.0422,0.227,12.82,0.36,0.43,15.0,0.0183,0.0183,0.002,,,,0.886,
8.986,0.0246,-0.0421,0.226,13.58,0.25,0.47,15.0,0.0182,0.012,0.0032,,,,0.865,
9.037,0.026,-0.0437,0.226,14.28,0.17,0.46,15.0,0.0151,0.006,0.003,,0.973,,0.865,
9.087,0.0284,-0.0429,0.229,15.0,0.1,0.5,15.0,0.0179,0.0062,0.0085,,0.973,,0.861,
9.137,0.0317,-0.0413,0.229,15.77,-0.05,0.27,15.0,0.0174,0.007,0.0073,,0.958,,0.861,
9.214,0.0345,-0.0433,0.232,16.58,0.05,0.3,15.0,0.0208,0.0018,0.0116,,0.958,,0.856,
9.249,0.0371,-0.0406,0.232,17.38,-0.02,0.35,15.0,0.0211,0.0064,0.0069,,0.955,,0.856,
9.298,0.0392,-0.0419,0.231,18.17,-0.15,0.45,15.0,0.0286,0.0073,0.0128,,0.955,,0.862,
9.336,0.0445,-0.0394,0.231,18.96,-0.17,0.4,15.0,0.0274,0.0123,-0.0035,,,,0.862,
9.387,0.0478,-0.0361,0.234,19.8,-0.28,0.51,15.0,0.0273,0.015,-0.0014,,,,0.873,
9.437,0.0504,-0.0342,0.234,20.63,-0.37,0.61,15.0,0.0266,0.0195,0.006,,,,0.873,
9.487,0.0527,-0.0328,0.23,21.52,-0.45,0.69,15.0,0.023,0.0209,0.0007,,,,0.852,
9.569,0.0559,-0.029,0.23,22.37,-0.36,0.55,15.0,0.0208,0.0294,-0.0085,,1.767,,0.852,
9.593,0.0564,-0.0279,0.23,23.17,-0.22,0.68,15.0,0.0197,0.0341,-0.0064,,1.767,,0.8,
9.636,0.0594,-0.0243,0.232,23.89,-0.17,0.52,15.0,0.0136,0.0335,-0.002,,,,0.8,
9.687,0.0604,-0.0207,0.225,24.56,0.06,0.45,15.0,0.0126,0.0357,-0.0178,,,,0.764,
9.737,0.0612,-0.016,0.225,25.19,0.14,0.5,15.0,0.0092,0.0422,-0.0127,,,,0.764,
9.786,0.0642,-0.0147,0.229,25.72,0.39,0.44,15.0,0.0109,0.0393,-0.0009,,,,0.748,
9.872,0.0658,-0.0107,0.229,26.32,0.59,0.57,15.0,0.013,0.0363,-0.0037,,,,0.748,
9.905,0.068,-0.0065,0.228,26.89,0.51,0.55,15.0,0.0176,0.0365,-0.0037,,,,0.739,
9.944,0.07,-0.0037,0.232,27.53,0.6,0.6,15.0,0.0142,0.0337,0.006,,,,0.739,
9.986,0.0702,-0.0013,0.232,28.23,0.54,0.55,15.0,0.0124,0.0287,0.0003,,,,0.728,
10.037,0.0711,0.0004,0.232,28.95,0.6,0.49,15.0,0.0121,0.0235,-0.0039,,1.163,,0.728,
10.086,0.0733,0.0019,0.23,29.65,0.47,0.46,15.0,0.0144,0.0188,-0.009,,1.163,,0.714,
10.152,0.074,0.0027,0.234,30.41,0.54,0.47,15.0,0.0102,0.0186,-0.0034,,,,0.714,
10.271,0.0742,0.0029,0.23,31.17,0.44,0.49,15.0,0.012,0.0045,-0.0156,,,,0.708,
10.293,0.0773,0.0031,0.228,31.88,0.37,0.35,15.0,0.0183,0.0053,-0.0173,,1.422,,0.708,
10.298,0.0779,0.0053,0.23,32.63,0.28,0.36,15.0,0.0181,0.0054,-0.0127,,1.422,,0.704,
10.343,0.0823,0.0067,0.23,33.41,0.15,0.4,15.0,0.0229,0.0043,-0.0089,,,,0.704,
10.391,0.0838,0.0067,0.226,34.16,-0.05,0.27,15.0,0.0237,-0.0024,-0.02,,,,0.714,
10.436,0.0866,0.007,0.227,34.93,-0.08,0.31,15.0,0.0247,0.0022,-0.0136,,1.888,,0.714,
10.487,0.0898,0.0096,0.226,35.74,-0.17,0.4,15.0,0.0252,0.0056,-0.0086,,1.888,,0.734,
10.55,0.093,0.0126,0.226,36.56,-0.33,0.42,15.0,0.0261,0.0118,-0.0116,,2.005,,0.734,
10.61,0.0951,0.014,0.225,37.38,-0.31,0.5,15.0,0.0238,0.0139,-0.011,,2.005,,0.774,
10.641,0.0951,0.0174,0.227,38.29,-0.29,0.59,15.0,0.0184,0.021,-0.0062,,1.98,1.098,0.774,
10.686,0.0973,0.0199,0.225,39.19,-0.27,0.43,15.0,0.0158,0.0253,-0.0239,,1.98,1.098,0.829,
10.736,0.0977,0.0227,0.225,40.08,-0.26,0.47,15.0,0.0091,0.0271,-0.0015,,,,0.829,
10.786,0.0992,0.0268,0.227,40.97,-0.2,0.49,15.0,0.0097,0.0344,0.0014,,,,0.893,
10.836,0.1001,0.0302,0.227,41.92,-0.1,0.38,15.0,0.0047,0.0357,-0.0038,,1.183,,0.893,
10.933,0.1014,0.0326,0.223,42.88,-0.03,0.33,15.0,0.0049,0.0376,-0.0111,,1.183,,,
10.941,0.1021,0.0368,0.222,43.76,0.03,0.37,15.0,0.0025,0.0412,-0.0112,,,,,
10.986,0.101,0.0412,0.221,44.63,0.01,0.33,15.0,-0.0012,0.0459,-0.012,,,,,
