time_s,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m
1.69,0.0001,0.0005,0.011,-0.01,0.55,0.16,0.0,0.0018,0.0088,-0.0016,,0.661,2.371,0.156,
1.74,-0.0002,0.0004,0.012,-0.01,0.64,0.24,0.0,-0.001,0.0075,-0.0015,,0.661,2.332,0.157,
1.79,-0.0,0.0006,0.01,-0.01,0.66,0.22,0.0,0.0007,0.0079,0.001,1.877,0.658,2.332,0.157,
1.84,-0.0,0.0007,0.011,-0.01,0.7,0.24,0.0,0.0001,0.0074,-0.0026,1.877,0.658,2.336,0.158,
1.891,0.001,0.0006,0.011,-0.01,0.73,0.14,0.0,0.0067,0.0063,-0.0019,,0.654,2.336,0.158,
1.941,-0.0001,0.0006,0.01,-0.01,0.74,0.26,0.0,-0.0009,0.0064,-0.0014,,0.654,2.336,0.158,
1.99,0.0005,0.0014,0.011,-0.01,0.69,0.22,0.0,0.0026,0.0102,-0.0033,1.86,0.651,2.336,0.158,
2.04,-0.0001,0.0004,0.011,-0.02,0.77,0.28,0.0,-0.0014,0.0046,-0.0016,1.86,0.651,2.336,0.16,
2.089,-0.0011,0.001,0.012,-0.02,0.74,0.34,0.0,-0.0061,0.0079,-0.0004,,0.646,2.336,0.16,
2.14,0.001,0.0006,0.011,-0.02,0.77,0.22,0.0,0.0048,0.0053,0.0025,,0.646,2.328,0.158,
2.19,-0.0005,0.0006,0.009,-0.02,0.77,0.31,0.0,-0.003,0.006,0.002,,0.646,2.328,0.158,
2.24,-0.0002,-0.0001,0.01,-0.02,0.81,0.31,0.0,-0.0019,0.0028,-0.0029,,0.646,2.334,0.158,
2.29,-0.0002,0.0005,0.01,-0.02,0.77,0.31,0.0,-0.0018,0.0057,-0.0035,,0.653,2.334,0.158,
2.34,0.0001,0.0013,0.011,-0.02,0.74,0.31,0.0,-0.0008,0.0098,-0.0031,,0.653,2.34,0.157,
2.39,-0.0012,-0.0,0.01,-0.02,0.8,0.37,0.0,-0.0077,0.0032,-0.0003,1.871,0.651,2.34,0.157,
2.44,0.0001,0.0005,0.011,-0.02,0.77,0.32,0.0,-0.0014,0.0063,-0.0009,1.871,0.651,2.34,0.16,
2.49,0.0001,0.0002,0.012,-0.02,0.78,0.33,0.0,-0.0018,0.0052,0.0016,1.864,0.653,2.34,0.16,
2.54,-0.0003,-0.001,0.013,-0.03,0.82,0.35,0.0,-0.0039,0.0,0.0046,1.864,0.653,2.359,0.154,
2.59,0.0,0.0012,0.01,-0.03,0.73,0.34,0.0,-0.0023,0.0101,0.0089,1.864,0.654,2.359,0.154,
2.64,-0.0,0.0006,0.011,-0.03,0.75,0.35,0.0,-0.0031,0.0071,0.0034,1.864,0.654,2.325,0.156,
2.69,-0.0003,0.0005,0.01,-0.03,0.75,0.35,0.0,-0.0046,0.0073,0.0027,1.868,0.647,2.325,0.156,
2.739,0.0,0.0004,0.011,-0.03,0.75,0.35,0.0,-0.0037,0.0064,-0.0003,1.868,0.647,2.328,0.158,
2.79,-0.0002,0.0011,0.012,-0.03,0.72,0.36,0.0,-0.0048,0.0103,-0.0002,1.877,0.651,2.328,0.158,
2.839,-0.0002,0.0008,0.01,-0.03,0.74,0.36,0.0,-0.0048,0.01,0.0027,1.877,0.651,2.346,0.153,
2.889,0.0,0.0008,0.012,-0.03,0.74,0.36,0.0,-0.0041,0.0094,-0.0003,,0.651,2.346,0.153,
2.941,-0.0003,0.0004,0.009,-0.04,0.77,0.37,0.0,-0.0059,0.0072,0.0027,,0.651,2.354,0.155,
2.99,-0.0001,0.0005,0.01,-0.04,0.77,0.36,0.0,-0.0047,0.0071,-0.002,,0.655,2.354,0.155,
3.04,-0.0003,0.0013,0.012,-0.03,0.73,0.37,0.0,-0.0062,0.011,-0.0025,,0.655,2.349,0.156,
3.09,-0.0004,0.0013,0.01,-0.04,0.73,0.38,0.0,-0.0061,0.0111,0.0015,1.907,0.653,2.349,0.156,
3.141,0.0001,0.0013,0.012,-0.03,0.73,0.36,0.0,-0.0038,0.0111,-0.0008,1.907,0.653,2.339,0.16,
3.19,-0.0002,0.0007,0.011,-0.04,0.76,0.38,0.0,-0.0051,0.0082,0.0029,,0.649,2.339,0.16,
3.239,-0.0005,0.0002,0.011,-0.04,0.77,0.38,0.0,-0.0065,0.0058,0.0024,,0.649,2.341,0.16,
3.289,-0.0005,0.0005,0.009,-0.04,0.75,0.38,0.0,-0.0061,0.0077,0.0017,,0.653,2.341,0.16,
3.339,-0.0005,0.0013,0.009,-0.04,0.72,0.38,0.0,-0.0059,0.0114,-0.0028,,0.653,2.328,0.149,
3.39,-0.0002,0.0013,0.011,-0.04,0.73,0.37,0.0,-0.0046,0.0108,-0.0051,1.875,0.651,2.328,0.149,
3.44,-0.0003,0.0006,0.011,-0.05,0.75,0.37,0.0,-0.0046,0.0067,-0.0013,1.875,0.651,2.328,0.157,
3.49,0.0004,0.001,0.009,-0.05,0.74,0.35,0.0,-0.0015,0.0091,0.0011,,0.651,2.328,0.157,
3.539,-0.0014,0.0006,0.008,-0.05,0.75,0.43,0.0,-0.0105,0.0063,-0.0019,,0.651,2.327,0.164,
3.59,-0.0005,0.0004,0.01,-0.05,0.76,0.39,0.0,-0.0059,0.0052,-0.0049,,0.651,2.327,0.164,
3.639,-0.0007,0.0013,0.011,-0.05,0.72,0.4,0.0,-0.0077,0.0097,-0.0022,,0.651,2.309,0.158,
3.69,-0.0006,0.0013,0.009,-0.05,0.72,0.39,0.0,-0.0065,0.0093,0.0021,,0.652,2.309,0.158,
3.739,-0.0006,0.0014,0.01,-0.05,0.72,0.4,0.0,-0.0069,0.0099,-0.0,,0.652,2.33,0.158,
3.79,-0.0006,0.0014,0.013,-0.06,0.72,0.39,0.0,-0.0063,0.0096,0.0007,1.871,0.648,2.33,0.158,
3.84,-0.0004,0.0008,0.01,-0.06,0.76,0.38,0.0,-0.0053,0.0061,0.0071,1.871,0.648,2.348,0.157,
3.89,-0.0007,0.0015,0.012,-0.06,0.72,0.39,0.0,-0.0064,0.0101,0.004,,0.647,2.348,0.157,
3.94,-0.0009,0.0018,0.011,-0.06,0.72,0.4,0.0,-0.0074,0.0116,0.0063,,0.647,2.339,0.161,
3.989,-0.0009,0.0015,0.01,-0.06,0.74,0.39,0.0,-0.0063,0.0095,0.0052,,0.65,2.339,0.161,
4.04,-0.0009,0.0014,0.011,-0.06,0.74,0.4,0.0,-0.0068,0.009,0.0018,,0.65,2.329,0.156,
4.09,-0.0005,0.0017,0.011,-0.07,0.73,0.38,0.0,-0.0043,0.0103,0.0015,,0.651,2.329,0.156,
4.139,-0.001,0.0018,0.011,-0.07,0.72,0.39,0.0,-0.0068,0.011,0.0012,,0.651,2.326,0.162,
4.189,-0.001,0.0023,0.012,-0.07,0.71,0.39,0.0,-0.0067,0.0129,0.0005,1.875,0.653,2.326,0.162,
4.239,-0.0011,0.0013,0.01,-0.07,0.75,0.39,0.0,-0.0078,0.0074,0.0028,1.875,0.653,2.339,0.158,
4.289,-0.0011,0.0016,0.011,-0.07,0.74,0.38,0.0,-0.0075,0.009,-0.0014,,0.647,2.339,0.158,
4.342,-0.0011,0.002,0.011,-0.07,0.72,0.38,0.0,-0.0071,0.0108,-0.0015,,0.647,2.336,0.159,
4.389,-0.0009,0.0014,0.008,-0.07,0.75,0.37,0.0,-0.006,0.007,-0.0004,1.883,0.648,2.336,0.159,
4.44,-0.0014,0.0016,0.009,-0.07,0.74,0.38,0.0,-0.0076,0.008,-0.0066,1.883,0.648,2.345,0.158,
4.489,-0.0012,0.0017,0.013,-0.07,0.74,0.37,0.0,-0.0062,0.0084,-0.0075,,0.648,2.345,0.158,
4.54,-0.0001,0.002,0.012,-0.07,0.73,0.33,0.0,-0.0009,0.0097,0.0011,,0.648,2.324,0.159,
4.59,-0.002,0.0016,0.012,-0.07,0.75,0.39,0.0,-0.0098,0.008,0.0048,,0.651,2.324,0.159,
4.639,-0.001,0.0017,0.01,-0.07,0.74,0.36,0.0,-0.0046,0.008,0.0064,,0.651,2.326,0.159,
4.689,-0.0013,0.0023,0.011,-0.07,0.73,0.37,0.0,-0.0059,0.0104,0.0021,,0.652,2.326,0.159,
4.739,-0.0007,0.0022,0.011,-0.07,0.73,0.34,0.0,-0.0033,0.0102,0.0019,,0.652,2.331,0.158,
4.789,-0.0012,0.0017,0.012,-0.07,0.75,0.36,0.0,-0.0058,0.0077,0.0018,1.902,0.648,2.331,0.158,
4.84,-0.001,0.002,0.012,-0.07,0.73,0.35,0.0,-0.0048,0.009,0.0037,1.902,0.648,2.34,0.161,
4.888,-0.0013,0.0018,0.011,-0.08,0.74,0.35,0.0,-0.0058,0.0078,0.0047,,0.653,2.34,0.161,
4.939,-0.0013,0.0022,0.011,-0.07,0.73,0.35,0.0,-0.0053,0.0099,0.0028,,0.653,2.328,0.162,
4.988,-0.0014,0.0016,0.01,-0.07,0.75,0.36,0.0,-0.0037,0.0067,0.0003,1.877,0.647,2.328,0.162,
5.039,-0.0011,0.0024,0.011,-0.07,0.73,0.35,0.0,-0.0016,0.0097,-0.0029,1.877,0.647,2.338,0.161,
5.089,-0.0014,0.0022,0.015,-0.07,0.73,0.37,0.0,-0.0032,0.0088,-0.0022,1.859,0.648,2.338,0.161,
5.139,-0.0023,0.002,0.008,-0.07,0.74,0.4,0.0,-0.0071,0.0079,0.0065,1.859,0.648,2.34,0.16,
5.188,-0.0014,0.002,0.012,-0.07,0.74,0.37,0.0,-0.0023,0.0066,-0.0043,,0.654,2.34,0.16,
5.239,-0.0015,0.0015,0.011,-0.08,0.73,0.37,0.0,-0.0027,0.0028,-0.0008,,0.654,2.317,0.157,
5.289,-0.0005,0.0015,0.011,-0.09,0.69,0.31,0.01,0.0005,-0.003,-0.0006,1.865,0.648,2.317,0.157,
5.339,-0.0016,0.0003,0.013,-0.1,0.69,0.39,0.02,-0.0072,-0.0129,0.0001,1.865,0.648,,,
5.388,-0.0039,-0.0037,0.009,-0.09,0.81,0.49,0.04,-0.0189,-0.0328,0.0023,1.902,0.653,,,
5.44,-0.0048,-0.006,0.01,-0.12,0.76,0.54,0.06,-0.023,-0.0402,-0.0024,1.902,0.653,2.308,0.16,
5.489,-0.0052,-0.0055,0.007,-0.09,0.5,0.56,0.09,-0.0238,-0.0337,-0.0046,1.875,0.653,2.308,0.16,
5.539,-0.0091,-0.0169,0.008,-0.19,0.7,0.72,0.12,-0.041,-0.0868,-0.0091,1.875,0.653,2.291,0.171,
5.589,-0.0161,-0.0372,0.0,-0.41,-0.15,0.93,0.14,-0.0705,-0.1657,0.0046,1.904,0.659,2.291,0.171,
5.639,-0.0237,-0.0615,0.0,-0.65,-1.79,0.57,0.15,-0.0979,-0.2344,0.0315,1.904,0.659,,,
5.688,-0.0297,-0.0697,0.0,-0.81,-3.88,-0.04,0.16,-0.1056,-0.1914,0.1284,,0.64,,,
5.738,-0.0291,-0.0692,0.009,-0.9,-5.9,-0.95,0.16,-0.0714,-0.1007,0.184,,0.64,2.315,,
5.789,-0.0339,-0.0767,0.033,-1.04,-5.93,-1.4,0.15,-0.067,-0.0601,0.2474,1.906,0.554,2.315,,
5.839,-0.034,-0.0733,0.054,-1.15,-6.21,-1.91,0.13,-0.0358,0.0272,0.3485,1.906,0.554,2.263,,
5.888,-0.0317,-0.0623,0.079,-1.14,-5.77,-2.05,0.1,0.0024,0.1249,0.4089,,0.429,2.263,,
5.939,-0.0276,-0.0472,0.103,-1.12,-4.75,-1.98,0.08,0.0396,0.2118,0.4756,,0.429,2.223,,
5.989,-0.0235,-0.0345,0.136,-1.03,-2.73,-1.59,0.05,0.0654,0.2526,0.5223,,0.393,2.223,,
6.038,-0.0182,-0.0183,0.151,-1.0,-0.82,-0.99,0.03,0.0858,0.2823,0.5734,,0.393,,,
6.088,-0.012,-0.0036,0.182,-0.95,0.95,-0.32,0.01,0.1001,0.2869,0.5642,,0.472,,,
6.138,-0.0068,0.0102,0.203,-0.96,2.52,0.29,0.0,0.1011,0.2706,0.6096,,0.472,,,
6.188,-0.0017,0.0222,0.235,-1.04,3.97,0.77,0.0,0.098,0.243,0.5712,,0.562,,,
6.238,0.0031,0.0331,0.276,-1.09,4.74,1.23,0.0,0.0889,0.2034,0.5945,,0.562,2.897,,
6.289,0.0075,0.0419,0.322,-1.11,5.38,1.58,0.0,0.0779,0.1606,0.5839,1.768,0.561,2.897,,
6.338,0.0107,0.0491,0.358,-1.09,5.64,1.85,0.0,0.0618,0.1171,0.5908,1.768,0.561,,,
6.389,0.0131,0.0537,0.393,-1.03,5.5,1.82,0.0,0.046,0.0748,0.5533,,0.574,,,
6.439,0.0148,0.0567,0.41,-0.96,5.06,1.74,0.0,0.0309,0.0362,0.5266,,0.574,2.859,,
6.489,0.016,0.0564,0.417,-0.89,4.47,1.57,0.0,0.0185,-0.0026,0.4437,,0.599,2.859,,
6.538,0.0174,0.0552,0.424,-0.8,3.86,1.38,0.0,0.0082,-0.0369,0.3867,,0.599,2.873,,
6.589,0.0175,0.052,0.43,-0.76,3.23,1.11,0.0,-0.0026,-0.068,0.3145,1.729,0.627,2.873,,
6.638,0.0184,0.0461,0.434,-0.78,2.44,1.03,0.0,-0.0091,-0.0983,0.2908,1.729,0.627,2.869,,
6.688,0.0185,0.0397,0.445,-0.81,1.47,0.79,0.0,-0.0153,-0.1179,0.2381,1.741,0.677,2.869,,
6.739,0.0189,0.032,0.452,-0.84,0.69,0.7,0.0,-0.0191,-0.1315,0.2332,1.741,0.677,2.876,,
6.789,0.0172,0.0244,0.462,-0.84,-0.06,0.6,0.0,-0.0262,-0.1364,0.2058,,0.782,2.876,,
6.839,0.0159,0.0143,0.475,-0.87,-0.74,0.41,0.0,-0.0302,-0.1406,0.2065,,0.782,2.878,,
6.888,0.0147,0.005,0.484,-0.87,-1.47,0.37,0.0,-0.0324,-0.1368,0.1969,,1.405,2.878,,
6.939,0.0154,-0.0012,0.503,-0.8,-2.02,0.27,0.0,-0.0302,-0.1219,0.1843,,1.405,2.879,,
6.989,0.0157,-0.0081,0.517,-0.76,-2.32,0.14,0.0,-0.0281,-0.1065,0.1795,1.744,,2.879,,
7.038,0.0157,-0.014,0.527,-0.78,-2.55,-0.05,0.0,-0.0256,-0.0899,0.1573,1.744,,2.886,,
7.088,0.015,-0.0193,0.54,-0.74,-2.78,-0.04,0.0,-0.0239,-0.0721,0.1174,,1.89,2.886,,
7.138,0.0178,-0.0241,0.548,-0.71,-2.85,-0.18,0.0,-0.0158,-0.0537,0.081,,1.89,2.903,,
7.188,0.0194,-0.0259,0.554,-0.67,-2.69,-0.2,0.0,-0.0101,-0.0327,0.0237,,1.89,2.903,,
7.238,0.0191,-0.0276,0.555,-0.58,-2.49,0.04,0.0,-0.0086,-0.0146,-0.0383,,1.89,2.904,,
7.288,0.0222,-0.0298,0.552,-0.46,-2.32,0.15,0.0,-0.0029,-0.0003,-0.1084,,1.876,2.904,,
7.339,0.0259,-0.0273,0.548,-0.37,-2.02,0.3,0.0,0.0022,0.0191,-0.1874,,1.876,2.925,,
7.388,0.0292,-0.0224,0.533,-0.28,-1.65,0.42,0.0,0.005,0.0388,-0.2472,,1.895,2.925,,
7.439,0.0304,-0.0184,0.522,-0.23,-1.21,0.61,0.0,0.0031,0.0522,-0.3262,,1.895,,,
7.489,0.0326,-0.0193,0.501,-0.19,-0.83,0.85,0.0,0.0011,0.0547,-0.3693,,,,,
7.538,0.0326,-0.0171,0.484,-0.19,-0.41,0.86,0.0,-0.0051,0.0587,-0.4284,,,2.923,,
7.589,0.0325,-0.021,0.458,-0.22,-0.08,0.81,0.0,-0.0111,0.0508,-0.445,1.712,,2.923,,
7.639,0.0335,-0.028,0.438,-0.2,0.18,0.81,0.0,-0.015,0.0359,-0.4776,1.712,,2.934,,
7.688,0.0374,-0.0081,0.411,-0.14,-0.11,0.77,0.0,-0.0147,0.0622,-0.4617,,,2.934,,
7.739,0.0416,-0.0089,0.387,-0.12,0.17,0.88,0.0,-0.0141,0.0564,-0.4764,,,2.908,,
7.789,0.029,0.0039,0.36,-0.14,0.34,1.3,0.0,-0.0408,0.0693,-0.4457,1.713,,2.908,,
7.838,0.0335,0.0038,0.339,-0.2,0.43,0.98,0.0,-0.0416,0.061,-0.4417,1.713,,2.918,,
7.888,0.0321,0.007,0.317,-0.31,0.77,0.98,0.0,-0.0493,0.0562,-0.3992,,0.717,2.918,,
7.938,0.022,0.0173,0.299,-0.41,0.91,0.67,0.0,-0.0685,0.0604,-0.3789,,0.717,2.916,,
7.989,0.0227,0.0109,0.28,-0.56,1.48,0.2,0.0,-0.0659,0.036,-0.3344,,0.707,2.916,,
8.038,0.0219,0.025,0.262,-0.69,1.37,0.03,0.0,-0.0639,0.0421,-0.3093,,0.707,2.924,,
8.09,0.032,0.0135,0.245,-0.83,1.43,0.16,0.0,-0.045,0.0094,-0.2657,,0.711,2.924,,
8.139,0.0356,0.0039,0.236,-0.95,1.44,0.01,0.0,-0.0363,-0.02,-0.2416,,0.711,2.936,,
8.188,0.0451,-0.0107,0.227,-1.06,0.95,0.22,0.0,-0.019,-0.0535,-0.1943,,0.721,2.936,,
8.238,0.0516,-0.02,0.225,-1.08,0.28,0.64,0.0,-0.0095,-0.0706,-0.1714,,0.721,2.88,,
8.288,0.0559,-0.0294,0.216,-1.08,-0.55,1.11,0.0,-0.0081,-0.0802,-0.1226,,0.735,2.88,,
8.339,0.0592,-0.0376,0.213,-1.05,-1.42,1.55,0.0,-0.0117,-0.0803,-0.1132,,0.735,,,
8.388,0.0613,-0.045,0.21,-0.94,-2.08,1.79,0.0,-0.0198,-0.0725,-0.0843,,0.758,,,
8.441,0.0627,-0.0507,0.205,-0.79,-2.67,2.15,0.0,-0.0307,-0.0576,-0.068,,0.758,2.552,,
8.488,0.0621,-0.0551,0.194,-0.69,-2.95,2.06,0.0,-0.0457,-0.0376,-0.0564,,0.793,2.552,,
8.538,0.0624,-0.0572,0.195,-0.56,-3.02,2.08,0.0,-0.0556,-0.0132,-0.0545,,0.793,2.53,,
8.589,0.0598,-0.0583,0.185,-0.48,-2.98,1.8,0.0,-0.0716,0.0107,-0.0306,,0.817,2.53,,
8.638,0.0569,-0.0586,0.179,-0.4,-2.73,1.57,0.0,-0.0832,0.0315,-0.0365,,0.817,2.538,,
8.688,0.0536,-0.0574,0.177,-0.36,-2.44,1.35,0.0,-0.093,0.0524,-0.0271,,0.814,2.538,,
8.738,0.0493,-0.0557,0.177,-0.42,-2.18,1.04,0.0,-0.1025,0.0688,-0.0092,,0.814,2.529,,
8.788,0.0455,-0.0517,0.177,-0.46,-1.84,0.75,0.0,-0.1044,0.0881,0.0016,,0.785,2.529,,
8.838,0.0409,-0.0478,0.182,-0.49,-1.46,0.31,0.0,-0.1065,0.0991,0.0124,,0.785,2.552,,
8.887,0.0364,-0.0432,0.183,-0.59,-0.89,-0.07,0.0,-0.1024,0.1055,0.0333,,0.757,2.552,,
8.938,0.0323,-0.0376,0.187,-0.7,-0.45,-0.13,0.0,-0.0951,0.1118,0.0349,,0.757,2.607,,
8.988,0.0282,-0.0312,0.189,-0.75,-0.03,-0.5,0.0,-0.0885,0.1178,0.0435,,0.726,2.607,,
9.038,0.0248,-0.0258,0.191,-0.78,0.43,-0.68,0.0,-0.078,0.1132,0.0463,,0.726,,,
9.088,0.0215,-0.0212,0.194,-0.78,0.76,-0.66,0.0,-0.0689,0.1029,0.0424,,0.694,,,
9.138,0.0193,-0.0165,0.198,-0.8,0.92,-0.61,0.0,-0.0561,0.0937,0.0433,,0.694,2.793,,
9.189,0.0173,-0.012,0.194,-0.78,1.07,-0.67,0.0,-0.0466,0.0849,0.0409,,0.683,2.793,,
9.239,0.0156,-0.0083,0.2,-0.75,1.3,-0.58,0.0,-0.0377,0.0738,0.0267,,0.683,2.828,,
9.288,0.0141,-0.005,0.202,-0.74,1.25,-0.4,0.0,-0.0316,0.0614,0.0391,,0.674,2.828,,
9.339,0.0129,-0.0024,0.208,-0.75,1.27,-0.23,0.0,-0.0275,0.0496,0.0329,,0.674,2.851,,
9.387,0.0116,-0.0003,0.207,-0.76,1.09,-0.22,0.0,-0.0258,0.0396,0.0356,,0.668,2.851,,
9.437,0.0114,0.0009,0.207,-0.72,1.08,-0.14,0.0,-0.019,0.0272,0.0271,,0.668,2.85,,
9.488,0.0114,0.0009,0.209,-0.63,0.97,-0.01,0.0,-0.0133,0.013,0.0197,,0.671,2.85,,
9.538,0.0112,-0.0002,0.211,-0.57,0.74,0.11,0.0,-0.0115,-0.0019,0.0211,,0.671,2.816,,
9.587,0.0112,-0.0015,0.212,-0.56,0.51,0.17,0.0,-0.01,-0.0115,0.0157,,0.679,2.816,,
9.637,0.0118,-0.0061,0.213,-0.48,0.27,0.15,0.0,-0.0068,-0.031,0.0155,,0.679,2.823,,
9.687,0.0123,-0.0077,0.211,-0.37,-0.09,0.25,0.0,-0.0051,-0.0324,0.0121,,0.688,2.823,,
9.737,0.0129,-0.0109,0.211,-0.29,-0.44,0.32,0.0,-0.0041,-0.0367,0.0038,,0.688,2.749,,
9.787,0.0131,-0.0127,0.212,-0.22,-0.78,0.44,0.0,-0.0056,-0.0319,0.0036,,0.694,2.749,,
9.837,0.013,-0.0154,0.218,-0.14,-1.03,0.41,0.0,-0.0083,-0.0285,0.0048,,0.694,2.696,,
9.888,0.0123,-0.0169,0.211,-0.04,-1.14,0.5,0.0,-0.0125,-0.0205,0.0141,,0.708,2.696,,
9.938,0.012,-0.0178,0.216,0.0,-1.25,0.44,0.0,-0.0152,-0.011,-0.0059,,0.708,2.599,,
9.987,0.0103,-0.0179,0.212,0.02,-1.3,0.29,0.0,-0.0214,0.0008,0.0118,,0.704,2.599,,
10.038,0.0094,-0.0166,0.213,0.02,-1.18,0.12,0.0,-0.0229,0.0147,-0.0016,,0.704,2.604,,
10.089,0.0092,-0.0143,0.216,0.07,-1.05,0.19,0.0,-0.0208,0.0286,0.0034,,0.705,2.604,,
10.137,0.009,-0.0116,0.215,0.13,-0.81,-0.0,0.0,-0.0191,0.0405,0.0088,,0.705,,,
10.188,0.0085,-0.0085,0.213,0.16,-0.36,-0.13,0.0,-0.0171,0.0483,-0.0004,,0.691,,,
10.238,0.0083,-0.0064,0.213,0.16,-0.12,-0.14,0.0,-0.0142,0.0496,-0.0031,,0.691,2.672,,
10.287,0.0093,-0.0039,0.215,0.2,0.18,-0.2,0.0,-0.0075,0.0497,0.0018,,0.686,2.672,,
10.338,0.0094,-0.0019,0.215,0.26,0.39,-0.1,0.0,-0.0048,0.0458,0.0043,,0.686,2.722,,
10.387,0.0102,0.0009,0.215,0.26,0.54,-0.12,0.0,-0.0006,0.0439,-0.0007,1.738,0.687,2.722,,
10.437,0.0109,0.0032,0.215,0.3,0.74,-0.01,0.0,0.0022,0.0389,0.0,1.738,0.687,,,
10.487,0.0119,0.0043,0.211,0.33,0.79,0.09,0.0,0.0046,0.0305,-0.0002,1.734,0.689,,,
10.538,0.0136,0.0053,0.212,0.37,0.86,0.02,0.0,0.0085,0.022,-0.0106,1.734,0.689,2.826,,
10.588,0.0162,0.0034,0.209,0.42,0.92,0.29,0.0,0.0144,0.0061,-0.0014,,0.696,2.826,,
10.637,0.0168,0.0008,0.216,0.45,0.79,0.39,0.0,0.0115,-0.0095,-0.0081,,0.696,2.848,,
