time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.23,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.486,0.571,,,
0.232,,-0.0021,-0.0026,0.012,-0.62,-1.27,0.17,0.0,0.0,0.0,0.0,,,,0.568,,,
0.234,,-0.0027,-0.0027,0.013,-0.62,-1.27,0.19,0.0,0.0,0.0,0.0,,,,0.568,,,
0.242,,-0.0027,-0.0027,0.014,-0.62,-1.27,0.19,0.0,0.0,0.0,0.0,,,,0.566,,,
0.304,,-0.0027,-0.0027,0.014,-0.63,-1.27,0.19,0.0,-0.0015,-0.0016,-0.0012,,,,0.566,,,
0.342,,-0.0027,-0.0025,0.012,-0.63,-1.27,0.19,0.0,-0.0013,-0.0043,0.0001,,,2.478,0.57,,,
0.395,,-0.0028,-0.0026,0.013,-0.63,-1.27,0.19,0.0,-0.0041,-0.0052,-0.0047,,,2.478,0.57,,,
0.446,,-0.0028,-0.0028,0.013,-0.63,-1.26,0.19,0.0,-0.0065,-0.0067,-0.0047,,,,0.571,,,
0.509,,-0.0028,-0.0025,0.012,-0.64,-1.27,0.19,0.0,-0.0057,-0.0083,-0.0046,,,,0.571,,,
0.565,,-0.0006,-0.0027,0.012,-0.64,-1.26,0.1,0.0,-0.0013,-0.0013,-0.0067,,,,0.569,,,
0.592,,-0.0027,-0.0025,0.012,-0.65,-1.27,0.19,0.0,-0.0017,-0.0013,-0.0073,,,,0.569,,,
0.644,,-0.002,-0.0027,0.014,-0.65,-1.27,0.16,0.0,-0.0005,-0.0052,-0.0065,,,,0.565,,,
0.693,,-0.0007,-0.0026,0.013,-0.66,-1.27,0.11,0.0,-0.0047,-0.0022,-0.0009,,,,0.565,,,
0.744,,-0.0027,-0.0026,0.011,-0.66,-1.27,0.2,0.0,-0.0031,-0.0015,-0.0,,,,0.567,,,
0.793,,-0.0027,-0.0024,0.011,-0.66,-1.28,0.2,0.0,-0.0057,-0.0064,-0.0057,,,,0.567,,,
0.879,,-0.0027,-0.0027,0.013,-0.67,-1.26,0.19,0.0,0.0018,-0.0034,-0.0082,,,,0.562,,,
