time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.262,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679,0.413,0.86,0.241,,,
0.266,,0.7904,-3.5663,0.011,9.22,-1.62,0.25,0.0,-0.0039,0.0087,0.0029,0.679,0.413,0.86,,,,
0.27,,0.7892,-3.5678,0.011,9.2,-1.57,0.32,0.0,-0.01,0.0007,0.0047,0.673,0.407,0.863,,,,
0.273,,0.7892,-3.5678,0.013,9.18,-1.57,0.31,0.0,-0.0094,0.0014,0.0054,0.673,0.407,0.863,0.24,,,
0.28,,0.7886,-3.566,0.013,9.15,-1.65,0.32,0.0,-0.0122,0.0116,0.0129,0.675,0.411,0.86,0.24,,,
0.329,,0.7892,-3.5678,0.009,9.12,-1.56,0.3,0.0,-0.0088,0.0003,0.0137,0.675,0.411,0.86,0.245,,,
0.377,,0.79,-3.5667,0.009,9.1,-1.6,0.26,0.0,-0.0036,0.0061,0.004,0.678,0.41,0.854,0.245,,,
0.429,,0.789,-3.5676,0.009,9.08,-1.57,0.31,0.0,-0.009,0.002,0.005,0.678,0.41,0.854,,,,
0.478,,0.7896,-3.567,0.009,9.05,-1.59,0.27,0.0,-0.0056,0.0048,-0.0021,0.674,0.416,0.852,,,,
0.527,,0.7896,-3.567,0.011,9.03,-1.59,0.27,0.0,-0.0058,0.0055,-0.0013,0.674,0.416,0.852,0.245,,,
0.578,,0.7886,-3.5655,0.011,9.0,-1.66,0.3,0.0,-0.0104,0.0133,0.0048,0.674,0.409,0.857,0.245,,,
0.638,,0.7907,-3.567,0.011,8.98,-1.56,0.22,0.0,0.0012,0.0028,0.006,0.674,0.409,0.857,0.24,,,
0.683,,0.7892,-3.5667,0.011,8.96,-1.59,0.28,0.0,-0.0068,0.0046,0.0049,0.676,0.413,0.866,0.24,,,
0.728,,0.7891,-3.5662,0.011,8.93,-1.61,0.29,0.0,-0.0072,0.007,0.0056,0.676,0.413,0.866,0.246,,,
0.78,,0.7888,-3.5672,0.011,8.91,-1.56,0.3,0.0,-0.0085,0.0015,0.0035,0.677,0.408,0.871,0.246,,,
0.835,,0.7886,-3.5672,0.013,8.89,-1.57,0.31,0.0,-0.0091,0.0018,0.004,0.677,0.408,0.871,0.245,,,
0.885,,0.7901,-3.5647,0.013,8.86,-1.65,0.23,0.0,-0.0004,0.0138,0.0063,0.673,0.414,0.876,0.245,,,
0.93,,0.7894,-3.5664,0.01,8.84,-1.58,0.28,0.0,-0.005,0.0032,0.0068,0.673,0.414,0.876,0.247,,,
0.991,,0.7892,-3.566,0.01,8.82,-1.59,0.28,0.0,-0.0059,0.005,-0.0021,0.677,0.411,0.883,0.247,,,
1.059,,0.789,-3.5664,0.01,8.8,-1.58,0.3,0.0,-0.007,0.0024,-0.001,0.677,0.411,0.883,0.242,,,
1.115,,0.789,-3.5659,0.01,8.77,-1.59,0.3,0.0,-0.0067,0.005,-0.0001,0.676,0.411,0.891,0.242,,,
1.132,,0.7887,-3.5668,0.008,8.75,-1.55,0.32,0.0,-0.0082,-0.0001,0.0007,0.676,0.411,0.891,0.244,,,
1.178,,0.7898,-3.5646,0.008,8.72,-1.65,0.24,0.0,-0.0017,0.0125,-0.0076,0.674,0.415,0.889,0.244,,,
1.227,,0.7891,-3.5656,0.011,8.7,-1.61,0.28,0.0,-0.006,0.0068,-0.0069,0.674,0.415,0.889,0.241,,,
1.29,,0.7886,-3.5667,0.011,8.68,-1.56,0.31,0.0,-0.0085,0.0007,0.0003,0.676,0.414,0.892,0.241,,,
1.331,,0.7886,-3.5659,0.009,8.66,-1.6,0.3,0.0,-0.0075,0.0053,0.0014,0.676,0.414,0.892,0.244,,,
1.381,,0.7883,-3.5668,0.009,8.63,-1.58,0.31,0.0,-0.0088,0.0014,-0.0021,0.67,0.411,0.887,0.244,,,
1.431,,0.789,-3.565,0.011,8.61,-1.64,0.27,0.0,-0.0037,0.0106,-0.0018,0.67,0.411,0.887,0.249,,,
1.477,,0.789,-3.5656,0.011,8.59,-1.61,0.27,0.0,-0.004,0.0066,0.002,0.677,0.408,0.889,0.249,,,
1.529,,0.7881,-3.5666,0.01,8.57,-1.57,0.31,0.0,-0.0088,0.0019,0.0027,0.677,0.408,0.889,,,,
1.582,,0.7887,-3.5653,0.01,8.54,-1.62,0.28,0.0,-0.0052,0.0081,0.0004,0.678,0.414,0.892,,,,
1.639,,0.788,-3.5652,0.008,8.52,-1.62,0.31,0.0,-0.0094,0.008,0.0014,0.678,0.414,0.892,0.245,,,
1.684,,0.7878,-3.5641,0.008,8.49,-1.66,0.31,0.0,-0.0097,0.0138,-0.0004,0.675,0.409,0.896,0.245,,,
1.734,,0.7901,-3.5661,0.01,8.47,-1.56,0.22,0.0,0.0021,0.0028,0.0006,0.675,0.409,0.896,0.244,,,
1.778,,0.7882,-3.5662,0.01,8.45,-1.56,0.31,0.0,-0.0083,0.0022,0.001,0.678,0.411,0.89,0.244,,,
1.843,,0.7887,-3.5649,0.01,8.43,-1.6,0.28,0.0,-0.0061,0.0082,0.0021,0.678,0.411,0.89,0.24,,,
1.88,,0.7877,-3.5638,0.01,8.41,-1.65,0.31,0.0,-0.0111,0.0134,0.0029,0.673,0.412,0.894,0.24,,,
1.944,,0.788,-3.566,0.011,8.39,-1.55,0.31,0.0,-0.0093,0.0012,0.0038,0.673,0.412,0.894,0.245,,,
1.98,,0.7886,-3.5647,0.011,8.37,-1.59,0.28,0.0,-0.0059,0.0074,0.0051,0.676,0.411,0.892,0.245,,,
2.026,,0.7889,-3.5652,0.013,8.34,-1.56,0.27,0.0,-0.0048,0.0041,0.006,0.676,0.411,0.892,0.239,,,
2.077,,0.788,-3.566,0.013,8.32,-1.53,0.31,0.0,-0.0094,-0.0008,0.0093,0.676,0.411,0.897,0.239,,,
2.156,,0.7898,-3.5656,0.01,8.3,-1.53,0.23,0.0,0.0003,0.0002,0.0105,0.676,0.411,0.897,0.24,,,
2.177,,0.7895,-3.5634,0.01,8.28,-1.63,0.23,0.0,-0.001,0.0124,-0.0006,0.677,0.414,0.892,0.24,,,
2.234,,0.788,-3.5656,0.013,8.26,-1.54,0.31,0.0,-0.0092,0.0002,0.0006,0.677,0.414,0.892,0.237,,,
2.293,,0.7879,-3.5655,0.013,8.24,-1.54,0.31,0.0,-0.0094,0.0003,0.0064,0.676,0.414,0.894,0.237,,,
2.326,,0.7879,-3.5655,0.013,8.22,-1.54,0.3,0.0,-0.0089,0.0003,0.0068,0.676,0.414,0.894,0.246,,,
2.377,,0.7894,-3.5634,0.013,8.19,-1.62,0.23,0.0,-0.0008,0.011,0.0047,0.674,0.412,0.893,0.246,,,
2.467,,0.7886,-3.5645,0.009,8.17,-1.57,0.28,0.0,-0.0056,0.0046,0.006,0.674,0.412,0.893,0.244,,,
2.5,,0.7878,-3.5653,0.009,8.15,-1.54,0.31,0.0,-0.0094,-0.0001,-0.0021,0.676,0.413,0.889,0.244,,,
2.532,,0.7877,-3.5653,0.01,8.14,-1.54,0.32,0.0,-0.0099,-0.0005,-0.0016,0.676,0.413,0.889,0.246,,,
2.599,,0.7882,-3.5642,0.01,8.11,-1.58,0.29,0.0,-0.0064,0.0051,-0.0021,0.676,0.41,0.889,0.246,,,
2.626,,0.7882,-3.5646,0.009,8.09,-1.56,0.3,0.0,-0.0065,0.003,-0.0013,0.676,0.41,0.889,0.236,,,
2.677,,0.7876,-3.5638,0.009,8.07,-1.6,0.32,0.0,-0.01,0.0077,-0.003,0.673,0.411,0.891,0.236,,,
