time_s,x_m,y_m,z_down_m
0.239,0.3589,0.0142,0.012
0.243,0.36,0.0155,0.013
0.325,0.3589,0.0142,0.014
0.426,0.3591,0.014,0.013
0.527,0.3602,0.0154,0.012
0.629,0.3603,0.0156,0.014
0.724,0.3608,0.0154,0.012
0.825,0.3586,0.0143,0.012
0.925,0.3591,0.0151,0.012
1.064,0.3605,0.015,0.013
1.134,0.3598,0.0156,0.013
1.225,0.3588,0.0142,0.014
1.335,0.3576,0.0128,0.014
1.425,0.3576,0.0124,0.012
1.525,0.3567,0.0126,0.014
1.637,0.3572,0.0128,0.013
1.725,0.3565,0.0118,0.013
1.825,0.3569,0.0128,0.012
1.951,0.3568,0.0126,0.011
2.024,0.357,0.0128,0.013
2.125,0.3573,0.0129,0.014
2.231,0.3577,0.0126,0.012
2.324,0.3576,0.0124,0.014
2.462,0.3562,0.0125,0.013
2.531,0.357,0.0126,0.013
2.625,0.3564,0.0123,0.014
2.75,0.3573,0.013,0.013
2.823,0.3569,0.013,0.013
2.924,0.357,0.0126,0.013
3.041,0.3568,0.0121,0.013
3.124,0.3563,0.0122,0.013
3.223,0.0004,0.0004,0.013
3.327,-0.0003,-0.0001,0.012
3.424,-0.0004,0.0009,0.013
3.524,-0.0011,0.0007,0.012
3.649,-0.0005,0.0006,0.011
3.724,-0.0002,-0.0004,0.014
3.824,0.001,0.0011,0.013
3.939,0.0,0.0006,0.013
4.024,-0.0004,0.0004,0.012
4.123,-0.0002,0.0004,0.012
4.24,-0.0009,0.0004,0.013
4.324,0.0001,0.0006,0.012
4.424,-0.0002,-0.0005,0.015
4.532,0.0001,0.0008,0.011
4.624,0.0,0.0006,0.014
4.754,-0.0002,-0.0004,0.013
4.828,-0.0002,0.0016,0.012
4.924,0.0,0.0011,0.013
5.052,0.0,0.0048,0.014
5.122,0.0,0.0022,0.014
5.223,-0.0005,0.0032,0.013
5.347,-0.0004,0.0076,0.013
5.422,-0.0009,0.0021,0.013
5.523,-0.0011,0.0,0.014
5.637,-0.0007,0.0003,0.012
5.723,-0.0057,0.0019,0.013
5.823,-0.0054,0.0028,0.012
5.926,-0.0055,0.0018,0.013
6.023,-0.0057,0.0027,0.014
6.123,-0.0059,0.0018,0.014
6.249,-0.0053,0.0016,0.012
6.323,-0.006,0.0016,0.013
6.423,-0.0046,0.0016,0.013
6.555,-0.0035,-0.001,0.014
6.623,-0.0045,-0.0094,0.014
6.723,-0.003,-0.0131,0.013
6.831,-0.0045,-0.0087,0.014
6.923,-0.0045,-0.0083,0.014
7.023,-0.0045,-0.0082,0.013
7.141,-0.0045,-0.0091,0.015
7.223,-0.0043,-0.0089,0.013
7.322,-0.0054,-0.0052,0.014
7.427,-0.005,-0.0053,0.01
7.522,-0.0045,-0.0062,0.013
7.654,-0.005,-0.0057,0.014
7.725,-0.0048,-0.0078,0.014
7.822,-0.0052,-0.008,0.014
7.951,-0.0045,-0.0083,0.013
8.022,-0.0054,-0.0087,0.016
8.122,-0.0047,-0.0083,0.013
8.239,-0.0043,-0.0083,0.013
8.322,-0.0051,-0.0087,0.012
8.423,-0.0052,-0.0071,0.015
8.529,-0.0035,-0.0082,0.01
8.622,-0.0035,-0.0082,0.012
8.721,-0.0036,-0.008,0.012
8.833,-0.0002,-0.0084,0.013
8.922,0.0006,-0.0075,0.011
9.022,0.0002,-0.0027,0.009
9.16,0.0073,-0.006,0.011
9.221,0.0145,-0.001,0.002
9.321,0.0286,-0.0197,0.0
9.441,0.018,-0.0451,0.0
9.522,-0.0015,-0.0498,0.026
9.674,-0.0018,-0.0462,0.056
9.727,-0.0209,-0.0242,0.083
9.823,-0.0277,-0.0079,0.1
9.922,-0.0311,0.0024,0.114
10.025,-0.0282,0.0077,0.124
10.121,-0.0194,0.0057,0.137
10.259,-0.0061,-0.0034,0.149
10.323,0.0033,-0.0135,0.167
10.463,0.0115,-0.0228,0.184
10.547,0.0146,-0.0293,0.199
10.621,0.0153,-0.0294,0.215
10.722,0.0143,-0.0203,0.228
10.84,0.0113,-0.0118,0.236
10.921,0.009,-0.0021,0.248
11.021,0.0057,0.0055,0.259
11.153,0.0057,0.0128,0.259
11.221,0.0027,0.0146,0.27
11.322,0.0064,-0.0024,0.276
11.461,0.0077,-0.0135,0.287
11.521,0.0127,-0.0227,0.296
11.622,0.0126,-0.0336,0.3
11.777,0.0131,-0.0352,0.308
11.824,0.0164,-0.0231,0.313
11.922,0.0147,-0.0125,0.322
12.022,0.0149,0.0032,0.327
12.144,0.0148,0.0098,0.332
12.222,0.019,0.0187,0.334
12.322,0.0219,0.0202,0.339
12.421,0.0271,0.0195,0.339
12.522,0.0295,0.0092,0.344
12.621,0.0324,-0.0016,0.343
12.728,0.0349,-0.0091,0.343
12.821,0.0295,-0.0158,0.346
12.92,0.0244,-0.0148,0.344
13.032,0.0237,-0.0076,0.344
13.121,0.0268,0.0017,0.339
13.221,0.0321,0.0077,0.342
13.346,0.037,0.018,0.342
13.42,0.042,0.0219,0.344
13.521,0.0423,0.0201,0.34
13.653,0.0422,0.0151,0.341
13.727,0.0042,0.0113,0.336
13.821,0.0037,0.006,0.341
13.965,-0.0005,0.0019,0.339
14.021,0.0077,0.004,0.337
14.121,0.0202,0.0076,0.342
14.256,0.0316,0.0141,0.338
14.321,0.044,0.0221,0.344
14.421,0.0495,0.0307,0.342
14.52,0.0488,0.0355,0.343
14.624,0.0424,0.0449,0.34
14.721,0.0294,0.0458,0.339
14.82,0.0148,0.0451,0.336
14.92,0.0039,0.0433,0.339
15.02,-0.0026,0.0426,0.336
15.121,-0.0102,0.0366,0.335
15.222,-0.0107,0.0339,0.331
15.321,-0.0083,0.0226,0.332
15.42,-0.0034,0.0223,0.327
15.53,0.0038,0.0271,0.326
15.62,0.0081,0.0334,0.329
15.72,0.0096,0.0375,0.325
15.845,0.0094,0.0425,0.326
15.92,0.0041,0.0432,0.321
16.02,-0.0035,0.0411,0.316
16.157,-0.0112,0.035,0.319
16.219,-0.02,0.0272,0.316
16.32,-0.0217,0.0213,0.32
16.476,-0.0203,0.0111,0.321
16.52,-0.0142,0.0061,0.32
16.62,0.0001,0.0023,0.32
16.72,0.015,-0.0021,0.325
16.825,0.0332,-0.0128,0.324
16.92,0.0523,-0.0259,0.322
17.019,0.0795,-0.0485,0.319
17.123,0.1033,-0.0747,0.316
17.221,0.1329,-0.1027,0.321
17.319,0.1574,-0.1287,0.337
17.42,0.1818,-0.1534,0.37
17.519,0.2067,-0.1794,0.401
17.62,0.223,-0.1991,0.392
17.732,0.2356,-0.2185,0.357
17.819,0.2431,-0.2409,0.312
17.919,0.2437,-0.2476,0.286
18.047,0.2487,-0.2577,0.278
18.119,0.2568,-0.2581,0.278
18.219,0.2625,-0.2531,0.281
18.358,0.2685,-0.2493,0.292
18.419,0.2772,-0.2484,0.296
18.518,0.2818,-0.2512,0.304
18.63,0.291,-0.2611,0.312
18.72,0.2958,-0.2713,0.315
18.819,0.299,-0.2818,0.316
18.919,0.3034,-0.2939,0.312
19.025,0.3123,-0.3037,0.315
19.119,0.3229,-0.3093,0.312
19.22,0.3375,-0.3117,0.313
19.319,0.3527,-0.3137,0.315
19.419,0.3659,-0.3114,0.31
19.519,0.3719,-0.3084,0.312
19.623,0.3783,-0.3041,0.313
19.719,0.3871,-0.3022,0.31
19.819,0.3968,-0.3034,0.31
19.935,0.4037,-0.3085,0.312
20.019,0.4124,-0.3164,0.311
20.12,0.4217,-0.3258,0.308
20.254,0.43,-0.3345,0.307
20.319,0.438,-0.3449,0.307
20.419,0.4448,-0.3513,0.308
20.586,0.4521,-0.3567,0.311
20.624,0.4579,-0.3613,0.308
20.719,0.4658,-0.3616,0.308
20.819,0.4776,-0.3584,0.308
20.918,0.4865,-0.3542,0.31
21.019,0.4919,-0.3489,0.308
21.118,0.4951,-0.3431,0.31
21.221,0.4959,-0.3379,0.316
21.318,0.4976,-0.3358,0.315
21.418,0.5057,-0.338,0.315
21.536,0.5144,-0.3416,0.314
21.619,0.5255,-0.3471,0.312
21.719,0.536,-0.3496,0.314
21.85,0.545,-0.3524,0.315
21.918,0.5513,-0.3547,0.315
22.018,0.5551,-0.3578,0.312
22.163,0.5606,-0.3595,0.308
22.217,0.5686,-0.3562,0.307
22.318,0.5781,-0.3522,0.309
22.433,0.5879,-0.3486,0.307
22.518,0.5955,-0.3444,0.307
22.619,0.6021,-0.3402,0.307
22.718,0.6076,-0.3374,0.308
22.822,0.6125,-0.3371,0.307
22.917,0.6149,-0.3392,0.312
23.019,0.616,-0.3422,0.313
23.12,0.6197,-0.3464,0.311
23.217,0.6302,-0.3475,0.31
23.318,0.645,-0.3458,0.311
23.419,0.6674,-0.3425,0.306
23.518,0.6915,-0.3384,0.304
23.618,0.7229,-0.3329,0.299
23.737,0.7549,-0.3325,0.298
23.817,0.7908,-0.3316,0.295
23.918,0.8324,-0.3317,0.294
24.052,0.8676,-0.3327,0.292
24.127,0.9027,-0.3353,0.293
24.217,0.9313,-0.3394,0.299
24.359,0.9513,-0.345,0.298
24.417,0.9629,-0.3544,0.297
24.517,0.9664,-0.3688,0.298
24.622,0.9625,-0.3831,0.302
24.721,0.9568,-0.3983,0.303
24.817,0.9562,-0.4108,0.31
24.917,0.9577,-0.4211,0.312
25.021,0.9631,-0.4278,0.312
25.117,0.9706,-0.4326,0.308
25.218,0.9779,-0.4321,0.307
25.317,0.9864,-0.4302,0.309
25.426,0.9895,-0.4256,0.307
25.517,0.9922,-0.4194,0.307
25.63,0.9916,-0.4117,0.307
25.717,0.9884,-0.4086,0.304
25.818,0.9847,-0.406,0.305
25.943,0.9838,-0.4095,0.303
26.016,0.9846,-0.4148,0.306
26.117,0.9897,-0.4243,0.305
26.255,0.993,-0.4296,0.308
26.316,0.9957,-0.4308,0.309
26.417,1.0007,-0.4289,0.307
26.556,1.0005,-0.4215,0.305
26.616,0.9991,-0.4138,0.303
26.717,0.9953,-0.4049,0.304
26.859,0.9923,-0.3978,0.307
26.924,0.9881,-0.3905,0.307
27.017,0.982,-0.3851,0.307
27.116,0.9783,-0.3799,0.308
27.222,0.9713,-0.3792,0.305
27.316,0.9696,-0.3821,0.308
27.417,0.9663,-0.3904,0.306
27.52,0.9643,-0.3974,0.308
27.616,0.9625,-0.4042,0.302
27.717,0.9597,-0.4126,0.303
27.822,0.96,-0.4205,0.305
27.916,0.9623,-0.424,0.302
28.016,0.9651,-0.4227,0.304
