time_s,x_m,y_m,z_down_m,vx_ms,vy_ms,vz_ms
2.625,-0.0018,0.0003,0.013,-0.0079,-0.0006,0.0078
2.676,0.0002,-0.0003,0.012,0.0028,-0.0038,0.0054
2.726,-0.0016,-0.0005,0.014,-0.0064,-0.0052,0.0014
2.776,0.0017,0.003,0.011,0.0103,0.0117,0.0031
2.825,-0.0028,0.0016,0.013,-0.0126,0.0029,-0.002
2.876,-0.0029,0.0062,0.013,-0.0097,0.0217,-0.0006
2.926,-0.005,0.0053,0.013,-0.0176,0.0127,0.0004
2.976,-0.0049,0.0054,0.012,-0.0142,0.0104,0.0007
3.026,-0.0048,0.0054,0.013,-0.0118,0.0079,-0.0014
3.076,-0.0007,0.005,0.012,0.0085,0.0057,-0.0004
3.126,-0.0001,-0.0012,0.012,0.0106,-0.0261,-0.0021
3.176,-0.0012,0.0022,0.012,0.0038,-0.0072,-0.0013
3.226,-0.0005,0.0017,0.011,0.0067,-0.0088,-0.0016
3.276,-0.0014,0.0012,0.011,0.0013,-0.0105,-0.0038
3.326,-0.0003,-0.0026,0.014,0.007,-0.0297,-0.0048
3.376,-0.001,0.0002,0.011,0.0021,-0.0118,0.0022
3.426,-0.0037,-0.0004,0.014,-0.0113,-0.0118,-0.0006
3.476,-0.001,-0.0003,0.012,0.0036,-0.0099,0.0047
3.527,-0.0016,-0.0016,0.013,0.0001,-0.0152,0.002
3.576,-0.0017,-0.002,0.013,-0.0005,-0.0155,0.0029
3.626,-0.0021,0.0001,0.011,-0.0037,-0.0033,0.0033
3.676,-0.0008,0.0003,0.012,0.0026,-0.0016,-0.0012
3.726,-0.0015,-0.0002,0.013,-0.0017,-0.0033,-0.0021
3.776,-0.0019,0.0001,0.012,-0.004,-0.002,0.0003
3.828,-0.0028,-0.0018,0.011,-0.009,-0.0108,-0.0007
3.875,-0.0019,0.0001,0.013,-0.004,-0.0007,-0.0026
3.926,-0.0017,-0.0008,0.013,-0.0026,-0.0052,0.0012
3.976,-0.0008,0.0014,0.013,0.002,0.0059,0.0032
4.026,-0.0013,-0.0013,0.012,0.0002,-0.0084,0.0037
4.076,-0.0017,0.0,0.012,-0.002,-0.002,0.0013
4.126,-0.0015,-0.0004,0.014,-0.001,-0.004,-0.0002
4.176,-0.0017,-0.0,0.013,-0.0029,-0.002,0.0042
4.226,-0.0008,-0.0011,0.012,0.002,-0.0075,0.0036
4.276,-0.0015,0.0007,0.011,-0.0021,0.0016,0.0013
4.326,-0.0017,-0.0025,0.01,-0.0029,-0.0146,-0.0024
4.376,-0.0017,-0.0024,0.01,-0.0022,-0.0122,-0.0061
4.426,-0.0028,-0.0011,0.012,-0.0075,-0.0041,-0.0073
4.476,-0.0009,0.001,0.012,0.0026,0.0079,-0.0033
4.525,-0.0008,0.0003,0.014,0.0027,0.0027,-0.0004
4.575,-0.0015,0.0009,0.014,-0.0014,0.0051,0.0055
4.626,-0.0004,-0.0003,0.013,0.0046,-0.0018,0.0087
4.675,-0.0006,-0.0007,0.011,0.0029,-0.0046,0.0074
4.726,-0.0018,-0.0003,0.013,-0.0033,-0.002,0.0016
4.775,-0.0015,0.0011,0.011,-0.0022,0.0041,0.0022
4.825,0.0004,-0.001,0.012,0.0081,-0.0074,-0.0018
4.876,-0.0036,0.0018,0.014,-0.0119,0.0064,-0.0014
4.926,-0.0042,0.002,0.013,-0.0133,0.0057,0.0025
4.975,-0.005,0.0014,0.012,-0.0156,0.0009,0.0033
5.025,-0.002,0.0012,0.014,0.0005,-0.0013,0.0015
5.076,-0.0016,0.0031,0.01,0.0023,0.0081,0.0044
5.127,-0.0008,0.0011,0.014,0.0058,-0.0036,-0.003
5.175,-0.0011,0.0011,0.013,0.0033,-0.0036,0.0022
5.226,-0.0008,0.0011,0.012,0.0041,-0.0033,0.0018
5.276,-0.0029,0.0013,0.012,-0.0072,-0.0022,-0.0002
5.325,-0.0015,0.0004,0.013,0.0006,-0.0075,-0.0006
5.376,-0.0016,0.0031,0.011,0.0007,0.0062,0.0011
5.425,-0.0015,-0.0001,0.013,0.002,-0.0111,-0.0025
5.477,-0.002,0.0011,0.012,-0.0004,-0.0031,0.0001
5.526,-0.002,-0.0006,0.014,-0.0002,-0.0106,-0.0009
5.576,-0.0015,-0.0015,0.012,0.0033,-0.014,0.003
5.625,-0.0002,-0.0021,0.012,0.0101,-0.0155,0.0009
5.676,-0.002,0.0001,0.013,-0.0004,-0.0034,-0.0
5.726,-0.002,-0.0001,0.013,0.0005,-0.0039,0.0012
5.776,-0.0007,-0.0004,0.014,0.0059,-0.004,0.0019
5.827,-0.002,-0.0012,0.011,-0.0013,-0.008,0.004
5.876,-0.0011,-0.0008,0.013,0.0038,-0.0058,-0.0016
5.925,-0.0024,-0.0006,0.011,-0.0034,-0.005,0.0002
5.976,-0.0033,-0.0007,0.014,-0.0078,-0.0045,-0.0027
6.026,-0.0033,-0.0007,0.011,-0.0071,-0.0037,0.0029
6.075,-0.0024,-0.0021,0.014,-0.0011,-0.0111,-0.0013
6.126,-0.0029,-0.0012,0.013,-0.0036,-0.0047,0.0028
6.175,-0.0013,-0.0005,0.013,0.0054,-0.0006,0.0023
6.226,-0.0022,-0.0017,0.013,-0.0024,-0.0099,0.0028
6.275,-0.0013,-0.0008,0.011,-0.0011,-0.0074,0.0016
6.325,-0.0035,-0.0052,0.01,-0.0146,-0.0319,-0.002
6.375,-0.0027,-0.0084,0.012,-0.0103,-0.0463,-0.0072
6.425,-0.0027,-0.0139,0.008,-0.011,-0.0694,-0.0031
6.475,-0.0082,-0.0195,0.005,-0.0395,-0.0853,-0.0038
6.525,-0.0141,-0.0259,0.002,-0.0629,-0.0968,-0.0217
6.575,-0.0197,-0.0306,0.0,-0.0793,-0.093,-0.0185
6.625,-0.0271,-0.0305,0.0,-0.0985,-0.058,-0.0158
6.676,-0.0269,-0.0253,0.0,-0.0654,0.0027,-0.0092
6.725,-0.019,-0.02,0.0,0.0101,0.0557,-0.0086
6.774,-0.0111,0.0044,0.0,0.0719,0.1868,-0.0255
6.825,0.0012,0.0257,0.0,0.1387,0.2691,-0.0077
6.875,0.0107,0.0343,0.003,0.165,0.2475,0.0373
6.925,0.0258,0.0461,0.012,0.2017,0.2312,0.021
6.974,0.0379,0.0575,0.016,0.2056,0.204,0.049
7.025,0.0466,0.0612,0.022,0.1787,0.1362,0.0636
7.076,0.0535,0.057,0.025,0.1395,0.0411,0.0709
7.135,0.0505,0.0473,0.028,0.0544,-0.0571,0.0635
7.175,0.0427,0.0305,0.03,-0.0377,-0.1652,0.0566
7.224,0.0308,0.0159,0.034,-0.1273,-0.2274,0.061
7.275,0.0204,-0.0027,0.038,-0.1795,-0.2777,0.0792
7.325,0.0076,-0.0217,0.043,-0.2198,-0.3035,0.092
7.374,-0.0019,-0.0367,0.052,-0.2175,-0.2845,0.1182
7.426,-0.0092,-0.0484,0.058,-0.1897,-0.2388,0.1326
7.474,-0.0171,-0.0562,0.065,-0.1617,-0.1765,0.13
7.525,-0.0203,-0.059,0.07,-0.1123,-0.0979,0.1303
7.574,-0.0241,-0.0553,0.073,-0.0758,-0.0072,0.1222
7.624,-0.0241,-0.0449,0.076,-0.0304,0.0915,0.1179
7.674,-0.0219,-0.0345,0.077,0.0147,0.1593,0.1185
7.725,-0.0163,-0.0196,0.083,0.0615,0.222,0.1139
7.774,-0.0106,-0.0078,0.088,0.0928,0.2424,0.1216
7.826,-0.006,0.0038,0.099,0.1022,0.2409,0.1318
7.874,-0.0,0.014,0.104,0.1063,0.22,0.1476
7.925,0.0046,0.0231,0.113,0.0974,0.1908,0.1473
7.975,0.0081,0.0326,0.118,0.081,0.1616,0.1389
8.024,0.0115,0.0402,0.126,0.0655,0.1258,0.1289
8.074,0.0138,0.0443,0.13,0.0462,0.0802,0.1227
8.125,0.015,0.0468,0.132,0.0264,0.037,0.1104
8.175,0.0154,0.0465,0.139,0.0078,-0.0073,0.095
8.226,0.0151,0.0447,0.144,-0.0092,-0.0437,0.0928
8.275,0.014,0.0404,0.142,-0.0222,-0.0782,0.0885
8.325,0.0124,0.0352,0.148,-0.0325,-0.1039,0.0682
8.374,0.0107,0.029,0.152,-0.0374,-0.1223,0.0701
8.424,0.0084,0.0226,0.156,-0.0416,-0.1314,0.0766
8.474,0.0059,0.0162,0.161,-0.0442,-0.1322,0.0692
8.525,0.0046,0.0088,0.166,-0.0398,-0.13,0.0733
8.576,0.0027,0.0019,0.166,-0.0363,-0.1215,0.0745
8.625,0.0025,-0.0034,0.168,-0.0261,-0.1052,0.0593
8.674,0.0015,-0.0068,0.172,-0.0199,-0.0831,0.052
8.725,0.0014,-0.0088,0.178,-0.0126,-0.0583,0.058
8.774,0.0022,-0.0117,0.178,-0.0051,-0.041,0.0614
8.824,0.0024,-0.0124,0.18,-0.0013,-0.0198,0.0523
8.874,0.0067,-0.0127,0.185,0.0153,-0.0014,0.0489
8.925,0.0075,-0.01,0.186,0.0179,0.0207,0.0546
8.974,0.0106,-0.0076,0.19,0.0239,0.0361,0.0491
9.025,0.0118,-0.0045,0.191,0.0209,0.048,0.0465
9.074,0.0132,-0.001,0.197,0.0165,0.055,0.0404
9.125,0.0147,0.0037,0.198,0.0119,0.0611,0.0446
9.174,0.0158,0.0074,0.199,0.0059,0.0609,0.0405
9.225,0.0169,0.0103,0.201,-0.0004,0.0555,0.0298
9.274,0.0163,0.0139,0.202,-0.0107,0.0487,0.0276
9.326,0.0158,0.0154,0.2,-0.0194,0.0349,0.0244
9.374,0.0142,0.0176,0.201,-0.0295,0.0237,0.0121
9.424,0.0132,0.018,0.2,-0.0352,0.0086,0.0106
9.475,0.0104,0.0187,0.203,-0.0442,-0.0042,0.008
9.523,0.0079,0.0162,0.204,-0.0487,-0.0226,0.015
9.574,0.0065,0.0143,0.203,-0.0477,-0.0351,0.0162
9.624,0.006,0.0118,0.206,-0.0433,-0.0457,0.0115
9.673,0.005,0.0082,0.207,-0.0386,-0.0545,0.0171
9.724,0.0044,0.0047,0.206,-0.0312,-0.0582,0.0204
9.773,0.0043,0.0019,0.209,-0.0238,-0.0559,0.0134
9.825,0.0033,-0.0016,0.208,-0.0199,-0.0534,0.0201
9.874,0.0039,-0.0053,0.21,-0.0125,-0.0503,0.0177
9.925,0.005,-0.0063,0.21,-0.0045,-0.0394,0.0158
9.974,0.0059,-0.0076,0.216,0.0003,-0.0289,0.0178
10.024,0.0072,-0.0083,0.213,0.0036,-0.0184,0.0255
10.074,0.0095,-0.0071,0.213,0.0074,-0.0051,0.0189
10.124,0.0112,-0.0066,0.215,0.0073,0.0045,0.0101
10.174,0.0116,-0.0055,0.211,0.0032,0.0133,0.0141
10.224,0.013,-0.0026,0.215,0.0013,0.0241,0.0038
10.274,0.0136,0.0012,0.214,-0.0027,0.0342,0.0081
10.323,0.0138,0.0043,0.217,-0.0074,0.0383,0.0121
10.374,0.0136,0.0067,0.218,-0.0119,0.0365,0.012
10.423,0.0128,0.0095,0.215,-0.0168,0.034,0.0132
10.474,0.0127,0.0109,0.221,-0.0185,0.0258,0.0007
10.524,0.011,0.0129,0.219,-0.0234,0.0177,0.0114
10.573,0.0097,0.0134,0.212,-0.0262,0.0057,0.0087
10.624,0.0096,0.0121,0.216,-0.0248,-0.0096,-0.0162
10.674,0.0078,0.0088,0.215,-0.0266,-0.0281,-0.0086
10.724,0.008,0.0058,0.217,-0.0228,-0.0423,0.0003
10.774,0.0077,0.0017,0.214,-0.0196,-0.0537,0.0006
10.823,0.0074,-0.0025,0.215,-0.0164,-0.0615,-0.0047
10.874,0.0078,-0.0059,0.217,-0.0111,-0.0626,-0.001
10.924,0.0083,-0.0096,0.215,-0.0058,-0.061,0.0089
10.975,0.0092,-0.0128,0.216,-0.0021,-0.0553,0.002
11.024,0.0102,-0.0165,0.22,0.0008,-0.0499,0.0046
11.073,0.0099,-0.0188,0.218,-0.0004,-0.0416,0.013
11.123,0.0118,-0.0213,0.219,0.0028,-0.0342,0.0053
11.174,0.0125,-0.0234,0.216,0.002,-0.0252,0.0041
11.223,0.0123,-0.0251,0.219,-0.0015,-0.0158,-0.0021
11.274,0.0123,-0.0252,0.221,-0.0041,-0.0018,0.0035
11.325,0.0123,-0.023,0.217,-0.006,0.0154,0.0112
11.373,0.0117,-0.0207,0.219,-0.0081,0.0299,-0.0003
11.423,0.0113,-0.0188,0.217,-0.0091,0.0391,0.0017
11.475,0.011,-0.0151,0.216,-0.0096,0.049,0.0015
11.523,0.0108,-0.0121,0.218,-0.0105,0.0528,-0.0019
11.574,0.0106,-0.0085,0.217,-0.011,0.055,0.0039
11.623,0.0096,-0.0078,0.221,-0.0124,0.048,0.0046
11.674,0.0091,-0.0047,0.217,-0.0107,0.0467,0.0114
11.724,0.009,-0.0031,0.221,-0.0073,0.0411,0.0046
11.773,0.0082,-0.0007,0.22,-0.006,0.0367,0.0111
11.823,0.0079,0.0014,0.221,-0.0039,0.0321,0.0128
11.873,0.0069,0.002,0.222,-0.0027,0.0244,0.0113
11.923,0.0068,0.001,0.222,0.0012,0.0137,0.0118
11.974,0.0085,0.0004,0.22,0.0092,0.0054,0.0113
12.023,0.0102,-0.0017,0.219,0.0159,-0.0055,0.0008
12.074,0.0122,-0.0051,0.222,0.0224,-0.0176,-0.0024
12.124,0.0119,-0.009,0.222,0.0209,-0.0272,0.0061
12.175,0.014,-0.0121,0.224,0.0251,-0.0313,0.0077
12.224,0.0142,-0.0154,0.226,0.0231,-0.0329,0.0079
12.273,0.0136,-0.0186,0.224,0.0194,-0.0314,0.0133
12.323,0.0144,-0.0196,0.227,0.0194,-0.0232,0.0043
12.373,0.0148,-0.022,0.228,0.018,-0.017,0.0061
12.423,0.0156,-0.0232,0.225,0.0185,-0.008,0.0074
12.473,0.015,-0.0229,0.224,0.0155,0.0051,-0.0028
12.523,0.0153,-0.0196,0.225,0.0169,0.024,-0.0086
12.573,0.0159,-0.017,0.223,0.0206,0.0374,-0.0073
12.623,0.0155,-0.0142,0.219,0.0221,0.049,-0.0094
12.674,0.0161,-0.0117,0.218,0.0271,0.0555,-0.0175
12.724,0.0176,-0.008,0.217,0.0344,0.0614,-0.0142
12.774,0.02,-0.0047,0.219,0.0438,0.0624,-0.0132
12.824,0.021,-0.0012,0.222,0.0488,0.0613,-0.0035
12.874,0.0243,0.002,0.224,0.0579,0.0566,0.0074
12.924,0.0285,0.0062,0.222,0.0674,0.0534,0.0097
12.974,0.0329,0.0076,0.221,0.0761,0.0418,0.0044
13.023,0.0361,0.0079,0.219,0.0788,0.0296,-0.0013
13.073,0.0406,0.0098,0.22,0.0833,0.023,-0.0076
13.124,0.0459,0.0106,0.222,0.0881,0.0136,-0.0032
13.173,0.0509,0.0111,0.222,0.0894,0.0048,0.002
13.223,0.0543,0.0102,0.219,0.0846,-0.0058,0.0016
13.274,0.0608,0.0097,0.224,0.0893,-0.0125,-0.0045
13.324,0.0655,0.0089,0.22,0.0872,-0.0185,0.0063
13.375,0.0687,0.0079,0.223,0.0801,-0.0235,0.0016
13.423,0.0748,0.0066,0.221,0.0818,-0.0263,0.0019
13.473,0.0765,0.0058,0.222,0.0702,-0.0257,0.0
13.523,0.0806,0.0051,0.221,0.068,-0.0228,-0.001
13.573,0.0834,0.0042,0.219,0.0634,-0.0205,-0.0054
13.623,0.0865,0.0034,0.22,0.0612,-0.018,-0.0113
13.672,0.0897,0.0025,0.22,0.0608,-0.0156,-0.0094
13.724,0.0931,0.0018,0.22,0.0622,-0.0119,-0.0045
13.773,0.0972,0.0018,0.22,0.066,-0.0068,-0.0063
13.822,0.1009,0.0028,0.22,0.0686,-0.0001,-0.0048
13.873,0.1063,0.0027,0.217,0.0751,0.0022,-0.0025
13.923,0.1072,0.0035,0.219,0.0688,0.0054,-0.0102
13.973,0.1097,0.0039,0.215,0.0678,0.0064,-0.0054
14.023,0.1137,0.0052,0.217,0.0727,0.0089,-0.0114
14.073,0.1174,0.0054,0.218,0.0762,0.0075,-0.0078
14.123,0.1211,0.0056,0.215,0.0794,0.0064,0.0
14.174,0.124,0.0052,0.219,0.0809,0.0036,-0.0064
14.223,0.1288,0.0054,0.218,0.0882,0.003,0.002
14.273,0.1318,0.0054,0.219,0.0899,0.0024,0.0064
14.324,0.1365,0.0057,0.22,0.0973,0.0033,0.0022
14.373,0.1424,0.0061,0.216,0.1066,0.0045,0.0033
14.422,0.1474,0.006,0.219,0.1124,0.0038,-0.0064
14.473,0.1526,0.0063,0.216,0.1173,0.0042,-0.0024
14.523,0.1588,0.0072,0.216,0.1242,0.0058,-0.002
14.573,0.1633,0.0076,0.217,0.1234,0.0045,-0.0055
14.623,0.1707,0.0085,0.215,0.1291,0.0041,-0.0014
14.673,0.1784,0.0086,0.217,0.135,0.0004,-0.0054
14.723,0.1863,0.0084,0.225,0.1399,-0.0037,0.0007
14.772,0.1922,0.0084,0.228,0.1375,-0.0069,0.0185
14.823,0.199,0.0088,0.232,0.1373,-0.0085,0.0219
14.872,0.2074,0.0076,0.246,0.1417,-0.0137,0.0251
14.923,0.215,0.0064,0.246,0.143,-0.0177,0.0403
14.973,0.2217,0.0059,0.272,0.1414,-0.0178,0.0329
15.023,0.23,0.0052,0.279,0.1449,-0.0171,0.0563
15.072,0.2384,0.0048,0.287,0.1472,-0.0151,0.0651
15.123,0.2446,0.0041,0.274,0.1438,-0.0136,0.0306
15.173,0.2519,0.0049,0.259,0.1433,-0.0071,-0.0246
15.223,0.2574,0.0062,0.245,0.1355,0.0005,-0.0964
15.272,0.2641,0.0073,0.232,0.1324,0.0055,-0.1391
15.323,0.2696,0.0088,0.21,0.125,0.0103,-0.1443
15.372,0.2768,0.0106,0.196,0.1264,0.0148,-0.1824
15.423,0.2821,0.0125,0.19,0.122,0.0176,-0.1597
15.473,0.29,0.015,0.183,0.1255,0.0193,-0.1344
15.522,0.2979,0.0166,0.187,0.1306,0.016,-0.0993
15.572,0.3052,0.0178,0.182,0.1336,0.0103,-0.0546
15.622,0.3119,0.0188,0.183,0.1356,0.004,-0.0306
15.673,0.3201,0.018,0.176,0.1434,-0.0069,-0.0104
15.722,0.3275,0.0175,0.175,0.1487,-0.0159,-0.013
15.773,0.3354,0.0164,0.177,0.1541,-0.0251,-0.0061
15.822,0.3455,0.0145,0.178,0.1669,-0.0344,0.0228
15.873,0.3552,0.013,0.177,0.1759,-0.04,0.0262
15.923,0.3652,0.0105,0.18,0.1835,-0.0472,0.0244
15.972,0.3756,0.009,0.185,0.1923,-0.0455,0.0448
16.022,0.3876,0.0071,0.188,0.2056,-0.0441,0.0586
16.073,0.4007,0.0049,0.19,0.2167,-0.0429,0.0573
16.122,0.412,0.0034,0.19,0.2159,-0.0393,0.0541
16.172,0.4243,0.0016,0.192,0.216,-0.0364,0.0469
16.223,0.4352,0.0006,0.193,0.2112,-0.0285,0.0496
16.272,0.4452,-0.0006,0.197,0.2024,-0.024,0.0398
16.322,0.4554,-0.0006,0.201,0.1917,-0.0175,0.0369
16.372,0.4658,-0.0018,0.199,0.1825,-0.0162,0.0374
16.423,0.4748,-0.0019,0.204,0.1698,-0.0117,0.022
16.473,0.4826,-0.002,0.205,0.1556,-0.009,0.0281
16.522,0.4896,-0.0025,0.206,0.1441,-0.0093,0.0279
16.573,0.4966,-0.0021,0.209,0.1387,-0.0091,0.022
16.623,0.5035,-0.0028,0.209,0.1351,-0.012,0.0203
16.672,0.5098,-0.0028,0.209,0.1293,-0.0118,0.0116
16.722,0.5157,-0.0034,0.21,0.1244,-0.0124,0.0018
16.772,0.5212,-0.0043,0.211,0.1199,-0.0108,0.0023
16.822,0.5273,-0.0043,0.21,0.1207,-0.0044,0.0011
16.873,0.5326,-0.0045,0.21,0.1224,0.0011,0.0021
16.922,0.5386,-0.0035,0.212,0.13,0.0084,-0.0019
16.972,0.5457,-0.0025,0.213,0.1431,0.0127,0.0019
17.021,0.5541,-0.0014,0.205,0.1588,0.014,0.0006
17.072,0.5617,-0.0011,0.204,0.1697,0.0124,-0.0162
17.122,0.5694,-0.0008,0.207,0.1786,0.0119,-0.0176
17.172,0.5792,-0.0006,0.207,0.1902,0.0115,-0.0102
17.222,0.5907,-0.0007,0.206,0.2047,0.0094,-0.0047
17.272,0.6006,-0.0007,0.207,0.2116,0.007,-0.0066
17.322,0.6117,-0.0008,0.206,0.222,0.0049,0.0021
17.372,0.6233,-0.0001,0.211,0.2331,0.0087,0.0064
17.422,0.6356,0.0,0.208,0.2436,0.0102,0.0164
17.472,0.6501,0.0007,0.211,0.2569,0.0132,0.0088
17.522,0.6636,0.0011,0.209,0.262,0.0162,0.0139
17.572,0.6764,0.0018,0.214,0.2604,0.0194,0.0061
17.623,0.6887,0.0044,0.209,0.2538,0.0279,0.0131
17.672,0.6999,0.0055,0.209,0.2425,0.0291,0.0006
17.722,0.7112,0.0084,0.214,0.231,0.0331,-0.0029
17.771,0.7237,0.0108,0.209,0.2244,0.0334,0.0082
17.821,0.7338,0.0125,0.209,0.2128,0.0294,-0.0057
17.872,0.7445,0.0144,0.208,0.2067,0.0242,-0.0096
17.922,0.7549,0.0166,0.208,0.2018,0.0192,-0.008
17.972,0.7648,0.0177,0.208,0.1971,0.01,-0.0099
18.022,0.774,0.0184,0.206,0.1919,0.0007,-0.0082
18.072,0.785,0.0184,0.209,0.1946,-0.0084,-0.0126
18.123,0.7945,0.0188,0.207,0.1948,-0.0139,0.0006
18.171,0.8044,0.0182,0.204,0.1975,-0.0203,-0.001
18.222,0.8147,0.0173,0.206,0.2023,-0.0253,-0.0099
18.272,0.8248,0.0166,0.205,0.2057,-0.0278,-0.0044
18.321,0.8364,0.0155,0.204,0.2132,-0.0302,-0.0021
18.372,0.8471,0.0151,0.206,0.2177,-0.0296,-0.0049
18.422,0.8583,0.0144,0.204,0.2231,-0.0283,0.0007
18.471,0.8697,0.0137,0.207,0.2272,-0.0262,-0.0048
18.521,0.881,0.013,0.207,0.2291,-0.024,0.0015
18.572,0.8922,0.0125,0.207,0.2286,-0.0216,0.0031
18.622,0.9065,0.0121,0.206,0.2375,-0.0189,-0.0037
18.672,0.9186,0.0117,0.203,0.238,-0.017,-0.0042
18.722,0.9311,0.012,0.203,0.2395,-0.014,-0.0121
18.772,0.9427,0.0121,0.202,0.2378,-0.0137,-0.0092
18.822,0.9552,0.0121,0.202,0.2375,-0.0158,-0.0013
18.872,0.9695,0.0107,0.205,0.2419,-0.0229,0.0046
18.921,0.9825,0.0092,0.201,0.2415,-0.0305,0.0176
18.972,0.9954,0.0072,0.203,0.239,-0.0378,0.0077
19.022,1.0084,0.0046,0.205,0.2357,-0.0448,0.008
19.072,1.0204,0.0014,0.208,0.2268,-0.0515,0.0177
19.121,1.0321,-0.0017,0.207,0.2165,-0.0569,0.0186
19.171,1.0448,-0.0063,0.206,0.2095,-0.0637,0.0142
19.221,1.0546,-0.01,0.207,0.1944,-0.0659,0.0037
19.271,1.0651,-0.014,0.21,0.1864,-0.0663,0.0024
19.322,1.0746,-0.0183,0.21,0.1754,-0.0634,0.0166
19.372,1.0828,-0.0225,0.213,0.162,-0.0557,0.0171
19.421,1.0914,-0.0263,0.214,0.1546,-0.0461,0.0265
19.471,1.1001,-0.0289,0.213,0.1527,-0.0381,0.0192
19.52,1.1073,-0.0309,0.213,0.1498,-0.0296,0.0047
19.571,1.1143,-0.0324,0.208,0.1478,-0.0188,-0.0017
19.621,1.1204,-0.0342,0.213,0.1434,-0.0071,-0.0188
19.671,1.1266,-0.0349,0.211,0.139,0.0122,0.002
19.721,1.133,-0.0345,0.211,0.1363,0.0316,-0.0115
19.771,1.1385,-0.0328,0.209,0.1336,0.0518,-0.0189
19.821,1.1432,-0.0294,0.208,0.1311,0.0758,-0.0104
19.872,1.1491,-0.0258,0.208,0.1324,0.0946,-0.0058
19.921,1.1548,-0.0196,0.204,0.135,0.1146,0.0002
19.972,1.1591,-0.0133,0.203,0.1388,0.1247,-0.0189
20.021,1.1662,-0.0059,0.207,0.1526,0.1297,-0.0153
20.07,1.1729,0.0015,0.208,0.1636,0.1285,-0.004
20.122,1.1811,0.0077,0.207,0.18,0.1178,-0.0102
20.17,1.1899,0.0141,0.204,0.1949,0.1091,-0.0082
