time_s,state,x_m,y_m,z_down_m,edge_event,edge_x_m,edge_y_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,local_x_min_m,local_x_max_m,local_y_min_m,local_y_max_m
2.972,,0.0007,-0.0008,0.015,,,,-0.03,-1.02,0.0,0.0,0.0066,-0.0106,0.0042,0.666,0.409,,0.242,,,,,,,
3.022,,0.0006,-0.0007,0.015,,,,-0.04,-1.08,0.03,0.0,0.0052,-0.0092,0.0036,0.666,0.409,1.085,0.236,,,,,,,
3.072,,0.0007,-0.0005,0.013,,,,-0.05,-1.13,0.04,0.0,0.0054,-0.0066,0.0027,0.661,0.403,1.085,0.236,,,,,,,
3.122,,-0.002,0.0003,0.015,,,,-0.05,-1.2,0.25,0.0,-0.011,-0.0021,-0.0021,0.661,0.403,,0.239,,,,,,,
3.196,,-0.0006,-0.0006,0.015,,,,-0.06,-1.15,0.14,0.0,-0.0019,-0.0069,-0.0002,0.665,0.413,,0.239,,,,,,,
3.222,,0.0006,-0.0014,0.016,,,,-0.06,-1.12,0.07,0.0,0.0042,-0.0114,-0.0002,0.665,0.413,,0.242,,,,,,,
3.272,,-0.0003,0.0005,0.013,,,,-0.07,-1.24,0.13,0.0,-0.0009,-0.0012,0.0023,0.661,0.405,,0.242,,,,,,,
3.322,,0.0005,-0.0003,0.015,,,,-0.07,-1.21,0.09,0.0,0.0027,-0.0051,-0.003,0.661,0.405,,0.242,,,,,,,
3.393,,0.0006,-0.0001,0.014,,,,-0.08,-1.22,0.09,0.0,0.003,-0.0044,-0.0018,0.665,0.413,,0.242,,,,,,,
3.435,,-0.0013,0.0002,0.011,,,,-0.09,-1.24,0.18,0.0,-0.0059,-0.003,-0.0036,0.665,0.413,,0.239,,,,,,,
3.483,,-0.0018,0.0008,0.014,,,,-0.09,-1.27,0.2,0.0,-0.0079,-0.0004,-0.0121,0.66,0.407,,0.239,,,,,,,
3.522,,0.0005,-0.0002,0.012,,,,-0.09,-1.23,0.1,0.0,0.0035,-0.0054,-0.0087,0.66,0.407,,0.245,,,,,,,
3.573,,-0.0006,0.0003,0.014,,,,-0.1,-1.26,0.15,0.0,-0.0018,-0.002,-0.0106,0.663,0.413,,0.245,,,,,,,
3.622,,0.0005,0.0006,0.014,,,,-0.1,-1.27,0.11,0.0,0.0025,-0.0003,-0.0066,0.663,0.413,1.078,0.239,,,,,,,
3.678,,0.0004,-0.0002,0.014,,,,-0.11,-1.24,0.11,0.0,0.0023,-0.0039,-0.0034,0.662,0.406,1.078,0.239,,,,,,,
3.728,,-0.0018,0.0006,0.013,,,,-0.11,-1.27,0.2,0.0,-0.0084,0.0002,-0.0016,0.662,0.406,,0.245,,,,,,,
3.773,,-0.0003,0.0006,0.013,,,,-0.12,-1.27,0.14,0.0,-0.0008,-0.0001,-0.0026,0.663,0.409,,0.245,,,,,,,
3.822,,0.0004,0.0004,0.015,,,,-0.12,-1.25,0.11,0.0,0.0032,-0.001,-0.0028,0.663,0.409,1.088,0.241,,,,,,,
3.872,,-0.0003,-0.0001,0.015,,,,-0.12,-1.24,0.14,0.0,-0.0007,-0.0039,0.0018,0.662,0.404,1.088,0.241,,,,,,,
3.945,,-0.0001,-0.0,0.015,,,,-0.13,-1.23,0.13,0.0,0.0,-0.0039,0.0044,0.662,0.404,,0.245,,,,,,,
3.993,,-0.0014,0.0009,0.014,,,,-0.14,-1.27,0.19,0.0,-0.0071,0.001,0.0045,0.666,0.408,,0.245,,,,,,,
4.046,,-0.0007,0.0002,0.016,,,,-0.14,-1.24,0.16,0.0,-0.003,-0.0028,0.0023,0.666,0.408,1.091,0.244,,,,,,,
4.071,,0.0004,-0.0011,0.011,,,,-0.14,-1.19,0.11,0.0,0.0027,-0.0094,0.0044,0.664,0.406,1.091,0.244,,,,,,,
4.123,,0.0004,0.0008,0.014,,,,-0.15,-1.28,0.11,0.0,0.003,0.0008,-0.0051,0.664,0.406,,0.239,,,,,,,
4.172,,0.0003,0.0008,0.014,,,,-0.16,-1.28,0.12,0.0,0.003,0.0006,-0.0038,0.663,0.41,,0.239,,,,,,,
4.223,,-0.0005,0.0002,0.014,,,,-0.16,-1.25,0.15,0.0,-0.0015,-0.0034,-0.0026,0.663,0.41,,0.242,,,,,,,
4.28,,0.0003,-0.0005,0.015,,,,-0.16,-1.22,0.12,0.0,0.0031,-0.0066,-0.0019,0.661,0.403,,0.242,,,,,,,
4.322,,-0.0007,-0.0,0.014,,,,-0.17,-1.24,0.17,0.0,-0.003,-0.0037,0.0004,0.661,0.403,1.086,0.243,,,,,,,
4.372,,0.0001,0.0008,0.014,,,,-0.17,-1.28,0.13,0.0,0.0023,0.001,-0.0006,0.66,0.411,1.086,0.243,,,,,,,
4.422,,0.0003,0.0006,0.013,,,,-0.18,-1.27,0.13,0.0,0.0025,-0.0006,-0.0008,0.66,0.411,,0.244,,,,,,,
4.49,,-0.0006,-0.0002,0.013,,,,-0.18,-1.23,0.18,0.0,-0.0031,-0.0042,-0.003,0.659,0.405,,0.244,,,,,,,
4.534,,0.0003,0.0006,0.015,,,,-0.18,-1.26,0.14,0.0,0.0015,-0.0003,-0.004,0.659,0.405,,0.243,,,,,,,
4.575,,-0.0008,-0.0001,0.011,,,,-0.18,-1.25,0.19,0.0,-0.0049,-0.0034,0.0009,0.663,0.412,,0.243,,,,,,,
4.622,,0.0003,0.0005,0.014,,,,-0.19,-1.28,0.15,0.0,0.0014,0.0007,-0.0054,0.663,0.412,1.083,0.241,,,,,,,
4.673,,0.0003,0.0008,0.013,,,,-0.19,-1.28,0.15,0.0,0.001,0.0016,-0.0025,0.66,0.407,1.083,0.241,,,,,,,
4.722,,0.0003,-0.0014,0.015,,,,-0.19,-1.19,0.15,0.0,0.0009,-0.0092,-0.0023,0.66,0.407,,,,,,,,,
4.805,,0.0001,0.0004,0.014,,,,-0.2,-1.26,0.15,0.0,-0.0001,0.0001,0.0023,0.664,0.412,,,,,,,,,
4.846,,-0.0006,0.0004,0.012,,,,-0.2,-1.26,0.18,0.0,-0.0032,-0.0007,0.0021,0.664,0.412,,0.24,,,,,,,
4.872,,0.0003,0.0003,0.015,,,,-0.2,-1.25,0.14,0.0,0.0013,-0.0012,-0.0034,0.663,0.405,,0.24,,,,,,,
4.921,,0.0002,-0.0005,0.014,,,,-0.21,-1.22,0.14,0.0,0.0014,-0.0049,0.0004,0.663,0.405,1.094,0.242,,,,,,,
4.971,,0.0003,0.0008,0.015,,,,-0.21,-1.27,0.13,0.0,0.0016,0.0021,0.001,0.662,0.409,1.094,0.242,,,,,,,
5.033,,0.0002,0.0008,0.014,,,,-0.21,-1.27,0.13,0.0,0.0017,0.0016,0.003,0.662,0.409,,0.243,,,,,,,
5.083,,0.0002,0.0007,0.013,,,,-0.22,-1.26,0.13,0.0,0.0014,0.0013,0.0013,0.664,0.401,,0.243,,,,,,,
5.15,,-0.0006,-0.0003,0.013,,,,-0.22,-1.22,0.17,0.0,-0.0033,-0.0043,-0.002,0.664,0.401,1.092,0.245,,,,,,,
5.171,,0.0002,0.0001,0.011,,,,-0.22,-1.24,0.13,0.0,0.0016,-0.0022,-0.004,0.663,0.413,1.092,0.245,,,,,,,
5.222,,-0.0016,0.0007,0.015,,,,-0.22,-1.26,0.21,0.0,-0.0084,0.0009,-0.0088,0.663,0.413,,0.243,,,,,,,
5.272,,0.0002,-0.0003,0.014,,,,-0.23,-1.21,0.13,0.0,0.0017,-0.0047,-0.0016,0.665,0.407,,0.243,,,,,,,
5.349,,-0.0,0.0005,0.017,,,,-0.23,-1.26,0.14,0.0,0.0003,0.0002,0.0004,0.665,0.407,,0.242,,,,,,,
5.38,,-0.0,-0.0007,0.014,,,,-0.23,-1.2,0.15,0.0,0.0006,-0.0067,0.0083,0.665,0.412,,0.242,,,,,,,
5.422,,0.0002,-0.0001,0.013,,,,-0.24,-1.23,0.14,0.0,0.0012,-0.003,0.0055,0.665,0.412,1.102,0.241,,,,,,,
5.472,,0.0001,-0.0011,0.012,,,,-0.24,-1.19,0.13,0.0,0.0015,-0.0094,0.0002,0.664,0.405,1.102,0.241,,,,,,,
5.522,,-0.0005,-0.0001,0.012,,,,-0.24,-1.24,0.16,0.0,-0.0018,-0.0039,-0.005,0.664,0.405,,0.245,,,,,,,
5.579,,0.0002,-0.0004,0.014,,,,-0.24,-1.23,0.13,0.0,0.0017,-0.0051,-0.0079,0.663,0.41,,0.245,,,,,,,
5.621,,-0.0007,-0.0004,0.014,,,,-0.24,-1.23,0.16,0.0,-0.0034,-0.0042,-0.0043,0.663,0.41,,0.244,,,,,,,
5.671,,-0.0001,-0.0008,0.017,,,,-0.25,-1.21,0.14,0.0,0.0002,-0.0063,-0.0019,0.661,0.405,,0.244,,,,,,,
5.722,,-0.0005,-0.0001,0.011,,,,-0.25,-1.24,0.15,0.0,-0.0023,-0.0029,0.0064,0.661,0.405,,0.241,,,,,,,
5.771,,-0.0009,-0.0002,0.013,,,,-0.25,-1.24,0.16,0.0,-0.0047,-0.0035,-0.0035,0.662,0.408,,0.241,,,,,,,
5.822,,0.0001,0.0003,0.014,,,,-0.26,-1.26,0.12,0.0,0.0013,-0.0014,-0.0043,0.662,0.408,1.091,0.241,,,,,,,
5.894,,0.0001,-0.0012,0.017,,,,-0.26,-1.19,0.12,0.0,0.0012,-0.0092,-0.0022,0.666,0.407,1.091,0.241,,,,,,,
5.929,,-0.0003,0.0001,0.014,,,,-0.26,-1.25,0.14,0.0,-0.0011,-0.0016,0.0056,0.666,0.407,1.097,0.237,,,,,,,
5.97,,0.0001,0.0003,0.013,,,,-0.27,-1.25,0.12,0.0,0.0018,-0.0004,0.0024,0.665,0.409,1.097,0.237,,,,,,,
6.021,,0.0001,0.0007,0.014,,,,-0.27,-1.27,0.12,0.0,0.0033,0.0027,-0.0023,0.665,0.409,,0.249,,,,,,,
6.071,,0.0001,0.0005,0.016,,,,-0.27,-1.26,0.12,0.0,0.0042,0.0021,-0.0027,0.662,0.405,,0.249,,,,,,,
6.124,,-0.0001,0.0005,0.013,,,,-0.28,-1.25,0.14,0.0,0.0032,0.0025,0.0014,0.662,0.405,1.103,0.244,,,,,,,
6.173,,0.0001,0.0,0.015,,,,-0.28,-1.23,0.14,0.0,0.0043,0.0003,-0.0024,0.664,0.409,1.103,0.244,,,,,,,
6.238,,-0.0005,0.0003,0.014,,,,-0.28,-1.23,0.17,-0.0,0.0012,0.0015,-0.0001,0.664,0.409,,0.245,,,,,,,
6.274,,0.0,-0.0004,0.013,,,,-0.27,-1.18,0.21,-0.0,0.0033,0.0022,0.0,0.663,0.398,,0.245,,,,,,,
6.326,,-0.0018,0.0005,0.016,,,,-0.31,-1.21,0.28,-0.0,-0.0088,0.0155,-0.0032,0.663,0.398,,0.245,,,,,,,
6.407,,-0.0025,0.0029,0.016,,,,-0.4,-1.28,0.24,-0.0,-0.0128,0.0334,0.0005,0.662,0.408,,0.245,,,,,,,
6.453,,-0.0039,0.009,0.013,,,,-0.46,-0.8,0.24,-0.0,-0.018,0.0648,0.0246,0.662,0.408,,0.239,,,,,,,
6.493,,-0.0041,0.0202,0.0,,,,-0.5,-0.09,0.73,-0.0,-0.0171,0.1084,0.0383,0.678,0.408,,0.239,,,,,,,
6.538,,-0.015,0.0171,0.0,,,,-0.51,0.81,0.67,-0.0,-0.0724,0.0654,0.0433,0.678,0.408,,0.187,,,,,,,
6.571,,-0.0195,0.0055,0.0,,,,-0.52,1.89,0.31,-0.0,-0.0797,-0.0197,0.0895,0.685,0.414,,0.187,,,,,,,
6.621,,-0.0219,0.0038,0.005,,,,-0.55,1.46,-0.33,-0.0,-0.0699,-0.035,0.1129,0.685,0.414,1.17,,,,,,,,
6.698,,-0.0223,-0.0046,0.023,entry,-0.0219,0.0038,-0.62,1.11,-0.81,-0.0,-0.0513,-0.0788,0.1288,0.683,0.418,1.17,,,,,,,,
6.748,,-0.0295,-0.0066,0.039,,,,-0.65,0.46,-0.9,-0.0,-0.067,-0.0745,0.1758,0.683,0.418,,1.387,,,,,,,
6.78,,-0.0304,-0.0124,0.059,,,,-0.79,0.05,-1.22,-0.0,-0.0456,-0.0864,0.2058,0.683,,,1.387,,,,,,,
6.82,,-0.0316,-0.0179,0.071,,,,-0.91,-0.2,-1.53,-0.0,-0.0286,-0.0917,0.229,0.683,,1.171,1.387,,,,,,,
6.871,,-0.0301,-0.0229,0.087,,,,-1.05,-0.62,-1.4,-0.0,-0.0035,-0.0907,0.222,0.677,,1.171,1.387,,,,,,,
6.921,,-0.0265,-0.0275,0.101,,,,-1.21,-0.82,-1.09,-0.0,0.0244,-0.0849,0.2194,0.677,,1.18,1.391,,,,,,,
6.975,,-0.0218,-0.0296,0.109,,,,-1.36,-1.11,-0.9,-0.0,0.0485,-0.0681,0.2009,0.669,,1.18,1.391,,,,,,,
7.033,,-0.018,-0.0319,0.118,,,,-1.41,-1.25,-0.44,-0.0,0.0606,-0.0543,0.1786,0.669,,,1.386,,,,,,,
7.08,,-0.012,-0.0349,0.128,,,,-1.37,-1.23,0.25,-0.0,0.076,-0.0465,0.1533,0.661,,,1.386,,,,,,,
7.121,,-0.0075,-0.0369,0.131,,,,-1.28,-0.94,0.55,-0.0,0.0764,-0.0363,0.1451,0.661,,,1.379,,,,,,,
7.171,,-0.0018,-0.0387,0.133,,,,-1.17,-0.67,0.77,-0.0,0.0806,-0.0308,0.1135,0.647,,,1.379,,,,,,,
7.246,,0.0017,-0.0399,0.136,,,,-1.04,-0.69,1.14,-0.0,0.0719,-0.024,0.0974,0.647,,,1.385,,,,,,,
7.31,,0.0075,-0.0413,0.137,,,,-0.94,-0.41,1.31,-0.0,0.0718,-0.0201,0.0816,0.638,,,1.385,,,,,,,
7.332,,0.0102,-0.0425,0.141,,,,-0.86,-0.36,1.29,-0.0,0.0581,-0.0177,0.0732,0.638,,,1.382,,,,,,,
7.393,,0.0139,-0.0437,0.142,,,,-0.78,-0.4,1.33,-0.0,0.0513,-0.0154,0.0711,0.63,,,1.382,,,,,,,
7.423,,0.018,-0.0455,0.144,,,,-0.69,-0.42,1.29,-0.0,0.0472,-0.0165,0.0654,0.63,,,1.378,,,,,,,
7.471,,0.0204,-0.0467,0.152,,,,-0.57,-0.37,1.24,-0.0,0.0371,-0.0145,0.0602,0.625,,,1.378,,,,,,,
7.529,,0.0233,-0.0486,0.151,,,,-0.5,-0.19,1.05,-0.0,0.0319,-0.0163,0.0726,0.625,,,1.374,,,,,,,
7.588,,0.0253,-0.0498,0.16,,,,-0.51,-0.19,0.92,-0.0,0.0261,-0.0166,0.0591,0.626,,,1.374,,,,,,,
7.654,,0.0261,-0.0516,0.161,,,,-0.63,-0.21,0.83,-0.0,0.0174,-0.0184,0.0778,0.626,,,1.375,,,,,,,
7.683,,0.0264,-0.0532,0.164,,,,-0.74,-0.25,0.7,-0.0,0.0093,-0.0188,0.0703,0.622,,,1.375,,,,,,,
7.721,,0.0262,-0.055,0.166,,,,-0.85,-0.33,0.45,-0.0,0.0024,-0.0193,0.0701,0.622,,,1.369,,,,,,,
7.77,,0.0259,-0.0561,0.174,,,,-0.99,-0.33,0.19,-0.0,-0.0012,-0.0171,0.0663,0.62,,,1.369,,,,,,,
7.861,,0.025,-0.057,0.176,,,,-1.09,-0.42,0.09,-0.0,-0.0051,-0.0146,0.077,0.62,,,1.37,,,,,,,
7.882,,0.0292,-0.0592,0.181,,,,-1.28,-0.41,-0.11,-0.0,0.0086,-0.0159,0.0699,0.616,,,1.37,,,,,,,
7.935,,0.0295,-0.0616,0.185,,,,-1.47,-0.46,-0.04,-0.0,0.0094,-0.0174,0.0741,0.616,,,1.372,,,,,,,
7.97,,0.0306,-0.0622,0.19,,,,-1.66,-0.53,-0.05,-0.0,0.0117,-0.0125,0.0723,0.615,,,1.372,,,,,,,
8.021,,0.0355,-0.0628,0.19,,,,-1.79,-0.41,-0.05,-0.0,0.0251,-0.0086,0.0734,0.615,,,1.369,,,,,,,
8.086,,0.0382,-0.0624,0.195,,,,-1.8,-0.59,0.06,-0.0,0.0291,-0.0028,0.0539,0.608,,,1.369,,,,,,,
8.152,,0.0409,-0.0621,0.202,,,,-1.7,-0.46,0.21,-0.0,0.0315,0.0033,0.059,0.608,,,1.365,,,,,,,
8.188,,0.0449,-0.0597,0.203,,,,-1.55,-0.22,0.18,-0.0,0.0362,0.012,0.0636,0.61,,,1.365,,,,,,,
8.22,,0.0471,-0.0591,0.207,,,,-1.41,-0.02,0.33,-0.0,0.0354,0.0128,0.0507,0.61,,,1.373,,,,,,,
8.271,ROTATION_SCAN,0.0497,-0.058,0.21,,,,-1.3,0.06,0.52,-0.0,0.0345,0.0143,0.0485,0.606,,,1.373,,,,,,,
8.32,ROTATION_SCAN,0.0528,-0.0567,0.21,,,,-1.22,0.24,0.61,15.0,0.0336,0.0147,0.0416,0.606,,,1.373,,,,,,,
8.41,ROTATION_SCAN,0.0545,-0.0563,0.211,,,,-1.08,0.26,0.63,15.0,0.0287,0.0118,0.032,0.606,,,1.373,,,,,,,
8.438,ROTATION_SCAN,0.0563,-0.0553,0.216,,,,-0.9,0.22,0.64,15.0,0.0244,0.0107,0.0315,0.606,,,1.371,,,,,,,
8.475,ROTATION_SCAN,0.0562,-0.0568,0.216,,,,-0.74,0.22,0.79,15.0,0.0155,0.0043,0.0365,0.604,,,1.371,,,,,,,
8.526,ROTATION_SCAN,0.055,-0.0581,0.221,,,,-0.44,0.26,0.58,15.0,0.0051,-0.0009,0.0279,0.604,,,1.368,,,,,,,
8.571,ROTATION_SCAN,0.0517,-0.0603,0.219,,,,-0.02,0.19,0.47,15.0,-0.0072,-0.0081,0.0308,0.612,,,1.368,,,,,,,
8.621,ROTATION_SCAN,0.0501,-0.0599,0.22,,,,0.49,0.11,0.28,15.0,-0.013,-0.0072,0.021,0.612,,1.33,1.367,,,,,,,
8.676,ROTATION_SCAN,0.0504,-0.0614,0.219,,,,1.14,-0.03,0.01,15.0,-0.012,-0.0099,0.0203,0.61,,1.33,1.367,,,,,,,
8.73,ROTATION_SCAN,0.0511,-0.0625,0.219,,,,1.93,-0.09,-0.29,15.0,-0.0081,-0.0111,0.0148,0.61,,,1.365,,,,,,,
8.778,ROTATION_SCAN,0.0442,-0.0651,0.222,,,,2.91,-0.07,-0.32,15.0,-0.0202,-0.0146,0.0079,0.617,,,1.365,,,,,,,
