time_s,x_m,y_m,z_down_m
0.383,0.6275,4.1499,0.009
0.484,0.6278,4.1502,0.011
0.588,0.6277,4.1497,0.01
0.682,0.6277,4.1504,0.011
0.784,0.6277,4.1502,0.012
0.884,0.6275,4.15,0.01
0.984,0.6284,4.1504,0.01
1.084,0.6277,4.15,0.011
1.183,0.6274,4.15,0.012
1.301,0.6276,4.15,0.008
1.383,0.6276,4.15,0.009
1.483,0.6279,4.1502,0.01
1.593,0.6276,4.15,0.009
1.684,0.6276,4.1505,0.011
1.783,0.6274,4.15,0.011
1.89,0.6283,4.15,0.012
1.983,0.6276,4.15,0.012
2.122,0.6273,4.1505,0.01
2.186,0.6272,4.1503,0.011
2.283,0.6275,4.15,0.011
2.41,0.6275,4.15,0.012
2.482,0.6275,4.1503,0.01
2.583,0.6275,4.15,0.011
2.7,0.628,4.1505,0.01
2.782,0.6275,4.1503,0.011
2.883,0.6275,4.1505,0.01
2.992,0.6274,4.1503,0.009
3.083,-0.0001,0.0001,0.01
3.181,-0.0001,0.0005,0.009
3.282,-0.0003,0.0004,0.012
3.382,-0.0003,0.0004,0.009
3.482,-0.0005,0.0001,0.011
3.607,0.0006,0.0001,0.01
3.682,-0.0005,0.0011,0.009
3.783,0.0006,0.0006,0.011
3.887,-0.0,-0.0003,0.01
3.982,0.0006,0.0006,0.012
4.082,0.0002,0.0,0.012
4.187,-0.0003,0.0003,0.012
4.282,-0.0003,0.0006,0.012
4.382,-0.0006,0.0003,0.012
4.49,-0.0003,0.0003,0.009
4.582,-0.0003,0.0003,0.012
4.711,-0.0,0.0,0.013
4.782,-0.0005,0.0,0.008
4.882,-0.0003,0.0003,0.009
5.004,-0.0002,0.0,0.011
5.082,-0.0002,-0.0002,0.012
5.181,-0.0002,0.0005,0.011
5.296,-0.0003,0.0005,0.008
5.381,-0.0002,0.0002,0.013
5.481,0.0,0.0005,0.012
5.584,-0.0005,0.0002,0.01
5.681,0.0005,0.0003,0.012
5.781,-0.0005,0.0,0.013
5.91,-0.0002,0.0,0.01
5.981,-0.0002,0.0001,0.009
6.081,-0.0002,0.0001,0.009
6.212,-0.0003,0.0004,0.01
6.283,-0.0003,0.0004,0.01
6.38,-0.0003,-0.0007,0.008
6.484,-0.0,-0.0009,0.012
6.581,-0.0005,0.0001,0.013
6.681,-0.0004,0.0007,0.011
6.786,-0.0003,0.0001,0.008
6.881,-0.0003,0.0004,0.011
7.02,0.0004,0.0001,0.011
7.095,0.0004,0.0001,0.01
7.181,-0.0003,0.0004,0.011
7.311,-0.0001,0.0004,0.009
7.381,0.0003,0.0004,0.011
7.48,-0.0004,0.0004,0.01
7.601,-0.0004,0.0007,0.009
7.685,-0.0003,0.0006,0.012
7.781,0.0004,0.0001,0.011
7.889,-0.0001,0.001,0.01
7.98,-0.0004,0.0003,0.01
8.081,-0.0004,0.0006,0.011
8.18,0.0003,0.0006,0.011
8.279,-0.0007,0.0006,0.01
8.381,0.0002,-0.0003,0.012
8.496,0.0009,-0.0013,0.011
8.58,0.0022,-0.0077,0.009
8.68,0.0024,-0.0127,0.009
8.781,0.0041,-0.0314,0.01
8.88,0.0157,-0.055,0.0
8.98,0.0234,-0.0476,0.0
9.085,0.0211,-0.0123,0.0
9.213,0.0205,0.0093,0.013
9.279,0.0124,0.0286,0.035
9.385,-0.0123,0.0352,0.055
9.48,-0.0293,0.0287,0.068
9.618,-0.0356,0.0158,0.083
9.69,-0.035,-0.0007,0.097
9.779,-0.0294,-0.0118,0.115
9.905,-0.0161,-0.0182,0.133
9.98,-0.0002,-0.0196,0.148
10.08,0.0123,-0.0151,0.169
10.193,0.0235,-0.0077,0.188
10.279,0.0276,-0.0005,0.207
10.384,0.0276,0.0061,0.227
10.484,0.0231,0.0098,0.244
10.584,0.0162,0.0101,0.257
10.686,0.0094,0.0087,0.265
10.8,0.0027,0.0067,0.267
10.898,0.0017,0.0023,0.277
10.996,0.0068,-0.0006,0.287
11.111,0.0159,-0.0008,0.294
11.179,0.0234,0.0003,0.3
11.279,0.0299,0.0048,0.301
11.42,0.0365,0.0115,0.305
11.479,0.0393,0.0161,0.309
11.579,0.0374,0.0195,0.31
11.683,0.033,0.024,0.313
11.782,0.0295,0.0211,0.318
11.879,0.0217,0.0182,0.323
11.979,0.0165,0.0134,0.326
12.084,0.0174,0.0106,0.324
12.179,0.0391,0.0128,0.331
12.279,0.0525,0.0167,0.333
12.379,0.0637,0.0204,0.338
12.479,0.0688,0.0238,0.335
12.58,0.0697,0.028,0.331
12.687,0.0601,0.0303,0.334
12.78,0.0482,0.0332,0.331
12.88,0.0404,0.0323,0.332
12.992,0.0339,0.0297,0.335
13.08,0.0265,0.0255,0.332
13.178,0.0218,0.0192,0.338
13.311,0.0261,0.0164,0.335
13.379,0.0344,0.018,0.333
13.479,0.0456,0.0221,0.331
13.622,0.0522,0.0257,0.332
13.691,0.0562,0.0306,0.33
13.78,0.0548,0.0336,0.33
13.902,0.0469,0.0392,0.329
13.979,0.036,0.0372,0.325
14.08,0.0296,0.0379,0.327
14.179,0.0197,0.0314,0.328
14.279,0.0124,0.0232,0.333
14.379,0.0131,0.0199,0.335
14.479,0.0215,0.0195,0.338
