time_s,x_m,y_m,z_down_m
0.236,-0.0209,0.0016,0.013
0.239,-0.0209,0.0013,0.011
0.327,-0.0209,0.002,0.012
0.427,-0.0206,0.0022,0.011
0.527,-0.0202,0.002,0.013
0.625,-0.0208,0.0016,0.012
0.725,-0.0208,0.0024,0.013
0.828,-0.0204,0.0013,0.011
0.927,-0.0211,0.0013,0.012
1.038,-0.0208,0.0013,0.012
1.128,-0.0211,0.0016,0.01
1.268,-0.0211,0.002,0.011
1.332,-0.0211,0.0014,0.011
1.425,-0.0208,0.0016,0.01
1.55,-0.021,0.0014,0.012
1.628,-0.021,0.0016,0.012
1.726,-0.021,0.0014,0.012
1.826,-0.021,0.002,0.013
1.926,-0.0207,0.0014,0.011
2.056,-0.0215,0.0013,0.01
2.128,-0.0205,0.0019,0.011
2.227,-0.0211,0.0022,0.013
2.344,-0.0209,0.0014,0.013
2.433,-0.0212,0.002,0.011
2.525,-0.0212,0.0013,0.013
2.63,-0.0216,0.0015,0.013
2.725,-0.0206,0.0019,0.012
2.826,-0.0214,0.0013,0.014
2.975,-0.0206,0.002,0.012
3.031,-0.0214,0.0013,0.011
3.125,-0.0001,-0.0001,0.011
3.264,0.0002,-0.0003,0.012
3.326,0.0007,0.0006,0.013
3.425,0.0008,0.0003,0.014
3.547,-0.0002,-0.0005,0.012
3.625,-0.0004,-0.0002,0.01
3.725,0.001,0.0009,0.014
3.829,0.0002,-0.0005,0.011
3.925,0.0002,0.0002,0.014
4.051,0.0006,-0.0005,0.012
4.132,-0.0,0.0004,0.012
4.225,0.0009,-0.0001,0.013
4.356,0.0002,-0.0005,0.013
4.427,-0.0001,-0.0006,0.012
4.525,0.0001,-0.0006,0.013
4.643,-0.0001,-0.0003,0.015
4.728,0.0001,-0.0003,0.013
4.825,-0.0001,-0.0003,0.012
4.931,0.0001,0.0002,0.012
5.024,0.0003,-0.0003,0.011
5.125,0.0,-0.0003,0.015
5.229,-0.0005,-0.0006,0.012
5.336,-0.0005,-0.0006,0.011
5.425,0.0007,-0.0003,0.011
5.562,-0.0002,-0.0005,0.012
5.625,-0.0,-0.0006,0.014
5.724,-0.0001,0.0013,0.013
5.858,-0.0001,-0.0006,0.013
5.925,-0.0001,-0.0006,0.011
6.025,0.0001,0.0003,0.012
6.14,0.0001,-0.0005,0.012
6.226,0.0005,0.0004,0.014
6.325,-0.0002,-0.0005,0.01
6.433,-0.0002,-0.0005,0.013
6.524,-0.0002,0.0003,0.014
6.634,-0.0001,-0.0003,0.012
6.728,-0.0007,-0.0005,0.012
6.824,-0.0008,-0.0005,0.014
6.954,-0.0003,-0.0005,0.011
7.038,-0.0006,-0.0003,0.013
7.124,-0.0004,0.0013,0.013
7.24,-0.0004,-0.0004,0.014
7.329,-0.0004,0.0002,0.013
7.424,-0.0007,-0.0004,0.011
7.533,-0.0009,-0.0004,0.012
7.637,-0.0003,0.0014,0.011
7.724,0.0003,0.0,0.012
7.828,-0.0008,-0.0004,0.012
7.924,0.0001,0.0,0.012
8.024,-0.0011,-0.0004,0.014
8.124,-0.0009,-0.0004,0.012
8.223,0.0001,0.0003,0.012
8.324,-0.0009,-0.0001,0.014
8.43,-0.0003,0.0001,0.011
8.532,-0.0003,-0.0001,0.01
8.623,-0.0003,0.0003,0.013
8.758,-0.0012,-0.0004,0.011
8.823,-0.0015,-0.0004,0.012
8.923,-0.0003,0.0003,0.01
9.063,-0.0011,-0.0005,0.015
9.123,-0.0003,-0.0005,0.012
9.223,-0.0006,-0.0005,0.013
9.359,-0.0011,-0.0003,0.014
9.422,-0.0006,-0.0003,0.013
9.523,-0.0014,-0.0005,0.012
9.64,-0.0011,0.0005,0.013
9.723,-0.0005,0.0,0.01
9.823,-0.0009,0.0002,0.012
9.929,-0.001,-0.0005,0.01
10.023,-0.001,0.0006,0.011
10.146,-0.0013,-0.0005,0.013
10.232,-0.0012,-0.0005,0.012
10.322,-0.0013,-0.0002,0.012
10.461,-0.0008,-0.0004,0.012
10.534,-0.0013,-0.0004,0.012
10.623,-0.0009,-0.0005,0.012
10.733,-0.0011,-0.0004,0.013
10.829,-0.0016,-0.0004,0.012
10.922,-0.0011,-0.0004,0.012
11.023,-0.001,-0.0004,0.015
11.124,-0.0014,0.0012,0.01
11.224,-0.0014,-0.0004,0.012
11.323,-0.0013,-0.0004,0.012
11.422,-0.0016,-0.0005,0.012
11.523,-0.0016,-0.0005,0.013
11.623,-0.0017,-0.0005,0.012
11.735,-0.0018,-0.0003,0.012
11.823,-0.0015,0.0003,0.012
11.922,-0.0015,-0.0002,0.012
12.048,-0.0012,-0.0004,0.013
12.122,-0.0017,-0.0002,0.012
12.222,-0.0011,-0.0004,0.014
12.359,-0.0013,-0.0003,0.013
12.436,-0.002,-0.0004,0.012
12.523,-0.0016,-0.0002,0.013
12.674,-0.0009,0.0003,0.012
12.74,-0.0016,-0.0004,0.01
12.822,-0.001,0.0003,0.012
12.963,-0.0027,0.0,0.013
13.032,-0.0009,-0.0003,0.013
13.122,-0.0015,0.0012,0.013
13.222,-0.0023,-0.0001,0.014
13.328,-0.0015,-0.0003,0.01
13.422,-0.002,-0.0003,0.011
13.521,-0.002,-0.0003,0.012
13.623,-0.0016,0.0003,0.014
13.722,-0.0021,0.0004,0.013
13.822,-0.0025,-0.0003,0.013
13.928,-0.0021,-0.0003,0.013
14.021,-0.0014,0.0006,0.012
14.121,-0.0017,0.0004,0.011
14.246,-0.0017,-0.0003,0.013
14.326,-0.0019,-0.0003,0.013
14.421,-0.0022,-0.0004,0.011
14.553,-0.0019,-0.0001,0.015
14.639,-0.0022,-0.0003,0.01
14.722,-0.0015,0.0004,0.01
14.821,-0.002,-0.0002,0.012
14.936,-0.002,-0.0,0.013
15.022,-0.002,-0.0002,0.012
