time_s,x_m,y_m,z_down_m
0.083,0.0,0.0,0.009
0.133,1.7908,0.0434,0.01
0.184,1.791,0.0435,0.009
0.234,1.7917,0.0415,0.011
0.282,1.7912,0.0427,0.01
0.333,1.7916,0.0414,0.011
0.382,1.7902,0.0421,0.009
0.434,1.7911,0.0429,0.011
0.482,1.7909,0.0434,0.013
0.532,1.7909,0.0433,0.009
0.582,1.7908,0.043,0.011
0.633,1.7908,0.0428,0.011
0.683,1.7906,0.0432,0.011
0.733,1.7908,0.0425,0.011
0.785,1.7904,0.0432,0.009
0.835,1.7911,0.0421,0.012
0.881,1.7907,0.0433,0.011
0.933,1.7904,0.0432,0.011
0.986,1.7906,0.0427,0.008
1.041,1.7907,0.0432,0.011
1.082,1.7907,0.0432,0.012
1.133,1.7906,0.0432,0.01
1.183,1.7904,0.0431,0.012
1.231,1.7899,0.0422,0.012
1.281,1.7905,0.0426,0.01
1.337,1.7905,0.0433,0.01
1.382,1.7906,0.0429,0.01
1.433,1.7905,0.0431,0.011
1.481,1.7903,0.043,0.011
1.531,1.79,0.0422,0.011
1.581,1.7903,0.0429,0.009
1.632,1.7904,0.0423,0.01
1.681,1.7906,0.0425,0.011
1.731,1.7904,0.0431,0.009
1.781,1.7907,0.041,0.009
1.832,1.7901,0.0431,0.01
1.882,1.7901,0.0431,0.009
1.931,1.7901,0.0428,0.011
1.981,1.7897,0.0422,0.01
2.032,1.7903,0.0426,0.01
2.082,1.7902,0.0423,0.01
2.133,1.7893,0.0423,0.01
2.182,1.7903,0.042,0.011
2.232,1.7904,0.0418,0.01
2.281,1.7902,0.0418,0.008
2.331,1.7893,0.0418,0.009
2.381,1.7907,0.0408,0.009
2.431,1.79,0.0426,0.009
2.483,0.0001,0.0,0.01
2.533,0.0005,0.0002,0.011
2.589,0.0007,0.0001,0.009
2.634,0.0009,-0.0007,0.011
2.682,0.0009,-0.0005,0.01
2.735,0.0009,0.0004,0.01
2.787,0.0002,-0.0003,0.009
2.832,0.0007,-0.0017,0.009
2.885,0.0009,-0.0018,0.009
2.932,0.0009,-0.0015,0.009
2.982,-0.0002,-0.0008,0.013
3.031,0.0006,0.0009,0.012
3.083,0.0005,-0.0005,0.011
3.133,0.0008,-0.0019,0.01
3.183,0.0008,0.0006,0.012
3.231,0.0007,0.0001,0.012
3.283,0.0004,0.0007,0.011
3.331,0.0005,-0.0019,0.01
3.381,0.0008,0.0001,0.012
3.431,0.0007,0.0009,0.009
3.481,0.0005,0.0009,0.01
3.531,0.0005,-0.0019,0.011
3.581,0.0004,0.0007,0.01
3.632,0.0007,-0.0008,0.009
3.681,0.0007,0.0006,0.011
3.732,0.0007,0.0009,0.012
3.78,-0.0001,-0.0002,0.01
3.831,0.0004,0.0008,0.011
3.881,0.0007,0.0005,0.011
3.93,0.0002,-0.0007,0.011
3.985,0.0006,0.0008,0.011
4.031,0.0006,-0.0013,0.012
4.08,0.0003,-0.0002,0.01
4.131,0.0004,-0.0013,0.012
4.181,0.0003,-0.0004,0.012
4.231,0.0005,-0.0013,0.01
4.282,0.0003,0.0005,0.012
4.33,0.0005,0.0005,0.012
4.381,0.0002,0.0007,0.011
4.432,-0.0006,-0.0006,0.01
4.482,0.0004,-0.0003,0.013
4.531,0.0004,-0.0018,0.011
4.58,0.0004,-0.0001,0.012
4.632,0.0003,-0.0018,0.012
4.681,0.0001,0.0004,0.012
4.731,-0.0004,-0.0008,0.012
4.781,0.0,0.0004,0.013
4.831,0.0,-0.0015,0.009
4.881,0.0003,-0.0003,0.01
4.931,-0.0001,-0.0007,0.01
4.98,-0.0,0.0004,0.01
5.03,0.0,-0.0006,0.01
5.08,-0.0,0.0003,0.011
5.13,-0.0005,-0.0004,0.009
5.18,-0.0,-0.0004,0.012
5.231,0.0002,-0.001,0.009
5.28,0.0002,0.0005,0.011
5.33,-0.0009,-0.0004,0.008
5.38,-0.0005,-0.0004,0.011
5.43,-0.0001,0.0003,0.008
5.48,-0.0009,-0.0004,0.01
5.53,-0.0003,-0.0005,0.011
5.581,-0.0,0.0005,0.01
5.635,-0.0001,-0.0004,0.011
5.68,-0.0003,0.0003,0.011
5.731,-0.0003,-0.0004,0.011
5.781,-0.0004,-0.0005,0.013
5.83,-0.0001,0.0002,0.011
5.887,-0.0002,-0.0005,0.012
5.932,-0.0011,-0.0005,0.01
5.98,-0.0011,-0.001,0.011
6.03,-0.0013,-0.0005,0.01
6.079,-0.0005,-0.0008,0.01
6.132,-0.0012,-0.0008,0.009
6.182,-0.0011,-0.0006,0.007
6.23,-0.0003,-0.0016,0.01
6.281,-0.0005,-0.0006,0.01
6.329,-0.0005,-0.0006,0.011
6.381,-0.0004,-0.0006,0.012
6.433,-0.0004,-0.0008,0.011
6.482,-0.0007,-0.0011,0.011
6.533,-0.0005,-0.0004,0.01
6.579,-0.0007,0.0001,0.008
6.63,-0.0004,-0.0004,0.009
6.679,-0.0007,-0.0004,0.01
6.73,-0.0007,0.0,0.013
6.779,-0.0024,-0.0009,0.009
6.83,-0.0027,0.0002,0.011
6.879,-0.0055,0.0018,0.01
6.929,-0.0066,0.0068,0.01
6.983,-0.009,0.0103,0.01
7.03,-0.0121,0.0149,0.008
