time_s,x_m,y_m,z_down_m
0.08,0.0,0.0,0.014
0.131,-0.0264,-0.1266,0.012
0.18,-0.0264,-0.1278,0.012
0.229,-0.0257,-0.1274,0.014
0.28,-0.0274,-0.1278,0.013
0.331,-0.0257,-0.1286,0.012
0.38,-0.0276,-0.1271,0.012
0.431,-0.026,-0.126,0.012
0.479,-0.0256,-0.127,0.013
0.531,-0.0257,-0.1273,0.015
0.579,-0.0262,-0.1281,0.012
0.63,-0.0256,-0.1281,0.013
0.681,-0.0256,-0.1273,0.011
0.73,-0.0264,-0.1271,0.014
0.779,-0.0257,-0.1271,0.012
0.829,-0.0272,-0.1273,0.014
0.879,-0.0257,-0.1274,0.013
0.93,-0.0276,-0.1271,0.013
0.979,-0.0271,-0.1274,0.011
1.03,-0.0255,-0.1274,0.012
1.079,-0.0265,-0.1277,0.012
1.128,-0.0256,-0.1275,0.013
1.18,-0.0258,-0.1275,0.011
1.228,-0.0265,-0.125,0.014
1.279,-0.0256,-0.1264,0.012
1.329,-0.0252,-0.1262,0.015
1.378,-0.0258,-0.1256,0.014
1.429,-0.0258,-0.1261,0.011
1.479,-0.0289,-0.1254,0.013
1.529,-0.0286,-0.125,0.013
1.578,-0.0297,-0.125,0.013
1.629,-0.029,-0.1252,0.014
1.678,-0.0286,-0.1254,0.013
1.729,-0.0296,-0.1251,0.012
1.778,-0.03,-0.1247,0.012
1.829,-0.0279,-0.1258,0.012
1.879,-0.0282,-0.1251,0.013
1.929,-0.0282,-0.1251,0.013
1.979,-0.03,-0.1249,0.012
2.028,0.0001,-0.0,0.01
2.079,-0.0001,0.0002,0.012
2.128,-0.0005,0.0004,0.013
2.178,-0.001,0.0006,0.013
2.229,0.0006,0.0004,0.014
2.279,0.0004,0.0006,0.012
2.329,-0.0017,0.0007,0.014
2.378,-0.0003,0.0004,0.013
2.43,0.0007,0.0003,0.012
2.479,-0.0004,-0.0005,0.015
2.529,-0.0014,0.0006,0.013
2.579,-0.0001,0.0001,0.011
2.629,0.0008,0.0006,0.012
2.679,0.0007,0.0005,0.011
2.728,0.0004,0.0002,0.012
2.779,-0.0009,-0.0006,0.012
2.828,-0.0014,0.0004,0.014
2.879,0.0002,-0.0001,0.01
2.928,-0.0003,-0.0006,0.014
2.978,0.0006,0.0004,0.015
3.029,-0.0012,0.0003,0.011
3.079,0.0002,-0.0001,0.015
3.128,-0.0006,0.0003,0.015
3.178,0.0006,0.0003,0.011
3.228,-0.0001,-0.0006,0.014
3.278,0.0006,0.0003,0.013
3.328,-0.0001,-0.0004,0.013
3.379,-0.0026,0.0017,0.01
3.429,-0.002,0.001,0.014
3.479,-0.0022,0.0017,0.012
3.528,-0.003,0.0041,0.013
3.578,-0.0039,0.004,0.013
3.628,-0.0039,0.0042,0.011
3.678,-0.0025,0.0031,0.013
3.729,-0.0038,0.004,0.013
3.779,-0.0027,0.0029,0.012
3.829,-0.0039,0.004,0.012
3.879,-0.0028,0.0027,0.013
3.929,-0.0039,0.0042,0.012
3.978,-0.0028,0.0029,0.009
4.028,-0.0028,0.0029,0.012
4.079,-0.0028,0.004,0.013
4.129,-0.003,0.0029,0.012
4.178,-0.0039,0.0035,0.014
4.229,-0.0039,0.0035,0.013
4.279,-0.0019,0.0029,0.014
4.328,-0.0028,0.0029,0.014
4.379,-0.003,0.0037,0.014
4.427,-0.0026,0.0029,0.011
4.478,-0.0026,0.0028,0.012
4.528,-0.003,0.0029,0.012
4.579,-0.0032,0.0031,0.011
4.628,-0.0026,0.0029,0.012
4.678,-0.0028,0.0039,0.013
