time_s,x_m,y_m,z_down_m
0.221,-1.3849,1.2441,0.013
0.226,-1.4331,1.2856,0.011
0.324,-1.4868,1.3315,0.013
0.423,-1.5305,1.3696,0.011
0.531,-1.5912,1.4212,0.014
0.624,-1.6315,1.4563,0.012
0.724,-1.69,1.5064,0.014
0.862,-1.7456,1.5547,0.013
0.932,-1.7917,1.594,0.011
1.023,-1.8535,1.6474,0.012
1.146,-1.913,1.6987,0.012
1.228,-1.9626,1.7414,0.013
1.324,-2.0206,1.7914,0.013
1.437,-2.0779,1.8406,0.012
1.523,-2.145,1.8985,0.014
1.623,-2.1999,1.9457,0.01
1.726,-2.2751,2.0091,0.012
1.824,-2.3403,2.065,0.012
1.925,-2.3937,2.1116,0.013
2.054,-2.4642,2.1711,0.013
2.123,-2.5187,2.2193,0.014
2.223,-2.5873,2.278,0.012
2.345,-2.6635,2.3429,0.013
2.423,-2.7346,2.4034,0.014
2.522,-2.8084,2.4658,0.012
2.631,-2.8877,2.5325,0.012
2.722,-2.9612,2.5948,0.012
2.824,-0.0,0.0,0.01
2.928,-0.0003,0.0002,0.01
3.023,-0.022,0.0242,0.013
3.159,-0.0001,0.0,0.013
3.223,-0.0005,0.0004,0.012
3.323,-0.0013,0.0011,0.011
3.452,-0.0024,0.0021,0.012
3.522,-0.0039,0.0033,0.01
3.622,-0.0058,0.005,0.012
3.741,-0.0081,0.0069,0.012
3.823,-0.0108,0.0092,0.013
3.923,-0.0139,0.0118,0.013
4.029,-0.0175,0.0149,0.011
4.122,-0.0214,0.0183,0.01
4.222,-0.0259,0.0222,0.013
4.323,-0.0306,0.0263,0.012
4.423,-0.0359,0.0309,0.011
4.522,-0.0417,0.0359,0.012
4.646,-0.0481,0.0415,0.013
4.723,-0.0543,0.047,0.01
4.822,-0.0617,0.0534,0.013
4.934,-0.0688,0.0595,0.013
5.023,-0.0769,0.0666,0.012
5.122,-0.0863,0.0746,0.012
5.23,-0.0956,0.0828,0.012
5.322,-0.1049,0.0909,0.013
5.423,-0.1143,0.0991,0.011
5.525,-0.1252,0.1085,0.012
5.622,-0.1359,0.1179,0.014
5.751,-0.1484,0.1287,0.013
5.822,-0.1614,0.14,0.014
5.922,-0.1733,0.1503,0.012
6.046,-0.1872,0.1623,0.013
6.121,-0.2018,0.1749,0.012
6.222,-0.2158,0.187,0.012
6.332,-0.2336,0.202,0.013
6.422,-0.2481,0.2146,0.011
6.521,-0.2635,0.2278,0.012
6.622,-0.2817,0.2431,0.013
6.721,-0.3006,0.259,0.014
6.822,-0.3174,0.2733,0.011
6.946,-0.3403,0.2926,0.012
7.022,-0.3563,0.3061,0.013
7.122,-0.3755,0.3223,0.012
7.237,-0.4008,0.3432,0.013
7.322,-0.4225,0.3614,0.013
7.421,-0.445,0.3803,0.011
7.527,-0.4712,0.4032,0.012
7.621,-0.4933,0.4216,0.012
7.721,-0.515,0.4386,0.013
7.83,-0.5412,0.4626,0.011
7.921,-0.5654,0.4831,0.013
8.061,-0.5887,0.502,0.011
8.121,-0.6155,0.5262,0.011
8.222,-0.6467,0.5556,0.001
8.355,-0.6922,0.5944,0.0
8.421,-0.7043,0.5977,0.0
8.521,-0.7891,0.6807,0.0
8.646,-1.0297,0.903,0.001
8.72,-1.2792,1.1034,0.013
8.821,-1.4913,1.3004,0.099
8.933,5.5885,-6.1136,0.148
9.02,-1.5036,1.5103,0.111
9.121,-2.9914,7.6863,0.111
9.223,-1.5642,12.2656,0.103
9.321,-2.128,11.8496,0.118
9.421,14.0238,1.7328,0.0
9.545,-0.0021,0.0097,0.177
9.62,-0.0105,0.093,0.195
9.721,-0.0346,0.2046,0.367
9.836,-0.064,0.2784,0.475
9.922,-0.1202,0.3564,0.113
10.02,0.5508,0.1957,0.037
10.133,0.7618,0.3487,0.209
10.221,0.9251,0.6005,0.42
10.32,-0.8329,2.4126,0.396
10.438,-1.3065,3.4254,0.008
10.521,-1.2899,4.3988,0.082
10.625,-1.6975,5.2135,0.019
10.722,0.0093,0.0066,0.077
10.82,0.0412,0.0185,0.222
10.92,0.0845,0.006,0.23
11.026,0.1861,-0.0693,1.104
11.121,0.3928,-0.1253,0.996
11.219,-1.1542,-2.0968,0.003
11.325,-0.0003,0.0019,0.076
11.42,-0.0325,-0.0603,0.089
11.52,-0.0558,-0.1392,0.149
11.62,-0.0773,-0.1945,0.05
11.72,-0.1065,-0.1919,0.042
11.821,-0.1488,-0.2836,0.075
11.94,-0.2061,-0.3341,0.087
12.02,-0.2969,-0.3625,0.087
12.12,-0.3679,-0.4348,0.086
12.262,-0.4272,-0.4717,0.057
12.323,-0.4921,-0.4401,0.032
12.42,-0.6017,-0.3305,0.069
12.566,-0.6505,-0.3734,0.152
12.631,-0.6401,-0.4407,0.245
12.72,1.1264,-1.0508,0.181
12.82,1.3708,-1.0296,0.155
12.924,2.7759,-1.8988,0.257
13.02,3.5218,-3.3611,0.009
13.12,3.2119,-1.8235,0.046
13.225,3.512,-0.9481,0.081
13.321,3.865,-0.9321,0.174
13.419,4.2775,-0.9118,0.298
13.537,4.6914,-0.8915,0.723
13.619,-0.0,-0.0,0.067
13.723,0.0014,0.0007,0.321
13.857,0.0107,0.0041,0.389
13.919,0.0794,-0.0323,1.21
14.019,-0.1492,0.2005,1.428
14.182,-0.1931,0.2321,0.662
14.225,-0.1691,0.251,0.663
14.319,-0.1101,0.2625,0.66
14.419,0.0122,0.2503,0.662
